"","CdStationHydro","CdStationHydroAncienRef","LbStationHydro","TypStationHydro","DtMiseServiceStationHydro","DtFermetureStationHydro","ProjCoordStationHydro","CoordXStationHydro","CoordYStationHydro","NomIntervenant","LbAffichageStationHydro"
"314","A873201001","A8732010","Le Canner à Kœnigsmacker","STD","1969-09-01 00:00:00+01",NA,"26",937570,6926300,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"315","A882000101","A8823010","Le ruisseau de Boler à Gavisse - La boler à Gavisse","STD","1977-01-21 00:00:00+01","1983-11-10 00:00:00+01","26",938277,6930693,"DREAL Grand Est - UH Meuse-Moselle","HydroPortail/Hydro 2"
"316","A885301001","A8853010","Le ruisseau de Montenach à Sierck-les-Bains","STD","1969-09-01 00:00:00+01","1985-01-01 00:00:00+01","26",943937,6931390,"DREAL Grand Est - UH Meuse-Moselle","HydroPortail/Hydro 2"
"317","A888301001","A8883010","Le ruisseau d'Apach à Manderen","STD","1964-12-01 00:00:00+01","1983-01-01 00:00:00+01","26",949168,6932233,"DREAL Grand Est - UH Meuse-Moselle","HydroPortail/Hydro 2"
"318","A890201001","A8902010","L'Alzette à Audun-le-Tiche","STD","1970-07-23 00:00:00+01","2007-01-02 00:00:00+01","26",915075,6935974,"DREAL Grand Est - UH Meuse-Moselle","HydroPortail/Hydro 2"
"319","A891030101","A8910301","Le Kayl à Ottange","STD","2004-03-01 00:00:00+01",NA,"26",919349,6931516,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"320","A891030102",NA,"Le Kayl à Ottange","STD","2014-07-01 00:00:00+02",NA,"26",919349,6931516,"DREAL Grand Est - UH Meuse-Moselle","HydroPortail"
"321","A900105050","A9001050","La Sarre à Laneuveville-lès-Lorquin","STD","1968-08-01 00:00:00+01",NA,"26",995146,6846872,"DREAL Grand Est - UH Rhin-Sarre","Vigicrues/HydroPortail/Hydro 2"
"322","A901305050","A9013050","La Sarre Rouge à Vasperviller","STD","1968-08-01 00:00:00+01",NA,"26",999319,6845472,"DREAL Grand Est - UH Rhin-Sarre","Vigicrues/HydroPortail/Hydro 2"
"323","A902101050","A9021040","La Sarre à Hermelange","STD","2008-09-01 00:00:00+02",NA,"26",995426,6849752,"DREAL Grand Est - UH Rhin-Sarre","Vigicrues/HydroPortail/Hydro 2"
"324","A902101060","A9021050","La Sarre à Hermelange - Ancienne","STD","1968-08-01 00:00:00+01","2011-01-01 00:00:00+01","26",995426,6849752,"DREAL Grand Est - UH Rhin-Sarre","HydroPortail/Hydro 2"
"325","A902102050","A9021010","La Sarre à Sarrebourg","STD","1953-01-01 00:00:00+01",NA,"26",997718,6856198,"DREAL Grand Est - UH Rhin-Sarre","Vigicrues/HydroPortail/Hydro 2"
"326","A902102101","A9021021","Le ruisseau de Gondrexange à Imling","STD","2015-09-01 00:00:00+02",NA,"26",995630,6852979,"DREAL Grand Est - UH Rhin-Sarre","Vigicrues/HydroPortail/Hydro 2"
"327","A906215050","A9072050","L'Isch à Postroff","STD","1969-01-01 00:00:00+01",NA,"26",998615,6868830,"DREAL Grand Est - UH Rhin-Sarre","Vigicrues/HydroPortail/Hydro 2"
"328","A907105050","A9091060","La Sarre à Diedendorf","STD","1970-07-01 00:00:00+01",NA,"26",997288,6871776,"DREAL Grand Est - UH Rhin-Sarre","Vigicrues/HydroPortail/Hydro 2"
"329","A909106050","A9091050","La Sarre à Keskastel","STD","1967-01-01 00:00:00+01",NA,"26",995582,6881987,"DREAL Grand Est - UH Rhin-Sarre","Vigicrues/HydroPortail/Hydro 2"
"330","A919205040","A9132050","L'Albe à Sarralbe - Rech [Ancienne]","STD","1967-01-01 00:00:00+01","2007-08-06 00:00:00+02","26",993510,6883324,"DREAL Grand Est - UH Rhin-Sarre","HydroPortail/Hydro 2"
"331","A919205050","A9192060","L'Albe à Sarralbe - Eich","STD","2008-01-01 00:00:00+01",NA,"26",993989,6884972,"DREAL Grand Est - UH Rhin-Sarre","Vigicrues/HydroPortail/Hydro 2"
"332","A920107050","A9200100","La Sarre à Sarralbe [centre]","STD","2005-02-21 00:00:00+01",NA,"26",995014,6885900,"DREAL Grand Est - UH Rhin-Sarre","Vigicrues/HydroPortail/Hydro 2"
"333","A923205030","A9230205","L'Eichel à Diemeringen - Ancienne","STD","1967-01-01 00:00:00+01","2010-01-04 00:00:00+01","26",1006623,6879220,"DREAL Grand Est - UH Rhin-Sarre","HydroPortail/Hydro 2"
"334","A923205040","A9232010","L'Eichel à Diemeringen","STD","2009-11-23 00:00:00+01",NA,"26",1006654,6879471,"DREAL Grand Est - UH Rhin-Sarre","Vigicrues/HydroPortail/Hydro 2"
"335","A926000101","A9352050","L'Eichel à Oermingen","STD","1968-05-01 00:00:00+01",NA,"26",1002080,6885741,"DREAL Grand Est - UH Rhin-Sarre","Vigicrues/HydroPortail/Hydro 2"
"336","A930108040","A9301010","La Sarre à Wittring","STD","1987-04-02 00:00:00+02",NA,"26",1003217,6891676,"DREAL Grand Est - UH Rhin-Sarre","Vigicrues/HydroPortail/Hydro 2"
"337","A931108050","A9221010","La Sarre à Sarreinsming","STD","1964-01-01 00:00:00+01","2021-07-06 00:00:00+02","26",999862,6895238,"DREAL Grand Est - UH Rhin-Sarre","HydroPortail/Hydro 2"
"338","A931108060","A9311050","La Sarre à Sarreguemines - Centre","STD","2007-01-01 00:00:00+01",NA,"26",997110,6897940,"DREAL Grand Est - UH Rhin-Sarre","Vigicrues/HydroPortail/Hydro 2"
"339","A931109050","A9251050","La Sarre à Sarreguemines [Welferding]","STD","1975-10-01 00:00:00+01","2018-01-05 00:00:00+01","26",995091,6898956,"DREAL Grand Est - UH Rhin-Sarre","HydroPortail/Hydro 2"
"340","A932215050","A9402110","L'Horn à Bousseviller","STD","1969-10-01 00:00:00+01",NA,"26",1026256,6901164,"DREAL Grand Est - UH Rhin-Sarre","Vigicrues/HydroPortail/Hydro 2"
"341","A937205040","A9425050","La Blies à Bliesbruck - fermée","STD","1977-08-01 00:00:00+02","2007-04-02 00:00:00+02","26",1004866,6898783,"DREAL Grand Est - UH Rhin-Sarre","HydroPortail/Hydro 2"
"342","A937205050","A9372050","La Blies à Bliesbruck - Pont","STD","2007-01-01 00:00:00+01",NA,"26",1004866,6898783,"DREAL Grand Est - UH Rhin-Sarre","Vigicrues/HydroPortail/Hydro 2"
"343","A937205051","A9372060","La Blies à Bliesbruck - Tyrolienne","STD","2015-02-28 00:00:00+01",NA,"26",1014725,6898677,"DREAL Grand Est - UH Rhin-Sarre","HydroPortail/Hydro 2"
"344","A953205050","A9532005","Le Rosselle à Forbach [Petite-Rosselle]","STD","2008-01-01 00:00:00+01",NA,"26",981244,6905494,"DREAL Grand Est - UH Rhin-Sarre","Vigicrues/HydroPortail/Hydro 2"
"345","A953205060","A9532010","Le Rosselle à Forbach [Petite-Rosselle] - Ancienne","STD","1900-12-12 00:00:00+00:09:21","2008-07-21 00:00:00+02","26",981244,6905494,"DREAL Grand Est - UH Rhin-Sarre","HydroPortail/Hydro 2"
"346","A973121001","A9731210","La Nied [Française] à Ancerville","STD","2002-06-20 00:00:00+02",NA,"26",947347,6886269,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"347","A973731001","A9737310","Le ruisseau Elvon à Bazoncourt","STD","1980-11-01 00:00:00+01","1992-01-01 00:00:00+01","26",947325,6887171,"DREAL Grand Est - UH Meuse-Moselle","HydroPortail/Hydro 2"
"348","A975201001","A9752010","La Nied [Française] à Condé-Northen [Pontigny]","STD","1968-11-01 00:00:00+01",NA,"26",949558,6899519,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"349","A983201001","A9832010","La Nied Allemande à Faulquemont","STD","1984-04-01 00:00:00+02",NA,"26",964132,6889008,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"350","A986201001","A9862010","La Nied Allemande à Varize","STD","1968-11-01 00:00:00+01",NA,"26",951384,6899115,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"351","A994202001","A9942020","La Nied à Filstroff","STD","2002-02-22 00:00:00+01",NA,"26",957707,6919653,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"352","A994202002","A9942010","La Nied à Bouzonville","STD","1964-11-05 00:00:00+01","2006-01-13 00:00:00+01","26",957370,6917066,"DREAL Grand Est - UH Meuse-Moselle","HydroPortail/Hydro 2"
"353","B022001001","B0220010","La Meuse à Goncourt","STD","1971-09-14 00:00:00+01",NA,"26",894048,6796620,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"354","B105201001","B1052010","Le Mouzon à Sommerécourt","STD","1995-01-12 00:00:00+01",NA,"26",897802,6794898,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"355","B109201001","B1092010","Le Mouzon à Circourt-sur-Mouzon [Villars]","STD","1968-07-01 00:00:00+01",NA,"26",900866,6805350,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"356","B110000001","B1100000","La Meuse à Neufchâteau","STD","1994-01-22 00:00:00+01",NA,"26",898729,6809856,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"357","B115001001","B1150010","La Meuse à Domrémy-la-Pucelle","STD","1968-11-13 00:00:00+01",NA,"26",897882,6818878,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"358","B122201001","B1322010","Le Vair à Belmont-sur-Vair","STD","1987-08-05 00:00:00+02",NA,"26",915349,6798802,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"359","B128201001","B1282010","Le Vair à Soulosse-sous-Saint-Élophe","STD","1968-08-01 00:00:00+01",NA,"26",902248,6814884,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"360","B130001001","B1300010","La Meuse à Maxey-sur-Meuse","STD","1995-01-11 00:00:00+01",NA,"26",899131,6820302,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"361","B133471001","B1334710","La Vaise [source] à Maxey-sur-Vaise","STD","1969-07-01 00:00:00+01","1990-01-01 08:55:00+01","26",896870,6829951,"DREAL Grand Est - UH Meuse-Moselle","HydroPortail/Hydro 2"
"362","B134001001","B1340010","La Meuse à Vaucouleurs [Chalaines]","STD","1972-12-31 00:00:00+01",NA,"26",897467,6836867,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"363","B134001002","B1340020","La Meuse à Vaucouleurs [Chalaines] - amont","STD","2012-02-02 00:00:00+01",NA,"26",897487,6836812,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"364","B200381001","B2003810","Le ruisseau le Vicherey à Vicherey","STD","1973-09-01 00:00:00+01","1978-03-01 12:00:00+01","26",917524,6813121,"DREAL Grand Est - UH Meuse-Moselle","HydroPortail/Hydro 2"
"365","B201201001","B2012010","L'Aroffe à Aroffe","STD","1979-09-01 00:00:00+02",NA,"26",914553,6815151,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"366","B204201001","B2042010","L'Aroffe à Vannes-le-Châtel","STD","1969-07-25 12:00:00+01",NA,"26",904072,6831253,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"367","B205201001","B2052010","L'Aroffe à Rigny-Saint-Martin","STD","1969-07-01 00:00:00+01","1990-01-01 00:00:00+01","26",900180,6838114,"DREAL Grand Est - UH Meuse-Moselle","HydroPortail/Hydro 2"
"368","B210000101","B2100001","La Meuse à Troussey","STD","2015-10-01 00:00:00+02",NA,"26",897263,6848789,"DREAL Grand Est - UH Meuse-Moselle","HydroPortail/Hydro 2"
"369","B213001001","B2130010","La Meuse à Commercy","STD","1995-05-22 00:00:00+02",NA,"26",891278,6855177,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"370","B222001001","B2220010","La Meuse à Saint-Mihiel","STD","1968-06-26 00:00:00+01",NA,"26",885599,6866415,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"371","B300301001","B3003010","Le ruisseau la Scance à Verdun","STD","1981-12-01 00:00:00+01","2006-01-17 00:00:00+01","26",872667,6898484,"DREAL Grand Est - UH Meuse-Moselle","HydroPortail/Hydro 2"
"372","B301001001","B3010010","La Meuse à Belleville-sur-Meuse","STD","1993-07-26 00:00:00+02",NA,"26",873479,6899559,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"373","B301001002","B2360010","La Meuse à Verdun - Pont Chaussée","STD","1993-08-10 00:00:00+02",NA,"26",874069,6898445,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"374","B315002001","B3150020","La Meuse à Stenay","STD","1963-08-26 00:00:00+01",NA,"26",857893,6934955,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"375","B315002002","B3120010","La Meuse à Stenay - Ancienne","STD","1963-08-26 00:00:00+01","1982-01-01 00:00:00+01","26",857806,6935004,"DREAL Grand Est - UH Meuse-Moselle","HydroPortail/Hydro 2"
"376","B400101001","B4001010","La Chiers à Longlaville","STD","1996-01-01 00:00:00+01",NA,"26",902969,6941124,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"377","B402101001","B4021010","La Chiers à Longwy","STD","1993-07-26 00:00:00+02",NA,"26",900405,6938134,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"378","B403101001","B4031010","La Chiers à Montigny-sur-Chiers","STD","1968-09-01 00:00:00+01",NA,"26",892621,6933897,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"379","B413201001","B4132010","La Crusnes à Pierrepont","STD","1966-11-07 00:00:00+01",NA,"26",896005,6927788,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"380","B422431001","B4224310","Le Ton à Écouviez","STD","1976-04-29 00:00:00+02",NA,"26",878174,6939048,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"381","B425301001","B4253010","Le ruisseau la Thonne à Thonne-les-Près","STD","1973-09-30 00:00:00+01","1992-01-01 00:00:00+01","26",870371,6938864,"DREAL Grand Est - UH Meuse-Moselle","HydroPortail/Hydro 2"
"382","B431020001","B4310200","L'Othain à Spincourt [Houdelaucourt]","STD","2002-03-11 00:00:00+01",NA,"26",894863,6916353,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"383","B431201001","B4312010","L'Othain à Dommary-Baroncourt [Dommary]","STD","1985-03-01 00:00:00+01","1989-01-01 12:00:00+01","26",897288,6912073,"DREAL Grand Est - UH Meuse-Moselle","HydroPortail/Hydro 2"
"384","B435201001","B4352010","L'Othain à Othe","STD","1966-09-01 00:00:00+01",NA,"26",876841,6935490,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"385","B440201001","B4402010","Le Loison à Billy-sous-Mangiennes","STD","1984-06-01 00:00:00+02","1992-01-01 00:00:00+01","26",886926,6917697,"DREAL Grand Est - UH Meuse-Moselle","HydroPortail/Hydro 2"
"386","B453000101","B4530001","Le Loison à Vittarville","STD","2019-08-19 00:00:00+02",NA,"26",874540,6925215,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"387","B457201001","B4572010","Le Loison à Han-lès-Juvigny","STD","1969-08-01 00:00:00+01",NA,"26",868880,6933730,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"388","B460101001","B4601010","La Chiers à Chauvency-le-Château","STD","1957-08-01 00:00:00+01",NA,"26",867522,6937654,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"389","B463101001","B4631010","La Chiers à Carignan","STD","1965-11-01 00:00:00+01",NA,"26",856034,6949934,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"390","B466010101","B4660101","La Chiers à Brévilly","STD","2008-01-01 00:00:00+01",NA,"26",850524,6954167,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"391","B502001001","B5020010","La Meuse à Sedan","STD","1993-10-20 00:00:00+01",NA,"26",839738,6957523,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"392","B504000101","B5043010","Le ruisseau la Vrigne à Vrigne-aux-Bois","STD","1978-03-01 00:00:00+01","1988-05-19 00:00:00+02","26",833455,6963229,"DREAL Grand Est - UH Meuse-Moselle","HydroPortail/Hydro 2"
"393","B517201001","B5172010","La Bar à Cheveuges","STD","1969-05-01 00:00:00+01",NA,"26",836012,6952873,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"394","B532201001","B5322010","La Vence à la Francheville","STD","1968-04-01 00:00:00+01",NA,"26",823654,6960097,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"395","B540001001","B5400010","La Meuse à Charleville-Mézières","STD","1993-09-28 00:00:00+01",NA,"26",823706,6963646,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"396","B557201001","B5572010","La Sormonne à Belval","STD","1969-10-10 00:00:00+01",NA,"26",818028,6965782,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"397","B560001001","B5600010","La Meuse à Montcy-Notre-Dame","STD","1972-02-01 00:00:00+01",NA,"26",824900,6966183,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"398","B560010101","B7000101","La Meuse à Aiglemont","STD","1996-01-09 00:00:00+01",NA,"26",826295,6965323,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"399","B611101001","B6111010","La Semoy à Haulmé","STD","1965-09-01 00:00:00+01",NA,"26",828523,6975250,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"400","B700001001","B7000020","La Meuse à Monthermé - Débitmètre","DEB","1994-11-17 00:00:00+01",NA,"26",824472,6977095,"DREAL Grand Est - UH Meuse-Moselle","HydroPortail/Hydro 2"
"401","B700001002","B7000010","La Meuse à Monthermé - Limnimètre","STD","1994-11-17 00:00:00+01",NA,"26",824472,6977095,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"402","B720000001","B7200000","La Meuse à Chooz - Trou du Diable","STD","2004-04-21 00:00:00+02",NA,"26",827688,7000411,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"403","B720000002","B7200010","La Meuse à Chooz - Ile Graviat","STD","1953-02-02 00:00:00+01",NA,"26",829403,7000816,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"404","B720000003",NA,"La Meuse à Chooz - Chooz Petit","DEB","2019-06-01 00:00:00+02",NA,"26",829595.66115715,7001881.9572589,"DREAL Grand Est - UH Meuse-Moselle","HydroPortail"
"405","B732201001","B7322010","La Houille à Landrichamps","STD","1957-02-03 12:00:00+01",NA,"26",830847,6999962,"DREAL Grand Est - UH Meuse-Moselle","Vigicrues/HydroPortail/Hydro 2"
"406","F422000201","H3201010","Le Loing à Châlette-sur-Loing [Gué de Lancy]","STD","1966-01-01 00:00:00+01",NA,"26",680041,6770603,"DRIEAT Ile-de-France - UH Ile-de-Fr","Vigicrues/HydroPortail/Hydro 2"
"407","F450000301","H4002010","L'Essonne à Bondaroy","STD","1970-04-06 00:00:00+01","2010-10-01 17:30:00+02","26",646419,6786233,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"408","F456042001","F4560420","La Juine à Saclas","STD","2012-01-01 00:00:00+01",NA,"26",635250,6807199,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"409","H332201001","H3322010","La Bezonde à Pannes","STD","1980-10-28 00:00:00+01",NA,"26",675812,6766994,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"410","H352201010",NA,"Le Fusain à Courtempierre - Station débitmétrique","DEB","1967-01-01 00:00:00+01",NA,"26",672995,6778970,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail"
"411","H352201011","H3522010","Le Fusain à Courtempierre","STD","2018-03-22 00:00:00+01",NA,"26",672995,6778970,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"412","H402203001","H4022030","L'Essonne à Boulancourt","STD","1985-08-01 00:00:00+02",NA,"26",657514,6795419,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"413","H403301001","H4033010","La Juine à Méréville [Ancienne] - Ancienne","STD","1969-05-01 00:00:00+01","2017-01-22 00:00:00+01","26",633432,6804006,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"414","H406840001","H4068400","La Voise à Ymeray","STD","2017-08-18 13:00:00+02",NA,"26",604724,6823987,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"415","H611301001","H6113010","La Cousances à Aubréville","STD","1968-11-01 00:00:00+01","2002-10-16 09:00:00+02","26",852116,6896006,"DREAL Grand Est - UH Seine-Oise","HydroPortail/Hydro 2"
"416","K001002010",NA,"La Loire à Cros-de-Géorand - Barrage de la Palisse","STD","1999-07-01 00:00:00+02",NA,"26",786215,6410230,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail"
"417","K001872010",NA,"Le Gage à Cros-de-Géorand - Barrage du Peyron","STD","1999-07-01 00:00:00+02",NA,"26",786735,6411792,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail"
"418","K001872301","K0010010","La Loire à Usclades-et-Rieutord - Rieutord","STD","2017-11-30 00:00:00+01",NA,"26",791441,6408188,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"419","K002000101","K0030010","La Loire à Issarlès [Pont de la Borie - QNR]","STD","1972-01-01 00:00:00+01",NA,"26",782891,6413935,"Electricité de France (EDF)","HydroPortail/Hydro 2"
"420","K003002010","K0030020","La Loire à Issarlès - Pont de La Borie","STD","1999-05-26 00:00:00+02",NA,"26",782858,6413968,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"421","K004551001","K0045510","La Méjeanne à Saint-Arcons-de-Barges - Montbel","STD","2011-01-01 00:00:00+01",NA,"26",774643,6414533,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"422","K010002010","K0100020","La Loire à Goudet","STD","1981-09-30 00:00:00+01",NA,"26",772786,6421521,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"423","K010002011",NA,"La Loire à Goudet - Station débitmétrique","DEB","2021-05-21 00:00:00+02",NA,"26",772786,6421521,"DREAL Centre-Val de Loire - UH Auve","HydroPortail"
"424","K010002201","K0100010","La Loire à Arlempdes","STD","1946-01-01 00:00:00+01","1980-09-22 00:00:00+02","26",772917,6419192,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"425","K011401001","K0114010","La Gazeille au Monastier-sur-Gazeille [Ancienne]","STD","1946-01-01 00:00:00+01","1980-09-23 00:00:00+02","26",776840,6426837,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"426","K011402001","K0114020","La Gazeille au Monastier-sur-Gazeille - La Besseyre Haute","STD","1989-03-01 00:00:00+01",NA,"26",782031,6425833,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"427","K011403001","K0114030","La Gazeille à Chadron - Colempce Bas","STD","2015-06-08 00:00:00+02",NA,"26",773821,6428598,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"428","K012002010","K0120020","La Loire à Coubon - Ancienne","STD","1998-10-21 00:00:00+02","2016-12-31 00:00:00+01","26",772342,6433586,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"429","K012002011","K0120010","La Loire à Coubon - Charentus","STD","1900-12-12 12:12:00+00:09:21","1976-01-01 00:00:00+01","26",770591.28347698,6433534.2305628,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"430","K013401001","K0134010","La Laussonne à Lantriac - Pont de Moulines","STD","2011-01-01 00:00:00+01",NA,"26",776897,6430044,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"431","K021401001","K0214010","La Gagne à Saint-Germain-Laprade - Les Pandraux","STD","1996-11-01 00:00:00+01",NA,"26",777234,6435320,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"432","K022001001","K0220010","La Loire à Brives-Charensac [Ancienne]","STD","1953-01-01 00:00:00+01","1998-01-01 00:00:00+01","26",773142,6438425,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"433","K024301001","K0243010","La Borne à Saint-Paulien - La Rochelambert","STD","2003-08-31 00:00:00+02",NA,"26",762428,6447090,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"434","K024881001","K0248810","[La Musette] à Loudes - Vendos - Ancienne","STD","1997-12-01 00:00:00+01","2014-04-24 00:00:00+02","26",760298,6444305,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"435","K025301001","K0253010","La Borne à Chadrac [Ancienne]","STD","1919-01-01 00:00:00+00","1984-01-01 00:00:00+01","26",771323,6440120,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"436","K025302001","K0253020","La Borne à Espaly-Saint-Marcel - Ancienne","STD","1899-12-31 12:00:00+00:09:21","2013-01-01 00:00:00+01","26",768041,6439267,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"437","K025302002","K0253030","La Borne à Aiguilhe","STD","2013-02-19 14:50:00+01",NA,"26",769904,6439385,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"438","K025801001","K0258010","Le Dolaizon à Vals-près-le-Puy - Les Vigneaux","STD","2001-04-01 00:00:00+02",NA,"26",767932,6436481,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"439","K026001001","K0260010","La Loire à Chadrac - Ancienne","STD","1921-01-01 00:00:00+00","1996-11-13 05:00:00+01","26",771224,6441380,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"440","K026001002","K0260020","La Loire à Chadrac - Pont du Monteil","STD","1998-01-01 00:00:00+01",NA,"26",770977,6441378,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"441","K027401001","K0274010","La Sumène à Blavozy - Ancienne","STD","1997-12-01 00:00:00+01","2011-10-21 12:00:00+02","26",775768,6440265,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"442","K027401002","K0274020","La Sumène à Blavozy - Le Bourg","STD","2011-03-15 12:00:00+01",NA,"26",777221,6440092,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
