"","CdStationHydro","CdStationHydroAncienRef","LbStationHydro","TypStationHydro","DtMiseServiceStationHydro","DtFermetureStationHydro","ProjCoordStationHydro","CoordXStationHydro","CoordYStationHydro","NomIntervenant","LbAffichageStationHydro"
"668","K338201002","K3382005","La Sioule à Saint-Pourçain-sur-Sioule - La Moutte","STD","1966-07-07 00:00:00+01","1985-07-05 00:01:00+02","26",722638,6579445,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"669","K338201003","K3382011","La Sioule à Saint-Pourçain-sur-Sioule - Auberge des Aubrelles","STD","2021-03-04 00:00:00+01",NA,"26",722556,6579530,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"670","K340081001","K3400810","L'Allier à Châtel-de-Neuvre","STD","1985-09-01 00:00:00+02",NA,"26",724348,6589187,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"671","K345081001","K3450810","L'Allier à Moulins","STD","1965-01-01 00:00:00+01",NA,"26",724969,6606839,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"672","K346401001","K3464010","La Queune à Neuvy","STD","1997-06-01 00:00:00+02",NA,"26",722183,6608791,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"673","K353301001","K3533010","La Burge à Agonges [Le Vieux Cheval]","STD","1994-06-15 00:00:00+02","2018-11-14 00:00:00+01","26",710421,6614460,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"674","K355301001","K3553010","La Burge à Aubigny","STD","1977-01-01 00:00:00+01",NA,"26",711292,6620523,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"675","K357081010","K3570810","L'Allier à Livry - Pont du Veurdre","STD","1979-01-01 00:00:00+01",NA,"26",703734,6628706,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"676","K360301001","K3603010","La Bieudre à Pouzy-Mésangy - RD1 - Ancienne échelle","STD","1994-06-15 00:00:00+02","2019-07-02 04:30:00+02","26",700373,6622995,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"677","K360301002","K3603011","La Bieudre à Pouzy-Mésangy - RD234 - Nouvelle échelle","STD","2016-07-17 00:00:00+02",NA,"26",700725,6623475,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"678","K365081001","K3650810","L'Allier à Cuffy - Pont du Guétin","STD","1920-01-01 00:00:00+00",NA,"26",705312,6649600,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"679","K400001010","K4000010","La Loire à Cours-les-Barres - Givry","STD","1964-01-01 00:00:00+01",NA,"26",705478,6657310,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"680","K401301001","K4013010","L'Aubois à Grossouvre - Trézy","STD","1996-09-01 00:00:00+02",NA,"26",694861,6643834,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"681","K403001010","K4030010","La Loire à la Charité-sur-Loire - Ancienne","STD","2000-01-01 00:00:00+01","2019-01-01 00:00:00+01","26",701140,6675187,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"682","K405001010","K4050010","La Loire à Pouilly-sur-Loire - Ancienne","STD","1993-10-06 00:00:00+01","2011-10-21 12:00:00+02","26",696689,6686619,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"683","K407311001","K4073110","La Vauvise à Saint-Bouize - La Grange","STD","1997-12-03 00:00:00+01",NA,"26",692175,6685605,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"684","K408001001","K4080010","La Loire à Saint-Satur - Ecluse de Saint-Thibault","STD","2000-01-01 00:00:00+01",NA,"26",689933,6693438,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"685","K415001010","K4150010","La Loire à Châtillon-sur-Loire - Ancienne","STD","1991-02-22 00:00:00+01","2021-05-30 00:00:00+02","26",682525,6721274,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"686","K415001301","K4156510","L'Ethelin à Châtillon-sur-Loire","STD","1968-03-20 00:00:00+01","1993-06-02 12:50:00+02","26",680791,6720905,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"687","K418001010","K4180010","La Loire à Gien - Vieux Pont","STD","1984-01-01 00:00:00+01",NA,"26",672376,6731538,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"688","K418001020","K4180020","La Loire à Gien - Le Colombier","STD","1973-01-01 00:00:00+01",NA,"26",673040,6730774,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"689","K418001021","K4180001","La Loire à Gien - avant Villerest à Gien","STD","1918-01-01 00:00:00+00","1984-01-01 00:00:00+01","26",672386,6731419,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"690","K418001022","K4180040","La Loire à Gien - Nouveau Pont","STD","2020-12-04 00:00:00+01",NA,"26",673105.7563028,6730774.3398917,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"691","K418001201","K4180030","La Loire à Gien [débit complet après Villerest] - débit complet après Villerest","STD","1984-01-01 00:00:00+01",NA,"26",672376,6731538,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"692","K419000201","K4190020","La Notreure à Autry-le-Châtel","STD","2017-09-01 00:00:00+02",NA,"26",669173,6722711,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"693","K428000201","K4283110","La Bonnée à Saint-Aignan-des-Gués","STD","1966-12-05 00:00:00+01","1971-06-07 10:59:59+01","26",648870,6748826,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"694","K428000301",NA,"La Bonnée à Saint-Martin-d'Abbat","STD","2022-01-12 00:00:00+01",NA,"26",644431.9974086,6750208.1523284,"DREAL Centre-Val de Loire - UH Auve","HydroPortail"
"695","K428000302",NA,"La Bonnée à Saint-Martin-d'Abbat - station débitmétrique","DEB","2022-01-12 00:00:00+01",NA,"26",644431.9974086,6750208.1523284,"DREAL Centre-Val de Loire - UH Auve","HydroPortail"
"696","K430001010","K4300010","La Loire à Châteauneuf-sur-Loire - Ancienne","STD","1964-01-01 00:00:00+01","2019-01-01 00:00:00+01","26",641914,6751320,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"697","K430002010","K4300020","La Loire à Saint-Denis-de-l'Hôtel - Pont de Jargeau - Ancienne","STD","1999-10-01 00:00:00+02","2019-01-01 00:00:00+01","26",634580,6752591,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"698","K433000201","K4335001","La Crénolle à Donnery","STD","1987-01-30 00:00:00+01","1997-07-22 13:30:00+02","26",632286,6757317,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"699","K435001010","K4350010","La Loire à Orléans - Pont Royal","STD","1964-01-01 00:00:00+01",NA,"26",618164,6755782,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"700","K435001020","K4350020","La Loire à Orléans - Quai du Roi","STD","1980-01-01 00:00:00+01",NA,"26",618164,6755782,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"701","K437311001","K4373110","La Dhuy à Sandillon - La ferme de Louy","STD","2014-09-22 00:00:00+02",NA,"26",626557,6747211,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"702","K438311001","K4383110","La Dhuy à Saint-Cyr-en-Val - Gobson - Ancienne","STD","1966-09-09 00:00:00+01","2015-12-31 00:00:00+01","26",621015,6750398,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"703","K439000101",NA,"Le Loiret à Olivet - Pont Maréchal Leclerc","STD","2017-02-10 00:00:00+01",NA,"26",617923,6752556,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail"
"704","K441409001","K4414090","La Mauve de Détourbe à Meung-sur-Loire","STD","2006-08-22 00:00:00+02",NA,"26",602319,6747455,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"705","K442701001","K4427010","Le Lien à Tavers","STD","2020-01-01 00:00:00+01",NA,"26",596233,6740299,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"706","K444301001","K4443010","L'Ardoux à Lailly-en-Val","STD","1967-01-16 00:00:00+01",NA,"26",599274,6739426,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"707","K446641001",NA,"à Mer","STD","2017-12-01 00:00:00+01","2019-08-01 00:00:00+02","26",588308,6733611,"DREAL Centre-Val de Loire - UH Auve","HydroPortail"
"708","K447001001","K4470010","La Loire à Blois","STD","1863-01-01 12:00:00+00:09:21",NA,"26",574873,6721828,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"709","K447311001","K4473110","La Cisse [bras de dérivation] à Chouzy-sur-Cisse - Les Vallées - Ancienne","STD","2008-08-22 00:00:00+02","2012-05-22 00:00:00+02","26",567958,6714131,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"710","K455000101","K4552210","Le Beuvron à Chaumont-sur-Tharonne","STD","1968-11-08 00:00:00+01","1976-11-08 06:00:00+01","26",618677,6720008,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"711","K457221001","K4572210","Le Beuvron à Montrieux-en-Sologne - Bois Olympe","STD","2012-10-17 00:00:00+02",NA,"26",602759,6715157,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"712","K467000101","K4670010","Le Beuvron à Cellettes - Clénord","STD","2018-06-01 00:00:00+02",NA,"26",581173,6715871,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"713","K467000102","K4672210","Le Beuvron à Cellettes - [Moulin Pezet]","STD","1969-01-01 00:00:00+01","1991-12-31 00:00:00+01","26",581173,6715871,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"714","K467000103","K4670010","Le Beuvron à Cellettes - Clénord - Station débitmétrique","DEB","2021-11-01 00:00:00+01",NA,"26",581182.1634022,6715860.7286218,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"715","K467000201","K4672220","Le Beuvron à Tour-en-Sologne","STD","1991-06-01 00:00:00+02","2000-01-01 00:00:00+01","26",587150,6716550,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"716","K473000101","K4730000","Le Cosson à la Ferté-Saint-Aubin","STD","2018-01-01 00:00:00+01",NA,"26",619677,6736671,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"717","K478000201","K4783010","Le Cosson à Vineuil","STD","1967-01-01 00:00:00+01","1992-01-01 00:00:00+01","26",577245,6721198,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"718","K479301001","K4793010","Le Cosson à Chailles","STD","1990-09-01 12:00:00+02",NA,"26",572839,6717285,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"719","K480001001","K4800010","La Loire à Onzain - Pont de Chaumont","STD","1993-09-01 12:00:00+02",NA,"26",563738,6711030,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"720","K481000201",NA,"L'Amasse à Saint-Règle","STD","2022-01-01 00:00:00+01",NA,"26",553811.9330138,6703096.0277394,"DREAL Centre-Val de Loire - UH Auve","HydroPortail"
"721","K484000101","K4843010","La Cisse à Coulanges - Moulin Jouan - Ancienne","STD","1966-01-01 12:00:00+01","1985-12-31 00:00:00+01","26",567284,6717726,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"722","K484000102","K4843020","La Cisse à Coulanges - Moulin Jouan","STD","2017-11-09 00:00:00+01",NA,"26",567284,6717726,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"723","K485300001","K4853000","La Cisse à Nazelles-Négron","STD","1998-11-15 15:00:00+01",NA,"26",546702,6705808,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"724","K485301001","K4853010","La Cisse à Chouzy-sur-Cisse - Le Vau - Ancienne","STD","2008-08-21 00:00:00+02","2012-05-22 00:00:00+02","26",565444,6713251,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"725","K485301201","K4856010","La Ramberge à Pocé-sur-Cisse - 1","STD","1966-07-18 00:00:00+01","1971-06-21 11:39:59+01","26",548287,6707628,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"726","K485301202","K4856020","La Ramberge à Pocé-sur-Cisse - 2","STD","1971-06-25 00:00:00+01","1994-01-05 06:00:00+01","26",548383,6708031,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"727","K487312001","K4873120","La Brenne à Villedômer - Bas Villaumay Amont","STD","2001-10-09 00:00:00+02",NA,"26",541989,6720717,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"728","K487312002","K4873110","La Brenne à Villedômer - Bas-Villaumay","STD","1968-11-12 00:00:00+01","2005-02-23 11:00:00+01","26",541997,6720718,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"729","K490003010","K4900030","La Loire à Tours - Pont Mirabeau","STD","1995-01-01 00:00:00+01",NA,"26",526372,6702253,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"730","K490003101","K4900010","La Loire à Tours - Pont Wilson","STD","1957-01-01 00:00:00+01","1977-12-31 00:00:00+01","26",525361,6702484,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"731","K490003102","K4900020","La Loire à Tours - aval pont Wilson","STD","1985-01-01 00:00:00+01","1995-12-31 12:00:00+01","26",525371,6702608,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"732","K492000101","K4923010","La Choisille [bras nord] à Mettray","STD","1970-10-13 00:00:00+01","1985-06-12 16:30:00+02","26",523080,6708331,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"733","K492000201","K4923020","La Choisille [bras sud] à Mettray","STD","1970-10-19 00:00:00+01","1985-06-05 10:00:00+02","26",523147,6708165,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"734","K505000101","K5054010","Le Boron à Saint-Marcel-en-Marcillat - Pont Rameau","STD","1997-06-01 00:00:00+02","2010-06-01 12:00:00+02","26",666660,6560401,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"735","K508301001","K5083010","La Tartasse à la Petite-Marche - Saint-Pardoux -Ancienne","STD","1997-06-01 00:00:00+02","2014-05-15 00:00:00+02","26",667750,6564027,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"736","K509090001","K5090900","Le Cher à Chambonchard - La Caborne","STD","1910-01-01 00:00:00+00:09:21",NA,"26",665204,6564208,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"737","K509090002","K5090910","Le Cher à Chambonchard - Rive droite aval pont vieille échelle","STD","1966-06-03 00:00:00+01","2000-07-12 00:00:00+02","26",665099,6564156,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"738","K509090003","K5090905","Le Cher à Chambonchard","STD","1918-08-14 00:00:00+01","1971-12-31 00:00:00+01","26",665099,6564156,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"739","K513301001","K5133010","La Tardes à Champagnat","STD","2012-01-01 00:00:00+01",NA,"26",647664,6546940,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"740","K514311001","K5143110","La Voueize à Gouzon","STD","1971-09-01 00:00:00+01",NA,"26",642950,6566580,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"741","K518302001","K5183020","La Tardes à Chambon-sur-Voueize - Camping","STD","1986-06-22 00:00:00+02",NA,"26",657218,6565065,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"742","K518302002","K5183010","La Tardes à Évaux-les-Bains","STD","1921-01-01 00:00:00+00","2008-06-01 12:00:00+02","26",657188,6565104,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"743","K520090010","K5200900","Le Cher à Teillet-Argenty - Barrage de Rochebut","STD","1986-06-22 00:00:00+02",NA,"26",664226,6571520,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"744","K520090201","K5200910","Le Cher à Teillet-Argenty [QNR]","STD","1921-01-01 00:00:00+00",NA,"26",664156,6571397,"Electricité de France (EDF)","HydroPortail/Hydro 2"
"745","K522090001","K5210910","Le Cher à Lavault-Sainte-Anne - Ancienne","STD","1987-06-01 00:00:00+02","1999-01-01 00:00:00+01","26",669412,6579236,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"746","K522090002","K5220910","Le Cher à Saint-Victor - Ancienne","STD","1976-01-01 00:00:00+01","2011-04-01 00:00:00+02","26",669549,6588292,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"747","K522090003","K5220900","Le Cher à Montluçon","STD","1986-06-22 00:00:00+02",NA,"26",669428,6582863,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"748","K523401001","K5234010","La Magieure à Vaux","STD","1997-06-01 00:00:00+02",NA,"26",667465,6590919,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"749","K531301001","K5313010","L'Aumance à Cosne-d'Allier - Ancienne","STD","2008-06-01 00:00:00+02","2014-05-14 00:00:00+02","26",688064,6597671,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"750","K533311001","K5333110","Le Bandais à Vieure","STD","1994-07-01 12:00:00+02",NA,"26",692450,6600889,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"751","K534321001","K5343210","L'Oeil à Malicorne - Beaufrancon","STD","1968-12-01 00:00:00+01",NA,"26",681138,6579271,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"752","K534591001","K5345910","La Chaux à Colombier","STD","1991-07-31 00:00:00+02","1995-06-13 00:00:00+02","26",683450,6574235,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"753","K536322001","K5363220","L'Oeil à Cosne-d'Allier","STD","2008-06-01 00:00:00+02",NA,"26",686778,6597162,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"754","K536322201","K5363210","L'Oeil à Villefranche-d'Allier - Fouctière","STD","1992-05-01 00:00:00+02","2008-08-31 12:00:00+02","26",686634,6590714,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"755","K537681001","K5376810","Le ruisseau de Noël à Venas","STD","1975-03-01 00:00:00+01","1979-01-01 12:00:00+01","26",680643,6597956,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"756","K538302001","K5383020","L'Aumance à Hérisson","STD","1985-01-01 00:00:00+01",NA,"26",677997,6600907,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"757","K538302101","K5383010","L'Aumance à Hérisson - Pont de la Roche","STD","1969-10-01 00:00:00+01","2008-07-16 00:00:00+02","26",675021,6603279,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"758","K540092001","K5400920","Le Cher à Saint-Amand-Montrond","STD","1966-01-01 00:00:00+01",NA,"26",661097,6625215,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"759","K540092101","K5400910","Le Cher à Colombiers - Tranchasse","STD","1965-07-01 00:00:00+01","1984-01-01 00:00:00+01","26",665729,6620072,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"760","K542401001","K5424010","La Sologne à Ainay-le-Château - Ancienne","STD","1994-07-01 00:00:00+02","2014-05-14 00:00:00+02","26",676004,6623241,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"761","K543302001","K5433020","La Marmande à Saint-Pierre-les-Étieux - Brébeurre","STD","1992-03-13 00:00:00+01",NA,"26",671241,6625260,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"762","K543302101","K5433010","La Marmande à Charenton-du-Cher - Laugère","STD","1985-09-18 00:00:00+02","1993-01-26 12:20:00+01","26",675421,6625539,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"763","K544000201","K5440020","La Loubière à Faverdines","STD","2019-01-01 00:00:00+01",NA,"26",659694,6617145,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"764","K548091010","K5480910","Le Cher à Châteauneuf-sur-Cher - Ancienne","STD","1987-01-30 16:00:00+01","2019-01-01 00:00:00+01","26",647662,6639870,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"765","K548092010","K5480920","Le Cher à Saint-Florent-sur-Cher","STD","1985-12-03 00:00:00+01",NA,"26",642606,6654925,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"766","K549090001","K5490900","Le Cher à Vierzon","STD","1985-06-10 00:00:00+02",NA,"26",629289,6680004,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"767","K549090201","K5490910","Le Cher à Foëcy","STD","1965-01-01 00:00:00+01","2010-01-01 12:00:00+01","26",635794,6674501,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"768","K554301001","K5543010","L'Airin à Crosses - Ancienne","STD","1985-11-14 00:00:00+01","2014-04-24 00:00:00+02","26",668077,6656775,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"769","K555230001","K5552300","L'Yèvre à Savigny-en-Septaine","STD","1987-03-01 00:00:00+01",NA,"26",666846,6661187,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"770","K555458001","K5554580","L'Ouatier à Moulins-sur-Yèvre - Maubranche","STD","2004-07-16 00:00:00+02",NA,"26",663356,6665323,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"771","K557410001","K5574100","Le Moulon à Bourges - Asnières","STD","1993-10-01 00:00:00+01",NA,"26",656134,6669464,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"772","K562301001","K5623010","L'Auron au Pondy","STD","1987-04-01 00:00:00+02",NA,"26",673401,6633809,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"773","K565301001","K5653010","L'Auron à Bourges - L'Ormediot","STD","1966-12-19 00:00:00+01",NA,"26",658089,6659783,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"774","K570230010","K5702300","L'Yèvre à Bourges - Boulevard de l'Avenir - Ancienne","STD","1999-01-01 00:00:00+01","2014-04-14 00:00:00+02","26",653193,6665228,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"775","K570232001","K5702320","L'Yèvre à Saint-Doulchard - Moulin Batard déviation","STD","2008-04-01 00:00:00+02",NA,"26",650878,6665242,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"776","K570232002","K5702310","L'Yèvre à Saint-Doulchard - Moulin Batard -Ancienne","STD","1900-12-12 12:12:00+00:09:21","1994-10-31 00:00:00+01","26",650878,6665242,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"777","K571231001","K5712310","L'Yèvre à Foëcy","STD","1993-09-01 00:00:00+02",NA,"26",637081,6676655,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"778","K571231002",NA,"L'Yèvre à Foëcy - Station débitmétrique","DEB","2021-05-21 00:00:00+02",NA,"26",637081,6676655,"DREAL Centre-Val de Loire - UH Auve","HydroPortail"
"779","K573000101","K5730010","Le Barangeon à Vouzeron","STD","2016-05-25 00:00:00+02",NA,"26",641469,6684348,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"780","K602242001","K6022420","L'Arnon à Loye-sur-Arnon","STD","2007-11-01 00:00:00+01",NA,"26",652296,6617164,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"781","K602242101","K6022410","L'Arnon à Sidiailles","STD","1968-11-20 00:00:00+01","1976-03-05 10:30:00+01","26",648739,6601715,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"782","K602242201",NA,"L'Arnon à Sidiailles","STD","2022-07-01 00:00:00+02",NA,"26",648805.99269728,6601235.1012076,"DREAL Centre-Val de Loire - UH Auve","HydroPortail"
"783","K603400010","K6034000","Le Portefeuille au Châtelet","STD","1985-12-03 00:00:00+01",NA,"26",644865,6616153,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"784","K606301001","K6063010","La Sinaise à Rezay","STD","2014-01-01 00:00:00+01",NA,"26",637359,6619505,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"785","K607240010","K6072400","L'Arnon à Lignières","STD","1987-01-30 00:00:00+01",NA,"26",637235,6628301,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"786","K610243001","K6102430","L'Arnon à Mareuil-sur-Arnon","STD","2014-05-01 00:00:00+02",NA,"26",633704,6642608,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"787","K610243201","K6102420","L'Arnon à Saint-Baudel - Les Gours","STD","1993-01-01 00:00:00+01","2006-09-01 00:00:00+02","26",636675,6639122,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"788","K611240010","K6112400","L'Arnon à Chârost - Ancienne","STD","1985-12-03 08:00:00+01","2019-01-01 00:00:00+01","26",633103,6655055,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"789","K612311010","K6123110","La Théols à Meunet-Planches","STD","2001-11-28 08:00:00+01",NA,"26",620361,6638165,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"790","K612311011","K6123120","La Théols à Meunet-Planches - Station débitmétrique","DEB","2017-10-03 00:00:00+02",NA,"26",620424,6637901,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"791","K617313001","K6173130","La Théols à Sainte-Lizaigne - Pont RD34 - Station débitmétrique","DEB","2011-10-01 00:00:00+02",NA,"26",626095,6656620,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"792","K617313002","K6173120","La Théols à Sainte-Lizaigne - Pont RD 34","STD","1977-12-20 11:45:00+01",NA,"26",626095,6656620,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"793","K617313003","K6173110","La Théols à Sainte-Lizaigne - L'Échardon","STD","1970-07-30 00:00:00+01","1976-03-01 04:20:00+01","26",626545,6658015,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
