noct,nopt,h,q
41905,1,100,0
41905,2,200,0.075000003
41905,3,250,0.16
41905,4,300,0.34999999
41905,5,350,0.61500001
41905,6,380,0.81
41905,7,420,1.1
41905,8,470,1.65
41905,9,500,2.05
41905,10,580,3.3
41905,11,700,5.5999999
41905,12,1010,13
41905,13,1400,22
41905,14,1500,25.299999
41905,15,1600,30
41906,1,100,0
41906,2,200,0.075000003
41906,3,250,0.16
41906,4,300,0.26499999
41906,5,320,0.37
41906,6,350,0.57499999
41906,7,380,0.76999998
41906,8,420,1.1
41906,9,470,1.65
41906,10,500,2.05
41906,11,580,3.3
41906,12,700,5.5999999
41906,13,1010,13
41906,14,1400,22
41906,15,1500,25.299999
41906,16,1600,30
41907,1,100,0
41907,2,200,0.075000003
41907,3,250,0.15000001
41907,4,300,0.27500001
41907,5,350,0.50999999
41907,6,380,0.73500001
41907,7,420,1.1
41907,8,470,1.7
41907,9,500,2.0999999
41907,10,580,3.3
41907,11,700,5.5999999
41907,12,1000,13
41907,13,1340,23.5
41907,14,1480,29
41907,15,1510,30
41909,1,100,0
41909,2,200,0.075000003
41909,3,250,0.15000001
41909,4,300,0.27000001
41909,5,370,0.62
41909,6,425,1.05
41909,7,475,1.6
41909,8,510,2.05
41909,9,540,2.5
41909,10,595,3.3
41909,11,650,4.25
41909,12,770,6.4499998
41909,13,870,8.8000002
41909,14,995,13.5
41909,15,1160,20
41909,16,1295,27
41909,17,1335,29.5
41909,18,1375,32
41909,19,1416,34.799999
41909,20,1491,40
41909,21,1615,50
41909,22,1725,62
41909,23,1830,75
41912,1,100,0
41912,2,200,0.075000003
41912,3,250,0.15000001
41912,4,290,0.30000001
41912,5,360,0.60000002
41912,6,420,1
41912,7,470,1.5
41912,8,510,2
41912,9,545,2.45
41912,10,600,3.25
41912,11,650,4.25
41912,12,750,6.5
41912,13,865,9.1000004
41912,14,995,13.5
41912,15,1160,20
41912,16,1295,27
41912,17,1335,29.5
41912,18,1375,32
41912,19,1416,34.799999
41912,20,1490,40
41912,21,1620,50
41912,22,1730,62
41912,23,1830,74
41912,24,1900,82
47174,1,0,0.001
47174,2,10,0.0099999998
47174,3,50,0.050000001
47174,4,100,0.162
47174,5,200,0.38699999
47174,6,300,0.72000003
47174,7,400,1.16
47174,8,500,1.6
47174,9,600,2.1400001
47174,10,700,2.6800001
47174,11,800,3.26
47174,12,900,3.8800001
47174,13,1000,4.5
47174,14,1100,5.3000002
47174,15,1200,6.0999999
47174,16,1250,6.5
47175,1,0,0.001
47175,2,30,0.057999998
47175,3,70,0.119
47175,4,100,0.16500001
47175,5,200,0.391
47175,6,300,0.72000003
47175,7,400,1.16
47175,8,500,1.65
47175,9,600,2.1400001
47175,10,700,2.6800001
47175,11,800,3.26
47175,12,894,4
47175,13,983,4.8200002
47175,14,1068,5.75
47175,15,1133,6.48
47175,16,1215,7.5700002
47175,17,1750,16
47176,1,0,0.001
47176,2,50,0.025
47176,3,100,0.059999999
47176,4,140,0.082999997
47176,5,180,0.127
47176,6,200,0.171
47176,7,290,0.537
47176,8,400,1
47176,9,600,2.0599999
47176,10,800,3.1700001
47176,11,1000,4.4099998
47176,12,1250,5.9699998
47177,1,50,0.090999998
47177,2,100,0.155
47177,3,110,0.168
47177,4,200,0.33399999
47177,5,260,0.50300002
47177,6,300,0.65100002
47177,7,330,0.796
47177,8,400,1.12
47177,9,500,1.65
47177,10,600,2.2
47177,11,700,2.73
47177,12,800,3.3
47177,13,900,3.8699999
47177,14,1000,4.4099998
47177,15,1100,5.0300002
47177,16,1200,5.6599998
47177,17,1250,5.9699998
47177,18,1350,6.73
47177,19,1580,8.6400003
47178,1,0,0.02
47178,2,20,0.046
47178,3,50,0.090000004
47178,4,70,0.131
47178,5,90,0.18000001
47178,6,100,0.212
47178,7,125,0.31
47178,8,160,0.47400001
47178,9,270,0.96399999
47178,10,420,1.75
47178,11,710,3.3599999
47178,12,1020,5.2199998
47178,13,1150,6.02
47178,14,1300,7.1100001
47178,15,1420,8.0699997
47178,16,1560,9.1999998
47179,1,0,0.02
47179,2,20,0.046
47179,3,50,0.090000004
47179,4,70,0.131
47179,5,90,0.18000001
47179,6,100,0.212
47179,7,125,0.31
47179,8,160,0.47400001
47179,9,270,0.972
47179,10,410,1.62
47179,11,800,3.5799999
47179,12,1150,5.27
47179,13,1300,6.0500002
47179,14,1420,6.6599998
47179,15,1550,7.3499999
47179,16,1710,8.1999998
47180,1,1,0.003
47180,2,30,0.027000001
47180,3,50,0.046999998
47180,4,80,0.078000002
47180,5,100,0.102
47180,6,120,0.12899999
47180,7,160,0.192
47180,8,200,0.29800001
47180,9,250,0.49900001
47180,10,350,1.09
47180,11,670,3.3099999
47180,12,920,5.0100002
47180,13,1130,6.3499999
47180,14,1300,7.48
47180,15,1400,8.1400003
47180,16,1500,8.8800001
47181,1,-50,0.0089999996
47181,2,-10,0.052000001
47181,3,10,0.074000001
47181,4,20,0.085000001
47181,5,30,0.1
47181,6,50,0.12899999
47181,7,70,0.163
47181,8,100,0.213
47181,9,130,0.27599999
47181,10,160,0.354
47181,11,190,0.447
47181,12,240,0.61199999
47181,13,310,0.84200001
47181,14,400,1.16
47181,15,600,1.95
47181,16,740,2.78
47181,17,960,4.0700002
47181,18,1250,5.98
47181,19,1400,6.9899998
47181,20,1550,8
54828,1,200,0
54828,2,250,0.050000001
54828,3,300,0.16500001
54828,4,370,0.49000001
54828,5,406,0.76300001
54828,6,472,1.4299999
54828,7,514,1.9400001
54828,8,560,2.71
54828,9,625,3.9000001
54828,10,765,7
54828,11,856,9.3199997
54828,12,990,13.5
54828,13,1160,20
54828,14,1295,27
54828,15,1335,29.5
54828,16,1375,32
54828,17,1417,34.799999
54828,18,1490,40
54828,19,1620,50
54828,20,1730,62
54828,21,1830,73.599998
54828,22,1900,82
54838,1,200,0.38299999
54838,2,262,0.50700003
54838,3,301,0.59100002
54838,4,333,0.67299998
54838,5,381,0.824
54838,6,424,1.02
54838,7,485,1.22
54838,8,700,1.87
56453,1,201,0.30899999
56453,2,250,0.40099999
56453,3,307,0.51599997
56453,4,354,0.634
56453,5,393,0.75800002
56453,6,423,0.875
56453,7,449,0.98500001
56453,8,488,1.11
56453,9,533,1.26
56453,10,602,1.46
56453,11,698,1.74
57215,1,200,0.38299999
57215,2,262,0.50700003
57215,3,300,0.59500003
57215,4,331,0.67400002
57215,5,380,0.82999998
57215,6,424,1.02
57215,7,485,1.22
57215,8,700,1.87
60492,1,200,0
60492,2,250,0.050000001
60492,3,300,0.16500001
60492,4,370,0.49000001
60492,5,406,0.76300001
60492,6,472,1.4299999
60492,7,514,1.9400001
60492,8,560,2.71
60492,9,625,3.9000001
60492,10,765,7
60492,11,856,9.3199997
60492,12,990,13.5
60492,13,1160,20
60492,14,1295,27
60492,15,1335,29.5
60492,16,1375,32
60492,17,1417,34.799999
60492,18,1490,40
60492,19,1620,50
60492,20,1730,62
60492,21,1830,73.599998
60492,22,1900,82
62081,1,90,0.001
62081,2,100,0.0060000001
62081,3,160,0.028000001
62081,4,180,0.035999998
62081,5,200,0.061999999
62081,6,300,0.19
62081,7,430,0.60500002
62081,8,500,0.83600003
62081,9,600,1.1900001
62081,10,770,1.78
62081,11,910,2.26
62081,12,1050,2.8
62081,13,1330,3.8599999
62081,14,1610,5.1399999
62081,15,1870,6.4000001
62081,16,2150,8
62081,17,2350,9.3100004
62081,18,2500,10.4
62081,19,2650,11.6
62081,20,2810,13.1
62081,21,3000,15
62082,1,109,0
62082,2,121,0.0020000001
62082,3,132,0.0060000001
62082,4,144,0.012
62082,5,155,0.02
62082,6,167,0.029999999
62082,7,178,0.041000001
62082,8,200,0.067000002
62082,9,245,0.13699999
62082,10,290,0.227
62082,11,336,0.34
62082,12,381,0.46900001
62082,13,471,0.78100002
62082,14,562,1.16
62082,15,652,1.61
62082,16,832,2.6800001
62082,17,1013,3.98
62082,18,1194,5.52
62082,19,1555,9.1999998
62082,20,1917,13.7
62082,21,2278,18.9
62082,22,3000,31.6
62131,1,150,0
62131,2,250,0.015
62131,3,350,0.039999999
62131,4,400,0.075000003
62131,5,450,0.175
62131,6,550,0.40000001
62131,7,600,0.55000001
62131,8,650,0.73000002
62131,9,700,0.94999999
62131,10,850,1.75
62131,11,1000,2.9000001
62131,12,1100,4
62131,13,1200,5.25
62131,14,1300,6.75
62131,15,1400,8.5
62131,16,1500,11
62132,1,200,0
62132,2,250,0.0049999999
62132,3,300,0.015
62132,4,350,0.029999999
62132,5,375,0.050000001
62132,6,395,0.075000003
62132,7,430,0.13500001
62132,8,450,0.18000001
62132,9,550,0.44499999
62132,10,600,0.60000002
62132,11,650,0.77499998
62132,12,700,1
62132,13,850,1.75
62132,14,1000,2.9000001
62132,15,1100,4
62132,16,1200,5.25
62132,17,1300,6.75
62132,18,1400,8.5
62132,19,1630,12.7
62132,20,2000,20
62133,1,200,0
62133,2,250,0.0049999999
62133,3,300,0.015
62133,4,350,0.029999999
62133,5,375,0.059999999
62133,6,395,0.090000004
62133,7,430,0.155
62133,8,450,0.19499999
62133,9,500,0.31999999
62133,10,550,0.47
62133,11,600,0.64499998
62133,12,652,0.89999998
62133,13,705,1.2
62133,14,865,2.1800001
62133,15,1015,3.3
62133,16,1145,4.5999999
62133,17,1225,5.5999999
62133,18,1410,8.6000004
62133,19,1630,12.7
62133,20,2000,20
62134,1,200,0
62134,2,250,0.0049999999
62134,3,300,0.015
62134,4,340,0.035
62134,5,360,0.050000001
62134,6,395,0.085000001
62134,7,415,0.11
62134,8,435,0.145
62134,9,455,0.185
62134,10,475,0.235
62134,11,495,0.29499999
62134,12,550,0.47
62134,13,600,0.68000001
62134,14,655,0.97000003
62134,15,705,1.2
62134,16,880,2.4100001
62134,17,1120,4.5799999
62134,18,1470,8.2799997
62134,19,1745,11.8
62134,20,1985,15.5
62134,21,2210,19.6
62134,22,2460,24.700001
62134,23,2700,30.5
62135,1,200,0
62135,2,250,0.0049999999
62135,3,300,0.015
62135,4,340,0.035
62135,5,360,0.050000001
62135,6,410,0.1
62135,7,425,0.12
62135,8,440,0.15000001
62135,9,450,0.175
62135,10,470,0.22499999
62135,11,500,0.315
62135,12,575,0.55500001
62135,13,625,0.71499997
62135,14,665,0.89300001
62135,15,721,1.15
62135,16,770,1.45
62135,17,875,2.1900001
62135,18,985,3.1700001
62135,19,1120,4.4000001
62135,20,1465,7.9499998
62135,21,1760,11.7
62135,22,2000,15.3
62135,23,2225,19.4
62135,24,2475,24.6
62135,25,2700,30
62137,1,200,0
62137,2,260,0.0049999999
62137,3,310,0.015
62137,4,350,0.039999999
62137,5,380,0.07
62137,6,400,0.093000002
62137,7,415,0.115
62137,8,440,0.152
62137,9,460,0.185
62137,10,480,0.22499999
62137,11,525,0.34999999
62137,12,585,0.55500001
62137,13,625,0.69999999
62137,14,675,0.89300001
62137,15,730,1.15
62137,16,765,1.33
62137,17,800,1.55
62137,18,885,2.1900001
62137,19,995,3.1700001
62137,20,1130,4.4000001
62137,21,1475,7.9499998
62137,22,1770,11.7
62137,23,2000,15.3
62137,24,2225,19.4
62137,25,2475,24.6
62137,26,2700,30
62138,1,200,0
62138,2,260,0.0049999999
62138,3,310,0.015
62138,4,350,0.039999999
62138,5,380,0.064999998
62138,6,400,0.085000001
62138,7,415,0.105
62138,8,440,0.14
62138,9,460,0.185
62138,10,475,0.22499999
62138,11,515,0.34999999
62138,12,575,0.55500001
62138,13,620,0.69999999
62138,14,675,0.89499998
62138,15,730,1.15
62138,16,765,1.35
62138,17,800,1.55
62138,18,885,2.2
62138,19,995,3.2
62138,20,1130,4.4000001
62138,21,1475,8
62138,22,1770,11.7
62138,23,2000,15.3
62138,24,2225,19.4
62138,25,2475,24.6
62138,26,2700,30
62139,1,200,0
62139,2,260,0.0049999999
62139,3,310,0.015
62139,4,350,0.035
62139,5,385,0.059999999
62139,6,410,0.079999998
62139,7,420,0.094999999
62139,8,430,0.115
62139,9,460,0.185
62139,10,510,0.30500001
62139,11,595,0.60000002
62139,12,670,0.92000002
62139,13,715,1.14
62139,14,755,1.36
62139,15,795,1.62
62139,16,880,2.3599999
62139,17,980,3.3199999
62139,18,1130,4.8400002
62139,19,1470,8.3800001
62139,20,1760,11.9
62139,21,2000,15.3
62139,22,2225,19.4
62139,23,2475,24.6
62139,24,2700,30
74106,1,-1820,0.0020000001
74106,2,-1810,0.088
74106,3,-1800,0.242
74106,4,-1790,0.44600001
74106,5,-1780,0.69199997
74106,6,-1770,0.97600001
74106,7,-1760,1.29
74106,8,-1750,1.64
74106,9,-1730,2.4200001
74106,10,-1710,3.3099999
74106,11,-1690,4.3000002
74106,12,-1660,5.9499998
74106,13,-1630,7.7800002
74106,14,-1590,10.5
74106,15,-1550,13.5
74106,16,-1500,17.6
74106,17,-1430,24
74106,18,-1360,31.1
74106,19,-1280,40
74106,20,-1180,52.200001
74106,21,-1040,71.199997
74106,22,-912,91.099998
74106,23,-842,103
74106,24,-802,110
74106,25,-782,113
74106,26,-762,117
74106,27,-742,120
74106,28,-712,126
74106,29,-692,129
74106,30,-662,135
74106,31,-632,140
74106,32,-602,146
74106,33,-572,151
74106,34,-512,163
74106,35,-462,172
74106,36,-117,242
74106,37,103,310
74106,38,423,421
74106,39,900,629
74106,40,1450,894
74106,41,1690,1020
74106,42,1770,1060
74106,43,1900,1130
74106,44,2010,1190
74106,45,2100,1240
74106,46,2190,1290
74106,47,2260,1330
74106,48,2330,1370
74106,49,2400,1410
74106,50,2470,1450
74106,51,2620,1540
74106,52,2800,1650
74106,53,3140,1870
74106,54,3550,2170
74106,55,4060,2580
74106,56,4610,3070
74106,57,4800,3260
74106,58,5440,3990
74106,59,5810,4390
74106,60,6820,6980
74106,61,7070,7650
80792,1,100,0.082999997
80792,2,149,0.13500001
80792,3,193,0.25400001
80792,4,227,0.37599999
80792,5,240,0.44499999
80792,6,285,0.75999999
80792,7,316,1.14
80792,8,346,1.61
80792,9,373,2.0699999
80792,10,391,2.4300001
80792,11,415,3.0999999
80792,12,470,4.6500001
80792,13,550,6.5500002
80792,14,600,7.6500001
80792,15,695,9.6000004
80792,16,800,11.3
80792,17,900,12.8
80792,18,1000,14.2
80792,19,1155,16.1
80792,20,1355,18.6
80792,21,1440,19.700001
80792,22,1500,20.799999
80792,23,1535,22.1
80792,24,1570,23.700001
80792,25,1750,36.799999
80792,26,2300,77.5
80792,27,3000,130
117608,1,383,0.037999999
117608,2,403,0.068000004
117608,3,422,0.106
117608,4,442,0.154
117608,5,461,0.20900001
117608,6,481,0.27399999
117608,7,500,0.34599999
117608,8,517,0.41600001
117608,9,534,0.491
117608,10,551,0.57300001
117608,11,567,0.66100001
117608,12,584,0.755
117608,13,601,0.85600001
117608,14,618,0.96100003
117608,15,634,1.0700001
117608,16,651,1.1900001
117608,17,668,1.3099999
117608,18,684,1.4400001
117608,19,701,1.58
117608,20,718,1.72
117608,21,734,1.86
117608,22,751,2.02
117608,23,767,2.1700001
117608,24,784,2.3399999
117608,25,800,2.51
117608,26,817,2.72
117608,27,833,2.95
117608,28,850,3.1900001
117608,29,867,3.45
117608,30,883,3.72
117608,31,900,4
117608,32,917,4.29
117608,33,933,4.5900002
117608,34,950,4.9099998
117608,35,967,5.23
117608,36,983,5.5700002
117608,37,1000,5.9200001
117608,38,1020,6.29
117608,39,1030,6.6599998
117608,40,1050,7.0599999
117608,41,1070,7.46
117608,42,1080,7.8800001
117608,43,1100,8.3100004
117608,44,1120,8.7399998
117608,45,1130,9.1899996
117608,46,1150,9.6499996
117608,47,1170,10.1
117608,48,1180,10.6
117608,49,1200,11.1
117608,50,1250,13.8
117608,51,1300,16.6
117608,52,1350,19.700001
117608,53,1410,22.799999
117608,54,1460,26.1
117608,55,1510,29.6
117608,56,1590,35.299999
117608,57,1670,41.299999
117608,58,1750,47.599998
117608,59,1830,54.200001
117608,60,1910,61
117608,61,1990,68.099998
117608,62,2080,75.800003
117608,63,2160,83.699997
117608,64,2250,91.900002
117608,65,2330,100
117608,66,2420,109
117608,67,2500,118
117608,68,2590,127
117608,69,2670,136
117608,70,2750,145
117608,71,2840,155
117608,72,2920,165
117608,73,3010,175
117608,74,3090,185
117608,75,3170,195
117608,76,3260,205
117608,77,3340,216
117608,78,3420,226
117608,79,3500,237
117608,80,3590,249
117608,81,3670,260
117608,82,3760,272
117608,83,3840,283
117608,84,3930,295
117608,85,4010,307
117608,86,4150,326
117608,87,4280,346
117608,88,4410,366
117608,89,4540,386
117608,90,4680,406
117608,91,4810,427
117698,1,-2400,1.25
117698,2,-2380,1.39
117698,3,-2360,1.5599999
117698,4,-2320,2.1500001
117698,5,-2300,2.5
117698,6,-2270,3.0999999
117698,7,-2210,4.4499998
117698,8,-2120,6.79
117698,9,-2100,7.5999999
117698,10,-1960,16
117698,11,-1300,61
117698,12,128,175
117698,13,1000,250
117698,14,1614,314
117698,15,2015,366
117698,16,2495,444
117698,17,3046,551
117698,18,3641,690
117698,19,4498,947
117698,20,4696,1030
124421,1,180,0
124421,2,190,0
124421,3,210,0.0020000001
124421,4,220,0.0049999999
124421,5,224,0.0060000001
124421,6,234,0.011
124421,7,240,0.015
124421,8,250,0.023
124421,9,254,0.026000001
124421,10,284,0.059
124421,11,294,0.071000002
124421,12,304,0.085000001
124421,13,324,0.118
124421,14,334,0.13600001
124421,15,354,0.176
124421,16,374,0.221
124421,17,400,0.28600001
124421,18,512,0.61699998
124421,19,572,0.81
124421,20,622,0.98900002
124421,21,642,1.0700001
124421,22,662,1.14
124421,23,732,1.4400001
124421,24,812,1.8200001
124421,25,841,1.97
124421,26,941,2.6300001
124421,27,1038,3.3299999
124421,28,1148,4.3600001
124421,29,1278,5.71
124421,30,1438,7.5599999
124421,31,1458,7.8099999
137188,1,229,0.25600001
137188,2,241,0.30599999
137188,3,278,0.50700003
137188,4,307,0.71499997
137188,5,331,0.963
137188,6,348,1.16
137188,7,369,1.41
137188,8,389,1.66
137188,9,423,2.1500001
137188,10,474,3.0599999
137188,11,599,5.8299999
137188,12,663,7.3600001
137188,13,749,9.6199999
137188,14,905,14
137188,15,1041,18
137188,16,1190,22.700001
137188,17,1320,27.1
137188,18,1493,33.799999
137188,19,1746,44.5
137188,20,2012,57.5
137188,21,2235,70
137188,22,2492,85.300003
137188,23,2728,99.400002
137188,24,2928,112
137188,25,3095,124
137188,26,3216,133
137188,27,3356,144
137188,28,3491,155
137188,29,3603,165
137188,30,3692,173
137188,31,3800,184
137188,32,3902,195
137188,33,4001,206
137188,34,4105,218
137188,35,4201,230
137188,36,4386,255
138414,1,201,0.033
138414,2,269,0.037
138414,3,335,0.094999999
138414,4,377,0.161
138414,5,412,0.244
138414,6,443,0.32499999
138414,7,475,0.428
138414,8,508,0.54900002
138414,9,550,0.74000001
138414,10,579,0.88200003
138414,11,614,1.09
138414,12,661,1.4400001
138414,13,746,2.25
138414,14,830,3.22
138414,15,959,4.8699999
138414,16,1099,7.1100001
138414,17,1267,11.3
138414,18,1497,20.6
138414,19,1804,33.900002
138414,20,2144,48.900002
138414,21,2600,71
138416,1,33,-0.021
138416,2,51,0.090999998
138416,3,65,0.252
138416,4,77,0.41999999
138416,5,88,0.58899999
138416,6,101,0.80199999
138416,7,119,1.11
138416,8,135,1.39
138416,9,159,1.8200001
138416,10,187,2.4200001
138416,11,211,3.0999999
138416,12,243,4.04
138416,13,280,5.1799998
138416,14,301,5.9000001
138416,15,387,9.1599998
138416,16,459,12.9
138416,17,524,16.4
138416,18,651,24.4
138416,19,824,37.400002
138416,20,935,47.5
138416,21,1086,63.700001
138416,22,1270,84.699997
138416,23,1416,103
138416,24,1588,125
138416,25,1778,153
138416,26,2114,206
138416,27,2194,220
151738,1,150,0
151738,2,195,0
151738,3,213,0.0040000002
151738,4,220,0.0040000002
151738,5,230,0.0080000004
151738,6,240,0.016000001
151738,7,246,0.021
151738,8,255,0.029999999
151738,9,263,0.041000001
151738,10,276,0.064999998
151738,11,289,0.090999998
151738,12,302,0.121
151738,13,316,0.164
151738,14,330,0.214
151738,15,348,0.29800001
151738,16,364,0.39199999
151738,17,379,0.48300001
151738,18,394,0.597
151738,19,419,0.81
151738,20,472,1.29
151738,21,523,1.9
151738,22,566,2.6600001
151738,23,644,4.1900001
151738,24,763,6.6700001
151738,25,930,11.3
151738,26,1100,16.700001
151738,27,1425,29.1
151738,28,1767,44.200001
151738,29,2110,60.5
151738,30,2261,68.900002
151738,31,2449,79.800003
153239,1,150,0
153239,2,195,0
153239,3,213,0.0040000002
153239,4,220,0.0040000002
153239,5,230,0.0080000004
153239,6,240,0.016000001
153239,7,246,0.021
153239,8,255,0.029999999
153239,9,263,0.041000001
153239,10,276,0.064999998
153239,11,289,0.090999998
153239,12,302,0.121
153239,13,316,0.164
153239,14,330,0.214
153239,15,348,0.29800001
153239,16,364,0.39199999
153239,17,379,0.48300001
153239,18,394,0.597
153239,19,419,0.81
153239,20,472,1.29
153239,21,523,1.9
153239,22,566,2.6600001
153239,23,644,4.1900001
153239,24,763,6.6700001
153239,25,930,11.3
153239,26,1100,16.700001
153239,27,1425,29.1
153239,28,1767,44.200001
153239,29,2110,60.5
153239,30,2261,68.900002
153239,31,2449,79.800003
155816,1,16,0.015
155816,2,67,0.081
155816,3,88,0.121
155816,4,109,0.17900001
155816,5,134,0.26699999
155816,6,163,0.377
155816,7,193,0.50300002
155816,8,227,0.65799999
155816,9,262,0.82300001
155816,10,301,1.03
155816,11,322,1.16
155816,12,344,1.3
155816,13,368,1.48
155816,14,393,1.6900001
155816,15,425,1.96
155816,16,458,2.26
155816,17,526,2.8900001
155816,18,632,3.9000001
155816,19,867,6.6100001
155816,20,1226,11.1
155816,21,1572,16.299999
155816,22,1673,18.1
155816,23,1735,19.5
155816,24,1798,21.700001
155816,25,1854,24.5
155816,26,1907,27.700001
155816,27,1989,33.799999
155816,28,2072,40.200001
155839,1,-81,0.067000002
155839,2,11,0.222
155839,3,37,0.30500001
155839,4,69,0.45199999
155839,5,108,0.70300001
155839,6,151,1.04
155839,7,200,1.45
155839,8,249,1.9
155839,9,301,2.4100001
155839,10,361,3.1199999
155839,11,427,4.0500002
155839,12,482,5.0100002
155839,13,560,6.5999999
155839,14,909,14.4
155839,15,1200,21.299999
155839,16,1741,34.799999
155839,17,2038,42.400002
155839,18,2261,47.5
155839,19,2463,51.599998
155839,20,2724,55.400002
155895,1,-62,0.122
155895,2,-42,0.17
155895,3,-21,0.25999999
155895,4,-2,0.368
155895,5,17,0.50099999
155895,6,39,0.65600002
155895,7,60,0.83099997
155895,8,117,1.34
155895,9,199,2.0899999
155895,10,271,2.8499999
155895,11,327,3.52
155895,12,400,4.5599999
155895,13,497,6.0999999
155895,14,622,8.5799999
155895,15,797,12.5
155895,16,1190,21.799999
155895,17,1617,32.099998
155895,18,1983,41.299999
155895,19,2171,45.799999
155895,20,2308,48.799999
155895,21,2424,51.200001
155895,22,2525,52.900002
155895,23,2651,54.900002
155895,24,2783,56.599998
155912,1,298,0.0040000002
155912,2,429,0.27500001
155912,3,546,1.8
155912,4,673,3.98
155912,5,814,7.6399999
155912,6,976,12.8
155912,7,1172,19.799999
155912,8,1343,27
155912,9,1478,34.5
155912,10,1601,43.400002
155912,11,1864,63.5
155912,12,2197,93.400002
155913,1,-11,0.075000003
155913,2,73,0.171
155913,3,154,0.40099999
155913,4,251,0.79100001
155913,5,356,1.39
155913,6,438,2.05
155913,7,507,2.77
155913,8,702,5.4699998
155913,9,915,9.2200003
155913,10,1281,16.1
155913,11,1571,22.1
155913,12,1869,28.799999
155913,13,1989,31.9
155913,14,2186,37.599998
155913,15,2507,47.200001
155980,1,200,0
155980,2,250,0.050000001
155980,3,300,0.16500001
155980,4,370,0.49000001
155980,5,400,0.75
155980,6,470,1.5
155980,7,510,2
155980,8,555,2.75
155980,9,615,3.9000001
155980,10,765,7
155980,11,860,9.4499998
155980,12,992,13.4
155980,13,1156,19.6
155980,14,1314,28.200001
155980,15,1387,32.700001
155980,16,1469,38.5
155980,17,1543,44.200001
155980,18,1623,50.5
155980,19,1712,59.900002
155980,20,1791,69.5
155990,1,100,0
155990,2,200,0.075000003
155990,3,250,0.15000001
155990,4,290,0.30000001
155990,5,350,0.60000002
155990,6,410,1
155990,7,460,1.5
155990,8,500,2
155990,9,533,2.45
155990,10,580,3.25
155990,11,635,4.25
155990,12,750,6.5
155990,13,865,9.1000004
155990,14,995,13.5
155990,15,1160,20
155990,16,1295,27
155990,17,1335,29.5
155990,18,1375,32
155990,19,1416,34.799999
155990,20,1491,40
155990,21,1615,50
155990,22,1725,62
155990,23,1830,75
155991,1,100,0
155991,2,200,0.075000003
155991,3,250,0.15000001
155991,4,310,0.285
155991,5,330,0.36000001
155991,6,355,0.47
155991,7,375,0.60000002
155991,8,385,0.69
155991,9,425,1.1
155991,10,475,1.7
155991,11,510,2.1500001
155991,12,540,2.55
155991,13,595,3.3
155991,14,650,4.25
155991,15,720,5.75
155991,16,850,9.0500002
155991,17,1000,13
155991,18,1340,23.5
155991,19,1485,28.9
155991,20,1550,31.5
157407,1,240,0.514
157407,2,273,0.68599999
157407,3,299,0.935
157407,4,321,1.1799999
157407,5,338,1.38
157407,6,356,1.61
157407,7,381,1.95
157407,8,418,2.52
157407,9,468,3.3
157407,10,598,5.8600001
157407,11,663,7.3600001
157407,12,749,9.6199999
157407,13,905,14
157407,14,1041,18
157407,15,1190,22.700001
157407,16,1320,27.1
157407,17,1493,33.799999
157407,18,1746,44.5
157407,19,2012,57.5
157407,20,2235,70
157407,21,2492,85.300003
157407,22,2728,99.400002
157407,23,2928,112
157407,24,3095,124
157407,25,3216,133
157407,26,3356,144
157407,27,3491,155
157407,28,3603,165
157407,29,3692,173
157407,30,3800,184
157407,31,3902,195
157407,32,4001,206
157407,33,4105,218
157407,34,4201,230
157407,35,4386,255
171096,1,150,0
171096,2,195,0
171096,3,210,0.0020000001
171096,4,220,0.0049999999
171096,5,230,0.0089999996
171096,6,240,0.016000001
171096,7,250,0.024
171096,8,260,0.034000002
171096,9,270,0.048999999
171096,10,280,0.068000004
171096,11,290,0.092
171096,12,300,0.12
171096,13,320,0.182
171096,14,330,0.22
171096,15,350,0.31099999
171096,16,360,0.366
171096,17,380,0.509
171096,18,400,0.67799997
171096,19,420,0.852
171096,20,460,1.2
171096,21,480,1.4
171096,22,500,1.6900001
171096,23,530,2.1700001
171096,24,570,2.9100001
171096,25,650,4.5300002
171096,26,760,7.0500002
171096,27,930,11.3
171096,28,1100,16.700001
171096,29,1430,29.200001
171096,30,1750,43.099998
171096,31,2100,60.5
171096,32,2260,68.900002
171096,33,2450,79.800003
178456,1,200,0.033
178456,2,260,0.039000001
178456,3,290,0.044
178456,4,340,0.103
178456,5,380,0.17299999
178456,6,410,0.243
178456,7,440,0.32699999
178456,8,510,0.55800003
178456,9,550,0.73900002
178456,10,590,0.95099998
178456,11,620,1.16
178456,12,660,1.48
178456,13,720,2.03
178456,14,820,3.1600001
178456,15,1180,9.0500002
178456,16,1330,11.8
178456,17,1550,16.700001
178456,18,1700,21.4
178456,19,1840,27
178456,20,2000,35
178456,21,2200,45.700001
178456,22,2600,71
183073,1,200,0.18000001
183073,2,260,0.26100001
183073,3,320,0.34900001
183073,4,357,0.40700001
183073,5,377,0.50099999
183073,6,402,0.63599998
183073,7,432,0.98199999
183073,8,442,1.1
183073,9,492,1.76
183073,10,517,2.1199999
183073,11,577,3.0999999
183073,12,642,4.2800002
183073,13,702,5.5
183073,14,782,7.3299999
183073,15,882,9.9300003
183073,16,1022,14.1
183073,17,1060,15.4
183073,18,1160,20.1
183073,19,1376,30.799999
183073,20,1526,39.299999
183073,21,1706,51.099998
183073,22,1896,65.300003
183073,23,2070,80.099998
190359,1,25,0.0040000002
190359,2,45,0.024
190359,3,55,0.059
