numero,nom,x1,a1,b1,x2,a2,b2,x3,a3,b3,x4,a4,b4
429,"C31-1-239582-681-LP[SAUMON50KG",0.73,0.232,0.015,,0.2484,0.003,,,,,,
430,"C31-1-239582-681-LP[SAUMON25KG",0.79,0.232,0.015,,0.2471,0.003,,,,,,
431,"C31-1-239582-681-LP[SAUMON100K",0.67,0.232,0.015,,0.2499,0.003,,,,,,
432,"C31-2-246888-963-LP[SAUMON50KG",0.31,0.4248,0.023,,0.4803,0.006,,,,,,
433,"C31-2-246888-963-LP[SAUMON100K",0.29,0.4248,0.023,,0.4832,0.006,,,,,,
500,"C2-249742",,0.1031,0.017,,,,,,,,,
555,"C2/84402.1",2,0.06279999999999999,0.018,6.57,0.0578,0.028,,0.0543,0.051,,,
624,"C2  118070  H  1-118624",1.98,0.0658,0.013,9.52,0.0552,0.034,,0.0531,0.054,,,
666,"C2/126051.1",2.22,0.0603,0.016,6.83,0.0576,0.022,,0.0535,0.05,,,
734,"C2-1- Orléans - 444720",1.82,0.0635,0.014,10,0.0569,0.026,,0.0543,0.052,,,
735,"C2-1- Orléans - 444727",1.97,0.0635,0.013,11.54,0.0564,0.027,,0.0538,0.057,,,
736,"C2-1- Orléans - 444716",1.86,0.06320000000000001,0.014,8.15,0.0573,0.025,,0.0546,0.047,,,
737,"C2-1- Orléans - 444713",2.03,0.06270000000000001,0.017,11.9,0.0563,0.03,,0.0542,0.055,,,
738,"C2-1- Orléans - 441882",1.5,0.1022,0.014,10,0.1042,0.011,,0.1032,0.021,,,
913,"OTT MF PRO",10,0.01,0,,0.01,0,,,,,,
950,"C2 n°10150 Hélice 1 (TOURS)",2.5,0.0631,0.014,10.91,0.0559,0.032,,0.0537,0.056,,,
951,"C2 n°10150 Hélice 2 (TOURS)",1.25,0.1081,0.012,,0.1033,0.018,,,,,,
952,"C31 n°109540 Hél.15896 (TOURS)",0.66,0.2464,0.012,,0.26,0.003,,,,,,
953,"ToursC2n°10.150Hélice 1-300802",2.11,0.0626,0.015,7.5,0.0569,0.027,,0.0537,0.051,,,
954,"ToursC2n°10.150Hélice2-284117",2.5,0.1042,0.014,,0.103,0.017,,,,,,
