"Numéro","Date de début (TU)","Date de fin (TU)","Mode","Hauteur retenue (m)","Débit mesuré (m³/s)","Date de mise à jour (TU)"
"392",2025-04-24T10:04:00.000Z,2025-04-24T10:29:00.000Z,"Mesure par ADCP",0.877,6.76,2025-04-24T14:18:54.000Z
"391",2025-03-26T09:54:00.000Z,2025-03-26T10:13:00.000Z,"Mesure par ADCP",0.796,5.13,2025-04-24T14:18:55.000Z
"390",2025-02-19T10:19:00.000Z,2025-02-19T10:37:00.000Z,"Mesure par ADCP",0.86,7.12,2025-04-24T14:18:55.000Z
"389",2025-01-21T09:53:00.000Z,2025-01-21T10:07:00.000Z,"Mesure par ADCP",0.975,9.870000000000001,2025-04-24T14:18:55.000Z
"388",2024-11-27T10:00:00.000Z,2024-11-27T10:17:00.000Z,"Mesure par ADCP",0.8300000000000001,6.15,2025-04-24T14:18:55.000Z
"387",2024-10-25T09:00:00.000Z,2024-10-25T09:40:00.000Z,"Mesure par ADCP",0.848,6.3100000000000005,2025-04-24T14:18:56.000Z
"386",2024-09-11T09:05:00.000Z,2024-09-11T09:24:00.000Z,"Mesure par ADCP",0.6,1.36,2025-04-24T14:18:56.000Z
"385",2024-08-21T09:05:00.000Z,2024-08-21T09:18:00.000Z,"Mesure par ADCP",0.6,1.47,2025-04-24T14:18:56.000Z
"384",2024-08-06T09:09:00.000Z,2024-08-06T09:25:00.000Z,"Mesure par ADCP",0.612,1.55,2025-04-24T14:18:56.000Z
"383",2024-07-24T09:25:00.000Z,2024-07-24T09:41:00.000Z,"Mesure par ADCP",0.646,1.81,2025-04-24T14:18:57.000Z
"382",2024-07-10T10:40:00.000Z,2024-07-10T10:55:00.000Z,"Mesure par ADCP",0.664,2.12,2025-04-24T14:18:57.000Z
"381.2",2024-06-26T11:37:00.000Z,2024-06-26T11:48:00.000Z,"Mesure par ADCP",0.811,3.75,2025-04-24T14:18:57.000Z
"381.1",2024-06-26T09:55:00.000Z,2024-06-26T10:14:00.000Z,"Mesure par ADCP",0.8160000000000001,3.61,2025-04-24T14:18:57.000Z
"380",2024-05-06T11:11:00.000Z,2024-05-06T11:29:00.000Z,"Mesure par ADCP",1.372,19.2,2025-04-24T14:18:57.000Z
"379",2024-01-24T14:28:00.000Z,2024-01-24T14:43:00.000Z,"Mesure par ADCP",1.385,23.3,2025-04-24T14:18:58.000Z
"378",2023-11-29T11:55:00.000Z,2023-11-29T12:33:00.000Z,"Mesure par ADCP",0.962,10.369,2025-04-24T14:18:58.000Z
"377",2023-11-28T09:27:00.000Z,2023-11-28T10:10:00.000Z,"Mesure par ADCP",1.02,13.6,2025-04-24T14:18:58.000Z
"376",2023-10-29T11:19:00.000Z,2023-10-29T12:02:00.000Z,"Mesure par ADCP",2.087,36.6,2025-04-24T14:18:58.000Z
"375",2023-10-18T08:58:00.000Z,2023-10-18T09:35:00.000Z,"Mesure par ADCP",0.5,0.529,2025-04-24T14:18:58.000Z
"374",2023-09-19T08:46:00.000Z,2023-09-19T08:55:00.000Z,"Mesure par ADCP",0.5720000000000001,0.995,2025-04-24T14:18:59.000Z
"373",2023-09-08T09:55:00.000Z,,"Mesure par ADCP",0.529,0.496,2025-04-24T14:18:59.000Z
"372",2023-08-22T06:58:00.000Z,2023-08-22T07:30:00.000Z,"Mesure par ADCP",0.513,0.48,2025-04-24T14:18:59.000Z
"371",2023-08-08T09:27:00.000Z,2023-08-08T09:50:00.000Z,"Mesure par ADCP",0.532,0.642,2025-04-24T14:18:59.000Z
"370",2023-07-25T08:31:00.000Z,2023-07-25T08:59:00.000Z,"Mesure par ADCP",0.524,0.55,2025-04-24T14:19:00.000Z
"243",2015-08-14T08:59:00.000Z,2015-08-14T09:42:00.000Z,"Perche point par point",0.635,2,2025-04-24T14:19:32.000Z
"192",2011-08-10T11:30:00.000Z,2011-08-10T12:10:00.000Z,"Perche point par point",0.54,0.721,2025-04-24T14:19:45.000Z
"140",2005-07-11T13:15:00.000Z,2005-07-11T14:30:00.000Z,"Autres",0.51,0.224,2025-04-24T14:19:57.000Z
"369",2023-07-11T07:45:00.000Z,2023-07-11T08:30:00.000Z,"Mesure par ADCP",0.548,0.543,2025-04-24T14:19:00.000Z
