"Numéro","Date de début (TU)","Date de fin (TU)","Mode","Hauteur retenue (m)","Débit mesuré (m³/s)","Date de mise à jour (TU)"
"6",1988-07-20T00:00:00.000Z,1988-07-20T00:00:00.000Z,"Autres",0.17,0.316,2023-06-05T11:52:57.000Z
"5",1988-07-06T00:00:00.000Z,,"Autres",0.265,1.06,2023-06-05T11:52:57.000Z
"2",1988-02-09T00:00:00.000Z,,"Autres",0.27,0.998,2023-06-05T11:52:57.000Z
"3",1988-01-15T00:00:00.000Z,1988-01-15T00:00:00.000Z,"Autres",0.33,1.7,2023-06-05T11:52:58.000Z
"1",1987-12-17T00:00:00.000Z,,"Perche point par point",0.41000000000000003,2.5300000000000002,2023-06-05T11:52:58.000Z
"4",1987-11-10T00:00:00.000Z,,"Autres",0.20500000000000002,0.386,2023-06-05T11:52:58.000Z
"118",2020-12-03T08:25:00.000Z,2020-12-03T08:45:00.000Z,"Perche point par point",0.176,0.105,2023-06-05T11:52:37.000Z
"135",2022-05-23T12:10:00.000Z,2022-05-23T12:11:00.000Z,"Jaugeage par analyse vidéo",0.89,9.99,2023-06-05T11:52:34.000Z
"117",2020-10-27T09:50:00.000Z,2020-10-27T10:10:00.000Z,"Perche point par point",0.24,0.34600000000000003,2023-06-05T11:52:37.000Z
"103",2018-07-18T12:05:00.000Z,2018-07-18T12:20:00.000Z,"Perche point par point",0.167,0.083,2023-06-05T11:52:40.000Z
"90",2016-06-29T13:30:00.000Z,2016-06-29T13:45:00.000Z,"Perche point par point",0.182,0.151,2023-06-05T11:52:42.000Z
"78",2015-10-28T13:25:00.000Z,2015-10-28T13:29:00.000Z,"Mesure par ADCP",0.615,4.68,2023-06-05T11:52:44.000Z
"69",2014-10-23T12:09:00.000Z,2014-10-23T12:26:00.000Z,"Perche point par point",0.13,0.129,2023-06-05T11:52:46.000Z
"60",2012-01-24T09:20:00.000Z,2012-01-24T09:45:00.000Z,"Perche point par point",0.192,0.404,2023-06-05T11:52:47.000Z
"53",2009-07-21T09:20:00.000Z,2009-07-21T09:35:00.000Z,"Perche point par point",0.115,0.121,2023-06-05T11:52:49.000Z
"46",2007-05-15T14:45:00.000Z,2007-05-15T14:55:00.000Z,"Perche point par point",0.199,0.522,2023-06-05T11:52:50.000Z
"39",2004-11-05T09:55:00.000Z,2004-11-05T10:25:00.000Z,"Perche point par point",0.42,3.12,2023-06-05T11:52:51.000Z
"32",2002-04-23T14:45:00.000Z,,"Perche point par point",0.13,0.168,2023-06-05T11:52:52.000Z
"26",1998-09-30T11:10:00.000Z,,"Perche point par point",0.22,0.528,2023-06-05T11:52:54.000Z
"20",1996-07-08T12:00:00.000Z,,"Perche point par point",0.37,2.3000000000000003,2023-06-05T11:52:55.000Z
"16",1996-02-08T14:35:00.000Z,,"Perche point par point",0.27,0.658,2023-06-05T11:52:55.000Z
"12",1995-04-06T11:00:00.000Z,,"Perche point par point",0.22,0.444,2023-06-05T11:52:56.000Z
"133",2022-05-04T07:35:00.000Z,2022-05-04T07:55:00.000Z,"Perche point par point",0.183,0.11900000000000001,2023-06-05T11:52:35.000Z
"115",2020-09-18T07:30:00.000Z,2020-09-18T07:45:00.000Z,"Perche point par point",0.151,0.044,2023-06-05T11:52:38.000Z
"101",2018-01-26T11:10:00.000Z,2018-01-26T11:40:00.000Z,"Perche point par point",0.505,2.68,2023-06-05T11:52:40.000Z
"89",2016-06-15T08:45:00.000Z,2016-06-15T09:02:00.000Z,"Perche point par point",0.20600000000000002,0.23900000000000002,2023-06-05T11:52:42.000Z
"77",2015-10-28T13:18:00.000Z,2015-10-28T13:25:00.000Z,"Mesure par ADCP",0.555,3.88,2023-06-05T11:52:44.000Z
"68",2014-10-16T07:45:00.000Z,2014-10-16T08:05:00.000Z,"Perche point par point",0.18,0.308,2023-06-05T11:52:46.000Z
"59",2011-07-12T08:20:00.000Z,2011-07-12T08:48:00.000Z,"Perche point par point",0.11,0.098,2023-06-05T11:52:48.000Z
"52",2009-05-19T09:20:00.000Z,2009-05-19T09:44:00.000Z,"Perche point par point",0.149,0.247,2023-06-05T11:52:49.000Z
"45",2007-03-14T15:15:00.000Z,2007-03-14T15:30:00.000Z,"Perche point par point",0.15,0.265,2023-06-05T11:52:50.000Z
"38",2004-01-21T15:00:00.000Z,2004-01-21T15:30:00.000Z,"Mesure par ADCP",0.315,1.51,2023-06-05T11:52:51.000Z
"31",2002-03-13T14:00:00.000Z,,"Perche point par point",0.17500000000000002,0.368,2023-06-05T11:52:53.000Z
"25",1997-09-22T11:36:00.000Z,,"Perche point par point",0.12,0.125,2023-06-05T11:52:54.000Z
"146",2023-03-02T08:55:00.000Z,2023-03-02T09:17:00.000Z,"Perche point par point",0.18,0.10200000000000001,2023-06-05T11:52:32.000Z
"129",2021-12-29T15:24:00.000Z,2021-12-29T15:25:00.000Z,"Jaugeage par analyse vidéo",0.6,4.15,2023-06-05T11:52:35.000Z
"145",2023-01-31T09:45:00.000Z,2023-01-31T10:05:00.000Z,"Perche point par point",0.2,0.147,2023-06-05T11:52:32.000Z
"128",2021-12-09T10:35:00.000Z,2021-12-09T10:36:00.000Z,"Jaugeage par analyse vidéo",0.39,1.48,2023-06-05T11:52:35.000Z
"111",2019-11-28T10:06:00.000Z,2019-11-28T10:35:00.000Z,"Perche point par point",0.24,0.307,2023-06-05T11:52:38.000Z
"97",2017-05-24T08:23:00.000Z,2017-05-24T08:43:00.000Z,"Perche point par point",0.22,0.307,2023-06-05T11:52:41.000Z
"85",2016-03-15T14:10:00.000Z,2016-03-15T14:27:00.000Z,"Perche point par point",0.258,0.41400000000000003,2023-06-05T11:52:43.000Z
"74",2015-07-08T07:40:00.000Z,2015-07-08T08:00:00.000Z,"Perche point par point",0.113,0.091,2023-06-05T11:52:45.000Z
"65",2013-11-07T09:55:00.000Z,2013-11-07T10:13:00.000Z,"Perche point par point",0.19,0.402,2023-06-05T11:52:46.000Z
"57",2011-02-01T10:10:00.000Z,2011-02-01T10:15:00.000Z,"Perche point par point",0.158,0.266,2023-06-05T11:52:48.000Z
"50",2008-09-24T08:55:00.000Z,2008-09-24T09:15:00.000Z,"Perche point par point",0.158,0.275,2023-06-05T11:52:49.000Z
"43",2006-09-06T10:22:00.000Z,2006-09-06T10:42:00.000Z,"Perche point par point",0.125,0.106,2023-06-05T11:52:50.000Z
"36",2003-04-22T10:30:00.000Z,,"Perche point par point",0.15,0.251,2023-06-05T11:52:52.000Z
"23",1997-02-11T13:20:00.000Z,,"Perche point par point",0.195,0.461,2023-06-05T11:52:54.000Z
"139",2022-07-13T07:20:00.000Z,2022-07-13T07:40:00.000Z,"Perche point par point",0.156,0.054,2023-06-05T11:52:34.000Z
"122",2021-05-10T14:55:00.000Z,2021-05-10T14:56:00.000Z,"Jaugeage par analyse vidéo",0.603,4.93,2023-06-05T11:52:37.000Z
"107",2019-04-18T08:30:00.000Z,2019-04-18T08:50:00.000Z,"Perche point par point",0.185,0.116,2023-06-05T11:52:39.000Z
"94",2016-12-06T09:05:00.000Z,2016-12-06T09:30:00.000Z,"Perche point par point",0.225,0.336,2023-06-05T11:52:41.000Z
"82",2016-02-15T09:40:00.000Z,2016-02-15T10:15:00.000Z,"Perche point par point",0.265,0.754,2023-06-05T11:52:43.000Z
"72",2015-04-15T09:15:00.000Z,2015-04-15T09:35:00.000Z,"Perche point par point",0.17,0.28200000000000003,2023-06-05T11:52:45.000Z
"63",2013-03-20T10:10:00.000Z,2013-03-20T10:20:00.000Z,"Perche point par point",0.195,0.403,2023-06-05T11:52:47.000Z
"56",2010-12-09T09:45:00.000Z,2010-12-09T10:00:00.000Z,"Perche point par point",0.23500000000000001,0.665,2023-06-05T11:52:48.000Z
"49",2008-06-25T08:10:00.000Z,2008-06-25T08:30:00.000Z,"Perche point par point",0.185,0.444,2023-06-05T11:52:49.000Z
"42",2005-08-31T09:55:00.000Z,2005-08-31T10:20:00.000Z,"Perche point par point",0.115,0.11,2023-06-05T11:52:51.000Z
"35",2002-12-05T13:35:00.000Z,,"Perche point par point",0.255,0.869,2023-06-05T11:52:52.000Z
"29",2000-03-22T13:30:00.000Z,,"Perche point par point",0.16,0.307,2023-06-05T11:52:53.000Z
"22",1996-09-10T10:15:00.000Z,,"Perche point par point",0.12,0.121,2023-06-05T11:52:54.000Z
"18",1996-06-12T10:30:00.000Z,,"Perche point par point",0.16,0.308,2023-06-05T11:52:55.000Z
"14",1995-08-07T10:10:00.000Z,,"Perche point par point",0.18,0.276,2023-06-05T11:52:56.000Z
"7",1988-08-18T00:00:00.000Z,1988-08-18T00:00:00.000Z,"Autres",0.15,0.157,2023-06-05T11:52:57.000Z
"138",2022-07-06T08:45:00.000Z,2022-07-06T08:58:00.000Z,"Perche point par point",0.17400000000000002,0.073,2023-06-05T11:52:34.000Z
"121",2021-04-14T07:55:00.000Z,2021-04-14T08:25:00.000Z,"Perche point par point",0.19,0.153,2023-06-05T11:52:37.000Z
"106",2019-01-17T10:15:00.000Z,2019-01-17T10:30:00.000Z,"Perche point par point",0.199,0.17400000000000002,2023-06-05T11:52:39.000Z
