"Numéro","Date de début (TU)","Date de fin (TU)","Mode","Hauteur retenue (m)","Débit mesuré (m³/s)","Date de mise à jour (TU)"
"10",2023-10-24T13:41:00.000Z,2023-10-24T13:53:00.000Z,"Mesure par ADCP",0.555,3.24,2025-01-16T14:18:54.000Z
"25",2024-10-10T16:07:00.000Z,2024-10-10T16:29:00.000Z,"Mesure par ADCP",2.5,27.1,2025-01-16T14:18:57.000Z
"6",2023-08-02T07:24:00.000Z,2023-08-02T07:25:00.000Z,"Jaugeage par analyse vidéo",1.9000000000000001,16.8,2025-01-16T14:18:53.000Z
"2",2023-07-04T15:46:00.000Z,2023-07-04T15:47:00.000Z,"Jaugeage par analyse vidéo",0.295,1.4000000000000001,2025-01-16T14:18:52.000Z
"580",2024-02-24T15:39:00.000Z,2024-02-24T15:40:00.000Z,"Jaugeage par analyse vidéo",1.932,16.990000000000002,2025-01-16T14:18:55.000Z
"19",2024-04-05T16:49:00.000Z,2024-04-05T16:50:00.000Z,"Jaugeage par analyse vidéo",1.84,19.45,2025-01-16T14:18:56.000Z
"26",2024-10-11T09:23:00.000Z,2024-10-11T09:34:00.000Z,"Mesure par ADCP",2.93,44.300000000000004,2025-01-16T14:18:57.000Z
"28",2024-10-11T10:59:00.000Z,2024-10-11T11:00:00.000Z,"Jaugeage par analyse vidéo",2.94,63.300000000000004,2025-01-16T14:18:57.000Z
"27",2024-10-11T13:24:00.000Z,2024-10-11T13:37:00.000Z,"Mesure par ADCP",3,44.5,2025-01-16T14:18:58.000Z
"28",2024-11-05T13:23:00.000Z,2024-11-05T13:33:00.000Z,"Mesure par ADCP",0.56,3.63,2025-01-16T14:18:58.000Z
"29",2024-12-12T14:39:00.000Z,2024-12-12T14:48:00.000Z,"Mesure par ADCP",1.08,9.15,2025-01-16T14:18:58.000Z
"30",2025-01-08T14:48:00.000Z,2025-01-08T14:57:00.000Z,"Mesure par ADCP",1.8,17.900000000000002,2025-01-16T14:18:58.000Z
"35",2024-10-09T10:29:00.000Z,2024-10-09T10:30:00.000Z,"Jaugeage par analyse vidéo",1.821,24.900000000000002,2025-04-23T14:04:38.000Z
"34",2025-04-10T14:09:00.000Z,2025-04-10T14:18:00.000Z,"Autres",0.47000000000000003,2.97,2025-05-05T15:18:03.000Z
"33",2025-02-26T13:47:00.000Z,2025-02-26T13:48:00.000Z,"Jaugeage par analyse vidéo",1.78,16.2,2025-05-05T15:18:03.000Z
"44",2025-05-22T09:01:00.000Z,2025-05-22T09:11:00.000Z,"Mesure par ADCP",0.66,4.46,2025-05-22T13:58:52.000Z
"45",2025-07-01T13:45:00.000Z,2025-07-01T13:54:00.000Z,"Mesure par ADCP",0.395,1.679,2025-07-01T16:42:46.000Z
"20",2024-04-23T08:17:00.000Z,2024-04-23T08:28:00.000Z,"Mesure par ADCP",0.51,3.5300000000000002,2025-01-16T14:18:56.000Z
"16",2023-12-09T08:10:00.000Z,2023-12-09T08:11:00.000Z,"Jaugeage par analyse vidéo",1.2,12.200000000000001,2025-01-16T14:18:54.000Z
"18",2024-03-06T09:39:00.000Z,2024-03-06T09:40:00.000Z,"Jaugeage par analyse vidéo",1.79,13.5,2025-01-16T14:18:55.000Z
"1",2023-07-04T13:16:00.000Z,2023-07-04T13:28:00.000Z,"Mesure par ADCP",0.295,1.29,2025-01-16T14:18:52.000Z
"4",2023-08-02T12:31:00.000Z,2023-08-02T12:42:00.000Z,"Mesure par ADCP",1.43,11.3,2025-01-16T14:18:53.000Z
"6",2023-08-09T11:58:00.000Z,2023-08-09T12:08:00.000Z,"Mesure par ADCP",0.375,1.84,2025-01-16T14:18:53.000Z
"9",2023-09-28T12:58:00.000Z,2023-09-28T13:10:00.000Z,"Mesure par ADCP",0.34500000000000003,1.6,2025-01-16T14:18:54.000Z
"12",2023-12-11T09:37:00.000Z,2023-12-11T09:47:00.000Z,"Mesure par ADCP",1.73,16.705000000000002,2025-01-16T14:18:54.000Z
"14",2024-01-16T14:43:00.000Z,2024-01-16T15:00:00.000Z,"Mesure par ADCP",0.515,3.44,2025-01-16T14:18:55.000Z
