"Numéro","Date de début (TU)","Date de fin (TU)","Mode","Hauteur retenue (m)","Débit mesuré (m³/s)","Date de mise à jour (TU)"
"",2025-07-02T09:00:00.000Z,2025-07-02T09:45:00.000Z,"Mesure par ADCP",0.8150000000000001,2.39,2025-07-08T08:51:19.000Z
"",2025-06-11T10:39:00.000Z,2025-06-11T11:02:00.000Z,"Mesure par ADCP",0.92,4.37,2025-07-08T08:51:20.000Z
"",2025-05-12T10:07:00.000Z,2025-05-12T10:21:00.000Z,"Mesure par ADCP",1.165,13.3,2025-07-08T08:51:20.000Z
"",2025-03-20T08:30:00.000Z,,"Mesure par ADCP",1.11,12.5,2025-07-08T08:51:21.000Z
"",2025-01-22T09:58:00.000Z,2025-01-22T10:13:00.000Z,"Mesure par ADCP",1.57,44.2,2025-07-08T08:51:21.000Z
"",2024-11-26T15:24:00.000Z,2024-11-26T15:35:00.000Z,"Mesure par ADCP",1.2550000000000001,22.1,2025-07-08T08:51:21.000Z
"",2024-10-23T08:33:00.000Z,2024-10-23T08:50:00.000Z,"Mesure par ADCP",1.42,33.9,2025-07-08T08:51:21.000Z
"",2024-09-05T08:49:00.000Z,2024-09-05T09:01:00.000Z,"Mesure par ADCP",1.18,19.384,2025-07-08T08:51:22.000Z
"",2024-08-06T10:27:00.000Z,2024-08-06T10:51:00.000Z,"Mesure par ADCP",0.79,2.5,2025-07-08T08:51:22.000Z
"",2024-07-10T09:47:00.000Z,,"Mesure par ADCP",0.97,8.697000000000001,2025-07-08T08:51:22.000Z
"",2024-05-29T11:20:00.000Z,2024-05-29T11:40:00.000Z,"Mesure par ADCP",1.295,26.169,2025-07-08T08:51:22.000Z
"",2024-03-19T13:17:00.000Z,2024-03-19T13:34:00.000Z,"Mesure par ADCP",1.55,43.954,2025-07-08T08:51:23.000Z
"",2024-01-24T12:14:00.000Z,2024-01-24T12:26:00.000Z,"Mesure par ADCP",1.455,36.262,2025-07-08T08:51:23.000Z
