"Numéro","Date de début (TU)","Date de fin (TU)","Mode","Hauteur retenue (m)","Débit mesuré (m³/s)","Date de mise à jour (TU)"
"27",2021-01-29T09:45:00.000Z,,"Mesure par ADCP",1.595,7.7780000000000005,2022-04-06T08:22:43.000Z
"26",2014-03-05T07:52:00.000Z,2014-03-05T08:05:00.000Z,"Perche par intégration",0.885,0.579,2022-04-06T08:22:44.000Z
"25",2013-07-03T10:15:00.000Z,,"Perche par intégration",0.81,0.437,2022-04-06T08:22:44.000Z
"24",2013-04-23T08:26:00.000Z,2013-04-23T08:35:00.000Z,"Mesure par ADCP",0.81,0.379,2022-04-06T08:22:45.000Z
"23",2013-04-23T08:00:00.000Z,2013-04-23T08:15:00.000Z,"Perche par intégration",0.81,0.417,2022-04-06T08:22:46.000Z
"22",2013-04-23T07:45:00.000Z,2013-04-23T08:00:00.000Z,"Perche par intégration",0.81,0.43,2022-04-06T08:22:46.000Z
"21",2013-04-23T07:30:00.000Z,2013-04-23T07:40:00.000Z,"Perche par intégration",0.81,0.394,2022-04-06T08:22:47.000Z
"20",2013-04-23T07:10:00.000Z,2013-04-23T07:20:00.000Z,"Perche par intégration",0.81,0.396,2022-04-06T08:22:48.000Z
"19",2013-02-02T09:00:00.000Z,2013-02-02T10:00:00.000Z,"Autres",1.71,11.6,2022-04-06T08:22:48.000Z
"18",2012-12-15T09:10:00.000Z,2012-12-15T10:00:00.000Z,"Autres",1.3,4.7,2022-04-06T08:22:49.000Z
"17",2012-11-16T10:20:00.000Z,,"Perche par intégration",0.8300000000000001,0.424,2022-04-06T08:22:49.000Z
"16",2012-07-17T09:05:00.000Z,,"Perche par intégration",0.735,0.17400000000000002,2022-04-06T08:22:50.000Z
"15",2012-05-29T09:05:00.000Z,,"Perche par intégration",0.735,0.168,2022-04-06T08:22:51.000Z
"14",2012-03-27T09:40:00.000Z,2012-03-27T09:55:00.000Z,"Perche par intégration",0.775,0.258,2022-04-06T08:22:51.000Z
"13",2012-01-06T14:05:00.000Z,,"Saumon par intégration",1.1,2.52,2022-04-06T08:22:52.000Z
"12",2011-10-26T09:15:00.000Z,2011-10-26T09:30:00.000Z,"Perche par intégration",0.755,0.185,2022-04-06T08:22:53.000Z
"11",2011-09-01T11:30:00.000Z,2011-09-01T11:45:00.000Z,"Perche par intégration",0.755,0.192,2022-04-06T08:22:53.000Z
"10",2011-07-11T11:30:00.000Z,2011-07-11T11:45:00.000Z,"Perche par intégration",0.74,0.16,2022-04-06T08:22:54.000Z
"9",2011-03-03T13:20:00.000Z,,"Autres",0.8200000000000001,0.362,2022-04-06T08:22:54.000Z
"8",2010-12-08T09:55:00.000Z,2010-12-08T10:35:00.000Z,"Saumon par intégration",1.42,5.66,2022-04-06T08:22:55.000Z
"7",2010-12-08T09:15:00.000Z,2010-12-08T09:50:00.000Z,"Saumon par intégration",1.4000000000000001,5.65,2022-04-06T08:22:56.000Z
"6",2010-12-08T08:50:00.000Z,2010-12-08T09:00:00.000Z,"Mesure par ADCP",1.4000000000000001,5.91,2022-04-06T08:22:56.000Z
"5",2010-11-15T14:20:00.000Z,2010-11-15T14:35:00.000Z,"Saumon par intégration",1.4000000000000001,5.61,2022-04-06T08:22:57.000Z
"4",2010-10-22T07:43:00.000Z,2010-10-22T08:00:00.000Z,"Perche par intégration",0.8300000000000001,0.379,2022-04-06T08:22:58.000Z
"3",2010-02-24T11:00:00.000Z,2010-02-24T11:15:00.000Z,"Perche par intégration",0.98,1.49,2022-04-06T08:22:58.000Z
"2",2010-01-29T13:50:00.000Z,2010-01-29T14:00:00.000Z,"Perche par intégration",0.81,0.505,2022-04-06T08:22:59.000Z
"1",2009-12-14T09:55:00.000Z,2009-12-14T10:00:00.000Z,"Perche par intégration",0.765,0.274,2022-04-06T08:23:00.000Z
