"Numéro","Date de début (TU)","Date de fin (TU)","Mode","Hauteur retenue (m)","Débit mesuré (m³/s)","Date de mise à jour (TU)"
"133",2024-08-29T08:44:00.000Z,,"Mesure par ADCP",0.298,2.15,2024-09-12T07:40:44.000Z
"132",2024-07-24T09:02:00.000Z,,"Mesure par ADCP",0.31,2.49,2024-09-12T07:40:44.000Z
"131",2024-07-09T08:38:00.000Z,,"Mesure par ADCP",0.33,2.75,2024-09-12T07:40:44.000Z
"130",2024-06-25T08:40:00.000Z,,"Mesure par ADCP",0.332,2.54,2024-09-12T07:40:44.000Z
"129",2024-05-30T08:54:00.000Z,,"Mesure par ADCP",0.583,7.03,2024-09-12T07:40:44.000Z
"128",2024-04-17T08:56:00.000Z,,"Mesure par ADCP",0.38,3.59,2024-09-12T07:40:45.000Z
"127",2024-03-12T09:43:00.000Z,,"Mesure par ADCP",0.39,4.16,2024-09-12T07:40:45.000Z
"126",2024-02-13T09:32:00.000Z,,"Mesure par ADCP",0.735,8.15,2024-09-12T07:40:45.000Z
"125",2023-12-11T10:04:00.000Z,,"Mesure par ADCP",1.9100000000000001,23.7,2024-09-12T07:40:45.000Z
"124",2023-12-06T10:32:00.000Z,,"Mesure par ADCP",0.625,6.76,2024-09-12T07:40:45.000Z
"123",2023-11-07T11:10:00.000Z,,"Mesure par ADCP",0.525,5.55,2024-09-12T07:40:46.000Z
"122",2023-10-10T09:15:00.000Z,,"Autres",0.27,1.61,2024-09-12T07:40:46.000Z
"121",2023-09-06T08:47:00.000Z,,"Mesure par ADCP",0.267,1.51,2024-09-12T07:40:46.000Z
