"Numéro","Date de début (TU)","Date de fin (TU)","Mode","Hauteur retenue (m)","Débit mesuré (m³/s)","Date de mise à jour (TU)"
"318",2024-08-13T10:55:00.000Z,2024-08-13T11:09:00.000Z,"Mesure par ADCP",0.358,0.449,2024-08-13T14:35:35.000Z
"318",2024-07-24T08:26:00.000Z,2024-07-24T08:42:00.000Z,"Mesure par ADCP",0.5,1.28,2024-08-07T12:59:54.000Z
"317",2024-07-03T08:21:00.000Z,2024-07-03T09:00:00.000Z,"Mesure par ADCP",0.602,2.34,2024-08-07T12:59:54.000Z
"316",2024-05-22T08:51:00.000Z,2024-05-22T09:00:00.000Z,"Mesure par ADCP",1.375,22.2,2024-08-07T12:59:54.000Z
"315",2024-04-03T08:58:00.000Z,2024-04-03T09:06:00.000Z,"Mesure par ADCP",1.235,17.5,2024-08-07T12:59:54.000Z
"314",2024-02-28T09:15:00.000Z,2024-02-28T09:26:00.000Z,"Mesure par ADCP",1.2,18.528599999999997,2024-08-07T12:59:55.000Z
"306",2023-07-25T11:19:00.000Z,2023-07-25T12:11:00.000Z,"Perche point par point",0.3,0.243,2024-08-07T12:59:56.000Z
"300",2023-03-02T09:27:00.000Z,2023-03-02T09:44:00.000Z,"Mesure par ADCP",0.523,1.4000000000000001,2024-08-07T12:59:57.000Z
"299",2023-01-24T09:10:00.000Z,2023-01-24T09:35:00.000Z,"Mesure par ADCP",0.72,4.1,2024-08-07T12:59:57.000Z
"298",2022-12-20T09:26:00.000Z,2022-12-20T10:00:00.000Z,"Mesure par ADCP",0.42,0.752,2024-08-07T12:59:57.000Z
"322",2024-11-12T09:30:00.000Z,2024-11-12T09:35:00.000Z,"Mesure par ADCP",0.597,2.18,2024-11-12T16:24:21.000Z
"308",2023-08-24T07:40:00.000Z,2023-08-24T08:20:00.000Z,"Mesure par ADCP",0.227,0.116,2024-08-07T12:59:56.000Z
"311",2023-11-29T09:33:00.000Z,2023-11-29T10:00:00.000Z,"Mesure par ADCP",0.85,6.65,2024-08-07T12:59:55.000Z
"310",2023-10-24T08:31:00.000Z,2023-10-24T09:00:00.000Z,"Mesure par ADCP",0.76,4.73,2024-08-07T12:59:55.000Z
"313.1",2024-01-23T09:48:00.000Z,2024-01-23T09:56:00.000Z,"Mesure par ADCP",1.016,10.8,2024-08-07T12:59:55.000Z
"323",2025-01-07T09:38:00.000Z,2025-01-07T09:46:00.000Z,"Mesure par ADCP",0.869,6.9,2025-01-07T14:21:04.000Z
"324",2025-01-28T11:48:00.000Z,2025-01-28T12:44:00.000Z,"Mesure par ADCP",1.353,23.2,2025-01-29T16:38:22.000Z
"324",2025-01-28T11:20:00.000Z,2025-01-28T12:40:00.000Z,"Mesure par ADCP",1.34,25.1,2025-01-29T16:45:24.000Z
"305",2023-07-11T08:06:00.000Z,2023-07-11T09:06:00.000Z,"Mesure par ADCP",0.379,0.617,2024-08-07T12:59:56.000Z
"312",2023-12-11T08:52:00.000Z,2023-12-11T09:19:00.000Z,"Mesure par ADCP",1.865,52.03,2024-08-07T12:59:55.000Z
"304",2023-06-28T08:20:00.000Z,2023-06-28T08:50:00.000Z,"Mesure par ADCP",0.406,0.734,2024-08-07T12:59:56.000Z
"303",2023-06-09T08:14:00.000Z,2023-06-09T08:55:00.000Z,"Mesure par ADCP",0.41500000000000004,0.758,2024-08-07T12:59:56.000Z
"302",2023-05-03T08:52:00.000Z,,"Mesure par ADCP",0.546,1.75,2024-08-07T12:59:57.000Z
"321",2024-10-08T08:41:00.000Z,2024-10-08T08:51:00.000Z,"Mesure par ADCP",0.765,4.74,2024-10-08T14:13:29.000Z
"328",2025-07-02T09:20:00.000Z,2025-07-02T09:35:00.000Z,"Mesure par ADCP",0.311,0.309,2025-07-02T15:35:23.000Z
"309",2023-09-20T08:29:00.000Z,2023-09-20T08:40:00.000Z,"Mesure par ADCP",0.335,0.423,2024-08-07T12:59:55.000Z
"307",2023-08-10T08:39:00.000Z,2023-08-10T09:45:00.000Z,"Perche point par point",0.299,0.257,2024-08-07T12:59:56.000Z
"301",2023-03-28T08:00:00.000Z,2023-03-28T08:33:00.000Z,"Mesure par ADCP",0.875,7.61,2024-08-07T12:59:57.000Z
"327",2025-05-22T08:32:00.000Z,2025-05-22T08:50:00.000Z,"Mesure par ADCP",0.637,3,2025-05-22T13:20:22.000Z
"326",2025-04-02T08:28:00.000Z,2025-04-02T08:38:00.000Z,"Mesure par ADCP",0.64,3.0700000000000003,2025-05-22T13:20:22.000Z
"325",2025-03-05T09:35:00.000Z,2025-03-05T09:46:00.000Z,"Mesure par ADCP",0.72,4.22,2025-05-22T13:20:23.000Z
