"Numéro","Date de début (TU)","Date de fin (TU)","Mode","Hauteur retenue (m)","Débit mesuré (m³/s)","Date de mise à jour (TU)"
"89",2017-11-24T12:00:00.000Z,2017-11-24T12:05:00.000Z,"Autres",0.405,0.015,2024-11-21T09:56:29.000Z
"163",2024-07-04T09:10:00.000Z,2024-07-04T09:45:00.000Z,"Mesure par ADCP",0.36,0.496,2024-11-21T09:56:13.000Z
"139",2023-01-16T08:30:00.000Z,2023-01-16T08:51:00.000Z,"Mesure par ADCP",2.59,23.8,2024-11-21T09:56:19.000Z
"114",2020-09-10T11:15:00.000Z,2020-09-10T11:20:00.000Z,"Autres",0.39,0.015,2024-11-21T09:56:24.000Z
"86",2017-07-28T12:51:00.000Z,2017-07-28T12:57:00.000Z,"Perche point par point",0.397,0.015,2024-11-21T09:56:29.000Z
"61",2015-02-19T11:25:00.000Z,2015-02-19T11:45:00.000Z,"Mesure par ADCP",0.638,2.2,2024-11-21T09:56:33.000Z
"40",2012-10-23T11:30:00.000Z,,"Mesure par ADCP",0.98,5.62,2024-11-21T09:56:37.000Z
"17",2004-01-13T12:20:00.000Z,2004-01-13T13:00:00.000Z,"Saumon par intégration",2.72,39.1,2024-11-21T09:56:42.000Z
"161",2024-05-21T08:15:00.000Z,2024-05-21T08:24:00.000Z,"Mesure par ADCP",1.2750000000000001,7.84,2024-11-21T09:56:14.000Z
"137",2023-01-11T10:06:00.000Z,2023-01-11T10:20:00.000Z,"Mesure par ADCP",1.8860000000000001,14.700000000000001,2024-11-21T09:56:19.000Z
"157",2024-01-30T10:31:00.000Z,2024-01-30T10:40:00.000Z,"Mesure par ADCP",0.64,3.0300000000000002,2024-11-21T09:56:15.000Z
"134",2022-11-22T09:48:00.000Z,2022-11-22T09:58:00.000Z,"Perche point par point",0.268,0.183,2024-11-21T09:56:20.000Z
"109",2020-06-12T12:40:00.000Z,2020-06-12T12:52:00.000Z,"Perche point par point",0.47200000000000003,0.261,2024-11-21T09:56:25.000Z
"80",2017-01-03T12:27:00.000Z,2017-01-03T12:38:00.000Z,"Perche point par point",0.457,0.18,2024-11-21T09:56:30.000Z
"57",2014-10-01T10:51:00.000Z,2014-10-01T11:07:00.000Z,"Perche point par point",0.46,0.062,2024-11-21T09:56:34.000Z
"35",2011-08-18T08:50:00.000Z,,"Mesure par ADCP",0.384,0.008,2024-11-21T09:56:38.000Z
"13",2000-07-31T14:00:00.000Z,2000-07-31T15:05:00.000Z,"Perche point par point",0.455,0.195,2024-11-21T09:56:43.000Z
"156",2024-01-02T13:54:00.000Z,2024-01-02T14:00:00.000Z,"Mesure par ADCP",2.743,48.5,2024-11-21T09:56:15.000Z
"133",2022-11-10T09:30:00.000Z,2022-11-10T10:00:00.000Z,"Perche point par point",0.191,0.154,2024-11-21T09:56:20.000Z
"108",2020-05-12T11:20:00.000Z,2020-05-12T11:30:00.000Z,"Mesure par ADCP",0.58,1.43,2024-11-21T09:56:25.000Z
"79",2016-11-30T12:47:00.000Z,2016-11-30T13:02:00.000Z,"Perche point par point",0.435,0.11900000000000001,2024-11-21T09:56:30.000Z
"56",2014-09-09T11:40:00.000Z,2014-09-09T12:16:00.000Z,"Perche point par point",0.445,0.197,2024-11-21T09:56:34.000Z
"34",2011-06-15T11:30:00.000Z,,"Mesure par ADCP",0.395,0.022,2024-11-21T09:56:39.000Z
"12",1999-02-09T14:50:00.000Z,1999-02-09T15:05:00.000Z,"Saumon par intégration",1.245,7.99,2024-11-21T09:56:43.000Z
"149.2",2023-09-26T08:18:00.000Z,2023-09-26T08:31:00.000Z,"Perche par intégration",0.14300000000000002,0.041,2024-11-21T09:56:16.000Z
"128",2022-05-11T07:50:00.000Z,2022-05-11T09:10:00.000Z,"Mesure par ADCP",0.459,0.195,2024-11-21T09:56:21.000Z
"103",2019-11-14T13:54:00.000Z,2019-11-14T14:02:00.000Z,"Mesure par ADCP",1.42,12.3,2024-11-21T09:56:26.000Z
"74",2016-07-01T12:08:00.000Z,2016-07-01T12:36:00.000Z,"Perche point par point",0.51,0.615,2024-11-21T09:56:31.000Z
"51",2014-05-13T14:30:00.000Z,2014-05-13T14:50:00.000Z,"Mesure par ADCP",0.49,0.395,2024-11-21T09:56:35.000Z
"28",2008-01-16T15:15:00.000Z,2008-01-16T15:45:00.000Z,"Saumon par intégration",2.395,18.5,2024-11-21T09:56:40.000Z
"7",1998-09-11T15:00:00.000Z,1998-09-11T15:35:00.000Z,"Perche point par point",0.417,0.095,2024-11-21T09:56:44.000Z
"149.1",2023-09-26T08:07:00.000Z,2023-09-26T08:20:00.000Z,"Perche point par point",0.14300000000000002,0.054,2024-11-21T09:56:16.000Z
"127",2022-04-06T07:58:00.000Z,2022-04-06T08:52:00.000Z,"Autres",0.493,0.378,2024-11-21T09:56:21.000Z
"102",2019-09-09T10:44:00.000Z,2019-09-09T10:46:00.000Z,"Autres",0.38,0.002,2024-11-21T09:56:26.000Z
"73",2016-04-20T11:10:00.000Z,2016-04-20T11:25:00.000Z,"Mesure par ADCP",0.6,1.37,2024-11-21T09:56:31.000Z
"50",2014-05-13T14:20:00.000Z,2014-05-13T14:40:00.000Z,"Mesure par ADCP",0.49,0.4,2024-11-21T09:56:36.000Z
"27",2007-02-13T13:54:00.000Z,2007-02-13T14:17:00.000Z,"Saumon par intégration",1.435,9.85,2024-11-21T09:56:40.000Z
"6",1998-07-27T00:00:00.000Z,,"Autres",0.405,0.031,2024-11-21T09:56:44.000Z
"164",2024-07-23T09:49:00.000Z,2024-07-23T10:07:00.000Z,"Perche point par point",0.27,0.136,2024-11-21T09:56:13.000Z
"162",2024-06-27T08:13:00.000Z,2024-06-27T08:45:00.000Z,"Mesure par ADCP",0.376,0.536,2024-11-21T09:56:14.000Z
"138",2023-01-15T08:42:00.000Z,2023-01-15T09:03:00.000Z,"Mesure par ADCP",2.735,43,2024-11-21T09:56:19.000Z
"113",2020-08-21T11:27:00.000Z,2020-08-21T11:29:00.000Z,"Perche point par point",0.41000000000000003,0.036000000000000004,2024-11-21T09:56:24.000Z
"85",2017-06-22T12:06:00.000Z,2017-06-22T12:10:00.000Z,"Perche point par point",0.40800000000000003,0.021,2024-11-21T09:56:29.000Z
"60",2015-01-21T10:50:00.000Z,2015-01-21T11:10:00.000Z,"Mesure par ADCP",0.708,2.96,2024-11-21T09:56:34.000Z
"39",2012-05-22T07:30:00.000Z,,"Mesure par ADCP",0.545,1.074,2024-11-21T09:56:38.000Z
"16",2003-01-03T12:10:00.000Z,2003-01-03T12:37:00.000Z,"Saumon par intégration",2.13,16.1,2024-11-21T09:56:42.000Z
"158",2024-02-22T09:55:00.000Z,2024-02-22T10:45:00.000Z,"Mesure par ADCP",2.8000000000000003,53.800000000000004,2024-11-21T09:56:14.000Z
"135-1",2022-12-06T09:34:00.000Z,2022-12-06T10:03:00.000Z,"Perche point par point",0.28600000000000003,0.159,2024-11-21T09:56:20.000Z
"110",2020-06-18T13:04:00.000Z,2020-06-18T13:28:00.000Z,"Mesure par ADCP",0.545,0.842,2024-11-21T09:56:25.000Z
"81",2017-01-25T12:39:00.000Z,2017-01-25T12:50:00.000Z,"Perche point par point",0.46,0.226,2024-11-21T09:56:30.000Z
"58",2014-10-14T11:12:00.000Z,2014-10-14T11:30:00.000Z,"Perche point par point",0.46,0.222,2024-11-21T09:56:34.000Z
"36",2012-01-04T12:35:00.000Z,2012-01-04T13:30:00.000Z,"Saumon point par point",2.58,25.7,2024-11-21T09:56:38.000Z
"14",2000-11-22T11:45:00.000Z,2000-11-22T12:25:00.000Z,"Saumon par intégration",2.535,21.6,2024-11-21T09:56:43.000Z
"153",2023-11-14T12:30:00.000Z,2023-11-14T12:48:00.000Z,"Mesure par ADCP",2.085,15,2024-11-21T09:56:15.000Z
"32",2010-03-18T09:42:00.000Z,2010-03-18T09:50:00.000Z,"Mesure par ADCP",0.536,0.848,2024-11-21T09:56:39.000Z
"152",2023-11-14T11:06:00.000Z,2023-11-14T11:30:00.000Z,"Mesure par ADCP",1.953,14.8,2024-11-21T09:56:16.000Z
"131",2022-08-23T08:13:00.000Z,2022-08-23T08:40:00.000Z,"Perche point par point",0.11,0.003,2024-11-21T09:56:21.000Z
"106",2020-02-04T11:59:00.000Z,2020-02-04T12:05:00.000Z,"Mesure par ADCP",1.4000000000000001,10.6,2024-11-21T09:56:25.000Z
"77",2016-09-14T12:05:00.000Z,2016-09-14T12:23:00.000Z,"Perche point par point",0.4,0.011,2024-11-21T09:56:30.000Z
"54",2014-07-23T11:34:00.000Z,2014-07-23T11:54:00.000Z,"Perche point par point",0.47500000000000003,0.359,2024-11-21T09:56:35.000Z
"31",2009-03-12T14:00:00.000Z,2009-03-12T14:15:00.000Z,"Débit mesuré directement",0.541,0.997,2024-11-21T09:56:39.000Z
