"Numéro","Date de début (TU)","Date de fin (TU)","Mode","Hauteur retenue (m)","Débit mesuré (m³/s)","Date de mise à jour (TU)"
"372",2022-03-01T09:30:00.000Z,,"Mesure par ADCP",0.56,4.32,2022-09-09T12:43:52.000Z
"370",2021-12-08T13:15:00.000Z,,"Perche par intégration",0.49,2.94,2022-04-13T12:29:47.000Z
"369",2021-10-28T12:05:00.000Z,,"Perche par intégration",0.34500000000000003,1.32,2022-04-13T12:29:47.000Z
"368",2021-09-22T08:05:00.000Z,,"Perche par intégration",0.32,1.17,2022-04-13T12:29:48.000Z
"367",2021-08-10T07:45:00.000Z,,"Perche par intégration",0.44,2.57,2022-04-13T12:29:49.000Z
"366",2021-07-07T12:10:00.000Z,,"Perche par intégration",0.5700000000000001,4.16,2022-04-13T12:29:50.000Z
"365",2021-06-02T09:00:00.000Z,,"Perche par intégration",0.46,2.94,2022-04-13T12:29:51.000Z
"364",2021-04-28T08:42:00.000Z,,"Perche par intégration",0.38,1.81,2022-04-13T12:29:52.000Z
"363",2021-03-23T09:36:00.000Z,,"Perche par intégration",0.58,4.48,2022-04-13T12:29:52.000Z
"362",2021-01-29T11:30:00.000Z,,"Mesure par ADCP",2,42.800000000000004,2022-04-13T12:29:53.000Z
"361",2021-01-20T09:47:00.000Z,,"Mesure par ADCP",0.93,13.200000000000001,2022-04-13T12:29:54.000Z
"360",2020-12-09T09:50:00.000Z,,"Perche par intégration",0.36,1.47,2022-04-13T12:29:55.000Z
"359",2020-11-03T11:10:00.000Z,,"Perche par intégration",0.41000000000000003,2.13,2022-04-13T12:29:55.000Z
"358",2020-10-06T10:50:00.000Z,,"Perche par intégration",0.38,1.78,2022-04-13T12:29:56.000Z
"357",2020-09-17T08:05:00.000Z,,"Perche par intégration",0.25,0.7000000000000001,2022-04-13T12:29:57.000Z
"356",2020-08-18T07:20:00.000Z,,"Perche par intégration",0.265,0.772,2022-04-13T12:29:58.000Z
"355",2020-07-29T09:00:00.000Z,,"Perche par intégration",0.25,0.666,2022-04-13T12:29:59.000Z
"354",2020-07-08T09:00:00.000Z,,"Perche par intégration",0.28,0.903,2022-04-13T12:30:00.000Z
"353",2020-06-16T10:30:00.000Z,2020-06-16T10:40:00.000Z,"Perche par intégration",0.33,1.44,2022-04-13T12:30:00.000Z
"352",2020-05-26T10:20:00.000Z,,"Mesure par ADCP",0.32,1.41,2022-04-13T12:30:01.000Z
"351",2020-01-22T12:30:00.000Z,,"Perche par intégration",0.395,2.1,2022-04-13T12:30:02.000Z
"350",2019-10-08T07:43:00.000Z,,"Mesure par ADCP",0.33,1.46,2022-04-13T12:30:03.000Z
"349",2019-08-28T08:40:00.000Z,,"Perche par intégration",0.2,0.5700000000000001,2022-04-13T12:30:04.000Z
"348",2019-08-07T10:35:00.000Z,,"Perche par intégration",0.245,0.746,2022-04-13T12:30:05.000Z
"347",2019-07-16T11:30:00.000Z,,"Perche par intégration",0.25,0.75,2022-04-13T12:30:06.000Z
"346",2019-05-22T10:40:00.000Z,,"Perche par intégration",0.375,1.9000000000000001,2022-04-13T12:30:07.000Z
"345",2019-03-28T08:30:00.000Z,,"Perche par intégration",0.42,2.58,2022-04-13T12:30:08.000Z
"344",2019-02-13T08:30:00.000Z,,"Perche par intégration",0.59,5.17,2022-04-13T12:30:09.000Z
"343",2019-01-09T08:20:00.000Z,,"Perche par intégration",0.505,3.67,2022-04-13T12:30:10.000Z
"342",2018-11-28T08:35:00.000Z,,"Perche par intégration",0.28,0.973,2022-04-13T12:30:11.000Z
