"Numéro","Date de début (TU)","Date de fin (TU)","Mode","Hauteur retenue (m)","Débit mesuré (m³/s)","Date de mise à jour (TU)"
"80",2021-06-02T12:28:00.000Z,,"Perche par intégration",0.26,1.31,2022-04-06T08:23:57.000Z
"79",2021-04-28T10:30:00.000Z,,"Perche par intégration",0.185,0.6970000000000001,2022-04-06T08:23:58.000Z
"78",2021-03-23T11:22:00.000Z,,"Perche par intégration",0.26,1.3800000000000001,2022-04-06T08:23:58.000Z
"77",2021-01-29T09:15:00.000Z,,"Mesure par ADCP",0.845,8.23,2022-04-06T08:23:59.000Z
"76",2021-01-20T11:16:00.000Z,,"Mesure par ADCP",0.38,2.91,2022-04-06T08:24:00.000Z
"75",2020-12-09T11:24:00.000Z,,"Perche par intégration",0.165,0.548,2022-04-06T08:24:00.000Z
"74",2020-11-03T09:48:00.000Z,,"Perche par intégration",0.23,0.912,2022-04-06T08:24:01.000Z
"73",2020-10-06T09:00:00.000Z,,"Perche par intégration",0.19,0.804,2022-04-06T08:24:01.000Z
"72",2020-09-17T10:05:00.000Z,,"Perche par intégration",0.1,0.28600000000000003,2022-04-06T08:24:02.000Z
"69",2020-07-08T11:24:00.000Z,,"Perche par intégration",0.14,0.387,2022-04-06T08:24:04.000Z
"71",2020-08-18T09:00:00.000Z,,"Perche par intégration",0.12,0.3,2022-04-06T08:24:03.000Z
"70",2020-07-29T11:50:00.000Z,,"Perche par intégration",0.12,0.293,2022-04-06T08:24:03.000Z
"68",2020-06-16T08:30:00.000Z,2020-06-16T08:40:00.000Z,"Perche par intégration",0.18,0.5740000000000001,2022-04-06T08:24:05.000Z
"67",2020-05-26T08:30:00.000Z,,"Perche par intégration",0.15,0.507,2022-04-06T08:24:05.000Z
"66",2020-01-22T09:40:00.000Z,,"Perche par intégration",0.18,0.71,2022-04-06T08:24:06.000Z
"65",2019-10-08T09:33:00.000Z,,"Perche par intégration",0.14,0.444,2022-04-06T08:24:07.000Z
"64",2019-08-28T10:15:00.000Z,,"Perche par intégration",0.085,0.257,2022-04-06T08:24:08.000Z
"63",2019-08-07T08:55:00.000Z,,"Perche par intégration",0.11,0.34400000000000003,2022-04-06T08:24:08.000Z
"62",2019-07-16T08:25:00.000Z,,"Perche par intégration",0.13,0.327,2022-04-06T08:24:09.000Z
"61",2019-05-22T09:00:00.000Z,,"Perche par intégration",0.245,0.725,2022-04-06T08:24:10.000Z
"60",2019-03-28T10:10:00.000Z,,"Perche par intégration",0.23,0.895,2022-04-06T08:24:10.000Z
