"Numéro","Date de début (TU)","Date de fin (TU)","Mode","Hauteur retenue (m)","Débit mesuré (m³/s)","Date de mise à jour (TU)"
"230",2024-08-06T10:15:00.000Z,,"Mesure par ADCP",0.375,0.739,2024-08-06T14:10:31.000Z
"217",2023-03-15T10:40:00.000Z,,"Mesure par ADCP",0.47500000000000003,1.285,2024-02-02T14:35:14.000Z
"227",2024-04-24T10:00:00.000Z,,"Mesure par ADCP",0.524,1.82,2024-06-06T13:35:25.000Z
"234",2025-01-02T10:33:00.000Z,,"Mesure par ADCP",1.53,6.33,2025-01-16T17:21:36.000Z
"226",2024-03-21T11:09:00.000Z,,"Mesure par ADCP",0.652,2.7600000000000002,2024-03-22T13:46:35.000Z
"233",2024-11-28T10:50:00.000Z,,"Mesure par ADCP",0.56,1.97,2024-12-02T11:20:13.000Z
"238",2025-04-17T12:13:00.000Z,,"Mesure par ADCP",0.462,1.3900000000000001,2025-04-17T15:46:08.000Z
"222",2023-11-09T11:13:00.000Z,,"Mesure par ADCP",0.533,1.76,2024-02-02T14:35:13.000Z
"221",2023-10-12T10:04:00.000Z,,"Autres",0.302,0.322,2024-02-02T14:35:14.000Z
"220",2023-09-07T08:40:00.000Z,,"Mesure par ADCP",0.321,0.437,2024-02-02T14:35:14.000Z
"219",2023-07-05T08:45:00.000Z,,"Mesure par ADCP",0.395,0.753,2024-02-02T14:35:14.000Z
"218",2023-05-03T08:30:00.000Z,,"Mesure par ADCP",0.453,1.135,2024-02-02T14:35:14.000Z
"216",2023-01-11T12:40:00.000Z,,"Mesure par ADCP",0.649,2.755,2024-02-02T14:35:15.000Z
"224",2024-01-02T10:40:00.000Z,2024-01-02T11:20:00.000Z,"Mesure par ADCP",1.92,9.200000000000001,2024-03-11T13:12:33.000Z
"228",2024-06-04T09:40:00.000Z,,"Mesure par ADCP",0.482,1.47,2024-06-05T14:17:04.000Z
"240",2025-06-13T09:20:00.000Z,,"Mesure par ADCP",0.371,0.727,2025-06-16T08:03:36.000Z
"231",2024-09-10T09:59:00.000Z,,"Autres",0.362,0.644,2024-12-02T11:20:14.000Z
"235",2025-01-25T15:00:00.000Z,,"Mesure par ADCP",2.0100000000000002,10.8,2025-03-14T10:25:01.000Z
"237",2025-03-07T10:14:00.000Z,,"Mesure par ADCP",0.6920000000000001,2.7600000000000002,2025-03-14T10:25:00.000Z
"236",2025-02-27T11:52:00.000Z,,"Mesure par ADCP",0.915,4.01,2025-03-14T10:25:00.000Z
"239",2025-05-21T11:50:00.000Z,,"Mesure par ADCP",0.417,1.09,2025-05-22T14:50:22.000Z
"225",2024-02-20T11:12:00.000Z,,"Mesure par ADCP",0.718,3,2024-03-11T13:12:33.000Z
"223",2023-12-05T11:04:00.000Z,2023-12-05T11:26:00.000Z,"Mesure par ADCP",1.28,4.83,2024-03-11T13:12:33.000Z
"229",2024-07-10T12:20:00.000Z,,"Mesure par ADCP",0.42,0.932,2024-07-22T14:33:08.000Z
"232",2024-10-22T10:10:00.000Z,,"Mesure par ADCP",1.365,5,2024-12-02T11:20:13.000Z
