"Numéro","Date de début (TU)","Date de fin (TU)","Mode","Hauteur retenue (m)","Débit mesuré (m³/s)","Date de mise à jour (TU)"
"23-05",2023-07-04T12:20:00.000Z,2023-07-04T12:45:00.000Z,"Mesure par ADCP",0.47000000000000003,1.5,2024-01-15T15:19:46.000Z
"22-09",2022-11-16T10:45:00.000Z,2022-11-16T11:00:00.000Z,"Mesure par ADCP",0.38,0.889,2024-01-15T15:19:47.000Z
"19-07",2019-12-13T19:15:00.000Z,2019-12-13T19:45:00.000Z,"Mesure par ADCP",2.93,101,2024-01-23T12:30:23.000Z
"18-03",2018-06-11T11:45:00.000Z,2018-06-11T12:05:00.000Z,"Mesure par ADCP",1.8900000000000001,57.1,2024-01-23T12:42:15.000Z
"51",1983-07-04T00:00:00.000Z,,"Autres",0.305,1.18,2023-05-26T07:18:09.000Z
"22-01",2022-01-10T13:25:00.000Z,2022-01-10T13:40:00.000Z,"Mesure par ADCP",3.345,117.94500000000001,2023-05-26T07:16:31.000Z
"21-11",2021-12-31T13:00:00.000Z,2021-12-31T13:25:00.000Z,"Mesure par ADCP",0.865,8.11,2023-05-26T07:16:32.000Z
"21-10",2021-12-09T13:45:00.000Z,2021-12-09T13:55:00.000Z,"Mesure par ADCP",1.25,17.580000000000002,2023-05-26T07:16:32.000Z
"21-09",2021-10-08T12:45:00.000Z,2021-10-08T13:00:00.000Z,"Mesure par ADCP",0.43,1.25,2023-05-26T07:16:32.000Z
"21-08",2021-08-06T12:10:00.000Z,2021-08-06T12:35:00.000Z,"Mesure par ADCP",0.485,1.694,2023-05-26T07:16:32.000Z
"21-07",2021-07-07T12:55:00.000Z,2021-07-07T13:15:00.000Z,"Mesure par ADCP",0.405,1.07,2023-05-26T07:16:33.000Z
"21-06",2021-06-18T13:05:00.000Z,2021-06-18T13:35:00.000Z,"Mesure par ADCP",1.075,13.9,2023-05-26T07:16:33.000Z
"21-05",2021-04-27T09:40:00.000Z,2021-04-27T09:55:00.000Z,"Mesure par ADCP",0.525,2.08,2023-05-26T07:16:33.000Z
"21-04",2021-04-27T09:05:00.000Z,2021-04-27T09:20:00.000Z,"Mesure par ADCP",0.525,2.11,2023-05-26T07:16:34.000Z
"21-03",2021-04-16T13:10:00.000Z,2021-04-16T13:25:00.000Z,"Mesure par ADCP",0.56,2.47,2023-05-26T07:16:34.000Z
"21-02",2021-03-19T11:45:00.000Z,2021-03-19T12:10:00.000Z,"Mesure par ADCP",0.71,4.68,2023-05-26T07:16:34.000Z
"21-01",2021-02-01T18:30:00.000Z,2021-02-01T18:45:00.000Z,"Mesure par ADCP",2.85,115,2023-05-26T07:16:34.000Z
"20-06",2020-12-31T12:00:00.000Z,2020-12-31T12:35:00.000Z,"Mesure par ADCP",0.9500000000000001,9.76,2023-05-26T07:16:35.000Z
"20-05",2020-11-10T14:55:00.000Z,2020-11-10T15:10:00.000Z,"Mesure par ADCP",0.455,1.482,2023-05-26T07:16:35.000Z
"2006-02",2006-05-18T11:25:00.000Z,2006-05-18T11:50:00.000Z,"Perche point par point",0.535,1.96,2023-05-26T07:17:50.000Z
"20-03",2020-07-16T11:25:00.000Z,2020-07-16T12:00:00.000Z,"Mesure par ADCP",0.435,1.27,2023-05-26T07:16:35.000Z
"20-02",2020-05-29T14:05:00.000Z,2020-05-29T15:00:00.000Z,"Mesure par ADCP",0.77,5.72,2023-05-26T07:16:36.000Z
"20-01",2020-02-19T12:30:00.000Z,2020-02-19T12:55:00.000Z,"Mesure par ADCP",0.745,5.25,2023-05-26T07:16:36.000Z
"19-05",2019-08-27T08:05:00.000Z,2019-08-27T08:30:00.000Z,"Mesure par ADCP",0.38,0.858,2023-05-26T07:16:37.000Z
"19-04",2019-08-23T12:00:00.000Z,2019-08-23T12:30:00.000Z,"Mesure par ADCP",0.42,1.17,2023-05-26T07:16:37.000Z
