"Numéro","Date de début (TU)","Date de fin (TU)","Mode","Hauteur retenue (m)","Débit mesuré (m³/s)","Date de mise à jour (TU)"
"23-04",2023-12-22T12:05:00.000Z,2023-12-22T12:25:00.000Z,"Dilution par intégration",0.685,5.45,2024-03-26T13:44:35.000Z
"23-03",2023-12-22T10:50:00.000Z,2023-12-22T11:15:00.000Z,"Dilution par intégration",0.655,5.05,2024-03-26T13:44:35.000Z
"25-02",2025-01-24T12:45:00.000Z,2025-01-24T13:05:00.000Z,"Mesure par ADCP",0.16,1.75,2025-02-20T15:38:56.000Z
"25-04",2025-02-20T14:35:00.000Z,2025-02-20T14:50:00.000Z,"Mesure par ADCP",0.075,1.07,2025-03-27T14:21:41.000Z
"25-01",2025-01-07T13:40:00.000Z,2025-01-07T14:05:00.000Z,"Mesure par ADCP",0.15,1.6,2025-03-27T14:21:42.000Z
"24-02",2024-12-31T10:45:00.000Z,2024-12-31T11:15:00.000Z,"Mesure par ADCP",0.242,2.37,2025-03-27T14:21:43.000Z
"25-07",2025-07-03T09:00:00.000Z,2025-07-03T09:50:00.000Z,"Perche point par point",-0.107,0.156,2025-07-03T13:31:22.000Z
"23-05",2023-12-22T14:30:00.000Z,2023-12-22T14:50:00.000Z,"Mesure par ADCP",0.71,7.2,2024-01-08T15:39:41.000Z
"23-02",2023-03-14T14:05:00.000Z,2023-03-14T14:30:00.000Z,"Mesure par ADCP",0.313,3.424,2023-08-18T14:38:08.000Z
"23-01b",2023-02-21T10:30:00.000Z,2023-02-21T10:35:00.000Z,"Jaugeage par analyse vidéo",0.03,0.6920000000000001,2023-08-18T14:38:13.000Z
"25-03",2025-02-12T11:20:00.000Z,2025-02-12T11:45:00.000Z,"Mesure par ADCP",0.098,1.2,2025-03-27T14:21:42.000Z
"25-02",2025-01-24T12:45:00.000Z,2025-01-24T13:05:00.000Z,"Mesure par ADCP",0.16,1.75,2025-03-27T14:21:42.000Z
"25-06",2025-04-23T07:35:00.000Z,2025-04-23T08:00:00.000Z,"Mesure par ADCP",0.405,3.92,2025-04-23T13:04:47.000Z
"25-05",2025-03-27T12:15:00.000Z,2025-03-27T12:30:00.000Z,"Mesure par ADCP",0.34500000000000003,3.84,2025-03-27T14:21:41.000Z
"24-01",2024-07-11T12:15:00.000Z,2024-07-11T12:40:00.000Z,"Mesure par ADCP",0.038,0.794,2025-03-27T14:21:43.000Z
