"Numéro","Date de début (TU)","Date de fin (TU)","Mode","Hauteur retenue (m)","Débit mesuré (m³/s)","Date de mise à jour (TU)"
"268",2011-10-17T09:05:00.000Z,,"Mesure par ADCP",0.1,4.8100000000000005,2022-04-05T13:47:33.000Z
"267",2011-09-07T09:23:00.000Z,2011-09-07T09:47:00.000Z,"Mesure par ADCP",0.115,5.19,2022-04-05T13:47:34.000Z
"266",2011-08-04T08:10:00.000Z,,"Mesure par ADCP",0.1,5.43,2022-04-05T13:47:34.000Z
"251",2009-07-08T08:48:00.000Z,2009-07-08T09:14:00.000Z,"Mesure par ADCP",0.13,8.71,2022-04-05T13:47:44.000Z
"250",2009-06-02T09:31:00.000Z,2009-06-02T09:49:00.000Z,"Mesure par ADCP",0.11,9.17,2022-04-05T13:47:45.000Z
"249",2009-05-14T13:14:00.000Z,2009-05-14T13:31:00.000Z,"Autres",0.16,12,2022-04-05T13:47:45.000Z
"248",2008-08-05T09:15:00.000Z,,"Mesure par ADCP",0.21,12.8,2022-04-05T13:47:46.000Z
"247",2007-12-05T11:23:00.000Z,2007-12-05T11:34:00.000Z,"Mesure par ADCP",0.9,69.9,2022-04-05T13:47:47.000Z
"246",2007-06-20T08:47:00.000Z,,"Mesure par ADCP",0.19,11.1,2022-04-05T13:47:47.000Z
"245",2007-04-12T12:35:00.000Z,,"Mesure par ADCP",0.33,21.8,2022-04-05T13:47:48.000Z
"244",2006-08-01T13:25:00.000Z,2006-08-01T13:42:00.000Z,"Mesure par ADCP",0.12,6.62,2022-04-05T13:47:49.000Z
"243",2006-03-10T10:45:00.000Z,,"Mesure par ADCP",1.565,110,2022-04-05T13:47:49.000Z
"242",2005-10-21T09:15:00.000Z,2005-10-21T09:40:00.000Z,"Mesure par ADCP",0.1,6.2700000000000005,2022-04-05T13:47:50.000Z
"241",2005-07-13T09:24:00.000Z,2005-07-13T09:41:00.000Z,"Mesure par ADCP",0.135,7.2700000000000005,2022-04-05T13:47:50.000Z
"240",2005-04-14T12:38:00.000Z,2005-04-14T13:01:00.000Z,"Mesure par ADCP",0.21,12.4,2022-04-05T13:47:51.000Z
"239",2005-01-25T14:24:00.000Z,2005-01-25T14:38:00.000Z,"Mesure par ADCP",0.35000000000000003,23.2,2022-04-05T13:47:52.000Z
"238",2004-04-28T12:45:00.000Z,,"Mesure par ADCP",0.215,13.9,2022-04-05T13:47:52.000Z
"237",2004-02-05T09:40:00.000Z,,"Mesure par ADCP",0.37,26.1,2022-04-05T13:47:53.000Z
"386",2025-02-27T11:20:00.000Z,,"Mesure par ADCP",0.41000000000000003,29,2025-07-03T06:28:17.000Z
"236",2003-12-31T09:40:00.000Z,2003-12-31T11:36:00.000Z,"Saumon par intégration",0.195,13.1,2022-04-05T13:47:53.000Z
