"Numéro","Date de début (TU)","Date de fin (TU)","Mode","Hauteur retenue (m)","Débit mesuré (m³/s)","Date de mise à jour (TU)"
"591",2023-12-07T10:28:00.000Z,2023-12-07T11:07:00.000Z,"Perche point par point",0.446,0.491,2024-08-07T13:01:05.000Z
"593.2",2024-02-08T11:08:00.000Z,2024-02-08T11:15:00.000Z,"Mesure par ADCP",0.532,0.928,2024-08-07T13:01:04.000Z
"593.1",2024-02-08T10:24:00.000Z,2024-02-08T10:55:00.000Z,"Perche point par point",0.53,0.882,2024-08-07T13:01:04.000Z
"587",2023-08-18T08:36:00.000Z,2023-08-18T08:53:00.000Z,"Perche point par point",0.245,0.018000000000000002,2024-08-07T13:01:05.000Z
"582",2023-06-06T11:38:00.000Z,2023-06-06T11:56:00.000Z,"Perche point par point",0.28700000000000003,0.059000000000000004,2024-08-07T13:01:06.000Z
"584",2023-07-05T09:10:00.000Z,2023-07-05T09:25:00.000Z,"Perche point par point",0.277,0.058,2024-08-07T13:01:06.000Z
"590",2023-10-19T08:23:00.000Z,2023-10-19T09:00:00.000Z,"Perche point par point",0.247,0.02,2024-08-07T13:01:05.000Z
"581",2023-05-17T11:00:00.000Z,2023-05-17T11:35:00.000Z,"Perche point par point",0.41500000000000004,0.373,2024-01-11T09:02:36.000Z
"579-1",2023-03-30T08:13:00.000Z,2023-03-30T08:26:00.000Z,"Mesure par ADCP",0.487,0.7000000000000001,2024-01-11T09:02:36.000Z
"578",2023-03-27T08:50:00.000Z,2023-03-27T09:11:00.000Z,"Mesure par ADCP",0.606,1.24,2024-01-11T09:02:36.000Z
"599",2024-07-31T08:20:00.000Z,2024-07-31T08:33:00.000Z,"Perche point par point",0.31,0.169,2024-10-29T15:10:15.000Z
"598",2024-07-17T11:41:00.000Z,2024-07-17T12:35:00.000Z,"Perche point par point",0.368,0.27,2024-10-29T15:10:16.000Z
"607",2025-01-10T09:03:00.000Z,2025-01-10T09:36:00.000Z,"Mesure par ADCP",2.407,14.6,2025-01-24T09:19:40.000Z
"605",2024-12-19T10:35:00.000Z,2024-12-19T10:45:00.000Z,"Mesure par ADCP",0.758,1.34,2025-01-24T09:19:40.000Z
"603",2024-10-29T12:57:00.000Z,2024-10-29T13:02:00.000Z,"Mesure par ADCP",0.745,1.01,2025-01-24T09:19:40.000Z
"586",2023-08-03T08:54:00.000Z,2023-08-03T09:06:00.000Z,"Perche point par point",0.254,0.024,2024-08-07T13:01:06.000Z
"583",2023-06-22T08:42:00.000Z,2023-06-22T09:11:00.000Z,"Perche point par point",0.316,0.14100000000000001,2024-08-07T13:01:06.000Z
"577-2",2023-02-08T10:13:00.000Z,2023-02-08T10:21:00.000Z,"Perche point par point",0.392,0.319,2024-01-11T09:02:37.000Z
"577-1",2023-02-08T09:43:00.000Z,2023-02-08T10:06:00.000Z,"Perche point par point",0.392,0.318,2024-01-11T09:02:37.000Z
"597",2024-06-27T11:18:00.000Z,2024-06-27T11:47:00.000Z,"Perche point par point",0.47000000000000003,0.555,2024-10-29T15:10:16.000Z
"600",2024-08-14T09:22:00.000Z,2024-08-14T09:42:00.000Z,"Perche point par point",0.28300000000000003,0.088,2024-10-29T15:10:15.000Z
"596.2",2024-05-02T09:43:00.000Z,2024-05-02T10:12:00.000Z,"Perche point par point",0.605,1.22,2024-10-29T15:10:16.000Z
"609",2025-01-17T12:00:00.000Z,2025-01-17T12:30:00.000Z,"Mesure par ADCP",0.756,1.97,2025-01-24T09:19:39.000Z
"602",2024-10-03T11:04:00.000Z,2024-10-03T11:23:00.000Z,"Mesure par ADCP",0.5730000000000001,0.929,2025-01-24T09:19:41.000Z
"601",2024-08-30T09:24:00.000Z,,"Perche point par point",0.278,0.078,2025-01-24T09:19:41.000Z
"606",2025-01-09T09:36:00.000Z,2025-01-09T09:46:00.000Z,"Mesure par ADCP",1.821,7.09,2025-01-24T09:19:40.000Z
"608",2025-01-16T12:48:00.000Z,2025-01-16T12:56:00.000Z,"Mesure par ADCP",0.873,2.09,2025-01-24T09:19:40.000Z
"611",2025-03-12T08:43:00.000Z,2025-03-12T08:49:00.000Z,"Mesure par ADCP",0.621,1.23,2025-04-10T13:49:39.000Z
"612",2025-04-10T07:52:00.000Z,2025-04-10T07:59:00.000Z,"Mesure par ADCP",0.51,0.86,2025-04-10T14:01:12.000Z
"594",2024-03-04T09:10:00.000Z,2024-03-04T09:30:00.000Z,"Mesure par ADCP",1.992,9.824,2024-08-07T13:01:04.000Z
"592",2024-01-05T10:11:00.000Z,2024-01-05T10:30:00.000Z,"Mesure par ADCP",0.655,1.3900000000000001,2024-08-07T13:01:05.000Z
"589",2023-09-19T09:54:00.000Z,2023-09-19T10:15:00.000Z,"Perche point par point",0.23900000000000002,0.014,2024-08-07T13:01:05.000Z
"588",2023-08-30T09:30:00.000Z,2023-08-30T09:50:00.000Z,"Perche point par point",0.23700000000000002,0.013000000000000001,2024-08-07T13:01:05.000Z
"585",2023-07-19T09:07:00.000Z,2023-07-19T09:37:00.000Z,"Perche point par point",0.251,0.022,2024-08-07T13:01:06.000Z
"580.2",2023-05-11T11:05:00.000Z,2023-05-11T11:19:00.000Z,"Perche point par point",0.5700000000000001,1,2024-01-11T09:02:36.000Z
"580.1",2023-05-11T10:18:00.000Z,2023-05-11T10:58:00.000Z,"Perche point par point",0.562,0.6900000000000001,2024-01-11T09:02:36.000Z
"579-2",2023-03-30T08:41:00.000Z,2023-03-30T09:16:00.000Z,"Perche point par point",0.487,0.582,2024-01-11T09:02:36.000Z
