"Numéro","Date de début (TU)","Date de fin (TU)","Mode","Hauteur retenue (m)","Débit mesuré (m³/s)","Date de mise à jour (TU)"
"25-04",2025-03-17T09:50:00.000Z,2025-03-17T10:10:00.000Z,"Mesure par ADCP",0.41500000000000004,1.3,2025-03-17T14:52:06.000Z
"25-01",2025-01-09T10:15:00.000Z,2025-01-09T10:40:00.000Z,"Mesure par ADCP",0.335,0.64,2025-02-03T18:03:39.000Z
"24-29",2024-12-11T13:55:00.000Z,2024-12-11T14:30:00.000Z,"Mesure par ADCP",0.605,4.3500000000000005,2024-12-12T15:18:42.000Z
"21-05",2021-06-17T14:05:00.000Z,2021-06-17T14:40:00.000Z,"Perche point par point",0.258,0.181,2023-05-26T07:34:28.000Z
"21-04",2021-06-14T12:00:00.000Z,2021-06-14T12:45:00.000Z,"Perche point par point",0.28800000000000003,0.228,2023-05-26T07:34:29.000Z
"21-01",2021-01-21T11:15:00.000Z,2021-01-21T12:00:00.000Z,"Perche point par point",0.428,1.26,2023-05-26T07:35:24.000Z
"20-06",2020-09-15T11:30:00.000Z,2020-09-15T12:00:00.000Z,"Mesure par ADCP",0.29,0.363,2023-05-26T07:35:35.000Z
"20-05b",2020-08-13T12:15:00.000Z,2020-08-13T12:30:00.000Z,"Mesure par ADCP",0.35000000000000003,0.5720000000000001,2023-05-26T07:35:35.000Z
"20-05",2020-08-13T11:50:00.000Z,2020-08-13T12:05:00.000Z,"Mesure par ADCP",0.35000000000000003,0.622,2023-05-26T07:35:36.000Z
"20-04",2020-07-16T08:35:00.000Z,2020-07-16T08:45:00.000Z,"Mesure par ADCP",0.4,0.899,2023-05-26T07:35:36.000Z
"20-03",2020-05-20T12:00:00.000Z,2020-05-20T12:20:00.000Z,"Mesure par ADCP",0.88,11.200000000000001,2023-05-26T07:35:37.000Z
"20-02",2020-03-10T13:40:00.000Z,2020-03-10T13:55:00.000Z,"Mesure par ADCP",0.86,11.9,2023-05-26T07:35:37.000Z
"20-015",2020-01-23T13:10:00.000Z,2020-01-23T13:35:00.000Z,"Autres",2.35,96.5,2023-05-26T07:35:37.000Z
"20-01",2020-01-14T12:50:00.000Z,2020-01-14T13:00:00.000Z,"Mesure par ADCP",0.45,1.81,2023-05-26T07:35:37.000Z
"19-14",2019-10-24T08:30:00.000Z,2019-10-24T08:45:00.000Z,"Mesure par ADCP",0.9450000000000001,11.700000000000001,2023-05-26T07:35:38.000Z
"19-13",2019-09-20T08:00:00.000Z,2019-09-20T09:00:00.000Z,"Perche point par point",0.15,0.10300000000000001,2023-05-26T07:35:38.000Z
"19-12",2019-08-13T09:00:00.000Z,2019-08-13T09:28:00.000Z,"Perche point par point",0.18,0.108,2023-05-26T07:35:38.000Z
"19-11",2019-08-13T08:17:00.000Z,2019-08-13T08:45:00.000Z,"Perche point par point",0.181,0.108,2023-05-26T07:35:39.000Z
"19-10",2019-08-13T07:17:00.000Z,2019-08-13T07:57:00.000Z,"Perche point par point",0.182,0.109,2023-05-26T07:35:39.000Z
"19-09",2019-08-12T12:00:00.000Z,2019-08-12T12:20:00.000Z,"Mesure par ADCP",0.18,0.10300000000000001,2023-05-26T07:35:39.000Z
"19-08",2019-07-18T09:15:00.000Z,2019-07-18T09:55:00.000Z,"Perche point par point",0.17,0.084,2023-05-26T07:35:39.000Z
"19-07",2019-07-09T09:00:00.000Z,2019-07-09T09:40:00.000Z,"Perche point par point",0.19,0.089,2023-05-26T07:35:40.000Z
"19-06",2019-06-26T10:55:00.000Z,2019-06-26T11:22:00.000Z,"Perche par intégration",0.265,0.333,2023-05-26T07:35:40.000Z
"19-05",2019-06-26T09:55:00.000Z,2019-06-26T10:55:00.000Z,"Perche point par point",0.265,0.281,2023-05-26T07:35:40.000Z
"19-04",2019-06-12T12:30:00.000Z,2019-06-12T12:45:00.000Z,"Mesure par ADCP",0.335,0.62,2023-05-26T07:35:40.000Z
"19-03",2019-03-13T11:00:00.000Z,2019-03-13T11:30:00.000Z,"Perche point par point",0.45,1.43,2023-05-26T07:35:41.000Z
"19-02",2019-03-12T13:00:00.000Z,2019-03-12T13:10:00.000Z,"Mesure par ADCP",0.45,1.61,2023-05-26T07:35:41.000Z
"19-01",2019-02-12T13:40:00.000Z,2019-02-12T13:50:00.000Z,"Mesure par ADCP",0.63,5.0200000000000005,2023-05-26T07:35:41.000Z
"18-07",2018-12-12T13:00:00.000Z,2018-12-12T13:30:00.000Z,"Mesure par ADCP",0.545,3.43,2023-05-26T07:35:41.000Z
"18-06",2018-10-10T11:15:00.000Z,2018-10-10T11:30:00.000Z,"Mesure par ADCP",1.61,50.1,2023-05-26T07:35:42.000Z
"22-12b",2022-12-06T14:35:00.000Z,2022-12-06T15:05:00.000Z,"Mesure par ADCP",0.298,0.343,2023-05-26T07:34:23.000Z
"22-12",2022-12-06T13:45:00.000Z,2022-12-06T14:05:00.000Z,"Mesure par ADCP",0.298,0.362,2023-05-26T07:34:23.000Z
"22-11",2022-11-21T14:10:00.000Z,2022-11-21T15:00:00.000Z,"Perche point par point",0.225,0.19,2023-05-26T07:34:24.000Z
"22-10",2022-10-13T08:45:00.000Z,2022-10-13T09:35:00.000Z,"Perche point par point",0.215,0.157,2023-05-26T07:34:24.000Z
"22-09",2022-09-29T08:25:00.000Z,2022-09-29T09:20:00.000Z,"Perche point par point",0.198,0.10200000000000001,2023-05-26T07:34:24.000Z
"22-08",2022-08-26T09:45:00.000Z,2022-08-26T10:30:00.000Z,"Perche point par point",0.20500000000000002,0.128,2023-05-26T07:34:24.000Z
"22-07",2022-07-19T08:55:00.000Z,2022-07-19T09:35:00.000Z,"Perche point par point",0.25,0.281,2023-05-26T07:34:25.000Z
"22-06",2022-07-11T08:30:00.000Z,2022-07-11T09:15:00.000Z,"Perche point par point",0.23500000000000001,0.244,2023-05-26T07:34:25.000Z
"22-05",2022-07-07T10:40:00.000Z,2022-07-07T11:00:00.000Z,"Mesure par ADCP",0.26,0.357,2023-05-26T07:34:25.000Z
"22-04",2022-06-27T11:15:00.000Z,2022-06-27T11:40:00.000Z,"Mesure par ADCP",0.34,0.736,2023-05-26T07:34:25.000Z
"22-03",2022-06-10T09:35:00.000Z,2022-06-10T09:55:00.000Z,"Mesure par ADCP",0.405,1.19,2023-05-26T07:34:26.000Z
"22-02",2022-03-16T13:55:00.000Z,2022-03-16T14:15:00.000Z,"Mesure par ADCP",1.01,17.3,2023-05-26T07:34:26.000Z
"22-01",2022-01-14T11:40:00.000Z,2022-01-14T11:55:00.000Z,"Mesure par ADCP",0.878,11.81,2023-05-26T07:34:26.000Z
