"Numéro","Date de début (TU)","Date de fin (TU)","Mode","Hauteur retenue (m)","Débit mesuré (m³/s)","Date de mise à jour (TU)"
"1967-01-eq",1967-02-17T16:00:00.000Z,1967-02-17T17:30:00.000Z,"Autres",2.5500000000000003,255,2023-05-26T07:42:05.000Z
"19-04",2019-07-18T12:40:00.000Z,2019-07-18T12:55:00.000Z,"Mesure par ADCP",0.09,1.32,2023-05-26T07:39:21.000Z
"19-03",2019-07-09T12:09:00.000Z,2019-07-09T12:18:00.000Z,"Mesure par ADCP",0.125,2.15,2023-05-26T07:39:22.000Z
"19-01",2019-02-18T11:35:00.000Z,2019-02-18T12:15:00.000Z,"Mesure par ADCP",0.43,43.4,2023-05-26T07:39:31.000Z
"18-11",2018-12-10T14:00:00.000Z,2018-12-10T14:30:00.000Z,"Mesure par ADCP",0.325,20.8,2023-05-26T07:39:31.000Z
"18-07",2018-10-16T13:55:00.000Z,2018-10-16T14:10:00.000Z,"Mesure par ADCP",3.1,463,2023-05-26T07:39:32.000Z
"18-06",2018-10-16T13:00:00.000Z,2018-10-16T13:05:00.000Z,"Mesure par ADCP",3.65,519.47,2023-05-26T07:39:32.000Z
"18-05",2018-10-16T12:40:00.000Z,2018-10-16T12:44:00.000Z,"Mesure par ADCP",3.96,574,2023-05-26T07:39:32.000Z
"18-04",2018-10-16T09:46:00.000Z,2018-10-16T10:04:00.000Z,"Mesure par ADCP",5.66,1070,2023-05-26T07:39:32.000Z
"18-03",2018-10-15T22:34:00.000Z,2018-10-15T23:00:00.000Z,"Mesure par ADCP",6.82,1650,2023-05-26T07:39:33.000Z
"18-10",2018-10-15T20:35:00.000Z,2018-10-15T21:05:00.000Z,"Jaugeage par mesure de vitesse en surface",6.825,1480,2023-05-26T07:39:33.000Z
"18-09",2018-10-15T16:00:00.000Z,2018-10-15T16:25:00.000Z,"Jaugeage par mesure de vitesse en surface",6.11,1060,2023-05-26T07:39:33.000Z
"18-08",2018-10-15T13:07:00.000Z,2018-10-15T13:30:00.000Z,"Jaugeage par mesure de vitesse en surface",5.51,880,2023-05-26T07:39:34.000Z
"18-02",2018-04-16T15:09:00.000Z,2018-04-16T15:23:00.000Z,"Mesure par ADCP",0.715,126.006,2023-05-26T07:39:34.000Z
"18-01",2018-01-23T14:07:00.000Z,2018-01-23T14:30:00.000Z,"Mesure par ADCP",0.625,96.9,2023-05-26T07:39:34.000Z
"17-06",2017-09-19T12:48:00.000Z,2017-09-19T13:15:00.000Z,"Perche point par point",0.135,2.57,2023-05-26T07:39:34.000Z
"24-07",2024-07-24T06:00:00.000Z,2024-07-24T06:25:00.000Z,"Mesure par ADCP",0.135,2.87,2025-03-27T15:56:24.000Z
"82-2",1982-02-17T10:00:00.000Z,1982-02-17T11:15:00.000Z,"Autres",2.82,597,2023-05-26T07:41:52.000Z
"22-08",2022-12-08T13:35:00.000Z,2022-12-08T14:00:00.000Z,"Mesure par ADCP",0.215,7.15,2023-05-26T07:39:15.000Z
"22-07",2022-10-11T13:30:00.000Z,2022-10-11T13:50:00.000Z,"Mesure par ADCP",0.154,3.64,2023-05-26T07:39:16.000Z
"22-06",2022-09-08T13:15:00.000Z,2022-09-08T13:45:00.000Z,"Mesure par ADCP",0.155,3.17,2023-05-26T07:39:16.000Z
"22-05",2022-07-19T07:25:00.000Z,2022-07-19T07:50:00.000Z,"Mesure par ADCP",0.112,1.59,2023-05-26T07:39:16.000Z
"22-04",2022-07-07T08:45:00.000Z,2022-07-07T09:10:00.000Z,"Mesure par ADCP",0.13,2.18,2023-05-26T07:39:17.000Z
"22-03",2022-06-10T11:40:00.000Z,2022-06-10T12:15:00.000Z,"Mesure par ADCP",0.23500000000000001,8.03,2023-05-26T07:39:17.000Z
"22-02",2022-03-16T15:15:00.000Z,2022-03-16T15:40:00.000Z,"Mesure par ADCP",0.655,108,2023-05-26T07:39:17.000Z
"22-01",2022-01-21T13:20:00.000Z,2022-01-21T13:40:00.000Z,"Mesure par ADCP",0.49,61.6,2023-05-26T07:39:18.000Z
"21-06",2021-11-25T09:55:00.000Z,2021-11-25T10:25:00.000Z,"Mesure par ADCP",1.045,258,2023-05-26T07:39:18.000Z
"21-05",2021-08-10T13:55:00.000Z,2021-08-10T14:15:00.000Z,"Mesure par ADCP",0.14,2.88,2023-05-26T07:39:18.000Z
"21-04",2021-06-15T13:05:00.000Z,2021-06-15T13:45:00.000Z,"Mesure par ADCP",0.115,1.8800000000000001,2023-05-26T07:39:18.000Z
"21-03",2021-04-29T12:30:00.000Z,2021-04-29T13:15:00.000Z,"Mesure par ADCP",0.305,18.7,2023-05-26T07:39:19.000Z
