"Numéro","Date de début (TU)","Date de fin (TU)","Mode","Hauteur retenue (m)","Débit mesuré (m³/s)","Date de mise à jour (TU)"
"592",2024-03-13T09:15:00.000Z,2024-03-13T09:22:00.000Z,"Mesure par ADCP",1.12,6.88,2024-08-08T07:04:58.000Z
"591",2024-01-30T09:40:00.000Z,2024-01-30T10:00:00.000Z,"Mesure par ADCP",0.7000000000000001,2.74,2024-08-08T07:04:58.000Z
"590",2023-12-14T12:25:00.000Z,2023-12-14T12:55:00.000Z,"Jaugeage par analyse vidéo",1.5350000000000001,18,2024-08-08T07:04:58.000Z
"589",2023-12-14T11:31:00.000Z,2023-12-14T11:37:00.000Z,"Mesure par ADCP",1.54,18.3,2024-08-08T07:04:58.000Z
"588",2023-12-14T10:42:00.000Z,2023-12-14T10:57:00.000Z,"Mesure par ADCP",1.56,20.3,2024-08-08T07:04:58.000Z
"587",2023-12-13T10:51:00.000Z,2023-12-13T11:01:00.000Z,"Mesure par ADCP",1.59,22.5,2024-08-08T07:04:58.000Z
"586",2023-11-07T12:13:00.000Z,2023-11-07T12:32:00.000Z,"Mesure par ADCP",1.07,5.792,2024-08-08T07:04:59.000Z
"595",2024-07-24T12:26:00.000Z,2024-07-24T12:34:00.000Z,"Mesure par ADCP",0.431,0.861,2024-08-08T07:05:09.000Z
"594.1",2024-06-27T08:47:00.000Z,2024-06-27T08:52:00.000Z,"Mesure par ADCP",0.59,1.9613099999999999,2024-08-08T07:05:09.000Z
"594",2024-06-27T08:32:00.000Z,2024-06-27T08:39:00.000Z,"Mesure par ADCP",0.588,1.76993,2024-08-08T07:05:09.000Z
"593.1",2024-05-14T09:43:00.000Z,2024-05-14T09:50:00.000Z,"Mesure par ADCP",0.6900000000000001,2.43,2024-08-08T07:05:09.000Z
"593",2024-05-14T08:10:00.000Z,2024-05-14T08:30:00.000Z,"Mesure par ADCP",0.6900000000000001,2.27,2024-08-08T07:05:09.000Z
"585.1",2023-10-17T08:03:00.000Z,2023-10-17T08:50:00.000Z,"Perche par intégration",0.272,0.054,2024-08-08T07:05:35.000Z
"584",2023-09-26T07:45:00.000Z,2023-09-26T08:10:00.000Z,"Perche point par point",0.289,0.1,2024-08-08T07:05:35.000Z
"580",2023-08-08T08:17:00.000Z,2023-08-08T08:31:00.000Z,"Perche point par point",0.28,0.079,2023-08-09T13:06:16.000Z
"577",2023-06-27T08:03:00.000Z,2023-06-27T08:30:00.000Z,"Perche point par point",0.335,0.255,2023-07-25T07:29:38.000Z
"576",2023-06-14T07:45:00.000Z,2023-06-14T08:15:00.000Z,"Perche point par point",0.35100000000000003,0.328,2023-07-25T07:29:38.000Z
"585.2",2023-10-17T08:04:00.000Z,2023-10-17T08:50:00.000Z,"Perche par intégration",0.272,0.058,2023-10-17T14:59:39.000Z
"600",2024-10-30T09:05:00.000Z,2024-10-30T09:26:00.000Z,"Mesure par ADCP",0.434,1.02,2024-11-04T08:19:11.000Z
"599.1",2024-09-25T08:40:00.000Z,2024-09-25T08:48:00.000Z,"Mesure par ADCP",0.42,0.936,2024-11-04T08:19:12.000Z
"598",2024-09-03T12:00:00.000Z,2024-09-03T12:09:00.000Z,"Mesure par ADCP",0.34600000000000003,0.47900000000000004,2024-11-04T08:19:12.000Z
"601",2024-12-17T09:31:00.000Z,2024-12-17T09:37:00.000Z,"Mesure par ADCP",0.438,0.992,2024-12-17T14:17:45.000Z
"605",2025-03-27T09:16:00.000Z,2025-03-27T09:26:00.000Z,"Mesure par ADCP",0.48,1.3800000000000001,2025-03-27T14:29:17.000Z
"578",2023-07-13T12:19:00.000Z,2023-07-13T12:33:00.000Z,"Perche point par point",0.3,0.139,2023-07-25T09:45:20.000Z
"582",2023-08-22T08:00:00.000Z,2023-08-22T08:20:00.000Z,"Perche point par point",0.245,0.041,2023-09-19T07:45:45.000Z
"599.2",2024-09-25T10:32:00.000Z,2024-09-25T10:37:00.000Z,"Mesure par ADCP",0.417,0.9440000000000001,2024-11-04T08:19:12.000Z
"596",2024-08-07T12:08:00.000Z,2024-08-07T12:30:00.000Z,"Mesure par ADCP",0.37,0.5700000000000001,2024-11-04T08:19:13.000Z
"595.2",2024-07-24T12:58:00.000Z,2024-07-24T13:04:00.000Z,"Mesure par ADCP",0.43,0.881,2024-11-04T08:19:13.000Z
"608",2025-06-25T07:51:00.000Z,2025-06-25T07:59:00.000Z,"Mesure par ADCP",0.295,0.279,2025-06-25T15:12:44.000Z
"583",2023-09-05T07:43:00.000Z,2023-09-05T07:58:00.000Z,"Perche point par point",0.265,0.053,2023-09-19T07:45:45.000Z
"582",2023-08-25T08:06:00.000Z,2023-08-25T08:43:00.000Z,"Perche point par point",0.26,0.038,2023-09-19T07:45:45.000Z
"597",2024-08-20T11:38:00.000Z,2024-08-20T11:49:00.000Z,"Mesure par ADCP",0.34800000000000003,0.47100000000000003,2024-11-04T08:19:12.000Z
"596.1",2024-08-07T12:37:00.000Z,2024-08-07T12:44:00.000Z,"Mesure par ADCP",0.37,0.598,2024-11-04T08:19:12.000Z
"606",2025-04-28T09:42:00.000Z,2025-04-28T09:49:00.000Z,"Mesure par ADCP",0.539,1.71,2025-04-28T14:21:58.000Z
"607",2025-06-12T08:30:00.000Z,2025-06-12T08:36:00.000Z,"Mesure par ADCP",0.34500000000000003,0.491,2025-06-12T14:32:14.000Z
