"Numéro","Date de début (TU)","Date de fin (TU)","Mode","Hauteur retenue (m)","Débit mesuré (m³/s)","Date de mise à jour (TU)"
"11",2024-08-01T12:50:00.000Z,2024-08-01T13:10:00.000Z,"Mesure par ADCP",0.9500000000000001,0.64,2025-03-25T14:29:11.000Z
"13",2024-05-28T11:06:00.000Z,2024-05-28T11:40:00.000Z,"Perche point par point",1.05,0.781,2024-06-21T09:07:57.000Z
"14",2024-10-29T11:07:00.000Z,2024-10-29T11:18:00.000Z,"Mesure par ADCP",0.92,0.675,2024-11-27T16:24:13.000Z
"10",2024-04-18T10:30:00.000Z,2024-04-18T11:06:00.000Z,"Perche point par point",1.045,0.92,2024-08-05T08:51:14.000Z
"11",2024-01-10T10:52:00.000Z,2024-01-10T11:31:00.000Z,"Perche point par point",0.845,0.8170000000000001,2024-08-05T08:51:14.000Z
"10",2023-12-11T14:02:00.000Z,2023-12-11T14:30:00.000Z,"Perche point par point",0.84,0.706,2024-08-05T08:51:15.000Z
"15",2025-02-06T13:14:00.000Z,2025-02-06T13:25:00.000Z,"Mesure par ADCP",0.895,1.01,2025-03-04T15:18:17.000Z
"18",2025-04-02T11:14:00.000Z,2025-04-02T11:24:00.000Z,"Autres",0.93,0.925,2025-04-03T13:56:03.000Z
"17",2025-04-02T10:20:00.000Z,2025-04-02T11:10:00.000Z,"Perche point par point",0.93,0.833,2025-04-03T13:56:03.000Z
"16",2025-03-04T12:37:00.000Z,2025-03-04T12:52:00.000Z,"Autres",0.9,0.989,2025-04-03T13:56:04.000Z
"13",2024-12-26T10:07:00.000Z,2024-12-26T10:47:00.000Z,"Perche point par point",0.9,0.738,2024-12-27T08:07:03.000Z
"7",2024-01-18T13:30:00.000Z,2024-01-18T14:00:00.000Z,"Perche point par point",0.89,0.969,2024-08-05T08:51:14.000Z
"9",2023-12-06T10:35:00.000Z,2023-12-06T11:14:00.000Z,"Perche point par point",0.81,0.616,2024-08-05T08:51:15.000Z
"8",2023-11-07T10:00:00.000Z,2023-11-07T10:30:00.000Z,"Perche point par point",0.765,0.521,2024-08-05T08:51:15.000Z
"3",2023-06-20T08:13:00.000Z,2023-06-20T08:21:00.000Z,"Mesure par ADCP",0.8250000000000001,0.51,2024-08-05T08:51:16.000Z
"14",2025-01-09T09:03:00.000Z,2025-01-09T09:10:00.000Z,"Mesure par ADCP",0.995,1.22,2025-02-05T08:27:20.000Z
"15",2024-11-27T10:55:00.000Z,2024-11-27T11:35:00.000Z,"Perche point par point",0.93,0.776,2024-11-27T16:24:13.000Z
"15",2024-06-20T11:25:00.000Z,2024-06-20T12:10:00.000Z,"Perche point par point",1.0150000000000001,0.6900000000000001,2024-06-21T09:07:57.000Z
"14",2024-05-28T13:37:00.000Z,2024-05-28T13:55:00.000Z,"Perche point par point",0.15,0.223,2024-06-21T09:07:57.000Z
"9",2024-03-07T12:48:00.000Z,2024-03-07T13:25:00.000Z,"Perche point par point",0.885,0.84,2024-08-05T08:51:14.000Z
"8",2024-02-08T12:00:00.000Z,2024-02-08T12:20:00.000Z,"Perche point par point",0.8200000000000001,0.718,2024-08-05T08:51:14.000Z
"13",2024-10-10T12:56:00.000Z,2024-10-10T13:15:00.000Z,"Mesure par ADCP",1.16,1.77,2024-10-14T13:11:08.000Z
"7",2023-10-03T10:10:00.000Z,2023-10-03T10:30:00.000Z,"Autres",0.71,0.38,2024-08-05T08:51:15.000Z
"6",2023-09-06T07:10:00.000Z,2023-09-06T07:30:00.000Z,"Perche point par point",0.73,0.369,2024-08-05T08:51:15.000Z
"5",2023-08-03T08:40:00.000Z,2023-08-03T09:05:00.000Z,"Perche point par point",0.845,0.607,2024-08-05T08:51:15.000Z
"4",2023-06-20T08:00:00.000Z,2023-06-20T08:15:00.000Z,"Autres",0.8250000000000001,0.436,2024-08-05T08:51:16.000Z
