"Numéro","Date de début (TU)","Date de fin (TU)","Mode","Hauteur retenue (m)","Débit mesuré (m³/s)","Date de mise à jour (TU)"
"17-02",2017-03-30T11:50:00.000Z,2017-03-30T12:15:00.000Z,"Perche point par point",0.34500000000000003,0.9560000000000001,2023-05-26T06:49:50.000Z
"09-04",2009-06-09T13:50:00.000Z,2009-06-09T14:00:00.000Z,"Perche point par point",0.21,0.307,2023-05-26T06:50:18.000Z
"22-02a",2022-04-28T09:30:00.000Z,2022-04-28T09:50:00.000Z,"Mesure par ADCP",0.33,0.804,2023-05-26T06:49:35.000Z
"17-01",2017-03-27T10:00:00.000Z,2017-03-27T10:25:00.000Z,"Perche point par point",0.45,1.69,2023-05-26T06:49:50.000Z
"22-06",2022-08-24T12:45:00.000Z,2022-08-24T13:00:00.000Z,"Perche point par point",0.065,0.026000000000000002,2023-05-26T06:49:32.000Z
"23-01",2023-02-10T09:40:00.000Z,2023-02-10T09:50:00.000Z,"Dilution par intégration",0.147,0.18,2024-03-26T13:38:48.000Z
"22-09",2022-12-12T14:05:00.000Z,2022-12-12T15:00:00.000Z,"Dilution par intégration",0.075,0.027,2024-07-03T13:33:44.000Z
"17-03",2017-07-19T09:35:00.000Z,2017-07-19T10:05:00.000Z,"Perche point par point",0.075,0.023,2023-05-26T06:49:50.000Z
"22-05",2022-07-18T13:25:00.000Z,2022-07-18T14:00:00.000Z,"Perche point par point",0.098,0.06,2023-05-26T06:49:34.000Z
"22-04",2022-06-29T11:40:00.000Z,2022-06-29T12:00:00.000Z,"Mesure par ADCP",0.12,0.099,2023-05-26T06:49:34.000Z
"22-03",2022-05-20T14:10:00.000Z,2022-05-20T14:30:00.000Z,"Mesure par ADCP",0.218,0.305,2023-05-26T06:49:34.000Z
"22-02b",2022-04-28T10:10:00.000Z,2022-04-28T11:00:00.000Z,"Perche point par point",0.33,0.866,2023-05-26T06:49:34.000Z
"22-02c",2022-04-28T09:31:00.000Z,2022-04-28T09:51:00.000Z,"Perche point par point",0.33,0.802,2023-05-26T06:49:35.000Z
"22-01",2022-02-02T13:30:00.000Z,2022-02-02T14:15:00.000Z,"Perche point par point",0.23500000000000001,0.622,2023-05-26T06:49:35.000Z
"22-00",2022-01-10T11:55:00.000Z,2022-01-10T12:00:00.000Z,"Jaugeage par analyse vidéo",0.8200000000000001,4.4,2023-05-26T06:49:36.000Z
"21-06",2021-12-28T11:10:00.000Z,2021-12-28T12:00:00.000Z,"Perche point par point",0.225,0.375,2023-05-26T06:49:36.000Z
"21-05",2021-08-18T12:35:00.000Z,2021-08-18T13:10:00.000Z,"Dilution par intégration",0.078,0.028800000000000003,2023-05-26T06:49:36.000Z
"21-04",2021-07-27T11:15:00.000Z,2021-07-27T11:55:00.000Z,"Dilution par intégration",0.08,0.035,2023-05-26T06:49:36.000Z
"21-03",2021-06-30T12:20:00.000Z,2021-06-30T13:30:00.000Z,"Dilution par intégration",0.108,0.068,2023-05-26T06:49:37.000Z
"21-02",2021-04-30T11:55:00.000Z,2021-04-30T12:20:00.000Z,"Perche point par point",0.14,0.129,2023-05-26T06:49:37.000Z
"21-01",2021-03-12T12:00:00.000Z,2021-03-12T12:30:00.000Z,"Perche point par point",0.21,0.315,2023-05-26T06:49:37.000Z
"20-03",2020-11-13T15:00:00.000Z,2020-11-13T15:40:00.000Z,"Perche point par point",0.095,0.051000000000000004,2023-05-26T06:49:37.000Z
"20-02",2020-07-29T10:00:00.000Z,2020-07-29T10:45:00.000Z,"Perche point par point",0.14,0.126,2023-05-26T06:49:38.000Z
"20-01",2020-05-29T08:20:00.000Z,2020-05-29T08:50:00.000Z,"Perche point par point",0.28,0.681,2023-05-26T06:49:38.000Z
"19-04",2019-08-09T12:25:00.000Z,2019-08-09T13:10:00.000Z,"Perche point par point",0.075,0.03,2023-05-26T06:49:38.000Z
"19-03",2019-05-15T12:30:00.000Z,2019-05-15T12:45:00.000Z,"Perche par intégration",0.115,0.105,2023-05-26T06:49:38.000Z
"19-02",2019-05-15T11:22:00.000Z,2019-05-15T12:30:00.000Z,"Perche point par point",0.115,0.082,2023-05-26T06:49:39.000Z
"19-01",2019-01-17T10:50:00.000Z,2019-01-17T11:05:00.000Z,"Perche point par point",0.195,0.233,2023-05-26T06:49:39.000Z
