"Numéro","Date de début (TU)","Date de fin (TU)","Mode","Hauteur retenue (m)","Débit mesuré (m³/s)","Date de mise à jour (TU)"
"208",2023-12-07T12:30:00.000Z,2023-12-07T12:45:00.000Z,"Perche point par point",0.26,0.17200000000000001,2025-05-06T13:24:34.000Z
"32",2007-10-22T11:53:00.000Z,2007-10-23T10:15:00.000Z,"Autres",0.24,0.069,2022-10-11T07:13:12.000Z
"24",2007-08-01T16:00:00.000Z,2007-08-06T12:00:00.000Z,"Autres",0.23,0.074,2022-10-11T07:13:14.000Z
"19",2007-03-13T15:45:00.000Z,2007-03-13T15:55:00.000Z,"Perche point par point",0.255,0.115,2022-10-11T07:13:17.000Z
"27",2007-09-10T15:42:00.000Z,2007-10-23T10:15:00.000Z,"Autres",0.22,0.058,2022-10-11T07:13:12.000Z
"21",2007-04-24T15:00:00.000Z,2007-04-24T15:10:00.000Z,"Autres",0.25,0.083,2022-10-11T07:13:16.000Z
"10",2006-09-06T16:00:00.000Z,2006-09-06T16:05:00.000Z,"Autres",0.21,0.043000000000000003,2022-10-11T07:13:22.000Z
"4",2006-03-06T15:25:00.000Z,2006-03-06T15:30:00.000Z,"Autres",0.26,0.14,2022-10-11T07:13:26.000Z
"171",2020-08-25T10:10:00.000Z,2020-08-25T10:25:00.000Z,"Perche point par point",0.21,0.047,2022-10-11T07:11:42.000Z
"170",2020-07-21T10:00:00.000Z,2020-07-21T10:15:00.000Z,"Perche point par point",0.23,0.058,2022-10-11T07:11:43.000Z
"166",2019-12-10T09:35:00.000Z,2019-12-10T10:10:00.000Z,"Perche point par point",0.28,0.246,2022-10-11T07:11:45.000Z
"165",2019-10-03T11:45:00.000Z,2019-10-03T12:00:00.000Z,"Perche point par point",0.22,0.054,2022-10-11T07:11:46.000Z
"164",2019-09-03T10:20:00.000Z,2019-09-03T10:30:00.000Z,"Perche point par point",0.24,0.038,2022-10-11T07:11:46.000Z
"163",2019-08-06T09:25:00.000Z,2019-08-06T09:37:00.000Z,"Perche point par point",0.21,0.049,2022-10-11T07:11:47.000Z
"162",2019-07-09T11:00:00.000Z,2019-07-09T11:10:00.000Z,"Perche point par point",0.22,0.047,2022-10-11T07:11:48.000Z
"124",2015-06-09T11:10:00.000Z,2015-06-09T11:15:00.000Z,"Perche point par point",0.245,0.096,2022-10-11T07:12:12.000Z
"123",2015-05-19T11:10:00.000Z,2015-05-19T11:25:00.000Z,"Perche point par point",0.25,0.14400000000000002,2022-10-11T07:12:12.000Z
"122",2015-04-09T10:35:00.000Z,2015-04-09T10:50:00.000Z,"Perche point par point",0.28,0.218,2022-10-11T07:12:13.000Z
"121",2015-03-09T12:20:00.000Z,2015-03-09T12:35:00.000Z,"Perche point par point",0.28500000000000003,0.254,2022-10-11T07:12:14.000Z
"120",2015-02-04T13:15:00.000Z,2015-02-04T13:30:00.000Z,"Perche point par point",0.32,0.34900000000000003,2022-10-11T07:12:14.000Z
"119",2015-01-06T13:10:00.000Z,2015-01-06T13:25:00.000Z,"Perche point par point",0.28,0.228,2022-10-11T07:12:15.000Z
"118",2014-12-08T12:02:00.000Z,2014-12-08T12:13:00.000Z,"Perche point par point",0.25,0.124,2022-10-11T07:12:16.000Z
"117",2014-11-13T12:15:00.000Z,2014-11-13T12:30:00.000Z,"Perche point par point",0.28500000000000003,0.123,2022-10-11T07:12:16.000Z
"116",2014-10-07T11:20:00.000Z,2014-10-07T11:35:00.000Z,"Perche point par point",0.295,0.193,2022-10-11T07:12:17.000Z
"115",2014-09-09T11:46:00.000Z,2014-09-09T11:56:00.000Z,"Perche point par point",0.255,0.078,2022-10-11T07:12:18.000Z
"114",2014-08-06T11:00:00.000Z,2014-08-06T11:15:00.000Z,"Perche point par point",0.275,0.112,2022-10-11T07:12:18.000Z
