"Numéro","Date de début (TU)","Date de fin (TU)","Mode","Hauteur retenue (m)","Débit mesuré (m³/s)","Date de mise à jour (TU)"
"39",2023-06-05T07:30:00.000Z,,"Perche point par point",0.165,0.125,2025-02-03T14:57:06.000Z
"47",2025-01-28T08:54:00.000Z,2025-01-28T09:01:00.000Z,"Perche par intégration",0.383,1.097,2025-02-03T14:57:05.000Z
"46",2024-11-26T15:10:00.000Z,,"Perche par intégration",0.145,0.063,2025-02-03T14:57:05.000Z
"15",2017-07-03T11:15:00.000Z,2017-07-03T11:35:00.000Z,"Perche point par point",0.115,0.065,2023-06-05T15:01:16.000Z
"14",2017-05-12T12:20:00.000Z,,"Perche point par point",0.17,0.153,2023-06-05T15:01:16.000Z
"8",2015-09-17T14:35:00.000Z,,"Mesure par ADCP",0.5,2.18,2023-06-05T15:01:17.000Z
"7",2015-09-17T13:30:00.000Z,2015-09-17T14:00:00.000Z,"Saumon par intégration",0.54,2.2600000000000002,2023-06-05T15:01:18.000Z
"4",2015-03-03T13:15:00.000Z,,"Perche point par point",0.195,0.256,2023-06-05T15:01:18.000Z
"38",2022-11-15T10:20:00.000Z,,"Autres",0.145,0.07100000000000001,2023-06-05T15:01:12.000Z
"37",2022-07-27T12:00:00.000Z,2022-07-27T12:24:00.000Z,"Perche point par point",0.111,0.021,2023-06-05T15:01:12.000Z
"31",2021-05-27T08:45:00.000Z,,"Perche point par point",0.14200000000000002,0.08,2023-06-05T15:01:13.000Z
"29",2020-11-17T09:15:00.000Z,,"Perche point par point",0.137,0.074,2023-06-05T15:01:14.000Z
"43",2024-03-06T12:46:00.000Z,2024-03-06T13:00:00.000Z,"Perche point par point",0.164,0.12,2025-02-03T14:57:05.000Z
"42",2023-12-04T13:00:00.000Z,2023-12-04T13:18:00.000Z,"Perche point par point",0.185,0.199,2025-02-03T14:57:06.000Z
"25",2019-11-15T13:40:00.000Z,,"Perche point par point",0.185,0.23700000000000002,2023-06-05T15:01:14.000Z
"32",2021-06-29T10:30:00.000Z,,"Perche point par point",0.138,0.076,2023-06-05T15:01:13.000Z
"23",2019-06-25T12:50:00.000Z,,"Perche point par point",0.125,0.07100000000000001,2023-06-05T15:01:15.000Z
"22",2019-04-30T14:20:00.000Z,,"Perche point par point",0.128,0.056,2023-06-05T15:01:15.000Z
"21",2019-03-21T11:45:00.000Z,,"Perche point par point",0.13,0.1,2023-06-05T15:01:15.000Z
"20",2018-08-24T13:20:00.000Z,,"Perche point par point",0.09,0.035,2023-06-05T15:01:15.000Z
"19",2018-03-08T13:00:00.000Z,,"Perche point par point",0.15,0.116,2023-06-05T15:01:15.000Z
"1",2014-11-05T09:00:00.000Z,,"Mesure par ADCP",0.42,1.42,2023-06-05T15:01:19.000Z
"40",2023-07-04T10:10:00.000Z,2023-07-04T10:40:00.000Z,"Perche point par point",0.13,0.043000000000000003,2025-02-03T14:57:06.000Z
"18",2017-12-13T12:25:00.000Z,,"Perche point par point",0.14200000000000002,0.117,2023-06-05T15:01:16.000Z
"17",2017-11-10T13:10:00.000Z,,"Perche point par point",0.128,0.07100000000000001,2023-06-05T15:01:16.000Z
"13",2017-04-06T13:10:00.000Z,,"Perche point par point",0.14400000000000002,0.094,2023-06-05T15:01:16.000Z
"12",2016-08-12T07:35:00.000Z,,"Perche point par point",0.12,0.067,2023-06-05T15:01:17.000Z
"10",2015-11-30T12:20:00.000Z,,"Perche point par point",0.145,0.112,2023-06-05T15:01:17.000Z
"9",2015-10-09T10:10:00.000Z,,"Perche point par point",0.145,0.128,2023-06-05T15:01:17.000Z
"6",2015-07-22T10:35:00.000Z,,"Perche point par point",0.128,0.058,2023-06-05T15:01:18.000Z
"3",2014-12-10T10:45:00.000Z,,"Perche point par point",0.148,0.136,2023-06-05T15:01:18.000Z
"2",2014-11-14T10:40:00.000Z,,"Perche point par point",0.17500000000000002,0.21,2023-06-05T15:01:19.000Z
"36",2022-07-13T10:45:00.000Z,2022-07-13T11:07:00.000Z,"Perche point par point",0.12,0.03,2023-06-05T15:01:12.000Z
"35",2022-06-28T08:05:00.000Z,,"Perche point par point",0.13,0.046,2023-06-05T15:01:13.000Z
