"Numéro","Date de début (TU)","Date de fin (TU)","Mode","Hauteur retenue (m)","Débit mesuré (m³/s)","Date de mise à jour (TU)"
"299",2022-06-14T07:35:00.000Z,2022-06-14T08:55:00.000Z,"Mesure par ADCP",-1.044,4.46,2022-06-16T12:01:15.000Z
"297",2022-03-21T08:25:00.000Z,2022-03-21T09:35:00.000Z,"Mesure par ADCP",-1.03,6.75,2022-04-01T12:55:04.000Z
"300",2022-06-23T07:45:00.000Z,2022-06-23T09:10:00.000Z,"Mesure par ADCP",-0.9550000000000001,14.5,2022-06-27T08:54:18.000Z
"303",2022-11-16T08:30:00.000Z,2022-11-16T09:55:00.000Z,"Mesure par ADCP",-1.01,8.92,2022-11-21T13:34:45.000Z
"302",2022-09-07T07:10:00.000Z,2022-09-07T08:25:00.000Z,"Mesure par ADCP",-1.052,8.040000000000001,2022-11-21T13:34:45.000Z
"315",2023-11-28T08:05:00.000Z,2023-11-28T09:30:00.000Z,"Mesure par ADCP",-1.052,6.53,2023-11-30T09:25:42.000Z
"296",2022-01-26T08:45:00.000Z,2022-01-26T09:40:00.000Z,"Mesure par ADCP",-0.9550000000000001,13.5,2022-03-11T08:34:17.000Z
"306",2023-04-25T07:15:00.000Z,2023-04-25T09:45:00.000Z,"Mesure par ADCP",-0.9420000000000001,13.43,2023-07-10T14:47:19.000Z
"298",2022-05-17T07:45:00.000Z,2022-05-17T09:20:00.000Z,"Mesure par ADCP",-0.968,6.83,2022-05-20T13:19:28.000Z
"314",2023-11-08T10:20:00.000Z,2023-11-08T11:35:00.000Z,"Mesure par ADCP",-1.022,9.1,2023-11-20T09:58:35.000Z
"316",2024-01-23T08:30:00.000Z,2024-01-23T09:30:00.000Z,"Mesure par ADCP",-0.9450000000000001,16.3,2024-01-25T08:02:39.000Z
"317",2024-01-23T13:25:00.000Z,2024-01-23T14:25:00.000Z,"Mesure par ADCP",-0.59,65.7,2024-01-25T08:18:21.000Z
"312",2023-09-11T12:10:00.000Z,2023-09-11T13:30:00.000Z,"Mesure par ADCP",-1.091,4.25,2023-09-13T07:09:45.000Z
"318",2024-03-11T06:00:00.000Z,2024-03-11T07:00:00.000Z,"Mesure par ADCP",1.26,534,2024-03-15T12:34:37.000Z
"319",2024-03-13T06:45:00.000Z,2024-03-13T07:20:00.000Z,"Mesure par ADCP",0.075,234,2024-03-15T13:33:16.000Z
"320",2024-04-17T07:00:00.000Z,2024-04-17T08:35:00.000Z,"Mesure par ADCP",-0.685,50.6,2024-04-18T07:45:01.000Z
"325",2024-09-11T07:50:00.000Z,2024-09-11T09:05:00.000Z,"Mesure par ADCP",-0.81,33,2024-09-12T13:36:13.000Z
"305",2023-03-02T09:00:00.000Z,2023-03-02T09:55:00.000Z,"Mesure par ADCP",-1,10.6,2023-03-17T08:36:29.000Z
"304",2023-01-04T12:20:00.000Z,2023-01-04T13:45:00.000Z,"Mesure par ADCP",-0.98,12.38,2023-03-17T08:36:29.000Z
"311",2023-08-30T12:20:00.000Z,2023-08-30T13:20:00.000Z,"Mesure par ADCP",-1.085,5.09,2023-09-04T08:18:41.000Z
"322",2024-07-17T08:30:00.000Z,2024-07-17T09:05:00.000Z,"Mesure par ADCP",-0.77,38.4,2024-07-18T07:59:39.000Z
"333",2025-06-18T09:25:00.000Z,2025-06-18T10:50:00.000Z,"Mesure par ADCP",-1.03,10.6,2025-06-20T08:43:57.000Z
"307",2023-06-27T08:15:00.000Z,2023-06-27T10:05:00.000Z,"Mesure par ADCP",-0.9400000000000001,9.99,2023-07-10T14:47:19.000Z
"313",2023-10-04T12:10:00.000Z,2023-10-04T13:30:00.000Z,"Mesure par ADCP",-1.087,5.84,2023-10-05T13:29:22.000Z
"301",2022-07-20T07:30:00.000Z,2022-07-20T09:05:00.000Z,"Mesure par ADCP",-1.137,3.29,2022-07-22T07:46:17.000Z
