"Numéro","Date de début (TU)","Date de fin (TU)","Mode","Hauteur retenue (m)","Débit mesuré (m³/s)","Date de mise à jour (TU)"
"47",2022-03-16T08:08:00.000Z,2022-03-16T08:40:00.000Z,"Mesure par ADCP",0.225,3.075,2023-06-05T12:10:14.000Z
"46",2022-02-02T08:26:00.000Z,2022-02-02T08:38:00.000Z,"Mesure par ADCP",0.265,4.221,2023-06-05T12:10:14.000Z
"45",2021-12-16T10:48:00.000Z,2021-12-16T10:58:00.000Z,"Mesure par ADCP",0.463,12.772,2023-06-05T12:10:14.000Z
"44",2021-11-04T08:03:00.000Z,2021-11-04T08:16:00.000Z,"Mesure par ADCP",0.31,4.937,2023-06-05T12:10:14.000Z
"43",2021-09-23T06:43:00.000Z,2021-09-23T06:57:00.000Z,"Mesure par ADCP",0.225,3.08,2023-06-05T12:10:14.000Z
"42",2021-06-29T12:21:00.000Z,2021-06-29T12:33:00.000Z,"Mesure par ADCP",0.42,11.14,2023-06-05T12:10:15.000Z
"41",2021-05-18T11:33:00.000Z,2021-05-18T11:43:00.000Z,"Mesure par ADCP",0.59,20.6,2023-06-05T12:10:15.000Z
"40",2021-04-15T08:31:00.000Z,2021-04-15T08:42:00.000Z,"Mesure par ADCP",0.18,2.24,2023-06-05T12:10:15.000Z
"39",2021-03-02T09:49:00.000Z,2021-03-02T10:03:00.000Z,"Mesure par ADCP",0.25,3.45,2023-06-05T12:10:15.000Z
"38",2021-02-18T08:01:00.000Z,2021-02-18T08:10:00.000Z,"Mesure par ADCP",0.375,8.785,2023-06-05T12:10:15.000Z
"37",2021-01-15T09:49:00.000Z,2021-01-15T10:20:00.000Z,"Mesure par ADCP",0.88,45.816,2023-06-05T12:10:15.000Z
"36",2021-01-07T08:47:00.000Z,2021-01-07T08:58:00.000Z,"Mesure par ADCP",0.34500000000000003,6.48,2023-06-05T12:10:16.000Z
"35",2020-11-26T08:06:00.000Z,2020-11-26T08:35:00.000Z,"Mesure par ADCP",0.137,1.23,2023-06-05T12:10:16.000Z
"34",2020-11-13T11:21:00.000Z,2020-11-13T11:43:00.000Z,"Mesure par ADCP",0.245,1.68,2023-06-05T12:10:16.000Z
"33",2020-10-27T08:33:00.000Z,2020-10-27T08:55:00.000Z,"Mesure par ADCP",0.61,13.798,2023-06-05T12:10:17.000Z
"32",2020-10-20T12:24:00.000Z,2020-10-20T12:36:00.000Z,"Mesure par ADCP",0.19,1.32,2023-06-05T12:10:17.000Z
"31",2020-07-01T07:36:00.000Z,2020-07-01T08:05:00.000Z,"Mesure par ADCP",0.08,0.859,2023-06-05T12:10:17.000Z
"30",2020-06-12T07:33:00.000Z,2020-06-12T07:57:00.000Z,"Mesure par ADCP",0.112,1.29,2023-06-05T12:10:17.000Z
"29",2020-03-11T08:13:00.000Z,2020-03-11T08:28:00.000Z,"Mesure par ADCP",0.4,9.41,2023-06-05T12:10:17.000Z
"28",2020-03-04T08:28:00.000Z,2020-03-04T08:38:00.000Z,"Mesure par ADCP",0.435,11.1,2023-06-05T12:10:17.000Z
"27",2020-01-29T08:21:00.000Z,2020-01-29T08:37:00.000Z,"Mesure par ADCP",0.297,4.92,2023-06-05T12:10:18.000Z
"26",2019-12-12T08:45:00.000Z,2019-12-12T08:58:00.000Z,"Mesure par ADCP",0.49,15.5,2023-06-05T12:10:18.000Z
"25",2019-10-24T07:56:00.000Z,2019-10-24T08:11:00.000Z,"Mesure par ADCP",0.5650000000000001,18.6,2023-06-05T12:10:18.000Z
"24",2019-09-10T08:05:00.000Z,2019-09-10T08:50:00.000Z,"Perche point par point",0,0.352,2023-06-05T12:10:18.000Z
"23",2019-04-18T07:05:00.000Z,2019-04-18T07:40:00.000Z,"Perche point par point",0.12,1.18,2023-06-05T12:10:18.000Z
"22",2019-01-31T13:32:00.000Z,2019-01-31T13:45:00.000Z,"Mesure par ADCP",0.35000000000000003,7.25,2023-06-05T12:10:18.000Z
"21",2019-01-17T08:58:00.000Z,2019-01-17T09:09:00.000Z,"Mesure par ADCP",0.36,8.03,2023-06-05T12:10:19.000Z
"20",2018-12-12T09:50:00.000Z,2018-12-12T10:02:00.000Z,"Mesure par ADCP",0.4,9.6,2023-06-05T12:10:19.000Z
"19",2018-12-04T08:08:00.000Z,2018-12-04T08:39:00.000Z,"Mesure par ADCP",0.445,12.1,2023-06-05T12:10:19.000Z
"18",2018-09-05T08:25:00.000Z,2018-09-05T09:05:00.000Z,"Perche point par point",-0.035,0.229,2023-06-05T12:10:20.000Z
"17",2018-08-21T08:08:00.000Z,2018-08-21T08:33:00.000Z,"Mesure par ADCP",-0.02,0.34800000000000003,2023-06-05T12:10:20.000Z
"16",2018-07-18T09:35:00.000Z,2018-07-18T09:55:00.000Z,"Mesure par ADCP",0.04,0.6880000000000001,2023-06-05T12:10:20.000Z
