"Numéro","Date de début (TU)","Date de fin (TU)","Mode","Hauteur retenue (m)","Débit mesuré (m³/s)","Date de mise à jour (TU)"
"78",2024-08-20T08:45:00.000Z,2024-08-20T09:01:00.000Z,"Mesure par ADCP",0.9420000000000001,2.0300000000000002,2024-08-20T14:49:18.000Z
"66",2023-09-22T08:00:00.000Z,2023-09-22T08:30:00.000Z,"Mesure par ADCP",0.911,1.1,2023-10-17T14:54:21.000Z
"65",2023-09-05T09:20:00.000Z,2023-09-05T09:44:00.000Z,"Mesure par ADCP",0.8320000000000001,0.337,2023-10-17T14:54:22.000Z
"64",2023-08-25T10:25:00.000Z,2023-08-25T11:45:00.000Z,"Mesure par ADCP",0.81,0.20600000000000002,2023-10-17T14:54:22.000Z
"64",2023-08-22T09:18:00.000Z,2023-08-22T10:08:00.000Z,"Mesure par ADCP",0.8130000000000001,0.224,2023-10-17T14:54:22.000Z
"63",2023-08-08T09:43:00.000Z,2023-08-08T10:07:00.000Z,"Mesure par ADCP",0.913,0.68,2023-10-17T14:54:22.000Z
"62",2023-07-26T07:56:00.000Z,2023-07-26T08:43:00.000Z,"Mesure par ADCP",0.895,0.41500000000000004,2023-10-17T14:54:22.000Z
"61",2023-07-13T10:00:00.000Z,2023-07-13T10:45:00.000Z,"Perche point par point",0.923,0.8290000000000001,2023-10-17T14:54:22.000Z
"60",2023-06-16T07:48:00.000Z,2023-06-16T09:18:00.000Z,"Mesure par ADCP",1.02,1.8800000000000001,2023-10-17T14:54:23.000Z
"75",2024-07-09T09:27:00.000Z,2024-07-09T10:32:00.000Z,"Mesure par ADCP",1.199,7.640000000000001,2024-07-09T14:37:51.000Z
"87",2025-06-03T11:41:00.000Z,2025-06-03T11:58:00.000Z,"Mesure par ADCP",0.993,2.96,2025-06-17T06:32:56.000Z
"88",2025-06-25T10:40:00.000Z,2025-06-25T10:55:00.000Z,"Mesure par ADCP",0.879,0.933,2025-06-25T15:22:14.000Z
"79",2024-09-03T09:25:00.000Z,2024-09-03T09:38:00.000Z,"Mesure par ADCP",0.929,1.83,2024-09-03T13:15:13.000Z
"82",2025-01-07T10:30:00.000Z,2025-01-07T11:30:00.000Z,"Mesure par ADCP",1.827,19.6,2025-01-07T15:26:15.000Z
"81",2024-11-12T10:40:00.000Z,2024-11-12T11:17:00.000Z,"Mesure par ADCP",1.1500000000000001,6.34,2024-11-12T15:05:55.000Z
"67",2023-10-17T10:57:00.000Z,2023-10-17T11:30:00.000Z,"Perche point par point",0.842,0.353,2023-10-17T14:54:21.000Z
"80",2024-10-08T11:35:00.000Z,2024-10-08T11:44:00.000Z,"Mesure par ADCP",1.221,7.66,2024-10-08T14:01:12.000Z
"85",2025-03-12T10:10:00.000Z,2025-03-12T10:54:00.000Z,"Mesure par ADCP",1.447,12,2025-03-12T14:41:06.000Z
