"Numéro","Date de début (TU)","Date de fin (TU)","Mode","Hauteur retenue (m)","Débit mesuré (m³/s)","Date de mise à jour (TU)"
"173",2023-09-12T10:25:00.000Z,,"Perche point par point",0.14200000000000002,0.907,2024-02-27T07:17:54.000Z
"164",2022-09-22T07:30:00.000Z,,"Mesure par ADCP",0.155,1.19,2023-02-14T06:22:07.000Z
"163",2022-08-30T10:00:00.000Z,,"Mesure par ADCP",0.14,0.792,2023-02-14T06:22:07.000Z
"42",1982-07-22T00:00:00.000Z,,"Autres",0.03,1.16,2023-02-14T06:22:24.000Z
"172",2023-08-28T11:00:00.000Z,,"Mesure par ADCP",0.145,0.9390000000000001,2024-02-27T07:17:54.000Z
"175",2024-05-22T10:00:00.000Z,,"Mesure par ADCP",0.715,32.19,2024-05-22T11:38:53.000Z
"171",2023-08-22T11:30:00.000Z,,"Mesure par ADCP",0.14,0.976,2024-02-27T07:17:54.000Z
"162",2022-07-27T07:40:00.000Z,,"Mesure par ADCP",0.135,0.864,2023-02-14T06:22:07.000Z
"41",1982-06-24T11:30:00.000Z,1982-06-24T11:50:00.000Z,"Autres",0.08,1.6400000000000001,2023-02-14T06:22:25.000Z
"174",2024-05-02T11:50:00.000Z,,"Mesure par ADCP",1.02,66.11,2024-05-22T11:38:53.000Z
"170",2023-08-03T09:40:00.000Z,,"Mesure par ADCP",0.145,1.05,2024-02-27T07:17:54.000Z
"169",2023-07-18T08:30:00.000Z,,"Autres",0.17,1.76,2024-02-27T07:17:54.000Z
"168",2023-06-29T07:00:00.000Z,,"Mesure par ADCP",0.21,2.96,2024-02-27T07:17:55.000Z
"161",2022-07-22T05:30:00.000Z,,"Mesure par ADCP",0.14,0.889,2023-02-14T06:22:07.000Z
"160",2022-07-18T08:15:00.000Z,2022-07-18T08:40:00.000Z,"Mesure par ADCP",0.145,0.969,2023-02-14T06:22:07.000Z
"40",1982-03-25T11:00:00.000Z,,"Dilution à débit constant",0.54,6.65,2023-02-14T06:22:25.000Z
"159",2022-07-12T08:00:00.000Z,,"Mesure par ADCP",0.15,0.998,2023-02-14T06:22:08.000Z
"39",1982-02-24T10:55:00.000Z,,"Dilution par intégration",0.9500000000000001,15.96,2023-02-14T06:22:25.000Z
"158",2022-07-04T08:50:00.000Z,,"Mesure par ADCP",0.155,1.23,2023-02-14T06:22:08.000Z
"38",1982-01-27T11:10:00.000Z,,"Dilution à débit constant",0.845,11.6,2023-02-14T06:22:25.000Z
"157",2022-06-28T06:00:00.000Z,,"Mesure par ADCP",0.17,1.569,2023-02-14T06:22:08.000Z
"37",1981-08-20T12:30:00.000Z,1981-08-20T12:45:00.000Z,"Autres",0.05,1.51,2023-02-14T06:22:25.000Z
"156",2022-06-09T08:55:00.000Z,,"Mesure par ADCP",0.16,1.305,2023-02-14T06:22:08.000Z
"36",1981-06-02T10:50:00.000Z,,"Dilution à débit constant",0.8250000000000001,11.8,2023-02-14T06:22:25.000Z
"155",2022-05-24T09:30:00.000Z,,"Mesure par ADCP",0.195,2.32,2023-02-14T06:22:08.000Z
"35",1981-04-07T13:00:00.000Z,,"Dilution à débit constant",1.12,21.1,2023-02-14T06:22:25.000Z
"154",2021-09-01T10:00:00.000Z,,"Mesure par ADCP",0.15,1.03,2023-02-14T06:22:08.000Z
"34",1981-01-15T11:30:00.000Z,,"Dilution à débit constant",0.275,2.88,2023-02-14T06:22:26.000Z
"33",1980-09-02T10:00:00.000Z,1980-09-02T10:25:00.000Z,"Autres",0.12,1.9000000000000001,2023-02-14T06:22:26.000Z
"32",1980-05-29T11:05:00.000Z,,"Dilution à débit constant",0.87,11.35,2023-02-14T06:22:26.000Z
"153",2021-08-24T07:42:00.000Z,,"Mesure par ADCP",0.16,1.1,2023-02-14T06:22:08.000Z
"31",1980-03-26T10:50:00.000Z,,"Dilution à débit constant",1.16,22.7,2023-02-14T06:22:26.000Z
"152",2021-08-19T08:00:00.000Z,2021-08-19T09:00:00.000Z,"Mesure par ADCP",0.165,1.3800000000000001,2023-02-14T06:22:08.000Z
"151",2021-08-09T07:30:00.000Z,2021-08-09T08:00:00.000Z,"Mesure par ADCP",0.19,2.06,2023-02-14T06:22:09.000Z
"150",2021-07-26T08:30:00.000Z,,"Mesure par ADCP",0.17500000000000002,1.56,2023-02-14T06:22:09.000Z
"30",1980-01-24T10:40:00.000Z,,"Dilution à débit constant",0.81,10.22,2023-02-14T06:22:26.000Z
"149",2021-04-01T10:30:00.000Z,,"Mesure par ADCP",0.24,4.058,2023-02-14T06:22:09.000Z
"148",2019-10-09T11:45:00.000Z,,"Mesure par ADCP",0.155,1.08,2023-02-14T06:22:09.000Z
"29",1979-11-28T10:45:00.000Z,,"Dilution à débit constant",0.66,7.98,2023-02-14T06:22:26.000Z
"28",1979-10-23T11:25:00.000Z,,"Dilution à débit constant",1.18,23.400000000000002,2023-02-14T06:22:26.000Z
"147",2019-09-27T08:45:00.000Z,,"Mesure par ADCP",0.165,1.29,2023-02-14T06:22:09.000Z
"146",2019-09-18T08:00:00.000Z,,"Mesure par ADCP",0.15,1.0150000000000001,2023-02-14T06:22:09.000Z
"27",1979-09-13T14:30:00.000Z,,"Perche point par point",0.225,1.6,2023-02-14T06:22:27.000Z
"145",2019-09-03T09:30:00.000Z,,"Mesure par ADCP",0.145,0.986,2023-02-14T06:22:10.000Z
"26",1979-09-13T12:25:00.000Z,,"Dilution à débit constant",0.21,1.73,2023-02-14T06:22:27.000Z
"144",2019-08-14T09:30:00.000Z,2019-08-14T10:00:00.000Z,"Mesure par ADCP",0.148,1.05,2023-02-14T06:22:10.000Z
"25",1979-07-02T11:40:00.000Z,,"Dilution à débit constant",0.49,4.34,2023-02-14T06:22:27.000Z
"143",2019-08-06T06:50:00.000Z,,"Mesure par ADCP",0.154,1.2,2023-02-14T06:22:10.000Z
"24",1979-05-08T11:40:00.000Z,,"Dilution à débit constant",0.73,8.040000000000001,2023-02-14T06:22:27.000Z
"142",2019-07-24T07:40:00.000Z,,"Mesure par ADCP",0.16,1.29,2023-02-14T06:22:10.000Z
"23",1979-03-22T11:10:00.000Z,,"Dilution à débit constant",1.76,67.55,2023-02-14T06:22:27.000Z
"141",2019-07-17T06:30:00.000Z,2019-07-17T06:50:00.000Z,"Mesure par ADCP",0.17,1.47,2023-02-14T06:22:10.000Z
"22",1979-03-08T11:05:00.000Z,,"Dilution à débit constant",0.78,9.290000000000001,2023-02-14T06:22:27.000Z
"140",2018-11-24T09:30:00.000Z,,"Mesure par ADCP",2.06,375,2023-02-14T06:22:10.000Z
"21",1979-01-22T12:00:00.000Z,,"Dilution à débit constant",1.47,39,2023-02-14T06:22:27.000Z
"139",2018-11-24T06:50:00.000Z,,"Mesure par ADCP",2.36,480,2023-02-14T06:22:10.000Z
"20",1978-11-16T11:45:00.000Z,,"Dilution à débit constant",0.2,1.7,2023-02-14T06:22:28.000Z
"138",2018-11-10T13:25:00.000Z,,"Mesure par ADCP",1.46,181,2023-02-14T06:22:10.000Z
"19",1978-11-09T12:20:00.000Z,,"Autres",0.185,1.6,2023-02-14T06:22:28.000Z
"137",2018-11-10T11:20:00.000Z,,"Mesure par ADCP",1.52,198,2023-02-14T06:22:11.000Z
"18",1978-06-08T11:15:00.000Z,,"Dilution à débit constant",0.8200000000000001,10.4,2023-02-14T06:22:28.000Z
"136",2018-11-10T08:25:00.000Z,,"Mesure par ADCP",1.62,230.70000000000002,2023-02-14T06:22:11.000Z
"17",1978-03-23T11:40:00.000Z,,"Dilution à débit constant",0.9500000000000001,13.4,2023-02-14T06:22:28.000Z
"135",2018-10-04T09:10:00.000Z,,"Mesure par ADCP",0.19,1.93,2023-02-14T06:22:11.000Z
"16",1978-02-22T11:20:00.000Z,,"Dilution à débit constant",1.7,57.6,2023-02-14T06:22:28.000Z
"134",2018-08-23T08:50:00.000Z,,"Mesure par ADCP",0.29,6.7,2023-02-14T06:22:11.000Z
"15",1978-01-24T12:20:00.000Z,,"Dilution à débit constant",1.47,42.6,2023-02-14T06:22:28.000Z
"133",2018-08-03T08:20:00.000Z,,"Mesure par ADCP",0.17,1.96,2023-02-14T06:22:11.000Z
"14",1977-11-17T11:00:00.000Z,,"Autres",0.98,16.4,2023-02-14T06:22:28.000Z
"132",2018-07-25T08:00:00.000Z,,"Mesure par ADCP",0.17500000000000002,3.0300000000000002,2023-02-14T06:22:11.000Z
"13",1977-07-06T12:00:00.000Z,,"Dilution à débit constant",0.74,8.57,2023-02-14T06:22:29.000Z
"131",2017-10-03T08:45:00.000Z,2017-10-03T09:10:00.000Z,"Perche point par point",0.155,1.05,2023-02-14T06:22:11.000Z
"12",1977-05-02T11:10:00.000Z,,"Dilution à débit constant",0.7000000000000001,9.39,2023-02-14T06:22:29.000Z
"130",2017-09-19T09:30:00.000Z,2017-09-19T10:10:00.000Z,"Perche point par point",0.155,1.32,2023-02-14T06:22:12.000Z
"11",1977-02-16T11:00:00.000Z,,"Dilution à débit constant",1.2,22.6,2023-02-14T06:22:29.000Z
"129",2017-08-30T07:00:00.000Z,2017-08-30T08:00:00.000Z,"Perche point par point",0.15,1.12,2023-02-14T06:22:12.000Z
"10",1976-12-01T11:30:00.000Z,,"Dilution à débit constant",1.06,18.400000000000002,2023-02-14T06:22:29.000Z
"128",2017-08-11T08:45:00.000Z,2017-08-11T09:20:00.000Z,"Perche point par point",0.16,1.3,2023-02-14T06:22:12.000Z
"9",1976-10-26T16:40:00.000Z,1976-10-26T17:40:00.000Z,"Dilution à débit constant",3.73,1096,2023-02-14T06:22:29.000Z
"127",2017-07-24T09:20:00.000Z,,"Mesure par ADCP",0.165,1.68,2023-02-14T06:22:12.000Z
"8",1976-06-10T11:15:00.000Z,,"Dilution à débit constant",0.2,2.85,2023-02-14T06:22:29.000Z
"126",2017-06-20T06:45:00.000Z,2017-06-20T07:35:00.000Z,"Perche point par point",0.21,2.84,2023-02-14T06:22:12.000Z
"7",1976-04-27T11:25:00.000Z,,"Dilution à débit constant",0.68,9.450000000000001,2023-02-14T06:22:29.000Z
"125",2017-06-09T08:40:00.000Z,2017-06-09T09:50:00.000Z,"Autres",0.23,3.66,2023-02-14T06:22:12.000Z
"6",1976-03-23T11:30:00.000Z,,"Dilution à débit constant",0.7000000000000001,10.200000000000001,2023-02-14T06:22:30.000Z
"124",2016-07-26T08:30:00.000Z,,"Mesure par ADCP",0.185,2.22,2023-02-14T06:22:12.000Z
"5",1976-02-12T10:30:00.000Z,,"Dilution à débit constant",1.07,23.6,2023-02-14T06:22:30.000Z
"123",2015-07-27T07:50:00.000Z,2015-07-27T08:30:00.000Z,"Perche point par point",0.17,1.8,2023-02-14T06:22:13.000Z
"4",1972-05-10T00:00:00.000Z,,"Dilution à débit constant",2.87,264,2023-02-14T06:22:30.000Z
"122",2014-06-25T09:13:00.000Z,2014-06-25T09:50:00.000Z,"Perche point par point",0.15,1.57,2023-02-14T06:22:13.000Z
"3",1970-05-10T00:00:00.000Z,,"Dilution à débit constant",2.9,354,2023-02-14T06:22:30.000Z
"121",2013-07-22T08:50:00.000Z,2013-07-22T09:10:00.000Z,"Mesure par ADCP",0.195,3,2023-02-14T06:22:13.000Z
"2",1963-11-10T00:00:00.000Z,,"Dilution à débit constant",2.88,291,2023-02-14T06:22:30.000Z
"120",2013-01-24T10:30:00.000Z,,"Mesure par ADCP",0.6900000000000001,27.8,2023-02-14T06:22:13.000Z
"1",1963-05-10T00:00:00.000Z,,"Dilution à débit constant",2.65,312,2023-02-14T06:22:30.000Z
"119",2012-11-21T09:43:00.000Z,2012-11-21T10:05:00.000Z,"Mesure par ADCP",0.4,11.38,2023-02-14T06:22:13.000Z
"118",2012-11-12T10:30:00.000Z,,"Mesure par ADCP",0.8200000000000001,43,2023-02-14T06:22:13.000Z
"117",2012-08-30T08:15:00.000Z,,"Autres",0.145,1.62,2023-02-14T06:22:13.000Z
"116",2012-08-20T09:00:00.000Z,2012-08-20T09:50:00.000Z,"Perche point par point",0.112,0.984,2023-02-14T06:22:14.000Z
"115",2012-07-31T09:00:00.000Z,2012-07-31T10:20:00.000Z,"Perche point par point",0.12,1.19,2023-02-14T06:22:14.000Z
"114",2012-03-06T11:20:00.000Z,2012-03-06T11:45:00.000Z,"Perche point par point",0.165,2.0100000000000002,2023-02-14T06:22:14.000Z
"113",2011-07-26T12:15:00.000Z,2011-07-26T12:55:00.000Z,"Perche point par point",0.14,1.45,2023-02-14T06:22:14.000Z
"112",2011-07-07T10:00:00.000Z,2011-07-07T10:35:00.000Z,"Perche point par point",0.136,1.53,2023-02-14T06:22:14.000Z
