"Numéro","Date de début (TU)","Date de fin (TU)","Mode","Hauteur retenue (m)","Débit mesuré (m³/s)","Date de mise à jour (TU)"
"74",2013-04-10T07:20:00.000Z,2013-04-10T07:40:00.000Z,"Perche point par point",0.42,0.904,2024-06-20T07:56:36.000Z
"73",2013-03-13T08:40:00.000Z,2013-03-13T08:45:00.000Z,"Mesure par ADCP",0.8300000000000001,3.64,2024-06-20T07:56:36.000Z
"72",2013-01-16T08:35:00.000Z,2013-01-16T08:40:00.000Z,"Mesure par ADCP",0.61,2.02,2024-06-20T07:56:36.000Z
"71",2012-12-19T08:20:00.000Z,2012-12-19T08:25:00.000Z,"Mesure par ADCP",0.755,2.56,2024-06-20T07:56:37.000Z
"70",2012-11-21T08:45:00.000Z,2012-11-21T09:00:00.000Z,"Perche point par point",0.234,0.231,2024-06-20T07:56:37.000Z
"69",2012-08-29T07:30:00.000Z,2012-08-29T07:50:00.000Z,"Perche point par point",0.17500000000000002,0.096,2024-06-20T07:56:37.000Z
"68",2012-05-09T07:35:00.000Z,2012-05-09T07:45:00.000Z,"Mesure par ADCP",0.373,0.608,2024-06-20T07:56:37.000Z
"67",2012-02-15T09:26:00.000Z,2012-02-15T09:27:00.000Z,"Perche point par point",0.29,0.34400000000000003,2024-06-20T07:56:38.000Z
"66",2012-02-15T08:30:00.000Z,2012-02-15T09:25:00.000Z,"Perche point par point",0.29,0.355,2024-06-20T07:56:38.000Z
"65",2012-01-18T08:40:00.000Z,2012-01-18T08:55:00.000Z,"Perche point par point",0.281,0.28,2024-06-20T07:56:38.000Z
"64",2011-12-20T08:20:00.000Z,2011-12-20T08:40:00.000Z,"Perche point par point",0.325,0.405,2024-06-20T07:56:38.000Z
"63",2011-10-26T07:40:00.000Z,2011-10-26T08:00:00.000Z,"Perche point par point",0.169,0.075,2024-06-20T07:56:39.000Z
"62",2011-09-28T06:55:00.000Z,2011-09-28T07:20:00.000Z,"Perche point par point",0.156,0.07,2024-06-20T07:56:39.000Z
"61",2011-08-31T07:25:00.000Z,2011-08-31T07:45:00.000Z,"Perche point par point",0.16,0.08,2024-06-20T07:56:39.000Z
"60",2011-08-03T07:35:00.000Z,2011-08-03T07:50:00.000Z,"Perche point par point",0.169,0.085,2024-06-20T07:56:39.000Z
"59",2011-07-06T07:10:00.000Z,2011-07-06T07:30:00.000Z,"Perche point par point",0.184,0.117,2024-06-20T07:56:40.000Z
"58",2011-06-08T07:45:00.000Z,2011-06-08T07:55:00.000Z,"Perche point par point",0.20600000000000002,0.149,2024-06-20T07:56:40.000Z
"57",2011-05-11T07:15:00.000Z,2011-05-11T07:45:00.000Z,"Perche point par point",0.23,0.184,2024-06-20T07:56:40.000Z
"56",2011-04-13T07:10:00.000Z,2011-04-13T07:25:00.000Z,"Perche point par point",0.258,0.252,2024-06-20T07:56:40.000Z
"55",2011-03-16T08:10:00.000Z,2011-03-16T08:20:00.000Z,"Perche point par point",0.354,0.5640000000000001,2024-06-20T07:56:41.000Z
"54",2011-02-16T08:15:00.000Z,2011-02-16T08:35:00.000Z,"Perche point par point",0.352,0.591,2024-06-20T07:56:41.000Z
"53",2011-01-19T08:30:00.000Z,2011-01-19T08:40:00.000Z,"Mesure par ADCP",0.40900000000000003,0.771,2024-06-20T07:56:41.000Z
"52",2010-12-22T08:55:00.000Z,2010-12-22T09:00:00.000Z,"Mesure par ADCP",0.5630000000000001,1.53,2024-06-20T07:56:41.000Z
"51",2010-11-24T08:10:00.000Z,2010-11-24T08:15:00.000Z,"Mesure par ADCP",0.5640000000000001,1.73,2024-06-20T07:56:42.000Z
"50",2010-09-20T10:00:00.000Z,2010-09-20T10:25:00.000Z,"Perche point par point",0.22,0.12,2024-06-20T07:56:42.000Z
"49",2010-09-08T06:50:00.000Z,2010-09-08T07:05:00.000Z,"Perche point par point",0.257,0.153,2024-06-20T07:56:42.000Z
