"Numéro","Date de début (TU)","Date de fin (TU)","Mode","Hauteur retenue (m)","Débit mesuré (m³/s)","Date de mise à jour (TU)"
"23-03_eq",2023-06-28T11:10:00.000Z,2023-06-28T11:11:00.000Z,"Perche point par point",0.365,0.081,2024-07-23T14:28:01.000Z
"12-06",2012-09-07T07:55:00.000Z,2012-09-07T08:10:00.000Z,"Perche point par point",0.23,0.002,2023-05-26T07:10:55.000Z
"12-05",2012-08-16T11:23:00.000Z,2012-08-16T11:40:00.000Z,"Perche point par point",0.365,0.081,2023-05-26T07:10:55.000Z
"12-04",2012-07-31T09:49:00.000Z,2012-07-31T10:02:00.000Z,"Perche point par point",0.255,0.005,2023-05-26T07:10:56.000Z
"12-03",2012-07-25T08:50:00.000Z,2012-07-25T09:11:00.000Z,"Perche point par point",0.31,0.031,2023-05-26T07:10:56.000Z
"12-02",2012-07-19T07:54:00.000Z,2012-07-19T08:08:00.000Z,"Perche point par point",0.265,0.014,2023-05-26T07:10:56.000Z
"12-01",2012-07-17T12:23:00.000Z,2012-07-17T12:38:00.000Z,"Perche point par point",0.28,0.014,2023-05-26T07:10:57.000Z
"11-03",2011-07-25T12:10:00.000Z,2011-07-25T12:30:00.000Z,"Perche point par point",0.31,0.014,2023-05-26T07:10:57.000Z
"11-02",2011-07-11T13:40:00.000Z,2011-07-11T14:00:00.000Z,"Perche point par point",0.28,0.007,2023-05-26T07:10:57.000Z
"11-01",2011-05-27T11:15:00.000Z,2011-05-27T11:30:00.000Z,"Perche point par point",0.325,0.017,2023-05-26T07:10:57.000Z
"10-06",2010-07-29T09:30:00.000Z,2010-07-29T10:00:00.000Z,"Perche point par point",0.36,0.028,2023-05-26T07:11:06.000Z
"10-05",2010-07-22T13:10:00.000Z,2010-07-22T13:30:00.000Z,"Perche point par point",0.34500000000000003,0.02,2023-05-26T07:11:06.000Z
"10-04",2010-07-08T14:15:00.000Z,2010-07-08T14:40:00.000Z,"Perche point par point",0.385,0.041,2023-05-26T07:11:06.000Z
