"Numéro","Date de début (TU)","Date de fin (TU)","Mode","Hauteur retenue (m)","Débit mesuré (m³/s)","Date de mise à jour (TU)"
"26",2002-01-31T13:00:00.000Z,,"Mesure par ADCP",2.85,161,2025-01-17T12:47:25.000Z
"25",2001-10-02T09:00:00.000Z,,"Mesure par ADCP",0.92,25.900000000000002,2025-01-17T12:47:25.000Z
"24",2001-03-26T13:15:00.000Z,,"Saumon par intégration",3.54,252,2025-01-17T12:47:26.000Z
"170",2022-04-27T07:44:00.000Z,,"Mesure par ADCP",1.03,29.1,2022-12-27T07:59:40.000Z
"176",2022-11-09T13:15:00.000Z,,"Mesure par ADCP",0.505,8.88,2022-12-27T07:59:37.000Z
"175",2022-10-04T09:43:00.000Z,,"Mesure par ADCP",0.455,5.01,2022-12-27T07:59:37.000Z
"21",1999-02-25T09:00:00.000Z,1999-02-25T10:00:00.000Z,"Saumon par intégration",3.35,229,2025-01-17T12:47:26.000Z
"20",1997-12-16T00:00:00.000Z,,"Saumon par intégration",2.5,122,2025-01-17T12:47:26.000Z
"19",1997-12-15T01:00:00.000Z,,"Saumon par intégration",2.17,95.5,2025-01-17T12:47:27.000Z
"18",1997-12-15T00:00:00.000Z,,"Saumon par intégration",2.12,90.8,2025-01-17T12:47:27.000Z
"174",2022-09-07T08:55:00.000Z,,"Mesure par ADCP",0.39,2.81,2022-12-27T07:59:38.000Z
"17",1997-03-01T00:00:00.000Z,,"Saumon par intégration",4.24,402,2025-01-17T12:47:27.000Z
"16",1996-11-17T00:00:00.000Z,,"Saumon par intégration",3.2,202,2025-01-17T12:47:27.000Z
"15",1996-04-30T00:00:00.000Z,,"Saumon par intégration",0.38,13.4,2025-01-17T12:47:27.000Z
"14",1996-03-15T00:00:00.000Z,,"Saumon par intégration",0.8,21.400000000000002,2025-01-17T12:47:28.000Z
"13",1996-02-22T00:00:00.000Z,,"Saumon par intégration",2.08,96.9,2025-01-17T12:47:28.000Z
"11",1994-01-10T00:00:00.000Z,,"Saumon par intégration",4.1,394,2025-01-17T12:47:28.000Z
"10",1993-04-29T00:00:00.000Z,,"Saumon par intégration",0.43,14.3,2025-01-17T12:47:28.000Z
"9",1992-12-01T00:00:00.000Z,,"Saumon par intégration",2.12,91.5,2025-01-17T12:47:29.000Z
"160",2021-05-27T10:09:00.000Z,,"Mesure par ADCP",0.98,24.7,2022-04-05T11:43:35.000Z
"159",2021-05-04T08:45:00.000Z,,"Mesure par ADCP",0.56,12.5,2022-04-05T11:43:36.000Z
"119",2017-06-29T12:15:00.000Z,2017-06-29T13:10:00.000Z,"Mesure par ADCP",0.555,5.09,2022-04-05T11:44:01.000Z
"167",2022-02-02T13:15:00.000Z,,"Mesure par ADCP",1.08,34.1,2022-04-05T11:43:31.000Z
"166",2022-01-13T09:54:00.000Z,2022-01-13T10:12:00.000Z,"Mesure par ADCP",2.75,127,2022-04-05T11:43:31.000Z
"165",2021-11-16T00:00:00.000Z,,"Mesure par ADCP",0.5700000000000001,11.3,2022-04-05T11:43:32.000Z
"164",2021-09-28T11:45:00.000Z,,"Mesure par ADCP",0.48,7.71,2022-04-05T11:43:33.000Z
