"Numéro","Date de début (TU)","Date de fin (TU)","Mode","Hauteur retenue (m)","Débit mesuré (m³/s)","Date de mise à jour (TU)"
"18",1991-11-13T00:00:00.000Z,1991-11-13T00:01:00.000Z,"Autres",0.58,32.9,2024-06-10T12:47:04.000Z
"14",1991-09-05T00:00:00.000Z,1991-09-05T00:01:00.000Z,"Autres",0.11,1.58,2024-06-10T12:47:05.000Z
"136",2011-12-26T11:00:00.000Z,2011-12-26T11:30:00.000Z,"Mesure par ADCP",0.325,13.200000000000001,2024-06-10T12:46:43.000Z
"135",2011-11-29T08:50:00.000Z,2011-11-29T09:30:00.000Z,"Mesure par ADCP",0.133,2.3000000000000003,2024-06-10T12:46:43.000Z
"134",2011-05-19T11:40:00.000Z,2011-05-19T12:30:00.000Z,"Mesure par ADCP",0.145,3.8000000000000003,2024-06-10T12:46:43.000Z
"133",2011-02-22T14:30:00.000Z,2011-02-22T14:45:00.000Z,"Mesure par ADCP",1.11,69.7,2024-06-10T12:46:44.000Z
"132",2010-07-26T12:20:00.000Z,2010-07-26T13:00:00.000Z,"Mesure par ADCP",0.07,1.4000000000000001,2024-06-10T12:46:44.000Z
"131",2010-06-29T09:20:00.000Z,2010-06-29T09:45:00.000Z,"Mesure par ADCP",0.1,2.6,2024-06-10T12:46:44.000Z
"130",2010-04-08T09:55:00.000Z,2010-04-08T10:10:00.000Z,"Mesure par ADCP",0.29,22.1,2024-06-10T12:46:44.000Z
"129",2009-12-15T10:25:00.000Z,2009-12-15T10:40:00.000Z,"Mesure par ADCP",0.179,16.5,2024-06-10T12:46:44.000Z
"128",2009-11-17T15:00:00.000Z,2009-11-17T15:20:00.000Z,"Mesure par ADCP",-0.112,10.6,2024-06-10T12:46:45.000Z
"127",2008-09-25T09:40:00.000Z,2008-09-25T10:10:00.000Z,"Mesure par ADCP",0.181,5.1000000000000005,2024-06-10T12:46:45.000Z
"126",2008-05-07T09:10:00.000Z,2008-05-07T09:25:00.000Z,"Mesure par ADCP",0.38,24.6,2024-06-10T12:46:45.000Z
"125",2008-01-16T15:15:00.000Z,2008-01-16T16:45:00.000Z,"Saumon point par point",3.06,235,2024-06-10T12:46:45.000Z
"124",2008-01-15T08:55:00.000Z,2008-01-15T09:15:00.000Z,"Mesure par ADCP",1.6,106,2024-06-10T12:46:45.000Z
"123",2007-12-18T10:30:00.000Z,2007-12-18T11:00:00.000Z,"Mesure par ADCP",0.225,20,2024-06-10T12:46:45.000Z
"122",2007-08-23T10:10:00.000Z,2007-08-23T10:30:00.000Z,"Mesure par ADCP",0.882,44.800000000000004,2024-06-10T12:46:46.000Z
"121",2007-07-04T12:15:00.000Z,2007-07-04T13:05:00.000Z,"Saumon point par point",0.48,20.7,2024-06-10T12:46:46.000Z
"120",2007-06-28T12:40:00.000Z,2007-06-28T12:55:00.000Z,"Mesure par ADCP",0.508,24.6,2024-06-10T12:46:46.000Z
"119",2007-04-06T11:30:00.000Z,2007-04-06T11:40:00.000Z,"Mesure par ADCP",0.111,15.3,2024-06-10T12:46:46.000Z
"118",2007-03-08T09:00:00.000Z,2007-03-08T09:20:00.000Z,"Mesure par ADCP",2.31,155.1,2024-06-10T12:46:46.000Z
"117",2006-12-19T10:30:00.000Z,2006-12-19T11:40:00.000Z,"Saumon point par point",0.8300000000000001,47.800000000000004,2024-06-10T12:46:46.000Z
"116",2005-08-12T06:45:00.000Z,2005-08-12T07:00:00.000Z,"Mesure par ADCP",0.111,1.6,2024-06-10T12:46:47.000Z
"115",2005-05-26T08:30:00.000Z,2005-05-26T09:15:00.000Z,"Mesure par ADCP",0.17500000000000002,4.6000000000000005,2024-06-10T12:46:47.000Z
"114",2005-05-24T14:15:00.000Z,2005-05-24T15:00:00.000Z,"Perche point par point",0.211,4.98,2024-06-10T12:46:47.000Z
"113",2005-05-24T12:15:00.000Z,2005-05-24T12:45:00.000Z,"Mesure par ADCP",0.211,5.7,2024-06-10T12:46:47.000Z
"112",2005-03-04T15:25:00.000Z,2005-03-04T15:35:00.000Z,"Mesure par ADCP",0.078,14.4,2024-06-10T12:46:47.000Z
"111",2005-02-01T14:00:00.000Z,2005-02-01T14:35:00.000Z,"Mesure par ADCP",0.165,18.7,2024-06-10T12:46:48.000Z
"110",2005-01-17T16:10:00.000Z,2005-01-17T16:50:00.000Z,"Perche point par point",-0.97,3.65,2024-06-10T12:46:48.000Z
"109",2004-12-09T15:10:00.000Z,2004-12-09T15:50:00.000Z,"Perche point par point",-0.772,4.8100000000000005,2024-06-10T12:46:48.000Z
"108",2004-12-07T13:35:00.000Z,2004-12-07T13:55:00.000Z,"Perche point par point",-0.988,2.11,2024-06-10T12:46:48.000Z
"107",2004-11-10T13:00:00.000Z,2004-11-10T13:20:00.000Z,"Perche point par point",-0.505,6.32,2024-06-10T12:46:48.000Z
"20",1991-12-05T00:00:00.000Z,1991-12-05T00:01:00.000Z,"Autres",-0.075,5.65,2024-06-10T12:47:04.000Z
"106",2004-06-29T13:20:00.000Z,2004-06-29T13:50:00.000Z,"Mesure par ADCP",0.11800000000000001,2.4,2024-06-10T12:46:48.000Z
"105",2004-06-03T13:10:00.000Z,2004-06-03T13:30:00.000Z,"Mesure par ADCP",0.178,4.7,2024-06-10T12:46:49.000Z
"104",2004-04-08T13:15:00.000Z,2004-04-08T13:20:00.000Z,"Mesure par ADCP",0.34,13.3,2024-06-10T12:46:49.000Z
"103",2004-02-12T14:40:00.000Z,2004-02-12T14:55:00.000Z,"Mesure par ADCP",0.33,19.6,2024-06-10T12:46:49.000Z
"102",2004-02-06T10:30:00.000Z,2004-02-06T11:00:00.000Z,"Mesure par ADCP",0.71,39,2024-06-10T12:46:49.000Z
"101",2004-01-27T16:00:00.000Z,2004-01-27T16:45:00.000Z,"Saumon par intégration",2.7600000000000002,171,2024-06-10T12:46:49.000Z
"100",2004-01-16T09:15:00.000Z,2004-01-16T09:55:00.000Z,"Saumon par intégration",1.93,120,2024-06-10T12:46:49.000Z
"99",2004-01-09T08:30:00.000Z,2004-01-09T09:00:00.000Z,"Saumon par intégration",1.605,94.5,2024-06-10T12:46:50.000Z
"98",2004-01-06T09:15:00.000Z,2004-01-06T10:15:00.000Z,"Saumon par intégration",0.455,29.1,2024-06-10T12:46:50.000Z
"97",2003-12-29T14:00:00.000Z,2003-12-29T14:30:00.000Z,"Saumon par intégration",1.195,67.2,2024-06-10T12:46:50.000Z
"96",2003-12-23T08:35:00.000Z,2003-12-23T09:20:00.000Z,"Saumon point par point",-0.24,6.1000000000000005,2024-06-10T12:46:50.000Z
"95",2003-11-25T11:00:00.000Z,2003-11-25T11:25:00.000Z,"Perche point par point",-0.458,7.66,2024-06-10T12:46:50.000Z
"94",2003-11-20T10:50:00.000Z,2003-11-20T11:20:00.000Z,"Perche point par point",-0.838,2.77,2024-06-10T12:46:50.000Z
"93",2003-08-18T12:35:00.000Z,2003-08-18T13:10:00.000Z,"Perche point par point",0.095,1.9000000000000001,2024-06-10T12:46:51.000Z
"92",2003-08-08T12:50:00.000Z,2003-08-08T14:00:00.000Z,"Perche point par point",0.06,1.42,2024-06-10T12:46:51.000Z
"91",2003-07-28T13:30:00.000Z,2003-07-28T14:10:00.000Z,"Perche point par point",0.19,5.72,2024-06-10T12:46:51.000Z
"17",1991-10-16T00:00:00.000Z,1991-10-16T00:01:00.000Z,"Autres",0.18,4.84,2024-06-10T12:47:04.000Z
"16",1991-10-02T00:00:00.000Z,1991-10-02T00:01:00.000Z,"Autres",0.14,2.96,2024-06-10T12:47:04.000Z
"210",2020-07-22T11:39:00.000Z,2020-07-22T11:59:00.000Z,"Mesure par ADCP",0.13,2.6,2024-06-10T12:46:30.000Z
"209",2020-07-09T09:21:00.000Z,2020-07-09T09:33:00.000Z,"Mesure par ADCP",0.182,4,2024-06-10T12:46:30.000Z
"208",2020-06-24T06:55:00.000Z,2020-06-24T07:10:00.000Z,"Mesure par ADCP",0.259,7.2,2024-06-10T12:46:31.000Z
"207",2020-06-18T11:37:00.000Z,2020-06-18T12:00:00.000Z,"Mesure par ADCP",0.5720000000000001,23.2,2024-06-10T12:46:31.000Z
"206",2020-06-16T14:00:00.000Z,2020-06-16T14:25:00.000Z,"Mesure par ADCP",0.48,17.8,2024-06-10T12:46:31.000Z
"205",2020-06-15T13:15:00.000Z,2020-06-15T13:35:00.000Z,"Mesure par ADCP",0.443,17.8,2024-06-10T12:46:31.000Z
"204",2020-06-09T10:25:00.000Z,2020-06-09T10:40:00.000Z,"Mesure par ADCP",0.199,4.6000000000000005,2024-06-10T12:46:31.000Z
"203",2020-05-15T12:10:00.000Z,2020-05-15T12:30:00.000Z,"Mesure par ADCP",0.28,9.3,2024-06-10T12:46:31.000Z
"202",2020-03-06T13:20:00.000Z,2020-03-06T13:36:00.000Z,"Mesure par ADCP",2.63,180.5,2024-06-10T12:46:32.000Z
"201",2019-12-23T10:15:00.000Z,2019-12-23T10:30:00.000Z,"Mesure par ADCP",3.275,258.5,2024-06-10T12:46:32.000Z
