"Numéro","Date de début (TU)","Date de fin (TU)","Mode","Hauteur retenue (m)","Débit mesuré (m³/s)","Date de mise à jour (TU)"
"88",2009-12-15T14:03:00.000Z,2009-12-15T14:30:00.000Z,"Perche point par point",0.3,0.52,2023-04-13T09:25:53.000Z
"87",2009-08-13T15:15:00.000Z,2009-08-13T16:00:00.000Z,"Perche point par point",0.20500000000000002,0.297,2023-04-13T09:25:53.000Z
"86",2009-07-24T10:50:00.000Z,2009-07-24T11:15:00.000Z,"Autres",0.295,0.433,2023-04-13T09:25:53.000Z
"85",2009-07-16T13:30:00.000Z,2009-07-16T13:45:00.000Z,"Autres",0.32,0.589,2023-04-13T09:25:53.000Z
"84",2005-07-26T13:00:00.000Z,,"Autres",0.115,0.155,2023-04-13T09:25:54.000Z
"83",2005-07-07T10:30:00.000Z,,"Autres",0.135,0.233,2023-04-13T09:25:54.000Z
"82",2005-06-02T10:00:00.000Z,,"Autres",0.31,0.779,2023-04-13T09:25:54.000Z
"81",2005-03-16T11:00:00.000Z,,"Autres",0.34,0.542,2023-04-13T09:25:54.000Z
"80",2004-07-22T11:00:00.000Z,,"Autres",0.335,0.514,2023-04-13T09:25:54.000Z
"79",2004-07-09T11:00:00.000Z,,"Autres",0.38,1.16,2023-04-13T09:25:54.000Z
"78",2003-07-31T09:45:00.000Z,2003-07-31T10:05:00.000Z,"Perche point par point",0.155,0.402,2023-04-13T09:25:54.000Z
"77",2003-06-24T14:00:00.000Z,,"Autres",0.31,0.863,2023-04-13T09:25:55.000Z
"76",2003-06-19T14:00:00.000Z,,"Autres",0.36,0.963,2023-04-13T09:25:55.000Z
"75",2003-06-05T11:05:00.000Z,,"Perche point par point",0.42,1.41,2023-04-13T09:25:55.000Z
"74",2002-08-06T10:00:00.000Z,,"Autres",0.245,0.443,2023-04-13T09:25:55.000Z
"73",2002-07-09T10:30:00.000Z,,"Perche point par point",0.365,0.741,2023-04-13T09:25:55.000Z
"72",2001-11-20T11:30:00.000Z,,"Autres",0.455,1.36,2023-04-13T09:25:55.000Z
"71",2001-09-19T11:30:00.000Z,,"Autres",0.28,0.306,2023-04-13T09:25:55.000Z
"70",2001-08-21T09:50:00.000Z,,"Autres",0.325,0.451,2023-04-13T09:25:56.000Z
"69",2000-09-05T09:40:00.000Z,2000-09-05T10:00:00.000Z,"Autres",0.305,0.274,2023-04-13T09:25:56.000Z
"68",2000-03-22T10:40:00.000Z,2000-03-22T11:10:00.000Z,"Perche point par point",0.385,0.534,2023-04-13T09:25:56.000Z
"67",1999-10-04T10:00:00.000Z,1999-10-04T10:20:00.000Z,"Perche point par point",0.4,0.39,2023-04-13T09:25:56.000Z
"66",1999-08-05T10:20:00.000Z,1999-08-05T10:40:00.000Z,"Perche point par point",0.39,0.514,2023-04-13T09:25:56.000Z
"65",1999-07-09T00:00:00.000Z,1999-07-09T00:00:00.000Z,"Perche point par point",0.42,0.752,2023-04-13T09:25:56.000Z
