"Numéro","Date de début (TU)","Date de fin (TU)","Mode","Hauteur retenue (m)","Débit mesuré (m³/s)","Date de mise à jour (TU)"
"393",2024-08-06T12:00:00.000Z,2024-08-06T12:30:00.000Z,"Perche point par point",0.379,0.056,2024-08-07T09:23:11.000Z
"382",2023-09-22T09:00:00.000Z,2023-09-22T09:30:00.000Z,"Perche point par point",0.336,0.08,2023-09-27T08:08:31.000Z
"383",2023-10-17T09:14:00.000Z,2023-10-17T09:45:00.000Z,"Perche point par point",0.28,0.026000000000000002,2023-10-17T14:53:07.000Z
"394",2024-10-08T09:35:00.000Z,2024-10-08T09:55:00.000Z,"Perche point par point",0.638,0.796,2024-10-08T14:01:33.000Z
"397",2025-02-12T11:15:00.000Z,2025-02-12T11:22:00.000Z,"Mesure par ADCP",0.788,1.49,2025-02-12T13:51:49.000Z
"392",2024-07-09T11:37:00.000Z,2024-07-09T12:16:00.000Z,"Perche point par point",0.508,0.356,2024-07-09T14:36:43.000Z
"402-2",2025-06-03T09:51:00.000Z,2025-06-03T10:16:00.000Z,"Perche point par point",0.445,0.148,2025-06-06T06:56:08.000Z
"399",2025-03-12T12:19:00.000Z,2025-03-12T12:27:00.000Z,"Mesure par ADCP",0.665,0.9510000000000001,2025-03-12T14:40:43.000Z
"395",2024-11-12T12:30:00.000Z,2024-11-12T12:54:00.000Z,"Perche point par point",0.526,0.444,2024-11-12T15:22:50.000Z
"381",2023-07-25T11:15:00.000Z,2023-07-25T11:25:00.000Z,"Perche point par point",0.265,0.02,2023-09-27T08:08:31.000Z
"380.1",2023-06-21T11:38:00.000Z,2023-06-21T11:53:00.000Z,"Perche point par point",0.36,0.12,2023-09-27T08:08:31.000Z
"396",2025-01-07T12:29:00.000Z,2025-01-07T12:39:00.000Z,"Mesure par ADCP",0.909,1.79,2025-01-07T15:26:43.000Z
"402-1",2025-06-03T09:50:00.000Z,2025-06-03T10:15:00.000Z,"Perche point par point",0.445,0.15,2025-06-06T06:56:09.000Z
