"Numéro","Date de début (TU)","Date de fin (TU)","Mode","Hauteur retenue (m)","Débit mesuré (m³/s)","Date de mise à jour (TU)"
"225",2023-07-12T07:24:00.000Z,,"Mesure par ADCP",-0.01,0.274,2023-10-03T08:08:59.000Z
"224",2023-06-21T06:30:00.000Z,,"Mesure par ADCP",-0.03,0.319,2023-10-03T08:09:00.000Z
"223",2023-05-17T12:00:00.000Z,,"Mesure par ADCP",0.04,0.6970000000000001,2023-10-03T08:09:00.000Z
"222",2023-04-27T06:00:00.000Z,,"Mesure par ADCP",0.21,1.448,2023-10-03T08:09:00.000Z
"217",2022-12-13T12:00:00.000Z,,"Mesure par ADCP",0.075,0.921,2023-10-03T08:09:01.000Z
"42",2004-06-17T10:00:00.000Z,,"Perche par intégration",0.19,0.343,2022-11-23T13:49:19.000Z
"41",2004-04-22T12:45:00.000Z,,"Perche par intégration",0.03,0.5700000000000001,2022-11-23T13:49:20.000Z
"40",2004-02-03T08:14:00.000Z,2004-02-03T10:02:00.000Z,"Saumon par intégration",0.88,6.03,2022-11-23T13:49:21.000Z
"39",2003-09-26T06:30:00.000Z,,"Perche par intégration",0.07,0.31,2022-11-23T13:49:21.000Z
"38",2003-09-10T06:15:00.000Z,,"Perche par intégration",0.15,0.448,2022-11-23T13:49:22.000Z
"37",2003-08-27T06:45:00.000Z,,"Perche par intégration",0.06,0.29,2022-11-23T13:49:22.000Z
"36",2003-06-03T22:00:00.000Z,,"Perche par intégration",0.19,0.517,2022-11-23T13:49:23.000Z
"35",2003-03-19T12:35:00.000Z,,"Perche par intégration",0.13,1.3900000000000001,2022-11-23T13:49:24.000Z
"34",1996-10-10T09:00:00.000Z,,"Perche par intégration",0.08,0.433,2022-11-23T13:49:24.000Z
"33",1996-09-26T08:55:00.000Z,,"Perche par intégration",0.1,0.38,2022-11-23T13:49:25.000Z
"32",1996-08-12T15:30:00.000Z,,"Perche par intégration",0.13,0.391,2022-11-23T13:49:25.000Z
"31",1996-07-17T08:55:00.000Z,,"Perche par intégration",0.17,0.33,2022-11-23T13:49:26.000Z
"30",1996-06-20T14:30:00.000Z,,"Perche par intégration",0.17,0.418,2022-11-23T13:49:27.000Z
"29",1996-04-01T13:15:00.000Z,,"Perche par intégration",0.28,0.855,2022-11-23T13:49:27.000Z
"28",1996-03-14T11:20:00.000Z,,"Perche par intégration",0.15,1.04,2022-11-23T13:49:28.000Z
"27",1996-02-09T09:00:00.000Z,,"Perche par intégration",0.05,0.705,2022-11-23T13:49:28.000Z
"26",1996-01-25T09:30:00.000Z,,"Perche par intégration",0.25,0.9400000000000001,2022-11-23T13:49:29.000Z
"25",1995-12-05T14:30:00.000Z,,"Perche par intégration",0.18,0.6890000000000001,2022-11-23T13:49:30.000Z
"24",1995-11-09T08:50:00.000Z,,"Perche par intégration",0.44,1.24,2022-11-23T13:49:30.000Z
"23",1995-09-26T08:55:00.000Z,,"Perche par intégration",0.1,0.38,2022-11-23T13:49:31.000Z
"22",1995-09-21T10:00:00.000Z,,"Perche par intégration",0.5,1.12,2022-11-23T13:49:31.000Z
"21",1995-08-31T12:00:00.000Z,,"Perche par intégration",0.25,0.47900000000000004,2022-11-23T13:49:32.000Z
"20",1995-07-05T11:00:00.000Z,,"Perche par intégration",0.37,0.71,2022-11-23T13:49:33.000Z
"19",1995-05-17T00:00:00.000Z,,"Perche par intégration",0.23,1.16,2022-11-23T13:49:33.000Z
"18",1995-03-29T11:45:00.000Z,,"Saumon par intégration",1.1,8.68,2022-11-23T13:49:34.000Z
"17",1994-12-29T08:50:00.000Z,,"Saumon par intégration",2.08,26.6,2022-11-23T13:49:34.000Z
"16",1994-11-25T09:30:00.000Z,,"Perche par intégration",0.38,1.903,2022-11-23T13:49:35.000Z
"15",1994-09-28T15:30:00.000Z,,"Perche par intégration",0.35000000000000003,0.967,2022-11-23T13:49:36.000Z
"14",1994-05-31T12:30:00.000Z,,"Perche par intégration",0.29,1.03,2022-11-23T13:49:36.000Z
"13",1994-01-23T15:00:00.000Z,,"Saumon par intégration",2.25,54.9,2022-11-23T13:49:37.000Z
"12",1993-12-14T11:45:00.000Z,,"Saumon par intégration",2,19.6,2022-11-23T13:49:37.000Z
"11",1993-11-29T13:00:00.000Z,,"Perche par intégration",0.21,0.622,2022-11-23T13:49:38.000Z
"10",1993-03-17T14:00:00.000Z,,"Perche par intégration",0.08,0.935,2022-11-23T13:49:39.000Z
"9",1993-01-14T00:00:00.000Z,,"Saumon par intégration",1.98,21.6,2022-11-23T13:49:39.000Z
"8",1992-12-02T09:45:00.000Z,,"Saumon par intégration",1.21,7.3100000000000005,2022-11-23T13:49:40.000Z
"7",1992-11-26T09:45:00.000Z,,"Saumon par intégration",0.6,2.18,2022-11-23T13:49:40.000Z
"6",1991-10-10T10:00:00.000Z,,"Perche par intégration",0.19,0.763,2022-11-23T13:49:41.000Z
"5",1991-09-11T12:45:00.000Z,,"Perche par intégration",0.14,0.42,2022-11-23T13:49:42.000Z
"4",1991-08-14T13:10:00.000Z,,"Perche par intégration",0.26,0.341,2022-11-23T13:49:42.000Z
"3",1991-07-16T10:30:00.000Z,,"Perche par intégration",0.45,0.451,2022-11-23T13:49:43.000Z
