"Numéro","Date de début (TU)","Date de fin (TU)","Mode","Hauteur retenue (m)","Débit mesuré (m³/s)","Date de mise à jour (TU)"
"258",2023-07-29T09:48:00.000Z,,"Mesure par ADCP",0.152,6.295,2023-07-27T14:40:26.000Z
"258",2023-07-27T09:48:00.000Z,,"Mesure par ADCP",0.152,6.3,2023-07-27T14:45:46.000Z
"269",2025-05-15T08:39:00.000Z,2025-05-15T08:58:00.000Z,"Mesure par ADCP",0.185,8.46,2025-05-15T13:47:16.000Z
"263",2024-05-29T09:19:00.000Z,2024-05-29T09:40:00.000Z,"Mesure par ADCP",0.375,26.1,2025-05-15T13:47:17.000Z
"261",2024-01-18T10:36:00.000Z,2024-01-18T10:50:00.000Z,"Mesure par ADCP",1.4000000000000001,238,2025-05-15T13:47:18.000Z
"262",2024-03-13T09:54:00.000Z,2024-03-13T10:06:00.000Z,"Mesure par ADCP",0.608,60.4,2025-05-15T13:47:18.000Z
"257",2023-06-08T08:40:00.000Z,2023-06-08T09:10:00.000Z,"Mesure par ADCP",0.145,5.613,2023-06-09T08:43:57.000Z
"268",2025-04-08T08:27:00.000Z,2025-04-08T08:47:00.000Z,"Mesure par ADCP",0.28200000000000003,17.6,2025-05-15T13:47:16.000Z
"267",2025-01-27T09:58:00.000Z,2025-01-27T10:05:00.000Z,"Mesure par ADCP",1.76,343,2025-05-15T13:47:16.000Z
"266",2024-12-06T10:00:00.000Z,2024-12-06T10:22:00.000Z,"Mesure par ADCP",0.493,46.300000000000004,2025-05-15T13:47:17.000Z
"265",2024-09-12T08:42:00.000Z,2024-09-12T08:57:00.000Z,"Mesure par ADCP",-0.6,10.06,2025-05-15T13:47:17.000Z
"264",2024-08-01T08:31:00.000Z,2024-08-01T08:55:00.000Z,"Mesure par ADCP",0.392,28.7,2025-05-15T13:47:17.000Z
