"Numéro","Date de début (TU)","Date de fin (TU)","Mode","Hauteur retenue (m)","Débit mesuré (m³/s)","Date de mise à jour (TU)"
"",1988-01-05T00:00:00.000Z,1988-01-05T00:00:00.000Z,"Saumon par intégration",1.475,44.800000000000004,2018-04-16T10:13:39.000Z
"",2007-05-10T17:00:00.000Z,2007-05-10T17:20:00.000Z,"Perche par intégration",0.36,2.45,2018-04-16T10:15:10.000Z
"",2007-09-20T16:50:00.000Z,2007-09-25T17:05:00.000Z,"Perche par intégration",0.32,2.5500000000000003,2018-04-16T10:15:13.000Z
"",2008-01-08T11:10:00.000Z,2008-01-08T11:30:00.000Z,"Saumon par intégration",0.68,10.700000000000001,2018-04-16T10:15:14.000Z
"",2003-01-16T14:20:00.000Z,2003-01-16T14:35:00.000Z,"Perche par intégration",0.495,6.61,2018-04-16T10:14:43.000Z
"",2003-06-05T17:05:00.000Z,2003-06-05T17:20:00.000Z,"Perche par intégration",0.26,1.59,2018-04-16T10:14:45.000Z
"",2003-08-21T17:00:00.000Z,2003-08-21T17:15:00.000Z,"Perche par intégration",0.2,0.9550000000000001,2018-04-16T10:14:47.000Z
"",2004-01-08T16:40:00.000Z,2004-01-08T17:05:00.000Z,"Perche par intégration",0.275,2.12,2018-04-16T10:14:48.000Z
"",2004-03-11T16:00:00.000Z,2004-03-11T16:15:00.000Z,"Perche par intégration",0.315,2.22,2018-04-16T10:14:50.000Z
"",2004-07-15T14:00:00.000Z,2004-07-15T14:15:00.000Z,"Perche par intégration",0.28,1.93,2018-04-16T10:14:57.000Z
"",2004-11-18T11:45:00.000Z,2004-11-18T12:00:00.000Z,"Perche par intégration",0.435,4.43,2018-04-16T10:14:58.000Z
"",2005-03-03T16:30:00.000Z,2005-03-03T16:45:00.000Z,"Perche par intégration",0.42,4.32,2018-04-16T10:14:59.000Z
"",2005-06-02T16:00:00.000Z,2005-06-02T16:15:00.000Z,"Perche par intégration",0.42,2.63,2018-04-16T10:15:01.000Z
"",2005-10-06T16:40:00.000Z,2005-10-06T16:55:00.000Z,"Perche par intégration",0.275,1.76,2018-04-16T10:15:02.000Z
"",2006-02-02T13:45:00.000Z,2006-02-02T14:00:00.000Z,"Perche par intégration",0.305,2.5500000000000003,2018-04-16T10:15:04.000Z
"",2006-05-31T17:15:00.000Z,2006-05-31T17:30:00.000Z,"Perche par intégration",0.41500000000000004,4.14,2018-04-16T10:15:06.000Z
"",2006-10-12T15:15:00.000Z,2006-10-12T15:30:00.000Z,"Perche par intégration",0.47500000000000003,5.16,2018-04-16T10:15:08.000Z
"",2007-02-14T15:25:00.000Z,2007-02-14T15:45:00.000Z,"Saumon par intégration",0.86,16.6,2018-04-16T10:15:09.000Z
"",2007-07-12T17:10:00.000Z,2007-07-12T17:30:00.000Z,"Perche par intégration",0.64,8.63,2018-04-16T10:15:11.000Z
"",2008-03-18T13:20:00.000Z,2008-03-18T13:50:00.000Z,"Perche par intégration",0.61,8.85,2018-04-16T10:15:16.000Z
"",2008-06-11T12:00:00.000Z,2008-06-11T12:20:00.000Z,"Perche par intégration",0.5650000000000001,4.91,2018-04-16T10:15:17.000Z
"",2008-07-10T11:45:00.000Z,2008-07-10T12:05:00.000Z,"Perche par intégration",0.395,1.69,2018-04-16T10:15:19.000Z
"",2008-09-04T11:00:00.000Z,2008-09-04T11:15:00.000Z,"Saumon par intégration",0.3,2.41,2018-04-16T10:15:20.000Z
"",2009-02-12T10:45:00.000Z,2009-02-12T11:10:00.000Z,"Saumon par intégration",0.72,12.8,2018-04-16T10:15:22.000Z
"",2009-06-16T09:35:00.000Z,2009-06-16T09:55:00.000Z,"Perche par intégration",0.587,6.38,2018-04-16T10:15:25.000Z
