"Numéro","Date de début (TU)","Date de fin (TU)","Mode","Hauteur retenue (m)","Débit mesuré (m³/s)","Date de mise à jour (TU)"
"364",2024-08-07T08:13:00.000Z,2024-08-07T08:39:00.000Z,"Perche point par point",0.267,0.433,2024-08-07T14:35:32.000Z
"346",2023-07-20T08:04:00.000Z,2023-07-20T08:33:00.000Z,"Perche point par point",0.186,0.125,2023-07-25T06:39:39.000Z
"345",2023-06-28T08:20:00.000Z,2023-06-28T08:50:00.000Z,"Perche point par point",0.228,0.23500000000000001,2023-07-25T06:39:40.000Z
"344",2023-06-09T07:53:00.000Z,2023-06-09T08:21:00.000Z,"Perche point par point",0.261,0.365,2023-07-25T06:39:40.000Z
"347",2023-08-09T07:54:00.000Z,2023-08-09T08:21:00.000Z,"Perche point par point",0.17400000000000002,0.092,2023-08-09T13:30:08.000Z
"352",2023-11-05T14:03:00.000Z,2023-11-05T14:18:00.000Z,"Mesure par ADCP",1.42,10.9,2023-12-12T14:38:40.000Z
"368",2024-12-30T08:58:00.000Z,2024-12-30T09:06:00.000Z,"Mesure par ADCP",0.41500000000000004,1.7,2024-12-30T13:22:37.000Z
"369",2025-01-30T10:25:00.000Z,2025-01-30T10:31:00.000Z,"Mesure par ADCP",1.2,11.700000000000001,2025-01-30T14:56:19.000Z
"369",2025-01-30T10:18:00.000Z,2025-01-30T10:33:00.000Z,"Mesure par ADCP",1.47,12.25,2025-01-30T15:02:46.000Z
"349",2023-09-12T11:23:00.000Z,2023-09-12T11:48:00.000Z,"Perche point par point",0.14300000000000002,0.042,2023-09-27T07:42:46.000Z
"374",2025-06-24T07:44:00.000Z,2025-06-24T08:09:00.000Z,"Perche point par point",0.246,0.302,2025-06-24T12:34:31.000Z
"355",2023-12-12T08:53:00.000Z,2023-12-12T09:58:00.000Z,"Mesure par ADCP",1.79,31.2,2023-12-12T14:38:18.000Z
"354",2023-11-15T13:05:00.000Z,2023-11-15T14:13:00.000Z,"Mesure par ADCP",1.7,23.1,2023-12-12T14:38:40.000Z
"358",2024-02-13T08:59:00.000Z,2024-02-13T09:25:00.000Z,"Mesure par ADCP",0.904,5.28,2024-02-13T13:56:22.000Z
"365.1",2024-08-28T08:31:00.000Z,2024-08-28T08:45:00.000Z,"Mesure par ADCP",0.244,0.326,2024-08-28T14:36:31.000Z
"361",2024-06-19T12:18:00.000Z,2024-06-19T12:25:00.000Z,"Mesure par ADCP",0.465,2.17,2024-06-26T13:31:20.000Z
"366",2024-10-08T07:56:00.000Z,2024-10-08T08:06:00.000Z,"Mesure par ADCP",0.322,0.793,2024-10-08T13:31:59.000Z
"372",2025-06-03T08:32:00.000Z,2025-06-03T08:44:00.000Z,"Mesure par ADCP",0.296,0.591,2025-06-11T06:32:58.000Z
"370",2025-03-13T09:15:00.000Z,2025-03-13T09:24:00.000Z,"Mesure par ADCP",0.428,1.78,2025-03-13T14:28:58.000Z
"348",2023-08-30T07:49:00.000Z,2023-08-30T08:15:00.000Z,"Perche point par point",0.149,0.051000000000000004,2023-09-27T07:42:46.000Z
"353",2023-11-07T11:24:00.000Z,2023-11-07T11:47:00.000Z,"Mesure par ADCP",1.6400000000000001,17.8,2023-12-12T14:38:40.000Z
"351",2023-10-30T13:49:00.000Z,2023-10-30T13:56:00.000Z,"Mesure par ADCP",0.909,5.14,2023-12-12T14:38:40.000Z
"350",2023-10-03T07:55:00.000Z,2023-10-03T08:15:00.000Z,"Perche point par point",0.14300000000000002,0.048,2023-12-12T14:38:40.000Z
"373",2025-06-11T11:42:00.000Z,2025-06-11T12:12:00.000Z,"Perche point par point",0.268,0.385,2025-06-24T12:34:32.000Z
