"Numéro","Date de début (TU)","Date de fin (TU)","Mode","Hauteur retenue (m)","Débit mesuré (m³/s)","Date de mise à jour (TU)"
"286",2024-08-09T08:36:00.000Z,2024-08-09T09:03:00.000Z,"Perche point par point",0.429,0.539,2024-08-09T13:17:11.000Z
"278",2023-10-10T08:38:00.000Z,2023-10-10T08:47:00.000Z,"Mesure par ADCP",0.392,0.357,2023-10-10T12:23:52.000Z
"292",2025-03-19T10:21:00.000Z,2025-03-19T10:29:00.000Z,"Mesure par ADCP",0.462,0.801,2025-03-19T14:56:37.000Z
"287",2024-09-17T08:54:00.000Z,2024-09-17T09:20:00.000Z,"Perche point par point",0.322,0.135,2024-09-17T13:25:49.000Z
"291",2025-02-20T10:25:00.000Z,2025-02-20T10:32:00.000Z,"Mesure par ADCP",0.56,1.67,2025-02-20T15:45:11.000Z
"289.2",2024-12-03T11:35:00.000Z,2024-12-03T11:40:00.000Z,"Mesure par ADCP",0.485,0.89,2025-01-16T13:52:29.000Z
"288",2024-10-22T11:33:00.000Z,2024-10-22T11:45:00.000Z,"Mesure par ADCP",0.588,2.2,2024-10-22T14:56:51.000Z
"290",2025-01-16T10:09:00.000Z,2025-01-16T10:20:00.000Z,"Mesure par ADCP",0.664,3.0500000000000003,2025-02-20T15:27:48.000Z
"294",2025-06-04T11:13:00.000Z,2025-06-04T11:26:00.000Z,"Mesure par ADCP",0.34900000000000003,0.18749000000000002,2025-06-06T06:57:26.000Z
"289.1",2024-12-03T11:15:00.000Z,2024-12-03T11:23:00.000Z,"Mesure par ADCP",0.485,0.983,2025-01-16T13:52:29.000Z
"293",2025-04-23T09:07:00.000Z,2025-04-23T09:19:00.000Z,"Mesure par ADCP",0.504,1.09,2025-04-23T13:30:53.000Z
"194-2",2025-06-04T11:14:00.000Z,2025-06-04T11:27:00.000Z,"Autres",0.34900000000000003,0.17500000000000002,2025-06-06T06:57:25.000Z
