"Numéro","Date de début (TU)","Date de fin (TU)","Mode","Hauteur retenue (m)","Débit mesuré (m³/s)","Date de mise à jour (TU)"
"239",1999-03-09T09:50:00.000Z,,"Perche point par point",0.386,1.49,2025-04-25T13:07:53.000Z
"238",1999-02-09T09:50:00.000Z,,"Perche point par point",0.223,0.242,2025-04-25T13:07:53.000Z
"206",1994-10-25T13:35:00.000Z,,"Perche point par point",0.195,0.137,2025-04-25T13:08:03.000Z
"205",1994-08-30T15:00:00.000Z,,"Perche point par point",0.18,0.10200000000000001,2025-04-25T13:08:03.000Z
"204",1994-08-24T11:00:00.000Z,,"Perche point par point",0.18,0.09390000000000001,2025-04-25T13:08:03.000Z
"203",1994-04-12T14:50:00.000Z,,"Perche point par point",0.28,0.508,2025-04-25T13:08:04.000Z
"202",1994-03-15T15:30:00.000Z,,"Perche point par point",0.178,0.082,2025-04-25T13:08:04.000Z
"201",1994-02-16T10:20:00.000Z,,"Perche point par point",0.18,0.098,2025-04-25T13:08:04.000Z
"200",1994-01-19T15:10:00.000Z,,"Perche point par point",0.18,0.092,2025-04-25T13:08:05.000Z
"199",1993-11-23T15:45:00.000Z,,"Perche point par point",0.18,0.099,2025-04-25T13:08:05.000Z
"198",1993-09-02T11:00:00.000Z,,"Perche point par point",0.17300000000000001,0.073,2025-04-25T13:08:05.000Z
"197",1993-08-04T09:40:00.000Z,,"Perche point par point",0.145,0.026000000000000002,2025-04-25T13:08:06.000Z
"196",1993-07-09T12:30:00.000Z,1993-07-09T12:45:00.000Z,"Perche point par point",0.185,0.075,2025-04-25T13:08:06.000Z
"173",1989-10-31T00:00:00.000Z,,"Perche point par point",0.26,0.375,2025-04-25T13:08:13.000Z
"172",1989-10-03T00:00:00.000Z,,"Perche point par point",0.268,0.34,2025-04-25T13:08:13.000Z
"171",1989-09-05T00:00:00.000Z,,"Perche point par point",0.272,0.305,2025-04-25T13:08:13.000Z
"170",1989-08-10T00:00:00.000Z,,"Perche point par point",0.25,0.294,2025-04-25T13:08:14.000Z
"169",1989-07-11T00:00:00.000Z,,"Perche point par point",0.278,0.437,2025-04-25T13:08:14.000Z
"168",1989-05-18T00:00:00.000Z,,"Perche point par point",0.31,0.517,2025-04-25T13:08:14.000Z
"167",1989-04-19T00:00:00.000Z,,"Perche point par point",0.308,0.662,2025-04-25T13:08:15.000Z
"166",1989-03-22T00:00:00.000Z,,"Perche point par point",0.32,0.789,2025-04-25T13:08:15.000Z
