noct,cdatedeb,cdatefin
1145119,"01/01/19 00:00:00","01/01/30 00:00:00"
1145121,"01/01/19 00:00:00","11/23/19 16:25:00"
1150496,"01/01/19 00:00:00","01/01/30 00:00:00"
1150498,"01/01/19 00:00:00","11/23/19 16:25:00"
1153919,"01/01/19 00:00:00","01/01/30 00:00:00"
1153921,"01/01/19 00:00:00","11/23/19 16:25:00"
1159256,"01/01/19 00:00:00","01/01/30 00:00:00"
1159258,"01/01/19 00:00:00","11/23/19 16:25:00"
1160838,"01/01/19 00:00:00","01/01/30 00:00:00"
1160840,"01/01/19 00:00:00","11/23/19 16:25:00"
1164079,"01/01/19 00:00:00","01/01/30 00:00:00"
1164081,"01/01/19 00:00:00","11/23/19 16:25:00"
1167355,"01/01/19 00:00:00","01/01/30 00:00:00"
1167357,"01/01/19 00:00:00","11/23/19 16:25:00"
1168764,"01/01/19 00:00:00","01/01/30 00:00:00"
1168766,"01/01/19 00:00:00","11/23/19 16:25:00"
1173927,"01/01/19 00:00:00","01/01/30 00:00:00"
1173929,"01/01/19 00:00:00","11/23/19 16:25:00"
1177206,"01/01/19 00:00:00","01/01/30 00:00:00"
1177208,"01/01/19 00:00:00","11/23/19 16:25:00"
1180601,"01/01/19 00:00:00","01/01/30 00:00:00"
1180603,"01/01/19 00:00:00","11/23/19 16:25:00"
1184015,"01/01/19 00:00:00","01/01/30 00:00:00"
1184017,"01/01/19 00:00:00","11/23/19 16:25:00"
1189088,"01/01/19 00:00:00","01/01/30 00:00:00"
1189090,"01/01/19 00:00:00","11/23/19 16:25:00"
1192325,"01/01/19 00:00:00","01/01/30 00:00:00"
1192327,"01/01/19 00:00:00","11/23/19 16:25:00"
1195532,"01/01/19 00:00:00","01/01/30 00:00:00"
1195534,"01/01/19 00:00:00","11/23/19 16:25:00"
1198735,"01/01/19 00:00:00","01/01/30 00:00:00"
1198737,"01/01/19 00:00:00","11/23/19 16:25:00"
1199128,"03/31/22 00:00:00","11/30/22 00:00:00"
1199128,"05/02/24 09:00:00","11/29/24 12:00:00"
1199129,"12/01/18 00:00:00","04/01/19 00:00:00"
1199129,"11/21/19 16:50:00","04/27/20 11:19:00"
1199129,"11/30/20 15:00:00","04/01/21 00:00:00"
1199129,"03/30/24 17:00:00","05/02/24 09:00:00"
