numero,nosta,datedeb,datefin,nature,detail,comment,datemaj,dateenregistrement,datecreation
101988,265,"06/12/02 00:00:00",,"5","50","Photos",,,
102017,268,"06/12/02 00:00:00",,"5","50",,,,
197030,41,"11/15/11 00:00:00","11/28/11 00:00:00","1","11","absence de données",,"12/07/11 08:48:00","12/07/11 08:48:00"
197031,41,"12/06/11 00:00:00",,"3","30",,,"12/07/11 08:49:00","12/07/11 08:49:00"
197032,41,"12/02/11 10:15:00",,"5","50","nettoyage du contrôle (végétation et branchages). cote avant:0.308m - cote après: 0.295m- arrêt du CORTH ce jour",,"02/27/13 11:01:00","02/27/13 11:00:00"
197033,48,"11/09/08 00:00:00",,"2","21",,,"01/25/10 17:23:00","01/25/10 17:23:00"
197034,48,"03/06/07 00:00:00",,"2","21",,,"01/25/10 17:24:00","01/25/10 17:24:00"
197035,48,"07/09/08 00:00:00",,"5","50","Photos du site de la station",,"01/25/10 17:41:00","01/25/10 17:26:00"
197036,48,"06/05/09 00:00:00",,"5","50","Photos de l'environnement de la station",,"01/25/10 17:28:00","01/25/10 17:28:00"
197037,48,"11/27/09 00:00:00",,"5","50","Photos du nettoyage aux abords de la prise de pression",,"01/25/10 17:40:00","01/25/10 17:40:00"
197038,49,"09/01/09 00:00:00",,"5","50","Nivellement du "" 0 "" de l'échelle par un cabinet de géomètre-Cote (IGN 69): 59.64m
",,"02/17/12 14:17:00","02/17/12 14:16:00"
197039,55,"01/01/02 00:00:00",,"2","24","en 2002 la digue et le déversoir rive gauche a été entierement refaite
en 2003 la crue de décembre a modifier les travaux de 2002 réparer sur l'année 2004
en  2008 la chevrette rive gauche a été enlevée à partir de la station vers l'aval modifiant complettement le controle de la courbe de tarage faible eau et étiage",,"03/18/09 09:32:00","03/18/09 09:09:00"
197040,55,"07/05/23 00:00:00",,"3","32","Chantier installation de 2 nouveaux capteurs en remplacement des 2 anciens capteurs, en cours. Effectué par P.GUICHON, V.BERTHEAU et Patrick IMBERT (HBTP). ",,"07/07/23 11:49:00","07/07/23 11:49:00"
197041,74,"03/11/10 00:00:00",,"5","50","Essai d'un radar télétransmis sur la partie centrale du lit mineur.",,"02/17/12 11:49:00","02/17/12 11:49:00"
197042,74,"03/08/11 00:00:00",,"3","31","Mise en service officielle du radar télétransmis sur la partie centrale du lit mineur utilisée comme voie principale hauteur",,"02/17/12 11:50:00","02/17/12 11:50:00"
197043,75,"01/04/10 00:00:00","01/15/10 00:00:00","5","50","Baisse progressive de la vanne au Moulin de Ballan",,"01/18/10 10:46:00","01/18/10 10:46:00"
197044,75,"10/24/08 00:00:00",,"2","24","Mise en position hivervale de la vanne du Moulin de Ballan",,"01/18/10 11:08:00","01/18/10 11:08:00"
197048,4,"08/02/19 00:00:00",,"2","20","Déplacement de l'échelle d'étiage.",,"08/05/19 16:03:00","08/05/19 16:03:00"
197049,7,"01/07/11 00:00:00","01/12/11 00:00:00","1","12",,,"01/09/13 09:46:00","01/09/13 09:46:00"
197050,7,"01/30/11 00:00:00","02/18/11 00:00:00","1","12",,,"01/09/13 09:47:00","01/09/13 09:47:00"
197051,13,"01/14/09 00:00:00",,"5","50","riviére gelée pendant cette période
radar visant la glace
cote échelle 0.06 cm",,"01/19/09 09:32:00","01/19/09 09:27:00"
197052,13,"01/24/17 00:00:00","01/26/17 00:00:00","5","50","Gel rivière et échelle constaté le 24/01/2017 , pas de mesure possible.","01/27/17 10:20:00","01/27/17 10:20:00","01/27/17 10:20:00"
197053,14,"12/01/15 00:00:00",,"2","26","Remplacement des passages buzés sous la chaussée rive gauche , influence en crue constaté sur le jaugeage 
N°: 285 .
Nouvelle CT suite à cette mesure.",,"02/29/16 10:53:00","02/29/16 10:53:00"
197054,15,"12/15/07 00:00:00","12/23/07 00:00:00","5","50","dernier jaugeages en juillet 2007 travaux passe à poissons
fin des travaux  decembre 2007 reprise des jaugeages",,"01/11/10 16:39:00","01/11/10 16:37:00"
197055,21,"01/24/17 00:00:00","01/26/17 00:00:00","5","50","Gel rivière et échelle constaté le 24/01/2017 , pas de mesure possible.","01/27/17 10:19:00","01/27/17 10:19:00","01/27/17 10:19:00"
197056,26,"05/01/09 00:00:00","10/31/09 00:00:00","5","50","travaux sous le pont renforcement des piles.
le lit de la riviére sera obstrué sur toute la période",,"08/21/09 16:13:00","08/21/09 16:13:00"
197057,29,"06/10/11 00:00:00","06/23/11 00:00:00","1","17","Dysfonctionnement de l'appareil LPN8",,"08/01/11 14:55:00","08/01/11 14:55:00"
197058,33,"11/04/15 09:00:00","11/04/15 12:00:00","5","50","Nettoyage des embâcles sur les piles du pont",,"01/29/16 11:54:00","01/29/16 11:54:00"
197059,40,"01/06/10 00:00:00",,"5","50","photos du seuil",,"02/10/10 14:20:00","02/10/10 14:20:00"
197284,180,"09/01/17 00:00:00",,"2","26","Travaux sur le pont. Modification de la section de crue avec comblement des premières arches rives droite et gauche. Eté 2018 travaux avec déplacement d'un batardeau dans le lit mineur.",,"09/05/18 17:13:00","09/05/18 10:47:00"
197301,213,"10/17/16 00:00:00",,"5","50","Nouvelle courbe de crue avec baratin
",,"10/17/16 10:42:00","10/17/16 10:42:00"
197302,220,"05/30/16 00:00:00","06/02/16 00:00:00","5","50","MAI-JUIN 2016 CRUE Importante de la Bezonde. Hauteur Maxi observer est de 3m67 le 1 juin16 a 7h00.
Voir Photos du débordement des Dossier Station de PANNES.
Pour information: A environ 180m de la Bezonde a Pannes au 585 rue de la Varenne, 70cms d'eau dans la maison.",,"01/30/17 16:20:00","01/04/17 11:15:00"
197303,231,"01/16/67 15:00:00",,"5","50","Mise en service de la station",,"01/25/10 13:57:00","01/25/10 13:57:00"
197304,231,"04/07/92 00:00:00",,"5","50","Curage aval",,"01/25/10 13:58:00","01/25/10 13:58:00"
197305,231,"03/09/94 00:00:00",,"5","50","Changement d'échelle",,"01/25/10 13:58:00","01/25/10 13:58:00"
197306,231,"03/10/94 00:00:00",,"3","30","Installation d'une centrale d'acquisition et télétransmission",,"01/25/10 14:00:00","01/25/10 14:00:00"
197307,231,"04/19/99 00:00:00",,"3","32","changement de centrale d'acquisition et pose d'un panneau solaire",,"01/25/10 14:08:00","01/25/10 14:01:00"
197308,231,"03/07/07 00:00:00",,"5","50","nivellement du zéro de l'échelle (D. RONCERAY & V. LELUAN) zéro échelle : 78.70m",,"01/25/10 14:02:00","01/25/10 14:01:00"
197309,231,"12/20/96 00:00:00",,"3","32","changement de centrale d'acquisition",,"01/25/10 14:05:00","01/25/10 14:05:00"
197310,231,"07/16/97 00:00:00",,"3","32","changement de centrale d'acquisition",,"01/25/10 14:05:00","01/25/10 14:05:00"
197311,231,"07/21/97 00:00:00",,"3","32","changement de centrale d'acquisition",,"01/25/10 14:05:00","01/25/10 14:05:00"
197312,231,"02/19/98 00:00:00",,"3","32","changement de centrale d'acquisition",,"01/25/10 14:06:00","01/25/10 14:06:00"
197313,231,"11/05/98 00:00:00",,"3","32","changement de centrale d'acquisition",,"01/25/10 14:07:00","01/25/10 14:07:00"
197314,231,"01/05/99 00:00:00",,"3","32","changement de centrale d'acquisition",,"01/25/10 14:07:00","01/25/10 14:07:00"
197315,231,"08/18/99 00:00:00",,"3","32","changement de centrale d'acquisition, installation d'une ALCYR",,"01/25/10 14:09:00","01/25/10 14:09:00"
197316,231,"10/12/99 00:00:00",,"5","50","Nettoyage de la sonde USi avec la pompe d'aspiration",,"01/25/10 14:11:00","01/25/10 14:11:00"
197317,231,"01/01/71 00:00:00",,"2","26",,,"01/25/10 14:45:00","01/25/10 14:45:00"
197318,231,"03/01/72 00:00:00",,"2","26",,,"01/25/10 14:45:00","01/25/10 14:45:00"
197319,231,"05/01/72 00:00:00",,"2","26",,,"01/25/10 14:45:00","01/25/10 14:45:00"
197320,231,"01/18/73 00:00:00",,"2","26",,,"01/25/10 14:46:00","01/25/10 14:46:00"
197321,231,"10/29/73 00:00:00",,"2","26",,,"01/25/10 14:46:00","01/25/10 14:46:00"
197322,231,"09/06/75 00:00:00",,"2","26",,,"01/25/10 14:47:00","01/25/10 14:47:00"
197323,231,"06/09/76 00:00:00",,"2","26",,,"01/25/10 14:47:00","01/25/10 14:47:00"
197324,231,"07/05/76 00:00:00",,"2","26",,,"01/25/10 14:48:00","01/25/10 14:48:00"
197325,231,"01/25/78 00:00:00",,"2","26",,,"01/25/10 14:48:00","01/25/10 14:48:00"
197326,231,"07/22/80 00:00:00",,"2","26",,,"01/25/10 14:49:00","01/25/10 14:49:00"
197327,231,"10/07/80 00:00:00",,"2","26",,,"01/25/10 14:49:00","01/25/10 14:49:00"
197328,231,"01/01/82 00:00:00",,"2","26",,,"01/25/10 14:49:00","01/25/10 14:49:00"
197329,231,"01/01/93 00:00:00",,"2","26",,,"01/25/10 14:50:00","01/25/10 14:50:00"
197330,231,"01/01/94 00:00:00",,"2","26",,,"01/25/10 14:50:00","01/25/10 14:50:00"
197331,231,"03/09/94 00:00:00",,"2","26",,,"01/25/10 14:50:00","01/25/10 14:50:00"
197332,231,"01/09/96 00:00:00",,"2","26",,,"01/25/10 14:50:00","01/25/10 14:50:00"
197333,231,"06/01/05 00:00:00",,"2","26",,,"01/25/10 14:51:00","01/25/10 14:51:00"
197334,231,"09/15/07 00:00:00",,"2","26","Correspond à la fin de l'étiage 2007",,"01/25/10 14:52:00","01/25/10 14:52:00"
197335,231,"03/23/09 00:00:00",,"5","50","Photos du site de la station",,"01/25/10 15:02:00","01/25/10 15:02:00"
197336,231,"01/16/81 00:00:00",,"5","50","Photos(2) papier de la station",,"01/25/10 15:04:00","01/25/10 15:04:00"
197337,231,"12/12/13 14:45:00",,"5","50","remplacement de l'échelle",,"02/25/15 15:09:00","02/25/15 15:09:00"
197338,231,"08/12/20 00:00:00","08/19/20 00:00:00","1","16","Démolition du radier","03/14/22 09:53:00","03/14/22 09:57:00","03/14/22 09:53:00"
197339,231,"09/30/20 00:00:00",,"2","26","Instalation après travaux ( démolition du radier) d' une échelle d' étiage et  doublage du capteur",,"06/19/23 10:23:00","06/19/23 10:23:00"
197340,250,"11/12/68 00:00:00",,"5","50","Mise en service",,,
197341,250,"06/19/69 00:00:00","06/27/69 00:00:00","1","11",,,,
197342,250,"06/28/69 00:00:00","07/18/69 00:00:00","1","11",,,,
197343,250,"07/23/69 00:00:00","07/28/69 00:00:00","1","11",,,,
197344,250,"11/04/69 00:00:00",,"5","50","Retrait d'une poutre (-3cm)",,,
197345,250,"11/26/69 00:00:00","12/15/69 00:00:00","1","11",,,,
197346,250,"12/22/69 00:00:00","01/23/70 00:00:00","1","11",,,,
197347,250,"01/28/69 00:00:00","01/31/70 00:00:00","1","11",,,,
197348,250,"01/28/70 00:00:00","01/31/70 00:00:00","1","11",,,,
197349,250,"05/22/71 00:00:00",,"2","21",,,,
197350,250,"01/12/72 00:00:00","02/17/72 00:00:00","1","11",,,,
197351,250,"05/24/72 00:00:00","05/26/72 00:00:00","1","11",,,,
197352,250,"06/03/73 00:00:00",,"2","21",,,,
197353,250,"09/10/73 00:00:00",,"2","21",,,,
197354,250,"07/03/74 00:00:00",,"2","26",,,,
197355,250,"01/28/75 00:00:00",,"2","21",,,,
197356,250,"05/07/75 00:00:00","05/20/75 00:00:00","1","10",,,,
197357,250,"11/16/75 00:00:00",,"2","22",,,,
197358,250,"10/30/75 00:00:00",,"5","50","Constaté recalibrage de la Brenne sur 25m en amont de la station. Egalement suppression ilot à 50m aval de la station.",,,
197359,250,"02/20/77 00:00:00",,"2","21",,,,
197360,250,"03/01/77 00:00:00",,"5","50","Echelle détériorée (Changement)
",,,
197361,250,"01/22/78 00:00:00",,"2","21",,,,
197362,250,"06/27/79 00:00:00","07/12/79 00:00:00","1","13",,,,
197363,250,"08/18/80 00:00:00","08/22/80 00:00:00","1","11",,,,
197364,250,"01/01/81 00:00:00",,"2","26",,,,
197365,250,"05/09/83 00:00:00",,"5","50","Remplacement de l'échelle",,,
197366,250,"04/09/83 00:00:00",,"2","21",,,,
197367,250,"01/21/85 00:00:00",,"5","50","Recalage suite à la fonte de la glace dans la colonne.",,,
197368,250,"02/24/87 00:00:00",,"5","50","Constaté ce-jour que le cable du flotteur se trouvait hors de la gorge de la poulie du bras mobile.",,,
197369,250,"06/08/88 00:00:00","06/30/88 00:00:00","4","42","Pollution de la Brenne par l'usine Protex, située 1km en amont de la station, mise en place d'un boudin absorbant sous le pont, surélévation du plan d'eau de 3,5cm.",,,
197370,250,"11/23/84 00:00:00",,"5","50","Série de photos de la crue du jour (1,82m)",,,
197371,250,"08/06/92 00:00:00","08/12/92 00:00:00","1","17","Observation de la ht max pendant l'absence d'info sur la platine du OTTXX (0,33m)",,,
197372,250,"08/30/93 00:00:00","09/06/93 00:00:00","1","10",,,,
197373,250,"11/04/96 00:00:00","11/08/96 00:00:00","1","16","Démontage de la colonne pour modernisation, consolidation de la pile RD par une protection d'enrochement sur 20m de long.
Série de photos des travaux finis",,,
197374,250,"11/08/96 00:00:00",,"3","30","Mise en place d'une centrale CR2M alimentée en solaire avec une sonde Ultra-Son. ",,,
197375,250,"02/26/97 01:00:00","02/27/97 10:00:00","1","12","Envasement de la sonde, repérage du maxi de la crue du 26/02 par les laissés de crue (1,77m)",,,
197376,250,"01/19/98 19:00:00","01/20/98 15:00:00","1","12","Tube PVC détruit par un corps flottant.",,,
197377,250,"01/25/98 03:30:00","01/27/98 13:00:00","1","12","Envasement de la sonde",,,
197378,250,"06/19/98 00:00:00",,"3","32","Installation d'une alimentation solaire.",,,
197379,250,"01/23/99 05:00:00","01/25/99 16:00:00","1","12","Envasement de la sonde",,,
197380,250,"09/30/99 10:00:00","10/04/99 19:00:00","1","12","Envasement de la sonde",,,
197381,250,"10/05/99 19:00:00","10/14/99 09:00:00","1","12","Envasement de la sonde",,,
197382,250,"01/24/84 00:00:00",,"2","21","Légère modification en étiage.",,,
197383,250,"01/04/89 00:00:00",,"2","26","Légère modification en étiage",,,
197384,250,"01/10/91 00:00:00",,"2","21","Légère modification en étiage",,,
197385,250,"11/29/97 00:00:00",,"2","26","Légère modification en étiage",,,
197386,250,"12/29/99 00:00:00","01/13/00 00:00:00","4","42","Nettoyage du radier (Petit arbre en travers)",,,
197387,250,"01/17/00 00:00:00",,"5","50","Nettoyage curatif de la sonde.",,,
197388,250,"05/17/00 00:00:00",,"5","50","Nettoyage curatif de la sonde.",,,
197389,250,"05/13/00 23:00:00","05/16/00 00:00:00","1","12","Sonde envasée.",,,
197390,250,"11/21/00 21:00:00","11/22/00 11:30:00","1","12","Sonde envasée. Nettoyage provisoire(sonde inaccessible)",,,
197391,250,"12/01/00 12:00:00",,"5","50","Changement du dispositif PVC (support de sonde à double tube)",,,
197392,250,"12/14/00 15:25:00",,"5","50","La lecture de l'échelle est très difficile en crue (rupture de pente au niveau de l'échelle associé aux turbulences du tube de la sonde USi).
Il faut envisager un déplacement quelques mètres en amont.",,,
197393,250,"01/24/01 14:00:00",,"5","50","Confirmation de la difficulté de lecture de l'échelle en crue et de la nécessité de son déplacement.",,,
197394,250,"03/15/01 12:30:00","03/22/01 22:45:00","1","12","Suite à la crue du 13 au 14/03, du sable et alluvions ont réussit à pénétrer dans le dispositif PVC(Bidim en partie distendu)",,,
197395,250,"03/22/01 00:00:00",,"5","50","Photo de l'aménagement d'un accès à l'échelle dans un enrochement. Installation provisoire du sonde pression en 3ème voie quelques mètres en amont pour voir la différence d'enregistrement des crues.",,,
197396,250,"03/14/01 00:00:00",,"2","21","Modification de la courbe en basses eaux.",,,
197397,250,"09/19/01 08:30:00",,"5","50","Déplacement de la sonde pression (voie d'essai) sur la section de l'échelle du pont. Nettoyage (bloc de pierre tombé dans le lit) du futur emplacement d'échelle situé environ à 7m en amont du pont;  ",,,
197398,250,"10/09/01 11:00:00","10/09/01 15:00:00","5","50","Mise en place de l'échelle en amont du pont afin de mieux lire les cotes en hautes eaux, sera installé sur cette même section un nouveau système de mesure des hauteurs ""le nilomètre"".
Nivellement entre les 2 échelles: le zéro de l'échelle amont est 37mm plus bas que celui de l'échelle au pont.
Remise en place de la sonde pression sur la section de l'échelle amont.
Photos",,,
197399,250,"11/12/01 12:00:00",,"5","50","Mise en service du Nilomêtre par la société SEROSI.
Les hauteurs traités sont toujours celles de la sonde U.S.(CRM2) tant que la courbe de tarage, correspondant à la section de l'échelle amont, n'a pas était établie de façon satisfaisante. ",,,
197400,250,"03/27/01 00:00:00",,"5","50","nettoyage sonde U.S",,,
197401,250,"12/01/96 00:00:00",,"5","50","Photos",,,
197402,250,"02/18/99 00:00:00",,"5","50","Photos",,,
197403,250,"10/22/03 00:00:00",,"5","50","Nettoyage du seuil avec peu d'effet sur la hauteur",,,
197404,250,"11/25/03 00:00:00",,"5","50","Nettoyage du seuil : baisse de 1 centimètre",,,
197405,250,"07/01/04 00:00:00","12/31/04 00:00:00","5","50","Présence d'étaies métalliques (8) sous le pont afin de renforcés celui-ci lors des passges de poids lourds(restauration du moulin). Cette précence a occasionné plusieurs petits embâcles pendant cette période.",,,
197406,250,"02/23/05 00:00:00",,"2","20","Après 3 ans d'observations sur la section située une dizaine de mètres plus en amont, le déplacement de la station sur cette section amont est effectif ce jour.",,"06/14/07 12:18:00",
197407,250,"04/21/04 00:00:00",,"5","50","PHOTOS",,,
197408,250,"08/23/05 00:00:00",,"5","50","PHOTO",,,
197409,250,"11/08/05 00:00:00",,"5","50","PHOTOS",,,
197410,251,"05/15/00 16:00:00",,"2","20","Suite à un accident de la circulation, qui a déterioré l'échelle, une échelle provisoire a été installé.
Le ""0"" de l'échelle, mis au hasard, semble être environ 2cm plus haut que le précédant.",,,
197411,251,"05/14/00 12:00:00","05/16/00 16:00:00","1","17","Accident de la circulation, détérioration du support de la sonde U.S. et de l'échelle
Photo des dégats.",,,
197412,251,"07/19/00 11:00:00","07/19/00 14:20:00","1","16",,,,
197413,251,"07/19/00 14:20:00",,"2","20","Remise en place définitive de l'échelle.
Nivellement du ""0"" de l'échelle par rapport au repère NGF(Alt. 154m), situé sur le mur de soutien du talus en amont et rive droite du pont. L'altitude du ""0"" est à 151,957m.",,,
197414,251,"10/18/91 00:00:00",,"5","50","Pose d'un seuil béton sous le pont dans l'axe de la chaussée, élévation du plan d'eau de 6 à 7cm.
Série de photos du seuil avant et après la pose.",,,
197415,251,"01/15/92 14:20:00",,"5","50","Mise en service",,,
197416,251,"08/28/93 06:00:00","09/03/93 12:30:00","1","11",,,,
197417,251,"01/01/92 00:00:00","01/15/92 00:00:00","4","43","Estimation des qj pour compléter l'année.",,,
197418,251,"04/21/00 00:00:00",,"5","50","Changement de connecteur série sur la centrale.",,,
197419,251,"03/28/01 00:00:00",,"5","50","Série de photos argentiques de la station pour l'aménagement d'un escalier béton.",,,
197420,251,"04/01/99 12:00:00",,"5","50","travaux entre la section de mesure et la vanne amont, adduction d'une ligne fibre optique le long de la départemental.",,,
197421,251,"05/27/99 00:00:00",,"5","50","nettoyage sonde",,,
197422,251,"12/01/91 00:00:00",,"5","50","Photos",,,
197423,251,"03/28/98 00:00:00",,"5","50","Photos",,,
197424,251,"02/04/99 00:00:00",,"5","50","Photos",,,
197425,251,"03/04/99 00:00:00",,"5","50","Photos",,,
197426,251,"10/17/02 00:00:00",,"5","50","Nettoyage du radier et du seuil: baisse du plan d'eau de 5mm.",,,
197427,251,"12/20/02 10:00:00","12/30/02 15:50:00","1","11",,,,
197428,251,"07/09/03 10:35:00",,"5","50","Nettoyage de la sonde USi",,,
197429,251,"08/19/05 00:00:00",,"3","32","Changement d'alim, sur batterie 12v maintenant.",,,
197430,251,"11/15/05 00:00:00",,"3","32","Changement de la centrale pour une Alcyr2",,,
197431,251,"06/20/05 13:23:00",,"5","50","nettoyage contrôle",,,
197432,251,"10/06/05 10:35:00",,"5","50","nettoyage seuil",,,
197433,252,"02/21/66 00:00:00",,"5","50","Mise en service.",,,
197434,252,"07/22/67 00:00:00","07/24/67 00:00:00","4","42","Barrage 150m en aval(+10cm)",,,
197435,252,"06/23/69 00:00:00","06/26/69 00:00:00","4","43","Reconstitution, de ces 4 jours, faites avec une courbe spéciale pour cette crue d'été mesurée le 24,25,26,27juin",,,
197436,252,"04/30/70 00:00:00",,"2","26","Modification en basses et moyennes eaux",,,
197437,252,"09/16/70 00:00:00","11/18/70 00:00:00","4","42","Décalage pour de 0 à 75mm pour harmoniser le passage d'une courbe de tarage à une autre dont la cause du changement de  courbe est inconnue. ",,,
197438,252,"05/03/71 00:00:00","05/04/71 00:00:00","1","11",,,,
197439,252,"05/26/71 00:00:00","06/01/71 00:00:00","1","11","Horloge arrêtée.",,,
197440,252,"07/12/72 00:00:00","07/28/72 00:00:00","1","11","Plume du stylet bouchée.",,,
197441,252,"10/11/72 00:00:00","10/17/72 00:00:00","1","10","Bobine papier épuisé",,,
197442,252,"09/04/73 00:00:00","09/19/73 00:00:00","1","10","Papier froissé.",,,
197443,252,"01/01/74 00:00:00",,"2","26","Modification en basses et moyennes eaux",,,
197444,252,"10/19/74 00:00:00",,"2","26","Modification en basses et moyennes eaux",,,
197445,252,"04/02/75 00:00:00",,"2","21","Modification en basses et moyennes eaux",,,
197446,252,"05/04/76 00:00:00",,"2","26","Modification en basses et moyennes eaux",,,
197447,252,"12/02/76 00:00:00",,"2","21","Modification des moyennes et hautes eaux",,,
197448,252,"06/18/77 00:00:00","06/27/77 00:00:00","1","11",,,,
197449,252,"04/01/76 00:00:00",,"5","50","Photos(2) de la station ",,,
197450,252,"03/20/78 00:00:00",,"2","21","Modification en basses et moyennes eaux",,,
197451,252,"03/28/79 00:00:00",,"2","21","Modification en basses et moyennes eaux",,,
197452,252,"09/15/80 00:00:00","09/19/80 00:00:00","1","11",,,,
197453,252,"01/04/81 00:00:00",,"2","21","Modification en basses et moyennes eaux",,,
197454,252,"12/20/82 00:00:00",,"2","21","Modification en basses et moyennes eaux",,,
197455,252,"11/01/81 00:00:00",,"5","50","Série de photos des ponts (3) sur la section de la station.",,,
197456,252,"05/12/85 00:00:00",,"2","21","Modification en basses et moyennes eaux",,,
197457,252,"03/01/86 00:00:00",,"2","21","Modification en basses et moyennes eaux",,,
197458,252,"04/22/87 00:00:00",,"2","22","Nettoyage des rives en aval de la station
Série de photos après le nettoyage
Modification en basses et moyennes eaux",,,
197459,252,"08/11/87 00:00:00",,"5","50","Colonne envasée, le flotteur talonne.",,,
197460,252,"10/26/87 00:00:00","11/03/87 00:00:00","1","11",,,,
197461,252,"11/05/87 00:00:00","11/09/87 00:00:00","1","11",,,,
197462,252,"12/07/87 00:00:00","12/14/87 00:00:00","1","11",,,,
197463,252,"02/07/88 00:00:00",,"2","21","Modification en basses et moyennes eaux",,,
197464,252,"08/25/88 00:00:00","09/21/98 00:00:00","4","42","Barrage de branchages en aval de la station sur le seuil naturel de contrôle, -2cm après le nettoyage.",,,
197465,252,"09/21/88 00:00:00","10/18/88 00:00:00","4","42","Barrage de branchages en aval de la station sur le seuil naturel de contrôle, -2cm après le nettoyage.",,,
197466,252,"12/20/82 00:00:00",,"5","50","Photos de la crue (1,95m) par M. GHIO( SEMA Orléans)
Cote à l'echelle de Montrésor sur l'Indrois: 2,80m",,,
197467,252,"12/23/88 00:00:00",,"5","50","Suite au risque de talonnage du flotteur dans la colonne, descente de celle-ci de 7cm environ",,,
197468,252,"01/10/89 00:00:00",,"3","31","changement de flotteur et contre-poids, on a enlevé un 110mm pour remettre un 200mm.",,,
197469,252,"05/31/89 00:00:00",,"5","50","Suite aux travaux de curage de 1987 en aval, changement d'emplacement de l'échelle. Un décalage se produisait entre la cote de l'échelle et celle enregistrée sur le limni.
Fixée auparavant contre l'appui du pont en RD et sur le radier, l'échelle est maintenant sur la colonne(aval immédiat du radier).
L'échelle a été calé à la même hauteur qu'a son ancien emplacement. Il y avait, ce jour, 2cm d'écart de niveau d'eau entre celui situé sur le radier et celui situé à la colonne.",,,
197470,252,"01/01/90 00:00:00",,"2","26","Modification en basses et moyennes eaux",,,
197471,252,"02/16/91 00:00:00",,"2","21","Modification en basses et moyennes eaux",,,
197472,252,"12/04/92 00:00:00",,"2","21","Modification en basses eaux",,,
197473,252,"04/07/92 00:00:00","04/08/92 00:00:00","1","11",,,,
197474,252,"08/08/92 20:00:00","09/21/92 19:30:00","4","42","Suite à une tornade, les peupliers cassés à l'aval ont obstrués le lit de la rivière.
Photos des dégats(2).",,,
197475,252,"03/20/94 00:00:00",,"2","26","Modification en basses et moyennes eaux",,,
197476,252,"05/21/95 00:00:00",,"5","50","Photo de la crue (aval de la station)",,,
197477,252,"01/22/96 00:00:00","01/23/96 00:00:00","1","11",,,,
197478,252,"06/13/96 13:40:00",,"2","24","Changement d'emplacement de la station, elle est située maintenant à l'amont immédiat du pont.
Construction d'un seuil de contrôle en béton sur le radier.
Installation d'une centrale CR2M télétransmise avec capteur US.
",,,
197479,252,"06/20/96 16:00:00",,"5","50","Correspondance d'échelle entre l'ancien et le nouvel emplacement.
Ancien Ht: 0,015m
Nouvel Ht: 0,202m
Série de photos du nouvel emplacement. ",,,
197480,252,"10/01/96 13:00:00",,"5","50","A la cote de 0,26m, l'eau passe sous les deux arches du pont.",,,
197481,252,"01/01/99 00:00:00",,"5","50","Photo de la station",,,
197482,252,"11/02/99 09:00:00","11/09/99 11:00:00","1","12","Sonde envasée. Repérage des laissés de crue pour la reconstitution des débits. Ht max a été environ de 1,20m.",,,
197483,252,"04/02/98 19:00:00","04/03/98 19:00:00","1","12","Sonde envasée.",,,
197484,252,"04/22/98 03:00:00","04/27/98 14:00:00","1","12","Sonde envasée.",,,
197485,252,"12/28/99 00:00:00",,"2","21","Modification en basses eaux.
Les causes de ce détarage sont inconnues, le seuil et l'échelle semble en bon état.",,,
197486,252,"04/07/99 00:00:00",,"5","50","Photos de ????",,,
197487,252,"07/24/00 12:00:00","08/07/00 12:30:00","5","50","Obstruction du seuil par deux rondins de bois.",,,
197488,252,"05/19/00 00:00:00",,"5","50","Installation d'un dispositif double tube pour la sonde U.S.",,,
197489,252,"04/18/00 00:00:00",,"5","50","Changement de connecteur série sur la centrale.",,,
197490,252,"08/01/00 00:00:00",,"5","50","Début du soutien d'étiage par la retenue de Nouans-Les-Fontaines.",,,
197491,252,"09/05/00 00:00:00",,"5","50","Visite à la retenue de NOUANS, débit de sortie mesuré: 0,140 m3/s.
La retenue semble être vidée des 2/3.",,,
197492,252,"03/23/00 00:00:00",,"5","50","Visite à la retenue de Nouans, débit de sortie: 0,018 m3/s.
La retenue est pleine mais l'eau ne passe pas par le déversoir.
Les apports en amont semblent être de l'ordre du débit de sortie.",,,
197493,252,"10/05/00 13:55:00",,"5","50","Visite à la retenue de NOUANS, débit de sortie mesuré: 1 l/s.
La retenue est vidée et la vanne fermée.
Seuil légèrement encombré de feuilles et branchages
Ht avant nettoyage:220mm
Ht après nettoyage:215mm",,,
197494,252,"06/24/01 20:00:00","07/11/01 11:40:00","5","50","Hauteur influencée par un dépot de bois sur le seuil. Nettoyage le 11/07 -> influence: -18mm.",,,
197495,252,"11/14/01 13:20:00",,"5","50","Nettoyage du seuil.  -> influence: -8mm.
Photos",,,
197496,252,"09/10/01 13:45:00",,"5","50","Nettoyage du seuil.  -> influence: -15mm.",,,
197497,252,"08/03/01 10:00:00",,"5","50","Début du soutien d'étiage par la retenue de Nouans-Les-Fontaines.",,,
197498,252,"09/25/97 00:00:00",,"5","50","nettoyage radier",,,
197499,252,"02/12/98 00:00:00",,"5","50","nettoyage radier",,,
197500,252,"07/01/98 00:00:00",,"5","50","nettoyage seuil",,,
197501,252,"06/02/98 00:00:00",,"5","50","nettoyage seuil",,,
197502,252,"07/27/99 00:00:00",,"5","50","buches sur le seuil + nettoyage sonde",,,
197503,252,"06/12/01 00:00:00",,"5","50","nettoyage sonde",,,
197504,252,"05/01/87 00:00:00",,"5","50","Photos",,,
