noct,nopt,a,b,h0,hsup
14891,6,0.011,0,-1,15
14412,4,0.03986,1,706,1632
14412,5,0.05426,1,952,2043
14412,6,0.06243,1,1095,2413
14412,7,0.1165,1,1707,2831
16783,1,0,0,0,330
16783,2,8.969e-06,2.0079,224,485
14412,8,0.1334,1,1849,3438
17148,1,0,0,0,250
17148,2,1.251e-07,2.5733,64,995
17148,3,0.0009855,1.411,545,2515
17148,4,0.05024,0.9842,1541,3431
17148,5,0.05276,1,1833.3,3956
17148,6,0.06408,1,2208.1,4471
14412,9,0.2171,1,2462,3742
14412,10,0.2821,1,2757,4093
14412,11,0.2891,1,2789,4387
14413,1,0,0,0,253
14413,2,0.002204,1,106,478
14413,3,0.006636,1,355,665
14413,4,0.02466,1,582,856
14413,5,0.01933,1,506,1049
14413,6,0.03868,1,778,1292
14413,7,0.03738,1,760,1498
14413,8,0.04407,1,872,1768
14413,9,0.06324,1,1143,1836
14413,10,0.06777,1,1190,2047
14413,11,0.06555999999999999,1,1161,2317
14413,12,0.09,1,1475,2457
14413,13,0.1215,1,1729,2643
14413,14,0.1127,1,1658,2856
14413,15,0.1218,1,1748,3094
14413,16,0.1376,1,1902,3421
14413,17,0.2036,1,2395,3588
14413,18,0.2538,1,2631,3852
14413,19,0.2786,1,2739,4132
14413,20,0.3031,1,2852,4386
14891,7,5.552e-05,1.6586,-10.6,79
14891,8,5.47e-05,1.6586,-11.4,201
14891,9,5.75e-15,5,-384.6,366
14891,10,7.632e-05,1.6927,40,1370
14967,1,0,0,0,192
14967,2,0.0003805,1.7209,-113,375
14967,3,1.684e-06,2.3776,-489,590
14967,4,0.0001877,1.7209,-410,844
14967,5,3.565e-17,5,-3236,1201
14967,6,6.267e-18,5,-5087,1629
14967,7,3.855e-17,5,-3036,1943
14967,8,0.001267,1.5805,550,2344
14967,9,0.0003153,1.7209,159,2857
14967,10,0.0003324,1.7209,241,3283
14967,11,0.1868,1,1527,4145
15314,1,0,0,0,-93
15314,2,7.692e-05,1,-93,-80
15314,3,6.25e-05,1,-96,-61
15508,1,0,0,0,332
15508,2,0.002528,1,332,474
15508,3,0.009571,1,436.5,635
15508,4,0.01245,1,482.4,921
15508,5,0.012,1,466,1051
15508,6,0.02377,1,755.7,1433
15314,4,6.25e-05,1,-96,-48
15314,5,0.001524,0.5004999999999999,-51.9,0
15314,6,0.011,0,-1,15
15314,7,5.552e-05,1.6586,-10.6,79
16783,3,0.0005694,1.4207,345,675
15314,8,4.022e-05,1.6586,-29.8,163
15314,9,0.00252,1.1026,98.8,361
15314,10,1.476e-15,5,-594.3,429
15314,11,0.01431,1.0524,337.9,470
15314,12,0.01892,1.0524,368.8,705
15314,13,0.002669,1.3094,226,3408
15508,7,0.02713,1,839.6,1691
15508,8,0.02892,1,892.1,1940
15508,9,0.03235,1,1003.3,2447
15508,10,0.03771,1,1208.6,2866
15508,11,3.334e-18,5,-4288.5,3318
15508,12,0.05654,1,1816.4,3815
15508,13,0.06026,1,1939.9,4346
15508,14,0.06995999999999999,1,2273.4,5318
15652,1,0,0,0,-93
15652,2,7.692e-05,1,-93,-80
15652,3,6.25e-05,1,-96,-61
15652,4,6.25e-05,1,-96,-48
15652,5,0.001524,0.5004999999999999,-52,0
15652,6,0.011,0,-1,15
15652,7,6.922e-15,5,-260.6,50
15652,8,4.032e-14,5,-168.3,70
15652,9,1.158e-12,5,-51.8,80
15652,10,0.001689,1,52.8,199
15652,11,0.0004878,1,-309,240
15652,12,0.002959,1.1026,180,362
15652,13,6.046e-15,5,-324,429
15652,14,0.018,1.0524,364,470
15652,15,0.01892,1.0524,369,705
15652,16,0.002669,1.3094,226,3408
15781,1,0,0,0,2028
15781,2,1.193e-08,2.5803,-4464.7,2437
15781,3,8.684e-07,2.2979,-728.1,2590
15781,4,1.684e-17,5,-3172.5,2882
15781,5,5.324e-06,2.2979,1203.6,3009
15781,6,3.908e-16,5,-329.2,3282
15781,7,0.318,1,2527.3,3521
15781,8,2.355e-16,5,-701.1,4009
15920,1,0,0,0,95
15920,2,1.153e-08,2.6171,-160.4,495
15920,3,1.416e-08,2.6171,-111,1473
16202,1,0,0,0,187
16202,2,7.143e-05,1,145,215
16202,3,2.694e-15,5,-69.3,280
16202,4,1.017e-14,5,12.2,332
15971,1,0,0,0,195
15971,2,6.667e-05,1,195,210
16783,4,0.01477,1,529,912
16783,5,0.001008,1.3917,418,1067
16783,6,0.001138,1.3917,472,1433
16821,1,0,0,0,272
16821,2,3.782e-07,2.7757,250.1,366
15971,3,1.102e-14,5,54.5,284
15971,4,7.678000000000001e-15,5,37.4,358
15971,5,0.0004268,1,297,379
15971,6,2.309e-05,1.4491,222.4,400
15971,7,4.492e-05,1.4491,287.8,428
15971,8,0.0001239,1.4491,358.4,504
15971,9,0.0001224,1.4491,357.1,865
16202,5,4.097e-16,5.1983,-144,504
16202,6,0.0001224,1.4491,357.1,865
16246,1,0,0,0,187
16246,2,7.143e-05,1,145,215
16246,3,2.694e-15,5,-69.3,280
16246,4,5.087e-15,5,-27.6,333
16246,5,6.369000000000001e-17,5.1983,-336,519
16246,6,1.13e-06,2.0394,238,1328
16771,1,0,0,0,-93
16771,2,0,0,-94,0
16771,3,1.598e-06,2.2599,-11,1000
16771,4,0.003025,1.3094,518,3408
16783,7,0.02405,1,763,1695
16783,8,0.02759,1,883,1956
16783,9,0.02801,1,899,2495
16783,10,0.04132,1,1413,2950
16783,11,1.662e-18,5,-5300,3431
16783,12,0.05276,1,1833,3956
16783,13,0.06408,1,2208,4471
16783,14,0.06934,1,2380,5394
16788,1,0,0,0,284
16788,2,0.0002694,1.5316,284,362
16788,3,0.001908,1.3924,332.4,1048
16788,4,0.002643,1.3094,201.9,3408
16821,3,1.471e-07,2.7757,203.1,699
16821,4,8.369000000000001e-06,2.0059,-17,3408
16878,1,0,0,0,190
16878,2,6.446999999999999e-08,2.5042,159,1200
16963,1,0,0,0,209
16963,2,0.0001061,1,86.40000000000001,407
16963,3,0.0004856,1.0281,344.7,460
16963,4,0.0003481,1.5288,429.7,470
16963,5,0.0002083,1.5288,413.6,1400
17148,7,0.06934,1,2379.8,5394
17520,1,0,0,0,350
17520,2,0,0,349,359
17520,3,2.954e-07,2.5748,359,700
17520,4,2.364e-05,1.8327,369,1400
17521,1,0,0,0,350
17521,2,0,0,349,359
17521,3,0.0001429,1,359,422
17521,4,3.185e-15,5.4163,223,521
17521,5,1.44e-14,5.4163,295.6,540
17521,6,2.248e-14,5.4163,314.9,561
17521,7,1.683e-15,5.4163,163.8,588
17521,8,7.071e-16,5.4163,90.09999999999999,701
17521,9,2.952e-05,1.8327,426.6,873
17521,10,2.37e-05,1.8327,370,1400
17555,1,0,0,0,-52
17555,2,0.319,0,-53,222
17555,3,0.001263,1.057,-16.1,510
17555,4,1.639e-07,2.5733,85.09999999999999,702
17555,5,1.639e-07,2.5733,85.2,847
17555,6,1.101e-07,2.5733,-42.2,994
17555,7,0.0009405,1.411,477.6,2515
17555,8,0.05024,0.9842,1541,3431
17555,9,0.05276,1,1833.3,3956
17555,10,0.06408,1,2208.1,4471
17555,11,0.06934,1,2379.8,5394
17609,1,0,0,0,208
17609,2,0.0002269,1.0043,208,260
17609,3,0.012,0,259,270
17609,4,0.001355,1.0043,260.5,299
17609,5,2.558e-07,2.7757,216.7,357
17609,6,5.745e-07,2.7757,252.2,386
17609,7,1.665e-07,2.7757,176.9,468
17609,8,9.018e-08,2.7757,105,600
17609,9,0.0002212,1.6396,287.8,3302
17610,1,0,0,0,208
17610,2,0.0002269,1.0043,208,260
17610,3,0.00128,1.0043,250.7,270
17610,4,0.0009464,1.0043,243.9,299
17610,5,1.605e-07,2.7757,201.7,357
17610,6,1.022e-06,2.7757,277.3,386
17610,7,1.665e-07,2.7757,176.9,468
17610,8,9.018e-08,2.7757,105,600
17610,9,0.0002212,1.6396,287.8,3302
