noct,nopt,h,q
342,5,800,2.5999999
342,6,1200,4.6999998
342,7,1550,6.4499998
345,1,9,7.3299999
345,2,117,11
345,3,244,15.6
345,4,1000,43
345,5,1950,71.699997
345,6,2502,89.900002
345,7,2930,104
345,8,3208,116
345,9,3511,141
345,10,4495,348
345,11,5000,500
346,1,100,0.23999999
346,2,180,0.435
346,3,210,0.755
346,4,245,1.26
346,5,345,2.28
346,6,500,3.3900001
346,7,750,4.6900001
346,8,1150,6.1799998
346,9,1345,7.29
346,10,1500,8.5900002
372,11,1361,11.9
372,12,1529,16.1
372,13,1697,21.6
372,14,1865,28.700001
372,15,2033,37.700001
387,1,498,0.33399999
387,2,502,0.39300001
387,3,518,0.417
387,4,550,0.51499999
387,5,563,0.588
387,6,574,0.66299999
387,7,588,0.80199999
387,8,601,0.95300001
387,9,624,1.22
387,10,641,1.4299999
387,11,660,1.63
387,12,678,1.8
387,13,698,1.99
387,14,765,2.75
387,15,833,3.6099999
387,16,897,4.4299998
387,17,969,5.4699998
387,18,1071,6.9099998
387,19,1307,11.5
387,20,1543,17.200001
387,21,1779,24
387,22,2251,41
387,23,2723,62.400002
391,1,50,1.88
391,2,80,3.75
391,3,100,5
391,4,130,6.8000002
391,5,160,8.6000004
391,6,200,11
391,7,250,13.3
391,8,500,24
391,9,750,33.400002
391,10,1000,43
391,11,1660,63
391,12,2310,84
391,13,2680,95
391,14,2930,104
391,15,3080,110
391,16,3260,117
391,17,3350,125
391,18,3450,133
391,19,3550,143
391,20,3650,152
391,21,3750,170
346,11,1745,11.7
346,12,1950,15.4
346,13,2220,22
347,1,107,0.102
347,2,877,3.1400001
347,3,1046,4.1700001
347,4,1147,4.9099998
347,5,1219,6.2399998
347,6,1236,6.79
347,7,1341,10.6
347,8,1443,16.1
347,9,1703,31.299999
349,1,500,1.5
349,2,700,3.5
349,3,1200,15
349,4,1500,30
349,5,2000,60
349,6,4000,185
349,7,6000,425
349,8,7000,575
364,1,151,0.428
364,2,287,1.41
372,16,2201,48.900002
372,17,2369,62.900002
372,18,2536,80.199997
480,1,600,0.30500001
480,2,638,0.47499999
480,3,675,0.68699998
480,4,713,0.95700002
480,5,750,1.27
480,6,825,2.0899999
480,7,900,3.1700001
480,8,975,4.54
480,9,1050,6.21
480,10,1125,8.2200003
536,1,1020,1.15
373,1,260,0.24600001
373,2,300,0.273
373,3,350,1.1
373,4,400,1.76
373,5,450,2.0999999
373,6,690,3.25
374,1,200,0.15000001
374,2,254,0.227
374,3,307,0.322
374,4,360,0.43700001
374,5,413,0.57599998
374,6,519,0.92400002
374,7,625,1.38
374,8,732,1.95
374,9,838,2.6500001
374,10,944,3.48
374,11,1050,4.4499998
374,12,1263,6.8600001
374,13,1475,9.9300003
374,14,1688,13.7
374,15,1900,18.299999
375,1,177,0.13
375,2,299,0.27900001
375,3,311,0.303
375,4,331,0.35299999
375,5,600,1.21
375,6,814,2.8099999
375,7,992,4.5999999
375,8,1595,14
375,9,1900,21.299999
376,1,290,0.155
376,2,300,0.15899999
376,3,320,0.17900001
376,4,340,0.2
376,5,360,0.228
376,6,380,0.25999999
376,7,400,0.28999999
378,1,150,0.11
378,2,300,0.215
378,3,455,0.89200002
378,4,600,1.58
378,5,800,2.5999999
378,6,1200,4.6999998
378,7,1550,6.4499998
379,62,8300,4430
379,63,8400,4550
379,64,8500,4660
379,65,8600,4780
379,66,8700,4890
379,67,8800,5000
379,68,8900,5120
379,69,9000,5230
381,1,104,0.115
381,2,142,0.141
381,3,181,0.17399999
381,4,258,0.257
381,5,269,0.27399999
381,6,304,0.52399999
381,7,317,0.62800002
381,8,378,1.08
381,9,540,2.0899999
381,10,1193,8.6000004
381,11,1361,11.9
381,12,1529,16.1
381,13,1697,21.6
381,14,1865,28.700001
381,15,2033,37.700001
381,16,2201,48.900002
381,17,2369,62.900002
381,18,2536,80.199997
383,11,4000,115
383,12,4800,180
385,19,4750,485
385,20,5400,643
387,24,3195,88.199997
387,25,3667,118
387,26,4611,192
389,13,1485,5.98
389,14,1807,8.6899996
391,22,4400,313
391,23,4450,330
391,24,5000,500
392,11,3000,22
395,1,10,0.5
395,2,200,10
395,3,400,17.5
395,4,630,26.200001
395,5,800,32.5
395,6,980,39.299999
395,7,1120,44.5
395,8,1260,49.700001
395,9,1350,53
395,10,1390,54.299999
395,11,1460,56.700001
395,12,1560,59.900002
395,13,1660,63.200001
395,14,1790,67.300003
395,15,1860,69.5
395,16,2040,75.099998
395,17,2500,88
395,18,2550,89.5
395,19,2600,91
395,20,2640,92.300003
395,21,2660,93
395,22,2700,94.400002
395,23,2770,96.900002
395,24,2840,99.599998
395,25,2920,103
395,26,2980,105
395,27,3050,109
395,28,3110,111
395,29,3220,117
395,30,3290,121
395,31,3370,125
395,32,3500,133
395,33,3640,142
395,34,3990,166
413,10,3250,61.5
515,8,7000,575
1224,1,0,0.89999998
395,35,4300,190
395,36,4370,197
395,37,4450,205
395,38,4650,227
395,39,4800,245
395,40,4950,271
395,41,5160,315
396,1,200,7.8000002
396,2,250,9.8999996
396,3,300,11.9
396,4,400,15.8
396,5,500,19.5
396,6,600,23
396,7,800,30.5
396,8,1000,37.5
396,9,1500,54
396,10,2000,72
396,11,2500,87.5
396,12,2700,94
396,13,2900,101
396,14,3100,111
396,15,3300,123
396,16,3500,141
396,17,3700,168
396,18,3800,188
396,19,3900,210
396,20,4000,231
396,21,4200,277
