noct,nosta,cdatedeb,cdatefin,cmin,cmax,cnum,cnbpt,ccomment,ctype,cdatemaj,cdateenregistrement,cdatecreation,cminp,cmaxp,cnum3,ctest,ccommentpriv
2722,76,"02/16/14 05:30:00","05/02/15 00:00:00",-50,3150,"14",22,"
","C","07/20/15 08:48:00","07/20/15 08:48:00","05/17/13 10:00:00",,,,,
216,4,"04/01/93 00:00:00","12/31/94 00:00:00",200,550,"2",10,,"C",,,,,,,,
217,4,"01/01/95 00:00:00","12/23/96 00:00:00",200,700,"3",12,"echelle RNB","C",,,,,,,,
220,5,"01/01/94 00:00:00","12/31/94 00:00:00",150,800,"2",9,,"C",,,,,,,,
221,5,"01/01/95 00:00:00","12/23/96 00:00:00",150,900,"3",14,,"C",,,,,,,,
223,6,"01/01/94 00:00:00","12/31/94 00:00:00",150,600,"1",12,,"C",,,,,,,,
224,6,"01/01/95 00:00:00","12/23/96 00:00:00",100,1000,"2",15,"ECHELLE RNB","C",,,,,,,,
226,7,"01/01/94 00:00:00","12/31/94 00:00:00",500,1700,"2",9,,"C",,,,,,,,
227,7,"01/01/95 00:00:00","12/31/96 00:00:00",500,1700,"3",13,,"C",,,,,,,,
229,8,"01/01/94 00:00:00","12/31/95 00:00:00",150,700,"2",7,,"C",,,,,,,,
231,9,"10/01/93 00:00:00","12/31/94 00:00:00",300,1400,"3",10,,"C",,,,,,,,
232,9,"01/01/95 00:00:00","12/23/96 00:00:00",300,1200,"4",16,,"C",,,,,,,,
233,9,"12/24/96 00:00:00","07/15/97 00:00:00",300,2000,"5",13,"ECHELLE RNB","C",,,,,,,,
235,10,"01/01/94 00:00:00","12/31/94 00:00:00",100,450,"3",13,,"C",,,,,,,,
237,11,"03/01/93 00:00:00","12/31/94 00:00:00",250,550,"2",5,,"C",,,,,,,,
238,11,"01/01/95 00:00:00","12/31/95 00:00:00",250,500,"3",10,,"C",,,,,,,,
241,12,"01/01/92 00:00:00","12/31/94 00:00:00",150,700,"1",12,,"C",,,,,,,,
242,12,"01/01/95 00:00:00","07/31/96 00:00:00",100,1100,"2",11,,"C",,,,,,,,
243,13,"01/01/93 00:00:00","12/31/94 00:00:00",100,700,"1",14,,"C",,,,,,,,
244,13,"01/01/95 00:00:00","12/31/95 00:00:00",100,2200,"2",11,,"C",,,,,,,,
245,13,"01/01/96 00:00:00","08/31/96 00:00:00",100,900,"3",8,,"C",,,,,,,,
247,14,"02/01/94 00:00:00","12/31/94 00:00:00",200,600,"3",6,,"C",,,,,,,,
248,14,"01/01/95 00:00:00","12/31/95 00:00:00",200,600,"4",5,,"C",,,,,,,,
249,14,"01/01/96 00:00:00","04/30/96 00:00:00",150,250,"5",10,"rnb","C",,,,,,,,
251,15,"01/01/80 00:00:00","12/31/99 00:00:00",30,600,"6",18,,"C",,,,,,,,
284,33,"09/07/93 00:00:00","01/27/95 00:00:00",270,1200,"12",21,"Courbe transmise à Hydro","C",,,,,,,,
326,47,"02/08/84 00:00:00","05/04/94 00:00:00",70,720,"6",19,"Courbe transmise à Hydro","C",,,,,,,,
333,50,"01/08/91 00:00:00","09/16/94 00:00:00",40,700,"6",12,"Courbe transmise à Hydro","C",,,,,,,,
361,60,"01/01/93 00:00:00","09/10/93 00:00:00",100,400,"1",11,"Courbe sur hydro (mm et l/s):pts pivots #,zones dout 9999..","C",,,,,,,,
362,60,"09/10/93 00:00:00","12/31/99 00:00:00",80,750,"2",16,"Courbe sur Hydro en mm et l/s (le 19/03/96)","C",,,,,,,,
363,61,"01/01/93 00:00:00","05/13/95 00:00:00",120,800,"1",14,"Courbe sur hydro en mm et l/s","C",,,,,,,,
364,61,"05/13/95 00:00:00","01/11/96 00:00:00",100,400,"2",14,"Courbe sur Hydro en mm et l/s (le 18/03/96)","C",,,,,,,,
365,61,"01/11/96 00:00:00","12/31/99 00:00:00",150,400,"3",13,"Courbe sur Hydro en mm et l/s (le 19/03/96)","C",,,,,,,,
366,62,"09/10/93 00:00:00","02/20/95 00:00:00",50,280,"2",9,"Courbe sur Hydro en mm et l/s","C",,,,,,,,
367,62,"02/20/95 00:00:00","04/03/96 00:00:00",90,200,"3",7,"Courbe sur Hydro en mm et l/s (le 20/03/96)","C",,,,,,,,
368,62,"04/03/96 00:00:00","12/31/96 00:00:00",70,200,"4",7,"Courbe sur Hydro en mm (21/03/97)","C",,,,,,,,
370,63,"01/01/93 00:00:00","12/25/93 00:00:00",100,140,"1",8,"Courbe sur Hydro en mm et l/s (pivot 4 #:q=0.0075m3/s)","C",,,,,,,,
371,63,"12/25/93 00:00:00","05/20/94 00:00:00",100,700,"2",10,"Courbe sur Hydro en mm et l/s (zones dout. -9999 et 999)","C",,,,,,,,
372,63,"05/20/94 00:00:00","07/15/94 00:00:00",200,300,"3",9,"Courbe sur Hydro en mm et l/s","C",,,,,,,,
373,63,"07/15/95 00:00:00","12/31/99 00:00:00",200,800,"4",9,,"C",,,,,,,,
3362,55,"01/27/88 00:00:00","12/06/88 00:00:00",260,660,"3",16,"Courbe sur Hydro","C",,"08/18/21 15:55:00",,,,"3",0,
3543,55,"12/05/88 23:00:00","02/16/90 00:00:00",240,400,"4",21,"Courbe sur Hydro","C",,"02/02/24 13:59:00",,,,"4",0,
3610,153,"02/20/19 00:00:00","01/30/21 00:00:00",250,2000,"1",27,"Courbe de tarage modélisée, issue du stage de Maelys Bonnet en 2019.","C","03/06/25 14:47:00","03/06/25 15:03:00","06/12/19 15:18:00",,,"1",0,
3611,153,"01/30/21 00:00:00","11/14/23 05:00:00",250,2000,"2",30,"Courbe de tarage modélisée, issue du stage de Maelys Bonnet en 2019.","C","03/06/25 14:49:00","03/06/25 15:03:00","03/06/25 14:00:00",,,"2",0,
381,68,"01/01/95 00:00:00","12/31/97 00:00:00",500,1000,"1",3,"COURBE BIDON !!!","C",,,,,,,,
397,87,"09/17/91 00:00:00","12/31/99 00:00:00",630,650,"1",6,,"C",,,,,,,,
416,4,"12/24/96 00:00:00","12/22/97 00:00:00",150,1000,"4",15,"ECHELLE RNB","C",,,,,,,,
418,14,"05/01/96 00:00:00","12/22/97 00:00:00",110,300,"6",18,"RNB","C",,,,,,,,
459,14,"12/22/97 00:00:00","07/15/98 00:00:00",110,300,"7",12,,"C",,,,,,,,
469,6,"12/24/96 00:00:00","12/22/97 00:00:00",110,1300,"3",15,"ECHELLE RNB","C",,,,,,,,
517,4,"12/22/97 00:00:00","09/15/98 00:00:00",110,490,"5",14,"ECHELLE RNB","C",,,,,,,,
541,44,"01/07/94 00:00:00","02/27/97 00:00:00",50,1300,"6",16,"Courbe sur Hydro le 24/01/97","C",,,,,,,,
542,44,"02/16/90 00:00:00","01/07/94 00:00:00",50,1300,"5",14,"Courbe transmise à Hydro","C",,,,,,,,
543,44,"12/07/88 00:00:00","02/16/90 00:00:00",60,1300,"4",17,,"C",,,,,,,,
602,59,"01/01/93 00:00:00","08/03/94 00:00:00",110,750,"1",16,"Courbe sur Hydro en mm et l/s","C",,,,,,,,
643,13,"09/01/96 00:00:00","11/01/98 00:00:00",110,2200,"4",10,,"C",,,,,,,,
645,78,"01/01/97 00:00:00","10/31/98 00:00:00",330,1500,"1",13,,"C",,,,,,,,
668,35,"01/01/79 00:00:00","12/17/81 00:00:00",350,1800,"4",13,,"C",,,,,,,,
669,35,"12/17/81 00:00:00","04/10/83 00:00:00",500,1800,"5",11,,"C",,,,,,,,
670,35,"04/10/83 00:00:00","07/18/83 00:00:00",280,1800,"6",15,,"C",,,,,,,,
672,35,"07/18/83 00:00:00","11/29/83 00:00:00",360,1400,"7",10,,"C",,,,,,,,
673,35,"11/29/83 00:00:00","07/24/84 00:00:00",260,1800,"8",11,,"C",,,,,,,,
678,35,"07/24/84 00:00:00","05/11/85 00:00:00",580,1500,"9",10,,"C",,,,,,,,
743,9,"07/16/97 00:00:00","02/22/99 00:00:00",250,1500,"6",15,"ECHELLE RNB  PROVISOIRE","C",,,,,,,,
3309,39,"08/08/88 00:00:00","02/16/90 00:00:00",60,1000,"2",17,,"C",,"01/22/21 11:32:00",,,,,0,
3310,39,"02/16/90 00:00:00","04/28/99 00:00:00",70,1000,"3",21,,"C",,"01/22/21 12:49:00",,,,"CT3",0,
749,8,"01/01/96 00:00:00","02/22/99 00:00:00",150,600,"3",7,,"C",,,,,,,,
757,79,"01/01/97 00:00:00","10/31/98 00:00:00",-50,2800,"1",15,"RNB","C",,,,,,,,
759,6,"12/22/97 00:00:00","02/22/99 00:00:00",80,1500,"4",16,,"C",,,,,,,,
770,82,"10/24/96 00:00:00","02/27/97 00:00:00",100,600,"1",9,"Courbe sur Hydro le 28/05/97 (fin courbe 27/02/97 ???)","C",,,,,,,,
821,73,"10/29/97 15:00:00","11/02/98 00:00:00",110,2000,"1",12,"PROVISOIRE","C",,,,,,,,
855,4,"09/15/98 00:00:00","02/22/99 00:00:00",110,700,"6",9,,"C",,,,,,,,
856,4,"02/22/99 00:00:00","10/14/99 00:00:00",110,450,"7",10,,"C",,,,,,,,
860,14,"07/15/98 00:00:00","02/22/99 00:00:00",90,290,"8",8,,"C",,,,,,,,
861,14,"02/22/99 00:00:00","05/13/99 00:00:00",250,400,"9",6,,"C",,,,,,,,
870,11,"01/01/96 00:00:00","12/31/99 00:00:00",170,450,"4",6,"Echelle RNB","C",,,,,,,,
871,10,"01/01/95 00:00:00","01/06/99 00:00:00",100,450,"4",12,,"C",,,,,,,,
888,46,"07/29/92 00:00:00","06/06/97 00:00:00",80,1100,"6",13,,"C",,,,,,,,
892,51,"10/23/93 00:00:00","01/27/95 00:00:00",220,1900,"1",14,"Courbe transmise à Hydro","C",,,,,,,,
893,51,"01/27/95 00:00:00","10/30/98 00:00:00",110,1900,"2",20,,"C",,,,,,,,
907,35,"05/11/85 00:00:00","10/24/86 00:00:00",520,1400,"10",10,,"C",,,,,,,,
908,35,"10/24/86 00:00:00","02/16/90 00:00:00",520,1500,"11",13,,"C",,,,,,,,
909,35,"03/07/90 00:00:00","06/03/97 00:00:00",530,1700,"12",15,"Courbe sur Hydro","C",,,,,,,,
931,16,"11/24/95 00:00:00","03/16/96 00:00:00",510,2500,"52",8,"Vannes ouvertes - Courbe sur Hydro (le 23/04/96)","C",,,,,,,,
932,16,"11/09/96 00:00:00","03/25/97 00:00:00",560,3600,"54",9,"VANNAGE OUVERT.HAUTEURS CALEES SUR ECHELLE STATION.","C",,,,,,,,
3288,57,"11/14/96 00:00:00","02/03/99 15:00:00",420,1000,"C19",11,,"C",,"01/20/21 11:16:00",,,,"19",0,
3289,57,"12/26/95 00:00:00","11/14/96 00:00:00",460,1000,"C15567",9,"C15567
","C",,"01/20/21 11:17:00",,,,"18",0,
3290,57,"01/02/94 00:00:00","12/26/95 00:00:00",220,1000,"C15565",8,"C15565
","C",,"01/20/21 11:18:00",,,,"17",0,
933,16,"11/20/94 00:00:00","03/28/95 00:00:00",700,3300,"50",8,"Vannes ouvertes ","C",,,,,,,,
935,16,"03/16/96 00:00:00","11/09/96 00:00:00",520,2500,"53",11,"VANNES FERMEES","C",,,,,,,,
936,16,"03/28/95 00:00:00","11/24/95 00:00:00",570,2000,"51",10,"Vannes fermées - ","C",,,,,,,,
940,14,"05/13/99 00:00:00","12/28/99 00:00:00",120,1000,"10",10,,"C",,,,,,,,
942,6,"02/22/99 00:00:00","12/21/99 00:00:00",80,2000,"5",15,,"C",,,,,,,,
949,3,"01/12/95 00:00:00","06/13/97 00:00:00",1020,2800,"6",13,"Courbe transmise à Hydro (27/02/96)","C",,,,,,,,
950,3,"11/30/92 00:00:00","01/12/95 00:00:00",980,2800,"5",12,"Courbe transmise à Hydro","C",,,,,,,,
954,48,"01/01/70 00:00:00","12/31/50 00:00:00",0,600,"1",13,"Courbe transmise à Hydro (le 22/04/96)","C",,,,,,,,
963,33,"02/20/96 00:00:00","12/31/50 00:00:00",220,1600,"14",17,,"C",,,,,,,,
964,33,"01/27/95 00:00:00","02/20/96 00:00:00",170,1400,"13",17,"Courbe transmise à Hydro (27/02/96)","C",,,,,,,,
970,43,"11/09/79 00:00:00","10/15/82 00:00:00",30,650,"1",9,,"C",,,,,,,,
971,43,"10/15/82 00:00:00","02/20/90 00:00:00",0,650,"2",12,,"C",,,,,,,,
972,43,"07/31/90 00:00:00","12/23/91 00:00:00",-20,600,"3",12,,"C",,,,,,,,
973,43,"12/23/91 00:00:00","11/24/92 00:00:00",-20,600,"4",11,,"C",,,,,,,,
974,43,"11/24/92 00:00:00","01/27/95 00:00:00",-30,650,"5",14,"Courbe transmise à Hydro","C",,,,,,,,
975,43,"01/27/95 00:00:00","02/27/97 00:00:00",-20,650,"6",12,,"C",,,,,,,,
976,43,"02/27/97 00:00:00","12/31/50 00:00:00",-30,650,"7",13,,"C",,,,,,,,
981,54,"01/26/95 00:00:00","12/31/50 00:00:00",80,500,"2",10,,"C",,,,,,,,
982,54,"11/04/88 00:00:00","01/26/95 00:00:00",80,550,"1",14,"Transmise à Hydro le 05/03/96","C",,,,,,,,
983,50,"08/06/97 14:00:00","12/31/50 00:00:00",20,600,"8",11,,"C",,,,,,,,
984,50,"09/16/94 00:00:00","08/06/97 14:00:00",40,500,"7",14,,"C",,,,,,,,
989,52,"01/02/92 00:00:00","01/26/95 00:00:00",60,1000,"15",21,"Courbe transmise à Hydro","C",,,,,,,,
997,37,"02/17/90 00:00:00","07/26/96 00:00:00",-40,4000,"13",17,"Courbe transmise à Hydro","C",,,,,,,,
998,37,"07/26/96 00:00:00","12/13/97 00:00:00",30,3000,"14",14,,"C",,,,,,,,
1003,80,"01/01/96 00:00:00","02/19/00 00:00:00",400,2000,"1",15,,"C",,,,,,,,
1007,1,"12/01/96 00:00:00","04/13/98 00:00:00",320,1900,"7",13,"Courbe sur Hydro le 12/05/97","C",,,,,,,,
1014,2,"05/01/00 00:00:00","09/01/00 00:00:00",1250,3300,"Herb5-8/00",7,,"C",,,,,,,,
1018,78,"10/31/98 00:00:00","02/10/00 00:00:00",300,1500,"2",10,,"C",,,,,,,,
1020,11,"01/01/96 00:00:00","12/28/99 00:00:00",170,550,"5",6,,"C",,,,,,,,
1028,36,"06/03/70 00:00:00","11/18/72 00:00:00",70,1600,"2",12,,"C",,,,,,,,
1034,36,"11/18/72 00:00:00","01/28/77 00:00:00",-150,2200,"3",13,,"C",,,,,,,,
1038,36,"02/16/90 10:00:00","07/31/91 16:30:00",-290,2500,"5",14,,"C",,,,,,,,
1039,36,"01/28/77 00:00:00","02/16/90 10:00:00",20,3200,"4",13,,"C",,,,,,,,
1040,36,"07/31/91 16:30:00","12/27/95 00:00:00",-100,3000,"6",16,,"C",,,,,,,,
1042,97,"01/12/95 00:00:00","07/13/99 00:00:00",180,1600,"2",10,,"C",,,,,,,,
1046,95,"01/01/98 00:00:00","07/02/99 09:10:00",700,1400,"1",11,,"C",,,,,,,,
1047,95,"07/02/99 09:10:00","01/01/01 00:00:00",200,750,"2",13,,"C",,,,,,,,
1048,94,"12/09/97 00:00:00","12/31/50 00:00:00",60,600,"1",7,,"C",,,,,,,,
1049,72,"04/30/98 00:00:00","11/09/99 00:00:00",10,1000,"1",9,,"C",,,,,,,,
1050,72,"11/09/99 00:00:00","12/31/50 00:00:00",10,1000,"2",9,,"C",,,,,,,,
1058,67,"02/16/90 00:00:00","01/27/95 00:00:00",10,1300,"1",9,,"C",,,,,,,,
1071,65,"01/01/96 00:00:00","07/01/99 00:00:00",150,500,"3",8,"ECHELLE MDPA","C",,,,,,,,
1076,65,"07/01/99 00:00:00","04/01/00 00:00:00",260,500,"4",4,,"C",,,,,,,,
1079,7,"01/01/97 00:00:00","02/10/00 00:00:00",500,1800,"4",8,"provisoire","C",,,,,,,,
1083,46,"06/06/97 00:00:00","05/31/00 00:00:00",120,1300,"7",14,,"C",,,,,,,,
3320,36,"01/01/57 00:00:00","06/03/70 00:00:00",10,2500,"1",14,,"C",,"03/17/21 09:06:00",,,,,0,
1126,34,"05/26/83 00:00:00","04/04/86 00:00:00",160,2500,"2",10,,"C",,,,,,,,
1127,34,"04/04/86 00:00:00","08/10/92 22:00:00",180,2200,"3",11,,"C",,,,,,,,
1128,34,"08/10/92 22:00:00","05/19/94 12:00:00",180,2500,"4",12,"Courbe transmise à Hydro","C",,,,,,,,
1129,34,"05/19/94 12:00:00","05/25/98 08:00:00",180,2500,"5",11,"Courbe sur Hydro le 24/01/97","C",,,,,,,,
1131,34,"11/14/80 00:00:00","05/26/83 00:00:00",160,2500,"1",11,,"C",,,,,,,,
1150,41,"09/01/84 00:00:00","12/31/01 00:00:00",40,450,"1",12,"Courbe transmise à Hydro","C",,,,,,,,
1155,62,"01/01/97 00:00:00","05/31/99 00:00:00",60,290,"5",9,"ECHELLE RNB","C",,,,,,,,
1167,67,"01/27/95 00:00:00","04/04/01 15:00:00",0,1500,"2",13,"ECHELLE RNB","C",,,,,,,,
1171,98,"12/20/97 00:00:00","01/09/01 12:00:00",240,1900,"2",8,,"C",,,,,,,,
1172,40,"12/13/88 00:00:00","12/11/94 00:00:00",90,1500,"2",15,"Courbe transmise à Hydro (27/02/96)","C",,,,,,,,
1179,14,"12/28/99 00:00:00","12/30/00 00:00:00",100,1500,"11",14,,"C",,,,,,,,
1186,45,"06/01/75 00:00:00","02/06/80 00:00:00",40,450,"1",10,,"C",,,,,,,,
1187,45,"02/06/80 00:00:00","02/16/90 00:00:00",30,450,"2",11,"Courbe transmise à Hydro","C",,,,,,,,
1188,45,"06/01/92 00:00:00","02/27/97 00:00:00",30,450,"3",13,"Courbe transmise à Hydro","C",,,,,,,,
1201,100,"07/22/99 15:00:00","12/19/99 18:00:00",210,1400,"1",16,,"C",,,,,,,,
1202,97,"07/13/99 00:00:00","12/09/00 00:00:00",160,1600,"3",10,,"C",,,,,,,,
1222,38,"01/26/95 00:00:00","12/12/97 00:00:00",40,800,"5",15,,"C",,,,,,,,
1223,38,"12/12/97 00:00:00","02/22/99 12:00:00",100,800,"6",13,,"C",,,,,,,,
1225,38,"12/21/93 00:00:00","01/26/95 00:00:00",80,800,"4",14,"Courbe transmise à Hydro","C",,,,,,,,
1226,38,"12/23/91 00:00:00","10/26/92 00:00:00",80,800,"2",13,,"C",,,,,,,,
1227,38,"10/15/91 00:00:00","12/23/91 00:00:00",130,800,"1",12,,"C",,,,,,,,
1228,38,"10/26/92 00:00:00","12/21/93 00:00:00",90,800,"3",14,,"C",,,,,,,,
1233,82,"02/27/97 00:00:00","05/31/99 16:00:00",60,600,"2",13,,"C",,,,,,,,
1234,82,"05/31/99 16:00:00","01/16/01 12:00:00",90,600,"3",10,,"C",,,,,,,,
1244,53,"02/07/80 00:00:00","06/25/81 15:40:00",190,550,"2",10,,"C",,,,,,,,
1248,1,"04/13/98 00:00:00","02/22/99 07:00:00",270,2800,"8",17,,"C",,,,,,,,
1249,1,"05/20/94 00:00:00","12/01/96 00:00:00",380,3000,"6",15,"Courbe transmise à Hydro (zones douteuses fausses (-999,9999","C",,,,,,,,
1251,1,"05/26/83 00:00:00","05/20/94 00:00:00",320,3000,"5",14,,"C",,,,,,,,
1253,1,"03/22/78 00:00:00","01/16/81 00:00:00",320,2200,"3",12,,"C",,,,,,,,
1254,1,"05/23/74 00:00:00","03/22/78 00:00:00",260,2100,"2",15,,"C",,,,,,,,
1255,1,"01/01/62 00:00:00","05/23/74 00:00:00",600,2600,"1",12,,"C",,,,,,,,
1256,1,"01/16/81 00:00:00","05/26/83 00:00:00",300,3000,"4",15,,"C",,,,,,,,
1264,53,"06/25/71 00:00:00","02/07/80 00:00:00",90,600,"1",10,,"C",,,,,,,,
1271,53,"03/18/88 00:00:00","02/16/90 00:00:00",110,600,"5",10,,"C",,,,,,,,
1273,53,"02/16/90 00:00:00","01/12/95 00:00:00",80,600,"6",15,"Courbe transmise a HYDRO","C",,,,,,,,
1274,53,"05/27/83 00:00:00","03/18/88 00:00:00",110,650,"4",13,,"C",,,,,,,,
1276,53,"01/12/95 00:00:00","08/14/97 00:00:00",80,600,"7",10,,"C",,,,,,,,
1277,53,"08/14/97 00:00:00","02/21/99 00:00:00",70,600,"8",12,,"C",,,,,,,,
1279,53,"06/25/81 15:40:00","05/27/83 00:00:00",110,700,"3",12,,"C",,,,,,,,
1282,44,"02/27/97 00:00:00","11/02/00 12:00:00",30,1200,"7",12,,"C",,,,,,,,
1283,44,"11/02/00 12:00:00","06/26/01 12:00:00",90,1200,"8",9,,"C",,,,,,,,
1298,66,"11/30/96 00:00:00","03/24/01 00:00:00",120,400,"6",8,"ECHELLE MDPA","C",,,,,,,,
1303,65,"07/05/01 00:00:00","09/15/01 00:00:00",260,500,"6",4,,"C",,,,,,,,
1305,66,"03/24/01 00:00:00","12/31/01 00:00:00",120,400,"7",6,,"C",,,,,,,,
1313,110,"07/01/01 00:00:00","06/30/02 00:00:00",50,600,"1",6,,"C",,,,,,,,
1315,12,"07/01/01 00:00:00","07/01/02 00:00:00",120,1100,"3",14,,"C",,,,,,,,
