numero,nosta,datedeb,datefin,nature,detail,comment,datemaj,dateenregistrement,datecreation
106,67,"09/07/01 00:00:00","10/02/01 00:00:00","1","10",,,"09/23/13 11:13:00","09/23/13 11:13:00"
107,67,"01/01/73 00:00:00",,"5","50","mise en place d'une station hydrométrie",,"11/22/12 14:48:00","11/22/12 14:48:00"
108,67,"01/01/09 00:00:00",,"5","50","passage à l'heure TU",,"11/22/12 14:48:00","11/22/12 14:48:00"
109,67,"01/01/73 00:00:00","09/15/00 00:00:00","5","50","station gérée par le service de bassin Loire Bretagne",,"11/22/12 14:49:00","11/22/12 14:49:00"
110,67,"09/15/00 00:00:00",,"5","50","station gérée par la DIREN Limousin",,"11/22/12 14:49:00","11/22/12 14:49:00"
111,67,"01/01/73 00:00:00",,"5","50","nivellement échelle : 183.4 IGN 69",,"11/22/12 14:50:00","11/22/12 14:50:00"
112,67,"03/29/97 00:00:00",,"2","26",,,"11/22/12 14:54:00","11/22/12 14:54:00"
113,67,"03/10/99 00:00:00",,"2","26",,,"11/22/12 14:54:00","11/22/12 14:54:00"
114,67,"01/28/97 00:00:00",,"2","26",,,"11/22/12 14:54:00","11/22/12 14:54:00"
115,67,"05/10/96 00:00:00",,"2","26",,,"11/22/12 14:54:00","11/22/12 14:54:00"
116,67,"01/11/96 00:00:00",,"2","26",,,"11/22/12 14:55:00","11/22/12 14:55:00"
117,67,"05/19/95 00:00:00",,"2","26",,,"11/22/12 14:55:00","11/22/12 14:55:00"
118,67,"01/25/95 00:00:00",,"2","26",,,"11/22/12 14:55:00","11/22/12 14:55:00"
119,68,"02/02/12 00:00:00","02/22/12 00:00:00","1","17","gel des cours d'eau",,"04/19/13 13:04:00","04/19/13 13:04:00"
128,70,"10/11/13 00:00:00",,"5","50","création de la station Etagnac aval suite à la construction d'une centrale hydroélectrique
installation et aménagement fournis par M. Coger gestionnaire de la micro-centrale
",,"10/18/13 11:28:00","10/18/13 11:28:00"
129,71,"12/17/15 10:00:00","12/17/15 13:00:00","5","50","Enlèvement souche située à 15 m en aval de la section
Dégagement d'embâcles bloqués par le seuil situé à environ 80 m en aval","11/28/16 15:00:00","11/28/16 15:01:00","11/28/16 15:00:00"
130,82,"10/25/11 00:00:00",,"5","50","nivellement zéro échelle : 496.93",,"10/26/11 13:29:00","10/26/11 13:29:00"
131,82,"01/01/20 00:00:00",,"5","50","creation station",,"01/17/13 11:00:00","01/17/13 11:00:00"
132,82,"01/01/61 00:00:00",,"3","30","mise en place limnigraphe",,"01/17/13 11:00:00","01/17/13 11:00:00"
133,82,"09/23/76 00:00:00",,"2","25","changement d'emplacement de la station 40m en amont avec la meme cote à l'echelle",,"01/17/13 11:20:00","01/17/13 11:01:00"
134,82,"09/01/82 00:00:00",,"5","50","importants travaux de curage dans le lit de la rivière",,"01/17/13 11:01:00","01/17/13 11:01:00"
135,82,"09/17/84 00:00:00",,"3","30","refection compléte de la station
mise en place échelle de basses eaux",,"01/17/13 11:19:00","01/17/13 11:02:00"
136,82,"07/29/81 00:00:00",,"3","30","mise en place 1/10è",,"01/17/13 11:17:00","01/17/13 11:17:00"
137,82,"08/31/84 00:00:00","09/26/84 00:00:00","5","50","changement d'échelle",,"01/17/13 11:19:00","01/17/13 11:19:00"
138,82,"01/03/89 00:00:00",,"5","50","marquage du pont",,"01/17/13 11:20:00","01/17/13 11:20:00"
139,82,"04/04/01 00:00:00",,"3","31","mise ne place et en marche d'un cyr 2 donde 4m",,"01/17/13 11:21:00","01/17/13 11:21:00"
140,82,"02/03/12 00:00:00","02/14/12 00:00:00","1","17","gel du cours d'eau
données estimées",,"03/11/13 12:46:00","03/11/13 12:46:00"
141,83,"10/25/11 00:00:00",,"5","50","nivellement zéro échelle : 440.92",,"10/26/11 13:30:00","10/26/11 13:30:00"
142,83,"01/01/19 00:00:00",,"3","32","creation de la station",,"01/17/13 10:53:00","01/17/13 10:53:00"
143,83,"01/03/89 00:00:00",,"5","50","marquage du pont",,"01/17/13 11:22:00","01/17/13 11:22:00"
144,83,"04/04/01 00:00:00",,"3","31","mise en place et en marche d'un Cyr2 avec sonde de 4m",,"01/17/13 11:22:00","01/17/13 11:22:00"
145,83,"02/02/12 00:00:00","02/24/12 00:00:00","1","17","gel du cours d'eau",,"04/24/13 11:48:00","04/24/13 11:48:00"
146,83,"04/30/12 14:30:00",,"2","21",,,"04/24/13 13:47:00","04/24/13 13:47:00"
147,84,"02/24/93 00:00:00",,"5","50","creation station",,"01/17/13 10:52:00","01/17/13 10:52:00"
148,84,"02/24/93 00:00:00",,"3","30","mise en place d'un LPN + panneau solaire",,"01/17/13 11:23:00","01/17/13 10:52:00"
149,84,"08/01/95 00:00:00",,"2","26","changement du niveau du plan d'eau à cause de la réfection de l'écluse en aval de la station",,"01/17/13 10:53:00","01/17/13 10:53:00"
150,84,"09/14/93 00:00:00","09/16/93 00:00:00","5","50","changement d'échelle de 0 à 3m (madrier 12cm)",,"01/17/13 11:23:00","01/17/13 11:23:00"
151,84,"03/16/95 00:00:00",,"3","30","installation ligne téléphonie quet prise téléphonique dans la cabine",,"01/17/13 11:24:00","01/17/13 11:24:00"
152,84,"04/20/95 00:00:00",,"5","50","installation prise de terre",,"01/17/13 11:24:00","01/17/13 11:24:00"
153,84,"06/12/12 00:00:00","06/13/12 00:00:00","4","40","perte de données reconstituées en QMJ",,"04/03/13 14:19:00","04/03/13 14:19:00"
154,84,"02/04/12 00:00:00","02/17/12 00:00:00","1","17","gel du cours d'eau",,"04/03/13 14:36:00","04/03/13 14:36:00"
155,84,"12/27/12 00:00:00",,"2","21","détarage suite à la crue de dec 2012",,"12/11/13 17:30:00","12/11/13 17:30:00"
156,85,"01/01/24 00:00:00",,"5","50","creation station",,"01/17/13 11:03:00","01/17/13 11:03:00"
157,85,"01/01/53 00:00:00",,"3","30","mise en place limnigraphe",,"01/17/13 11:03:00","01/17/13 11:03:00"
158,85,"08/05/88 00:00:00",,"5","50","remplacement échelle",,"01/17/13 11:30:00","01/17/13 11:30:00"
159,85,"10/27/88 00:00:00",,"5","50","marquage pont",,"01/17/13 11:30:00","01/17/13 11:30:00"
160,86,"01/01/24 00:00:00",,"5","50","creation station",,"01/17/13 11:02:00","01/17/13 11:02:00"
161,86,"10/05/62 00:00:00",,"3","30","mise en place limnigraphe",,"01/17/13 11:02:00","01/17/13 11:02:00"
162,86,"10/27/88 00:00:00",,"5","50","marquage pont",,"01/17/13 11:29:00","01/17/13 11:29:00"
163,86,"06/28/88 00:00:00",,"5","50","changement d'échelle",,"01/17/13 11:29:00","01/17/13 11:29:00"
164,86,"05/10/95 00:00:00",,"5","50","mise en place de 2m d'échelle",,"01/17/13 11:30:00","01/17/13 11:30:00"
165,86,"02/02/12 00:00:00","02/22/12 00:00:00","1","17","gel des rivières",,"04/09/13 15:50:00","04/09/13 15:50:00"
166,87,"12/25/73 00:00:00",,"2","21","Modification en basses eaux.",,,
167,87,"06/17/76 00:00:00",,"2","24","Constat sur le limni d'une augmentation du niveau de 2cm
Modification en basses eaux.",,,
168,87,"06/04/77 00:00:00",,"2","20","Pose d'une échelle provisoire pour la période des travaux de réfection du pont.
Le ""0"" de l'échelle provisoire est à -0,35m par rapport à celui d'origine.",,,
169,87,"10/24/77 00:00:00",,"2","20","Fin des travaux de réfection du pont.
Pose d'une échelle définitive sur la pile centrale du pont. Le ""0"" de l'échelle est à -0,425m par rapport à celui d'origine.",,,
170,87,"05/02/79 00:00:00",,"2","26","Modification en basses eaux.",,,
171,87,"05/23/77 00:00:00",,"5","50","Démontage du limnigraphe pour la réfection du pont.",,,
172,87,"05/23/77 00:00:00","06/03/77 00:00:00","4","43","Les débits ont été calculés d'après les hauteurs lus directement à l'échelle",,,
173,87,"08/21/77 00:00:00","08/22/77 00:00:00","1","11","Reconstitution des débits par interpolation",,,
174,87,"09/10/79 00:00:00",,"2","26","Retour sur la courbe antérieur au 1/05/1979",,,
175,87,"09/13/83 00:00:00",,"2","20","Changement de colonne PVC et déplacement de l'échelle. Elle se trouve fixée maintenant sur la colonne PVC.
Le ""0"" de l'échelle est à +0,46m par rapport à l'ancien emplacement.
Série de photos.",,,
176,87,"03/01/83 00:00:00",,"5","50","Série de photos de la station.",,,
177,87,"12/17/84 00:00:00",,"2","24","Recalibrage de la section",,,
178,87,"01/01/88 00:00:00",,"2","26",,,,
179,87,"02/04/03 00:00:00",,"2","21","Modification en basses eaux.",,,
180,87,"08/03/04 11:15:00",,"3","32","changement de centrale et modem pour une Alcyr2",,,
181,87,"09/21/04 00:00:00",,"5","50","Changement du support de l'échelle, remise à la même altitude",,,
182,87,"08/07/03 12:44:00",,"5","50","changements de piles",,,
183,87,"07/28/04 14:15:00",,"5","50","réinitialisation car panne centrale",,,
184,87,"08/03/04 11:15:00",,"5","50","changement centrale et modem

",,,
185,87,"09/21/04 11:00:00",,"5","50","changement échelle et planche, recalage",,,
186,87,"10/11/04 13:35:00",,"5","50","changement de piles",,,
187,87,"12/28/05 11:40:00",,"3","32","pas d'évènement ce jour",,,
188,87,"12/29/05 14:14:00",,"3","32","pas d'évènement ce jour",,,
189,87,"09/07/04 00:00:00",,"5","50","PHOTOS",,,
190,87,"12/06/12 14:45:00",,"5","50","nivellement zéro échelle : 121.444",,"02/07/13 13:12:00","02/07/13 13:12:00"
191,87,"01/18/00 00:00:00",,"3","32","Changement complet d'équipement neuf - Centrale-Modem-Armoire après une succession de pannes.",,,
192,87,"04/11/00 00:00:00",,"3","32","Changement de modem - Défaut de télétransmission",,,
193,87,"06/27/00 00:00:00",,"5","50","Nettoyage préventif de la sonde.",,,
194,87,"08/21/00 07:45:00","08/24/00 11:25:00","1","13",,,,
195,87,"05/01/69 12:00:00",,"5","50","Mise en service de la station",,,
196,87,"12/30/70 00:00:00",,"5","50","1ères données hauteurs rentrées sur la base HYDRO",,,
197,87,"08/01/73 00:00:00",,"2","24","Pose d'une conduite AEP en aval du pont des Forges, le 31juillet 1973
Modification des basses eaux.",,,
198,87,"02/15/90 00:00:00",,"2","21","Modification en basses eaux.",,,
199,87,"03/20/95 00:00:00",,"2","21","Modification en basses eaux suite aux crues succéssives de l'hiver 94-95",,,
200,87,"11/21/91 13:00:00",,"3","30","Changement du limnigraphe OTTXX par une centrale d'acquisition télétransmise CR2M avec un capteur USi ",,,
201,87,"09/26/96 00:00:00",,"5","50","Démontage de la colonne de 300mm et changement du support de l'échelle.
L'échelle a été remise au même emplacement et à la même cote.",,,
202,87,"11/09/99 16:00:00","11/24/99 16:00:00","1","11","changement centrale (5274 -> 3300)",,,
203,87,"07/23/98 14:00:00","08/04/98 12:00:00","1","11",,,,
204,87,"01/03/97 00:00:00","01/09/97 00:00:00","4","42","Température très basses(-5 à -10°), eau gelée dans le tube.",,,
205,87,"12/23/96 09:00:00","12/26/96 15:30:00","1","11",,,,
206,87,"01/03/01 15:00:00",,"5","50","Nettoyage de la sonde en préventif.",,,
207,87,"05/09/96 00:00:00",,"5","50","nettoyage sonde",,,
208,87,"03/06/97 00:00:00",,"5","50","nettoyage sonde",,,
209,87,"04/03/97 00:00:00",,"5","50","nettoyage sonde",,,
210,87,"02/04/99 00:00:00",,"5","50","nettoyage sonde
Photos",,,
211,87,"07/12/99 00:00:00",,"3","31","remplacement de sonde",,,
212,87,"09/15/99 00:00:00",,"5","50","nettoyage sonde",,,
213,87,"10/13/99 00:00:00",,"5","50","reset",,,
214,87,"12/16/99 00:00:00",,"3","32","changement centrale (3300 -> 4481)",,,
215,87,"07/17/76 00:00:00",,"2","26",,,,
216,87,"11/24/77 00:00:00",,"2","26",,,,
217,87,"05/29/01 00:00:00",,"5","50","nettoyage sonde",,,
218,87,"02/10/99 00:00:00",,"5","50","Photos",,,
219,87,"01/08/02 00:00:00",,"5","50","Nettoyage de la sonde en préventif",,,
220,87,"05/30/02 00:00:00",,"5","50","Nettoyage de la sonde",,,
221,87,"08/27/02 00:00:00",,"5","50","Changement de dispositif PVC (support de la sonde)",,,
222,87,"05/01/01 16:00:00",,"2","21","Modification en basses et moyennes eaux.",,,
223,89,"10/01/71 12:00:00",,"5","50","mise en service de la station",,"08/08/12 15:58:00","08/08/12 15:58:00"
224,89,"02/02/12 00:00:00","02/13/12 00:00:00","1","17","gel du cours d'eau",,"06/17/13 16:17:00","06/17/13 16:17:00"
225,89,"12/18/11 00:00:00",,"2","21","détarage suite à la crue de dec 2011",,"12/11/13 17:00:00","12/11/13 17:00:00"
281,92,"01/01/81 00:00:00",,"5","50","station hydrométrique installée en partenariat avec la compagnie minière Dong-Trieu",,"10/15/13 11:21:00","10/15/13 11:21:00"
322,102,"10/11/79 00:00:00","11/24/92 00:00:00","5","50","creation station",,"01/17/13 11:04:00","01/17/13 11:04:00"
323,102,"10/10/91 00:00:00",,"2","24","creation d'un seuil de controle par la DTG Brive",,"01/17/13 11:04:00","01/17/13 11:04:00"
324,102,"11/24/92 00:00:00",,"5","50","mise en place nouvelle station dans la retenue",,"01/17/13 11:04:00","01/17/13 11:04:00"
325,102,"10/11/79 00:00:00",,"3","30","mise en place d'un limnigraphe",,"01/17/13 11:05:00","01/17/13 11:05:00"
326,102,"10/27/88 00:00:00",,"5","50","marquagep ont",,"01/17/13 11:33:00","01/17/13 11:33:00"
327,102,"10/18/89 00:00:00",,"5","50","changement d'échelle de 0 à 2 m",,"01/17/13 11:34:00","01/17/13 11:34:00"
328,102,"03/28/91 00:00:00",,"3","32","changement mouvement d'horlogerie",,"01/17/13 11:34:00","01/17/13 11:34:00"
329,102,"09/19/96 00:00:00",,"5","50","changement troncon d'échelle de 1m",,"01/17/13 11:34:00","01/17/13 11:34:00"
330,102,"03/05/13 00:00:00",,"5","50","travaux sur les vannes du barrage
niveau du barrage maintenu bas ",,"03/11/13 11:23:00","03/11/13 11:23:00"
331,105,"05/09/84 00:00:00","05/10/84 00:00:00","5","50","remplacement échelle et planche",,"01/17/13 11:27:00","01/17/13 11:27:00"
332,105,"03/27/84 00:00:00","03/29/84 00:00:00","5","50","changement échelle",,"01/17/13 11:27:00","01/17/13 11:27:00"
333,105,"07/07/87 00:00:00",,"5","50","reparation échelle basses eaux",,"01/17/13 11:28:00","01/17/13 11:28:00"
334,105,"07/11/90 00:00:00",,"3","30","mise en place hydrologic SA",,"01/17/13 11:28:00","01/17/13 11:28:00"
335,105,"06/24/92 00:00:00",,"3","31","mise en place d'un LPN8 et de la prise de pression",,"01/17/13 11:28:00","01/17/13 11:28:00"
336,105,"10/25/12 00:00:00",,"2","24","suppression du petit batardeau en RG",,"01/17/13 14:50:00","01/17/13 14:48:00"
337,105,"09/25/12 00:00:00",,"2","24","suppression du batardeau RG pour en mettre un petit pour realiser les passes à poissons et a canoes",,"01/17/13 14:48:00","01/17/13 14:48:00"
338,105,"08/15/12 00:00:00",,"2","24","mise en place d'un batardeau RG",,"01/17/13 14:49:00","01/17/13 14:49:00"
339,105,"07/09/12 00:00:00",,"2","24","mise en place batardeau RD",,"01/17/13 14:49:00","01/17/13 14:49:00"
340,105,"08/13/12 00:00:00","08/16/12 00:00:00","4","40","reconstitution des QMJ à partir de Verneuil, chaillac et St junien",,"04/18/13 10:22:00","04/18/13 10:21:00"
341,105,"01/08/14 00:00:00",,"5","50","mise en route centrale hydroélectrique",,"01/28/14 17:21:00","01/28/14 17:21:00"
342,105,"07/09/12 00:00:00","08/14/12 00:00:00","5","50","travaux de réfection du seuil
mise en place d'un batardeau en RD 
début de la démolition : 10/08/2012",,"08/28/12 09:55:00","08/28/12 09:55:00"
343,105,"08/15/12 00:00:00","09/25/12 00:00:00","5","50","travaux de réfection du seuil
mise en place d'un batardeau en RG
batardeau terminé le 17/08/2012",,"01/10/13 14:28:00","08/28/12 09:56:00"
344,105,"06/27/12 00:00:00","07/08/12 00:00:00","4","40","reconstition des QJ à partir de verneuil chaillac et st junien",,"01/17/13 14:46:00","01/10/13 14:27:00"
345,105,"09/25/12 00:00:00","10/25/12 00:00:00","5","50","travaux de réfection du seuil
suppression du batardeau en RG et mise en place d'un nouveau batardeau plus petit en RG pour realiser les passes à poissons et a canoes
",,"01/10/13 14:29:00","01/10/13 14:29:00"
346,105,"01/01/68 00:00:00",,"5","50","creation de la station",,"01/17/13 10:49:00","01/17/13 10:49:00"
347,105,"10/27/88 00:00:00",,"5","50","marquage du pont",,"01/17/13 11:27:00","01/17/13 11:27:00"
348,117,"12/06/12 00:00:00",,"5","50","nivellement du zéro d'échelle : 430.849
",,"01/23/13 09:22:00","01/23/13 09:22:00"
349,122,"10/27/88 00:00:00",,"5","50","marquage du pont",,"01/17/13 08:41:00","01/17/13 08:41:00"
350,122,"05/03/89 00:00:00",,"3","32","changement du mouvement d'horlogerie",,"01/17/13 08:42:00","01/17/13 08:42:00"
351,122,"06/05/91 00:00:00",,"3","32","changement d'échelle de basse eau de 0 à 1m",,"01/17/13 08:43:00","01/17/13 08:43:00"
352,122,"12/06/12 00:00:00",,"5","50","nivellement zéro échelle : 83.75",,"02/06/13 15:27:00","02/06/13 15:27:00"
353,134,"01/01/11 00:00:00","12/31/18 00:00:00","5","50","Réfection du pont de Chinon notamment du radier et des soubassements des piles rive droite",,"10/26/18 14:30:00","10/26/18 14:29:00"
354,139,"01/01/08 00:00:00",,"2","20","déplacement du zéro de l'échelle par les agents de maintenance de + 43.5 cm le 29 avril 2008",,"02/24/14 14:25:00","02/19/14 13:51:00"
355,142,"01/01/14 00:00:00","04/01/14 00:00:00","4","40",,,"04/04/14 10:16:00","04/04/14 10:16:00"
356,97,"01/01/00 00:00:00",,"2","21","Modification en basses eaux constatée à l'étiage 2000.",,,
357,97,"09/12/00 15:00:00",,"5","50","visite au seuil situé 700m en aval de la station. le seuil n'est pas encombré.",,,
358,97,"04/13/00 00:00:00",,"3","32","Installation d'une alimentation solaire.",,,
359,97,"10/09/97 15:30:00",,"5","50","Mise en service.",,,
360,97,"01/29/98 11:15:00",,"5","50","Nivellement du ""0"" de l'échelle avec comme point repère le coin RD de la pointe amont de la pile centrale (Croquis dans le dossier station).
La cote du ""0"" est de -0,964m par rapport au repère.
photos",,,
361,97,"03/01/99 00:00:00",,"5","50","Visite sur le seuil aval, il n'y a pas de dépot.
Photos de la station (amont et aval du pont)",,,
362,97,"09/24/99 00:00:00",,"5","50","Visite sur le seuil aval, il n'y a pas de dépot.",,,
363,97,"03/31/99 00:00:00",,"5","50","Nettoyage de la section de mesure, Ht avant 625mm après 615mm.",,,
364,97,"04/27/98 00:00:00",,"5","50","embacle retirée",,,
365,97,"11/18/99 00:00:00",,"5","50","nettoyage sonde. Dépot de sable passe gauche",,,
366,97,"04/08/98 00:00:00",,"5","50","Photos",,,
367,97,"12/27/99 00:00:00",,"5","50","Photos de la crue à la station",,,
368,97,"05/15/98 00:00:00",,"2","26",,,,
369,97,"01/16/01 00:00:00",,"5","50","nettoyage pilier central du pont.",,,
370,97,"09/26/02 00:00:00",,"5","50","nettoyage du contrôle. Baisse de 15mm du niveau d'eau.",,,
371,97,"01/01/98 00:00:00","04/30/98 00:00:00","5","50","Mesures moyennes et hautes eaux à 3,5 kms en aval de la station, au lieu-dit : Beauvais",,,
372,97,"02/01/99 00:00:00",,"5","50","Découverte d'un seuil en grosses pierres encombrées de branches et autres détritus à 750 mètres en aval de la station.",,,
373,97,"04/27/99 00:00:00",,"5","50","Seuil aval 700 mètres propre.",,,
374,97,"08/13/03 00:00:00",,"5","50","Nettoyage sonde.",,,
375,97,"10/17/05 00:00:00",,"5","50","Levé par géomètre pour un projet de la céation d'un seuil de contrôle -Altitude du ""0"" de l'échelle: 36.59m",,,
376,97,"05/28/04 00:00:00",,"2","24","Nettoyage du contrôle",,,
377,97,"10/14/04 00:00:00",,"2","26","Période influençée  par emcombrement du lit en aval du seuil suite aux crues où dépôts sur le seuil aval (700m).",,,
378,97,"03/28/05 00:00:00",,"2","26","retour au contrôle sans influence",,,
379,97,"04/14/05 14:46:00",,"5","50","nettoyage du seuil",,,
380,97,"05/10/05 11:00:00",,"5","50","nettoyage du radier (barrage de pierre)",,,
381,97,"07/28/05 13:50:00",,"5","50","emcombrement volontaire dans le buse gauche",,,
382,97,"08/11/05 14:25:00",,"3","32","changement de centrale",,,
383,97,"11/24/05 10:54:00",,"3","32","Enlèvement de matériel CR2M contre de l'ALCYR.",,,
384,97,"12/09/05 15:14:00",,"5","50","influence aval",,,
385,97,"04/21/04 00:00:00",,"5","50","PHOTOS",,,
386,97,"08/31/04 00:00:00",,"5","50","PHOTOS",,,
387,97,"09/13/04 00:00:00",,"5","50","PHOTOS",,,
388,97,"05/09/05 00:00:00",,"5","50","PHOTOS barrage sauvage",,,
389,97,"04/24/06 00:00:00",,"5","50","Photos (eutrophysation du lit)",,,
390,97,"03/04/06 00:00:00","01/05/07 00:00:00","5","50","Influence aval très variable - la végétation aquatique dans le lit était particulièrement importante cette année 2006.",,"06/15/07 09:33:00","06/15/07 09:33:00"
391,97,"03/22/06 14:55:00",,"5","50","Embâcle sur le contrôle - nettoyage",,"06/15/07 09:34:00","06/15/07 09:34:00"
392,97,"12/07/06 15:48:00",,"5","50","Nettoyage du contrôle",,"06/15/07 09:38:00","06/15/07 09:38:00"
393,97,"01/15/07 00:00:00",,"5","50","Constat d'un écoulement enfin sans influence",,"06/15/07 09:40:00","06/15/07 09:40:00"
