noct,nopt,h,q
1531,3,100,0.16
1531,4,200,0.40000001
1531,5,300,0.69999999
1531,6,400,1.05
1531,7,500,1.45
1531,8,600,1.9
1531,9,1200,5.5
1531,10,1400,6.8000002
1531,11,1800,10
1531,12,2100,13
1531,13,2400,16.9
1531,14,2600,19
1535,1,100,0.15000001
1535,2,130,0.34999999
1535,3,150,0.54000002
1535,4,200,1
1535,5,400,3.2
1535,6,750,7.0799999
1535,7,1000,10
1535,8,2000,23
1538,1,500,0.69999999
1538,2,550,1
1538,3,600,1.35
1538,4,700,2.7
1538,5,800,4.5999999
1538,6,900,7
1538,7,1000,9.5
1538,8,1200,15.5
1538,9,1400,21.1
1538,10,1600,25.5
1538,11,1800,30
1538,12,2000,34.400002
1538,13,2400,45.599998
1538,14,2600,52
1543,1,200,0.13
1543,2,250,0.25
1543,3,300,0.40000001
1543,4,350,0.68000001
1543,5,400,1
1543,6,450,1.5
1543,7,500,2.0999999
1543,8,550,2.8499999
1543,9,600,3.5999999
1543,10,800,8
1543,11,1000,13
1543,12,1500,28
1544,1,980,0.34999999
1544,2,1000,0.5
1544,3,1020,0.74000001
1544,4,1050,1.16
1544,5,1100,2.0999999
1544,6,1150,3.3
1544,7,1200,4.5999999
1544,8,1250,6.5999999
1544,9,1500,17
1544,10,1700,30
1544,11,2000,54
1544,12,2400,98
1544,13,2800,150
1544,14,3200,210
1547,1,0,0.0099999998
1547,2,40,0.1
1547,3,80,0.23999999
1547,4,120,0.44
1547,5,160,0.68000001
1547,6,200,1
1547,7,250,1.5
1547,8,300,2.0999999
1547,9,350,3
1547,10,400,4.1999998
1547,11,500,7.1999998
1547,12,700,14
1560,1,150,0.090000004
1560,2,160,0.16
1560,3,170,0.23999999
1560,4,180,0.33000001
1560,5,190,0.43000001
1560,6,200,0.55000001
1560,7,250,1.15
1560,8,300,1.8
1560,9,350,2.7
1560,10,400,3.8
1560,11,500,6.6999998
1560,12,600,10
1560,13,700,14
1563,1,100,0.02
1563,2,200,0.63999999
1563,3,500,3.4000001
1563,4,1700,13
1563,5,1800,14
1563,6,2000,17
1563,7,2200,21
1563,8,2400,28
1563,9,2600,40
1563,10,2800,66
1570,1,200,0.16
1570,2,220,0.34
1570,3,250,0.69999999
1570,4,300,1.5
1570,5,400,3.5
1570,6,600,8.3000002
1570,7,700,11
1570,8,800,14
1570,9,1400,32
1578,1,450,1
1578,2,500,1.5
1578,3,600,2.7
1578,4,700,4.6999998
1578,5,800,7
1578,6,900,10
1578,7,1000,13
1578,8,1200,18.5
1578,9,1400,23
1578,10,1600,27
1578,11,2000,35
1578,12,2200,40
1578,13,3000,64
1578,14,3500,80
1578,15,4000,100
1605,1,150,0.050000001
1605,2,200,0.1
1605,3,250,0.25
1605,4,300,0.55000001
1605,5,350,1.15
1605,6,400,1.9
1605,7,500,3.9000001
1605,8,600,6.5999999
1605,9,700,10.6
1605,10,900,21
1605,11,1300,45
1605,12,1700,73
1605,13,2100,105
1605,14,2500,145
1607,1,60,0.015
1607,2,90,0.029999999
1607,3,130,0.059999999
1607,4,150,0.090000004
1607,5,200,0.19
1607,6,250,0.31999999
1607,7,300,0.55000001
1607,8,400,1.25
1607,9,500,2.2
1607,10,600,3.4000001
1607,11,700,4.9000001
1607,12,800,6.5
1607,13,1000,10.5
1634,1,550,0.64999998
1634,2,600,1
1634,3,650,1.5
1634,4,700,2.2
1634,5,720,2.5
1634,6,750,3.25
1634,7,800,4.8000002
1634,8,900,8
1634,9,1000,12.6
1634,10,1300,27
1634,11,1500,39
1634,12,1800,75
1634,13,2000,105
1634,14,2200,140
1640,1,50,0.2
1640,2,100,0.30000001
1640,3,150,0.55000001
1640,4,200,0.85000002
1640,5,250,1.2
1640,6,350,2.0999999
1640,7,450,3.0999999
1640,8,700,7
1640,9,900,11
1640,10,1100,17
1640,11,1300,24
1640,12,1500,32
1655,1,40,0.045000002
1655,2,70,0.059999999
1655,3,100,0.090000004
1655,4,151,0.198
1655,5,200,0.33700001
1655,6,300,0.67000002
1655,7,400,1.05
1655,8,600,2.0999999
1655,9,800,3.3
1655,10,1000,4.6999998
1655,11,1500,8.1999998
1655,12,2000,13.2
1655,13,2400,19.5
1663,1,50,0.40000001
1663,2,100,0.80000001
1663,3,150,1.5
1663,4,200,2.5
1663,5,250,3.8
1663,6,300,5.5
1663,7,400,10
1663,8,500,15.5
1663,9,600,23
1663,10,800,43
1663,11,1100,79
1663,12,1300,105
1667,1,200,0.1
1667,2,250,0.28
1667,3,300,0.63
1667,4,350,1.25
1667,5,400,2
1667,6,500,4
1667,7,600,6.5
1667,8,700,10
1667,9,900,19
1667,10,1100,28
1667,11,1200,33
1667,12,1300,39
1667,13,1500,53
1667,14,1600,61
1671,1,450,0.1
1671,2,500,0.22
1671,3,530,0.38
1671,4,550,0.56
1671,5,600,1.2
1671,6,700,2.7
1671,7,800,4.5
1671,8,900,6.6999998
1671,9,1000,9.5
1671,10,1200,15.5
1671,11,1400,21.1
1671,12,1600,25.5
1671,13,1800,30
1671,14,2000,34.400002
1671,15,2400,45.599998
1671,16,2600,52
1673,1,100,0.055
1673,2,150,0.13
1673,3,200,0.30000001
1673,4,250,0.5
1673,5,300,0.80000001
1673,6,400,1.5
1673,7,450,1.9
1673,8,550,3.2
1673,9,600,4.0999999
1673,10,800,8.5
1673,11,1000,13.5
1673,12,1200,19
1674,1,50,0.079999998
1674,2,80,0.125
1674,3,150,0.31999999
1674,4,200,0.57999998
1674,5,250,0.87
1674,6,300,1.2
1674,7,800,7
1674,8,1700,13
1674,9,1800,14
1674,10,2000,17
1674,11,2200,21
1674,12,2400,28
1674,13,2600,40
1674,14,2800,66
1674,15,3100,114
3245,1,350,0.34
3245,2,380,0.40000001
3245,3,420,0.51999998
3245,4,500,0.80000001
3245,5,540,1
3245,6,580,1.24
3245,7,600,1.4
3245,8,800,3.2
3245,9,1000,6.1999998
3245,10,1400,14
3612,1,200,0.193
3612,2,223,0.193
3612,3,247,0.26899999
3612,4,273,0.48699999
3612,5,292,0.59200001
3612,6,313,0.78200001
3612,7,336,1
3612,8,359,1.21
3612,9,407,1.97
3612,10,454,2.6500001
1680,1,50,0.050000001
1680,2,70,0.079999998
1680,3,90,0.12
1680,4,120,0.19499999
1680,5,130,0.22499999
1680,6,140,0.25999999
1680,7,170,0.38
1680,8,200,0.54000002
1680,9,220,0.64999998
1680,10,250,0.85000002
1680,11,280,1.05
1680,12,300,1.2
1680,13,320,1.4
1680,14,350,1.7
1680,15,400,2.2
1680,16,500,3.3
1682,1,100,0.090000004
1682,2,120,0.12
1682,3,150,0.18000001
1682,4,200,0.30000001
1682,5,300,0.69999999
1682,6,400,1.15
1682,7,500,1.7
1682,8,600,2.3
1682,9,650,2.5999999
1682,10,700,3
1682,11,800,3.9000001
1682,12,900,5.0999999
1682,13,1000,6.5
1682,14,1300,11
1690,1,210,0.0049999999
1690,2,230,0.025
1690,3,260,0.075999998
1690,4,400,0.44
1690,5,600,1.2
1693,1,150,0.23
1693,2,200,0.31999999
1693,3,250,0.43000001
1693,4,300,0.64999998
1693,5,350,0.89999998
1693,6,600,2.1500001
1700,1,150,0.22499999
1700,2,200,0.375
1700,3,250,0.60000002
1700,4,300,0.89999998
1700,5,400,1.8
1700,6,600,3.8
1700,7,800,6
1700,8,1000,8.6000004
1700,9,1200,11.6
1700,10,1600,18.4
1700,11,1800,22.4
1702,1,80,0
1702,2,120,0.059999999
1702,3,160,0.18000001
1702,4,200,0.38
1702,5,300,1.4
1702,6,400,3
1702,7,500,5.1999998
1702,8,600,8.1999998
1702,9,700,13.2
1702,10,1000,36
1702,11,1800,100
1702,12,2500,163
1702,13,3000,213
1702,14,3500,268
1705,1,30,0
1705,2,200,0.50999999
1705,3,400,1.55
1705,4,500,2.3499999
1705,5,600,3.3
1705,6,700,4.4000001
1713,1,200,0.13
1713,2,250,0.23999999
1713,3,300,0.43000001
1713,4,350,0.72000003
1713,5,400,1.1
1713,6,450,1.6
1713,7,500,2.0999999
1713,8,550,2.8499999
1713,9,600,3.5999999
1713,10,800,8
1713,11,1000,13
1713,12,1500,28
1725,1,450,0.89999998
1725,2,500,1.4
1725,3,600,2.5999999
1725,4,700,4.5999999
1725,5,800,7
1725,6,900,9.5
1725,7,1000,12
1725,8,1500,25
1725,9,2000,40
1725,10,2800,65
1725,11,3200,80
1725,12,3700,100
1725,13,4000,112
1733,1,80,0
1733,2,120,0.079999998
1733,3,180,0.25999999
1733,4,250,0.61000001
1733,5,290,0.88999999
1733,6,370,1.6900001
1733,7,450,2.6500001
1733,8,480,3.0999999
1733,9,520,3.8
1733,10,600,5.4000001
1733,11,680,7.4000001
1733,12,800,11
1733,13,900,15
1733,14,1400,40
1733,15,1800,58
1733,16,2200,72
1733,17,2500,84
1735,1,150,0.050000001
1735,2,200,0.090000004
1735,3,250,0.19
1735,4,300,0.44
1735,5,350,1.1
1735,6,400,1.9
1735,7,500,3.9000001
1735,8,600,6.5999999
1735,9,700,10.6
1735,10,900,21
1735,11,1300,45
1735,12,1700,73
1735,13,2100,105
1735,14,2500,145
1737,1,30,0.0049999999
1737,2,50,0.0099999998
1737,3,60,0.017999999
1737,4,80,0.045000002
1737,5,100,0.090000004
1737,6,140,0.2
1737,7,160,0.30000001
1737,8,200,0.54000002
1737,9,250,0.88999999
1737,10,280,1.13
1737,11,310,1.4
1737,12,500,3.8
1737,13,600,5.5
1737,14,800,9.5
1737,15,1000,13.9
1737,16,1200,19.1
1739,1,980,0.34999999
1739,2,1000,0.5
1739,3,1020,0.68000001
1739,4,1050,1.1
1739,5,1100,2
1739,6,1150,3
1739,7,1200,4.4000001
1739,8,1250,6.5999999
1739,9,1500,18
1739,10,1700,32
1739,11,2000,56
1739,12,2400,98
1739,13,2800,150
1739,14,3200,210
1741,1,80,0.02
1741,2,100,0.035
1741,3,120,0.055
1741,4,150,0.1
1741,5,200,0.22
1741,6,250,0.43000001
1741,7,300,0.69999999
1741,8,400,1.4
1741,9,450,1.9
1741,10,550,3.2
1741,11,600,4.0999999
1741,12,800,8.5
1741,13,1000,13.5
1741,14,1200,19
1741,15,1400,25
1741,16,1600,32
1741,17,1800,39
1744,1,150,0.14
1744,2,200,0.28
1744,3,250,0.5
1744,4,300,0.83999997
1744,5,400,1.7
1744,6,600,3.8
1744,7,800,6
1744,8,1000,8.6000004
1744,9,1200,11.6
1744,10,1600,18.4
1744,11,1800,22.4
1746,1,200,0.050000001
1746,2,250,0.17
1746,3,300,0.37
1746,4,350,0.61000001
1746,5,400,0.95999998
1746,6,450,1.45
1746,7,500,2.0999999
1746,8,550,2.8499999
1746,9,600,3.5999999
1746,10,800,8
1746,11,1000,13
1746,12,1500,28
1750,1,200,0.1
1750,2,250,0.28
1750,3,300,0.80000001
1750,4,400,2
1750,5,500,4
1750,6,600,6.5
1750,7,700,10
1750,8,900,19
1750,9,1100,28
1750,10,1200,33
1750,11,1300,39
1750,12,1500,53
1750,13,1800,77
1752,1,450,0.69999999
1752,2,500,0.95999998
1752,3,550,1.4
1752,4,600,2
1752,5,650,2.6500001
1752,6,700,3.3499999
1752,7,800,5.1399999
1752,8,900,7.5
1752,9,1000,10
1752,10,1200,15.5
1752,11,1800,30
1752,12,2600,52
1758,1,150,0.07
1758,2,200,0.23999999
1758,3,220,0.34
1758,4,250,0.63
1758,5,300,1.3
1758,6,400,3.0999999
1758,7,600,8.1999998
1758,8,700,11
1758,9,800,14
1758,10,1400,32
1762,1,350,0.039999999
1762,2,400,0.40000001
1762,3,450,0.76999998
1762,4,500,1.2
1762,5,600,2.2
1762,6,750,5.0999999
1762,7,1000,10
1762,8,1400,18
1762,9,1800,28
1762,10,2200,40
1764,1,100,0.28
1764,2,150,0.47999999
1764,3,180,0.69999999
1764,4,230,1.1
1764,5,280,1.6
1764,6,320,2.0999999
1764,7,370,2.9000001
1764,8,400,3.5
1764,9,500,5.9000001
1764,10,600,8.6000004
1764,11,900,18
1764,12,1250,30
1764,13,2000,60
1766,1,0,0.059999999
1766,2,50,0.11
1766,3,100,0.23999999
1766,4,150,0.44
1766,5,200,0.72000003
1766,6,250,1
1766,7,350,1.9
1766,8,450,3.0999999
1766,9,700,7
1766,10,900,11
1766,11,1100,17
1766,12,1300,24
1766,13,1500,32
1769,1,980,0.31
1769,2,1000,0.40000001
1769,3,1020,0.57999998
1769,4,1050,0.88
1769,5,1100,1.7
1769,6,1150,3
1769,7,1200,4.5999999
1769,8,1250,6.6999998
1769,9,1500,18
1769,10,1700,32
1769,11,2000,56
1769,12,2400,98
1769,13,2800,150
1769,14,3200,210
1771,1,140,0.145
1771,2,170,0.18000001
1771,3,180,0.2
1771,4,190,0.23
1771,5,200,0.266
1771,6,250,0.47
1771,7,350,0.88999999
1771,8,500,1.6
1777,1,450,0.41999999
1777,2,500,0.54000002
1777,3,550,0.80000001
1777,4,570,1
1777,5,600,1.35
1777,6,700,2.8
1777,7,800,4.6999998
1777,8,900,7
1777,9,1000,9.5
1777,10,1200,15.5
1777,11,1400,21.1
1777,12,1600,25.5
1777,13,1800,30
1777,14,2000,34.400002
1777,15,2400,45.599998
1777,16,2600,52
1782,1,60,0.0089999996
1782,2,80,0.015
1782,3,90,0.021
1782,4,130,0.057
1782,5,150,0.079999998
1782,6,200,0.17
1782,7,250,0.31
1782,8,300,0.51999998
1782,9,350,0.81999999
1782,10,400,1.2
1782,11,500,2.2
1782,12,600,3.4000001
1782,13,700,4.9000001
1782,14,800,6.5
1782,15,900,8.1999998
1782,16,1000,10
1782,17,1300,15.4
1786,1,50,0.050000001
1786,2,70,0.085000001
1786,3,90,0.14
1786,4,110,0.205
1786,5,150,0.375
1786,6,210,0.64999998
1786,7,250,0.88
1786,8,300,1.25
1786,9,350,1.7
1786,10,400,2.2
1786,11,500,3.3
1788,1,100,0.094999999
1788,2,120,0.13500001
1788,3,150,0.20999999
1788,4,200,0.37
1788,5,300,0.73000002
1788,6,400,1.2
1788,7,500,1.7
1788,8,600,2.3
1788,9,650,2.5999999
1788,10,700,3
1788,11,800,3.9000001
1788,12,900,5.0999999
1788,13,1000,6.5
1788,14,1300,11
1790,1,-40,0.62
1790,2,0,0.77999997
1790,3,50,1.1
1790,4,100,1.5
1790,5,170,2.1500001
1790,6,240,2.9000001
1790,7,402,5.1999998
1790,8,700,10
1790,9,1000,15
1790,10,1500,25
1790,11,2300,43
1792,1,-40,0.37
1792,2,0,0.67000002
1792,3,30,0.94999999
1792,4,60,1.25
1792,5,100,1.8
1792,6,150,2.5999999
1792,7,200,3.5
1792,8,250,4.8000002
1792,9,350,7.5999999
1792,10,400,9.3000002
1792,11,500,14
1792,12,600,21
1792,13,1000,54
1792,14,1200,72
1792,15,1400,91
1795,1,30,1.4
1795,2,70,1.6
1795,3,200,2.7
1795,4,290,3.7
1795,5,350,4.5999999
1795,6,600,10.3
1795,7,750,14.5
1795,8,1000,23
1795,9,1250,33
1795,10,1500,44
1795,11,1750,55
1795,12,2100,72
1798,1,160,0
1798,2,220,0.050000001
1798,3,270,0.18000001
1798,4,310,0.41999999
1798,5,350,0.74000001
1798,6,400,1.2
1798,7,500,2.2
1798,8,600,3.2
1798,9,700,4.4000001
1798,10,800,5.8000002
1798,11,900,7.3000002
1798,12,1000,9
1798,13,1400,17
1798,14,1800,27
1798,15,2500,48
1802,1,0,0.02
1802,2,20,0.039999999
1802,3,40,0.07
1802,4,60,0.14
1802,5,80,0.22
1802,6,120,0.40000001
1802,7,150,0.55000001
1802,8,200,0.94999999
1802,9,250,1.4
1802,10,300,2
1802,11,350,2.9000001
1802,12,400,4.1999998
1802,13,500,7.1999998
1802,14,700,14
1804,1,150,0.30000001
1804,2,180,0.47
1804,3,250,1
1804,4,330,2
1804,5,440,4
1804,6,540,6.5
1804,7,660,10
1804,8,900,19
1804,9,1100,28
1804,10,1200,33
1804,11,1300,39
1804,12,1500,53
1804,13,1800,77
1804,14,2100,101
1819,1,400,0.5
1819,2,450,0.89999998
1819,3,500,1.4
1819,4,600,2.5999999
1819,5,700,4.5999999
1819,6,800,7
1819,7,900,9.5
1819,8,1000,12
1819,9,1500,25
1819,10,2000,40
1819,11,2800,65
1819,12,3200,80
1819,13,3700,100
1819,14,4000,112
1821,1,400,0.72000003
1821,2,450,1.1
1821,3,500,1.6
1821,4,600,3
1821,5,700,5
1821,6,800,7.3000002
1821,7,1000,12.4
1821,8,1400,24.799999
1821,9,2500,60
1821,10,4000,112
1823,1,20,0.059999999
1823,2,50,0.1
1823,3,120,0.25999999
1823,4,170,0.50999999
1823,5,220,0.85000002
1823,6,260,1.2
1823,7,300,1.8
1823,8,400,3.5999999
1823,9,500,5.0999999
1823,10,600,6
1823,11,700,6.8000002
1823,12,1600,13
1823,13,1750,15
1823,14,1900,18
1823,15,2100,23
1823,16,2300,31
1823,17,2500,44
1823,18,2700,71
1823,19,3000,120
1830,1,-20,0
1830,2,0,0.014
1830,3,30,0.041000001
1830,4,70,0.085000001
1830,5,100,0.125
1830,6,150,0.2
1830,7,200,0.30000001
1830,8,300,0.60000002
1830,9,400,1.05
1830,10,600,2.0999999
1830,11,800,3.3
1830,12,1000,4.6999998
1830,13,1500,8.1999998
1830,14,2000,13.2
1830,15,2400,19.5
1836,1,350,0.14
1836,2,401,0.30700001
1836,3,450,0.56099999
1836,4,470,0.71100003
1836,5,500,0.97100002
1836,6,550,1.55
1836,7,600,2.3
1836,8,750,5.0999999
1836,9,1000,10
1836,10,1400,18
1836,11,1800,28
1836,12,2200,40
1838,1,100,0.029999999
1838,2,150,0.16
1838,3,170,0.23999999
1838,4,200,0.41
1838,5,250,0.92000002
1838,6,300,1.7
1838,7,400,3.8
1838,8,500,6.6999998
1838,9,600,10
1838,10,700,14
1841,1,450,0.5
1841,2,500,0.66000003
1841,3,560,1
1841,4,600,1.4
1841,5,700,2.9000001
1841,6,800,4.8000002
1841,7,1000,9.6000004
1841,8,1200,15.5
1841,9,1400,21
1841,10,1600,25.5
1841,11,2000,35
1841,12,2300,43
1841,13,2600,52
1845,1,-250,0.89999998
1845,2,-200,1.9
1845,3,-150,3.5
1845,4,-100,5.3000002
1845,5,0,9.3000002
1845,6,100,13.6
1845,7,300,23
1845,8,600,38
1845,9,1000,58
1845,10,2000,108
1845,11,3000,158
1849,1,50,0.094999999
1849,2,70,0.115
1849,3,90,0.17
1849,4,110,0.23
1849,5,150,0.40000001
1849,6,200,0.66299999
1849,7,300,1.3
1849,8,350,1.7
1849,9,400,2.2
1849,10,500,3.3
1851,1,100,0.085000001
1851,2,120,0.12
1851,3,150,0.19
1851,4,200,0.31999999
1851,5,300,0.73000002
1851,6,400,1.2
1851,7,500,1.7
1851,8,600,2.3
1851,9,650,2.5999999
1851,10,700,3
1851,11,800,3.9000001
1851,12,900,5.0999999
1851,13,1000,6.5
1851,14,1300,11
1854,1,110,0.059999999
1854,2,130,0.090000004
1854,3,150,0.14
1854,4,180,0.28
1854,5,200,0.43000001
1854,6,230,0.68000001
1854,7,250,0.89999998
1854,8,450,3.2
1854,9,800,7.3000002
1854,10,900,8.6000004
1854,11,1000,10
1854,12,1300,14
1854,13,2000,23
1860,1,98,0
1860,2,153,0.5
1860,3,202,1.23
1860,4,251,2.1199999
1860,5,300,3
1860,6,402,5.4299998
1860,7,500,7.9899998
1860,8,600,10.5
1860,9,900,21
1860,10,1800,57
1860,11,2700,102
1860,12,3000,120
1871,1,100,0.18000001
1871,2,150,0.44999999
1871,3,200,0.79000002
1871,4,250,1.2
1871,5,300,1.8
1871,6,400,3.3
1871,7,500,5.1999998
1871,8,550,6.4000001
1871,9,600,7.8000002
1871,10,650,9.3000002
1871,11,700,11
1871,12,900,19
1871,13,1100,29
1871,14,1300,41
1871,15,1500,55
1871,16,2000,95
1871,17,2500,140
1871,18,3000,185
1871,19,3200,205
1882,1,250,0.34999999
1882,2,300,0.44999999
1882,3,350,0.64999998
1882,4,400,0.94999999
1882,5,450,1.3
1882,6,500,1.7
1882,7,600,2.9000001
1882,8,800,6.3000002
1882,9,1000,10.3
1882,10,1200,15
1882,11,1400,20.4
1882,12,1600,26.5
1882,13,2000,41
1882,14,2400,60
1882,15,3000,90
1891,1,100,0.2
1891,2,120,0.30000001
1891,3,140,0.47999999
1891,4,180,1
1891,5,240,2.2
1891,6,300,4
1891,7,350,5.6999998
1891,8,400,7.5
1891,9,450,9.5
1891,10,500,12
1891,11,700,24
1891,12,800,31
1891,13,900,39
1891,14,1000,50
1891,15,1200,73
1899,1,400,0.68000001
1899,2,450,1
1899,3,500,1.5
1899,4,600,3.0999999
1899,5,700,5
1899,6,800,7.5
1899,7,900,10
1899,8,2000,41
1899,9,3000,75
1899,10,4000,112
1902,1,150,0.050000001
1902,2,200,0.125
1902,3,250,0.33500001
1902,4,300,0.68000001
1902,5,350,1.05
1902,6,410,2
1902,7,500,3.9000001
1902,8,600,6.5999999
1902,9,700,10.6
1902,10,900,21
1902,11,1300,45
1902,12,1700,73
1902,13,2100,105
1902,14,2500,145
1904,1,150,0.20999999
1904,2,180,0.25999999
1904,3,200,0.33000001
1904,4,250,0.56
1904,5,300,0.86000001
1904,6,400,1.7
1904,7,600,3.8
1904,8,800,6
1904,9,1000,8.6000004
1904,10,1200,11.6
1904,11,1600,18.4
1904,12,1800,22.4
1904,13,2000,26.4
1906,1,70,0.029999999
1906,2,120,0.19
1906,3,170,0.49000001
1906,4,200,0.79000002
1906,5,250,1.4
1906,6,300,2.2
1906,7,400,3.8
1906,8,500,4.8000002
1906,9,600,5.6999998
1906,10,800,7.5
1906,11,1600,13
1906,12,1750,15
1906,13,1900,18
1906,14,2100,23
1906,15,2300,31
1906,16,2500,44
1906,17,2700,71
1906,18,3000,120
1925,1,0,0.0099999998
1925,2,50,0.07
1925,3,100,0.18000001
1925,4,150,0.34999999
1925,5,200,0.58999997
1925,6,300,1.2
1925,7,350,1.7
1925,8,400,2.3
1925,9,500,3.9000001
1925,10,700,7.3000002
1925,11,900,11.5
1925,12,1100,17
1925,13,1300,24
1925,14,1500,32
1931,1,450,0.37
1931,2,500,0.51999998
1931,3,550,0.77999997
1931,4,600,1.35
1931,5,650,2
1931,6,700,2.9000001
1931,7,800,4.8000002
1931,8,1000,9.6000004
1931,9,1200,15.5
1931,10,1400,21
1931,11,1600,25.5
1931,12,2000,35
1931,13,2300,43
1931,14,2600,52
1931,15,3400,76
1933,1,-20,0
1933,2,0,0.015
1933,3,30,0.045000002
1933,4,70,0.090000004
1933,5,100,0.13
1933,6,150,0.2
1933,7,200,0.30000001
1933,8,300,0.60000002
1933,9,400,1.05
1933,10,600,2.4000001
1933,11,1000,5.4000001
1933,12,1500,9.8000002
1933,13,2000,15
1933,14,2500,21.200001
1935,1,0,0
1935,2,70,0.11
1935,3,110,0.27000001
1935,4,170,0.63
1935,5,230,1.15
1935,6,300,2
1935,7,400,3.8
1935,8,500,4.9000001
1935,9,600,5.8000002
1935,10,800,7.5
1935,11,1600,15.3
1935,12,1900,18.799999
1935,13,2100,23
1935,14,2300,29
1935,15,2500,40
1935,16,2700,69
1935,17,3000,115
1937,1,100,0.18000001
1937,2,150,0.44999999
1937,3,200,0.79000002
1937,4,250,1.2
1937,5,300,1.8
1937,6,400,3.5
1937,7,500,5.5999999
1937,8,600,8.6000004
1937,9,800,16
1937,10,1000,25
1937,11,1500,55
1937,12,2000,95
1937,13,2500,140
1937,14,3000,185
1937,15,3200,205
1947,1,70,0
1947,2,130,0.12
1947,3,160,0.18000001
1947,4,200,0.28999999
1947,5,250,0.55000001
1947,6,290,0.88999999
1947,7,370,1.6900001
1947,8,450,2.6500001
1947,9,480,3.0999999
1947,10,520,3.8
1947,11,600,5.4000001
1947,12,680,7.4000001
1947,13,800,11
1947,14,900,15
1947,15,1400,40
1947,16,1800,58
1947,17,2200,72
1947,18,2500,84
1952,1,150,0.050000001
1952,2,200,0.13
1952,3,300,0.72000003
1952,4,350,1.2
1952,5,400,2.0999999
1952,6,500,4.0999999
1952,7,600,7
1952,8,700,11
1952,9,900,21
1952,10,1300,45
1952,11,1700,73
1952,12,2100,105
1952,13,2500,145
1973,1,-40,0.44
1973,2,0,0.60000002
1973,3,30,0.75999999
1973,4,100,1.2
1973,5,200,2
1973,6,260,2.7
1973,7,400,4.6999998
1973,8,600,8
1973,9,1000,15
1973,10,1500,25
1973,11,2300,43
1974,1,-50,0.57999998
1974,2,0,0.77999997
1974,3,40,1
1974,4,100,1.6
1974,5,200,3
1974,6,250,3.8
1974,7,500,8
1974,8,1000,18
1974,9,1500,29
1974,10,2000,41
1975,1,-250,2.3
1975,2,-200,2.8
1975,3,-150,3.5
1975,4,-100,4.5999999
1975,5,0,7.6999998
1975,6,100,12
1975,7,300,22
1975,8,600,38
1975,9,1000,60
1975,10,2900,170
1977,1,-40,0.37
1977,2,0,0.63
1977,3,30,0.88999999
1977,4,60,1.2
1977,5,100,1.65
1977,6,150,2.3
1977,7,200,3.2
1977,8,250,4.4000001
1977,9,300,5.6999998
1977,10,400,8.8999996
1977,11,500,14
1977,12,600,21
1977,13,1000,54
1977,14,1200,72
1977,15,1400,91
1978,1,150,0.075000003
1978,2,180,0.155
1978,3,200,0.25
1978,4,220,0.41999999
1978,5,250,0.72000003
1978,6,300,1.27
1978,7,400,3.0999999
1978,8,600,8.1999998
1978,9,700,11
1978,10,800,14
1978,11,1400,32
1979,1,150,0.075000003
1979,2,180,0.155
1979,3,200,0.25
1979,4,250,0.60000002
1979,5,300,1
1979,6,400,2.3
1979,7,600,6
1979,8,900,16
1979,9,1400,33
1981,1,100,0
1981,2,150,0.5
1981,3,200,1
1981,4,250,2
1981,5,300,3.0999999
3015,1,100,0.28999999
3015,2,120,0.38999999
3015,3,140,0.58999997
3015,4,170,0.935
3015,5,220,1.8
3015,6,240,2.2
3015,7,300,4
3015,8,350,5.6999998
3015,9,400,7.5
3015,10,450,10
3015,11,600,20
3015,12,800,36
3244,1,350,0.31
3244,2,380,0.34
3244,3,420,0.41999999
3244,4,500,0.75999999
3244,5,550,1.05
3244,6,600,1.4
3244,7,800,3.2
3244,8,1000,6.1999998
3244,9,1400,14
3244,10,1800,28
1981,6,400,6
1981,7,600,13
1981,8,800,20
1981,9,1500,47
1981,10,2500,93
1981,11,3000,120
1982,1,100,0
1982,2,151,0.359
1982,3,200,0.94700003
1982,4,251,1.8
1982,5,300,3.0999999
1982,6,399,6.23
1982,7,600,14
1982,8,754,20
1982,9,1500,51.5
1982,10,2494,96.099998
1982,11,3003,120
1984,1,30,0.059999999
1984,2,50,0.16
1984,3,70,0.30000001
1984,4,100,0.60000002
1984,5,150,1.2
1984,6,250,3
1984,7,400,6.8000002
1984,8,500,10
1984,9,700,18
1985,1,-80,0
1985,2,-20,0.13
1985,3,70,0.40000001
1985,4,150,0.75
1985,5,250,1.3
1985,6,380,2.0999999
1985,7,500,3.0999999
1985,8,700,5.3000002
1985,9,800,6.8000002
1985,10,1300,15.3
1985,11,1800,27
1985,12,2500,48
1987,1,950,1.5
1987,2,1000,2
1987,3,1050,2.8
1987,4,1100,3.9000001
1987,5,1150,5.1999998
1987,6,1300,10
1987,7,1500,18
1987,8,1800,33
1987,9,2500,73
1987,10,4000,160
1989,1,350,0.14
1989,2,400,0.27000001
1989,3,440,0.47
1989,4,470,0.66000003
1989,5,500,0.92000002
1989,6,550,1.52
1989,7,600,2.2
1989,8,750,4.6999998
1989,9,1000,9.5
1989,10,1400,18
1989,11,1800,28
1989,12,2200,40
1991,1,70,0.11
1991,2,100,0.13
1991,3,130,0.2
1991,4,170,0.34999999
1991,5,200,0.47
1991,6,300,0.92000002
1991,7,400,1.4
1991,8,500,1.9
1992,1,100,0.51999998
1992,2,140,0.69999999
1992,3,200,1.1
1992,4,250,1.6
1992,5,290,2.0999999
1992,6,400,3.9000001
1992,7,500,6
