nosec,snoptsec,sabsc,scoteinf,scotesup
28,20,3350,14499,
28,21,3580,14425,
28,22,3690,14436,
28,23,3700,14507,
28,24,3830,14646,14809
30,1,0,16758,16803
30,2,20,16758,
30,3,140,,16986
30,4,270,16745,
30,5,300,,17048
30,6,460,,17070
30,7,500,16753,
30,8,710,,17038
30,9,730,16756,
30,10,870,,16959
30,11,950,16759,
30,12,1000,16759,16804
50,1,230,15420,15490
50,2,350,15334,
50,3,470,15268,
50,4,600,15260,
53,1,1040,9929,9929
53,2,1040,9602,9929
53,3,1400,9586,
53,4,1700,9595,
53,5,2000,9592,9929
53,6,2000,9929,9929
53,7,2100,9929,9929
53,8,2100,9596,9929
53,9,2410,9573,
53,10,2650,9587,
53,11,3110,9621,9929
54,2,870,14761,
54,3,1150,14734,
54,4,1350,14736,15128
54,5,1350,15128,15128
54,6,1565,15128,15128
54,7,1565,14730,15128
54,8,1750,14712,
54,9,2070,14748,15128
54,10,2070,15128,15128
54,11,2300,15128,15128
54,12,2300,14738,15128
54,13,2520,14719,
58,1,415,11971,12204
58,2,715,11939,
58,3,875,11776,
58,4,1135,11707,
58,5,1285,11725,
58,6,1515,11762,
58,7,1815,11779,
58,8,2165,11787,
58,9,2485,11858,12152
58,10,2485,12152,12152
58,11,2615,12152,12152
58,12,2615,11858,12152
58,13,2735,11755,
58,14,3015,11753,
58,15,3265,11757,
58,16,3465,11777,
32,1,0,211,211
32,2,500,1,
32,3,850,16,
32,4,1380,8,
32,5,1440,31,
32,6,1440,211,
32,7,1560,211,
32,8,1560,-69,
32,9,1600,-92,
32,10,1960,-93,
32,11,2400,-126,
32,12,2800,-143,
32,13,3100,-161,
32,14,3600,-160,
32,15,4000,-156,
32,16,4140,-119,
32,17,4140,211,
32,18,4250,211,
32,19,4250,-119,
32,20,4350,-145,
32,21,4700,-118,
32,22,5000,-157,
32,23,5700,161,211
34,1,0,16303,16303
34,2,250,16257,
34,3,550,16228,
34,4,900,16235,
34,5,1200,16226,
34,6,1500,16222,
34,7,1800,16217,
34,8,2100,16225,
34,9,2300,16265,
34,10,2560,16303,16303
35,1,280,16415,16700
35,2,300,16378,
35,3,400,16380,
35,4,500,16384,
35,5,600,16381,
35,6,700,16384,
35,7,800,16383,
35,8,900,16385,
35,9,1000,16392,
35,10,1050,16415,16700
37,1,180,16744,16749
37,2,210,16743,
37,3,280,16741,
37,4,360,16741,
37,5,460,16740,
37,6,560,16730,
37,7,640,16730,
37,8,720,16728,
37,9,800,16732,
37,10,880,16733,
37,11,930,16736,
37,12,950,16739,16749
38,1,20,22775,22784
38,2,30,22767,
38,3,80,22769,
38,4,130,22764,
38,5,180,22757,
38,6,230,22761,
38,7,280,22767,
38,8,330,22769,
38,9,370,22776,
38,10,450,22784,22784
39,1,40,14478,14478
39,2,200,14452,
39,3,300,14446,
39,4,460,14428,
39,5,600,14424,
39,6,800,14424,
39,7,1000,14426,
39,8,1200,14422,
39,9,1400,14422,
39,10,1600,14426,
50,5,750,15251,
50,6,900,15258,
50,7,1050,15261,
50,8,1130,15284,
50,9,1250,15313,15490
54,14,2860,14756,
54,15,2860,15128,15128
55,1,320,14770,14770
55,2,420,14756,
55,3,530,14738,
55,4,650,14734,
55,5,800,14736,
55,6,950,14742,
55,7,1100,14744,
55,8,1250,14736,
55,9,1400,14744,
39,11,1800,14444,
39,12,1950,14451,
39,13,2080,14478,14478
40,1,40,17290,17290
40,2,170,17283,
40,3,250,17275,
40,4,320,17270,
40,5,390,17267,
40,6,460,17266,
40,7,530,17269,
40,8,600,17269,
40,9,700,17273,
40,10,800,17278,
40,11,900,17282,
40,12,1000,17290,17290
41,1,0,16058,16058
41,2,440,15734,
41,3,670,15626,
41,4,810,15658,16058
41,5,810,16058,16058
41,6,890,16058,16058
41,7,890,15808,16058
41,8,1100,15766,
41,9,1400,15751,
41,10,1630,15658,
41,11,1900,15565,
41,12,2100,15842,
41,13,2440,15642,
41,14,2550,15658,16058
41,15,2550,16058,16058
41,16,2630,16058,16058
41,17,2630,15858,16058
41,18,3100,15832,
41,19,3430,15876,
41,20,3900,16058,16058
46,1,0,17468,18500
46,2,400,17468,
46,3,826,17478,
46,4,1188,17477,
46,5,1453,17485,
46,6,1706,17491,
46,7,2142,17490,
46,8,2447,17478,
46,9,2526,17473,
46,10,2604,17466,
46,11,2680,17476,
46,12,2734,17458,
46,13,2836,17432,
46,14,2904,17385,
46,15,2957,17376,
46,16,3023,17370,
46,17,3095,17273,
46,18,3157,17264,
46,19,3218,17246,
46,20,3278,17228,
46,21,3371,17231,
46,22,3450,17234,
46,23,3506,17246,
46,24,3559,17237,
46,25,3606,17263,
46,26,3690,17335,
46,27,3785,17385,
46,28,3894,17424,
46,29,3990,17428,
46,30,4493,17434,
46,31,4947,17436,
46,32,5129,17439,
46,33,5575,17435,
46,34,6062,17429,
46,35,6606,17426,
46,36,7057,17416,
46,37,7560,17406,
46,38,7922,17398,
46,39,8051,17392,
46,40,8152,17379,
46,41,8294,17363,
46,42,9154,17348,
46,43,10259,17345,
46,44,11343,17341,
46,45,12433,17330,
46,46,13381,17327,
46,47,14291,17329,
46,48,14695,17339,
46,49,15253,17340,
46,50,15837,17339,
46,51,16154,17332,
46,52,16206,17297,
46,53,16315,17272,
46,54,16379,17236,
46,55,16442,17238,
46,56,16491,17245,
46,57,16539,17272,
46,58,16657,17329,
46,59,16774,17346,
46,60,17144,17351,
46,61,17521,17322,
46,62,18536,17318,
46,63,19639,17319,
46,64,20658,17321,
46,65,21353,17320,
46,66,22756,17321,
46,67,23828,17320,
46,68,24520,17321,
46,69,24982,17316,
46,70,25106,17333,
46,71,25205,17316,
46,72,25264,17287,
46,73,25328,17242,
46,74,25400,17230,
46,75,25477,17286,
46,76,25550,17328,
46,77,25713,17339,
46,78,26275,17349,
46,79,26846,17349,
46,80,27774,17358,
46,81,28612,17403,
46,82,29288,17425,18500
47,1,0,17468,18500
47,2,400,17468,
47,3,826,17478,
47,4,1188,17477,
47,5,1453,17485,
47,6,1706,17491,
47,7,2142,17490,
47,8,2447,17478,
47,9,2526,17473,
47,10,2604,17466,
47,11,2680,17476,
47,12,2734,17458,
47,13,2836,17432,
47,14,2904,17385,
47,15,2957,17376,
47,16,3023,17370,
47,17,3095,17273,
47,18,3157,17264,
47,19,3218,17246,
47,20,3278,17228,
47,21,3371,17231,
47,22,3450,17234,
47,23,3506,17246,
47,24,3559,17237,
47,25,3606,17263,
47,26,3690,17335,
47,27,3785,17385,
47,28,3894,17424,
47,29,3990,17428,
47,30,4493,17434,
47,31,4947,17436,
47,32,5129,17439,
47,33,5575,17435,
47,34,6062,17429,
47,35,6606,17426,
47,36,7057,17416,18500
48,1,0,26611,27000
48,2,176,26601,
48,3,538,26564,
48,4,691,26427,
48,5,760,26431,
48,6,859,26537,
48,7,1365,26541,
48,8,1463,26514,
48,9,2460,26515,
48,10,2789,26502,
48,11,2926,26458,
48,12,3149,26422,
48,13,3263,26378,
48,14,3388,26346,
48,15,3496,26321,
48,16,3617,26305,
48,17,3763,26299,
48,18,3963,26303,
48,19,4181,26299,
48,20,4352,26290,
48,21,4507,26290,
48,22,4671,26332,
48,23,4752,26332,
48,24,4834,26354,
48,25,4895,26371,
48,26,5221,26710,27000
49,1,0,-41,200
49,2,300,-56,
49,3,600,-86,
49,4,900,-100,
49,5,1200,-126,
49,6,1420,-159,
49,7,1680,-223,
49,8,1800,-245,
49,9,2100,-261,
49,10,2400,-255,
49,11,2700,-267,
49,12,3000,-251,
49,13,3300,-290,
49,14,3600,-288,
49,15,3900,-290,
49,16,4200,-290,
49,17,4500,-293,
49,18,4800,-297,
49,19,5100,-292,
49,20,5400,-254,
49,21,5500,-258,200
53,12,3110,9929,9929
55,10,1520,14738,
55,11,1590,14742,
55,12,1680,14770,14770
57,7,1370,11705,11835
58,17,3815,11773,
58,18,4165,11768,
58,19,4415,11740,
58,20,4715,11942,12233
