nosta,ladate,valeur
32,"05/20/16 13:00:00",-20
32,"05/20/16 16:30:00",0
32,"07/19/99 08:00:00",0
32,"07/19/99 10:00:00",-70
32,"12/11/99 11:21:00",-70
32,"12/11/99 16:51:00",0
32,"05/11/16 19:00:00",0
32,"05/11/16 19:30:00",-30
32,"05/12/16 00:00:00",-100
32,"05/13/16 21:00:00",-100
48,"03/18/02 00:00:00",0
48,"03/20/02 13:30:00",0
48,"03/22/02 00:55:00",0
48,"08/08/04 00:00:00",0
48,"03/01/07 16:50:00",0
48,"07/03/09 15:55:00",0
48,"07/21/10 17:00:00",0
48,"08/15/10 17:00:00",0
48,"01/07/11 04:00:00",0
44,"06/11/96 11:55:00",0
44,"06/22/96 01:55:00",0
44,"06/23/96 13:14:00",-20
44,"11/11/96 15:34:00",-20
44,"11/11/96 18:14:00",0
44,"06/07/72 12:00:00",-30
44,"06/06/72 00:00:00",0
44,"11/12/72 00:00:00",-30
39,"09/07/94 08:00:00",0
39,"09/07/94 15:00:00",-10
39,"09/14/94 17:00:00",-10
39,"09/14/94 20:00:00",-15
39,"10/26/94 04:00:00",-15
39,"10/26/94 06:00:00",-20
39,"12/05/94 08:00:00",-20
39,"12/05/94 13:00:00",0
39,"06/08/96 23:00:00",0
39,"06/09/96 02:00:00",-50
39,"06/20/96 18:00:00",-50
39,"07/11/96 06:00:00",-20
39,"08/22/96 14:00:00",-20
39,"09/06/96 06:00:00",-55
39,"10/16/96 20:00:00",-55
39,"11/07/96 16:00:00",-40
39,"11/15/96 12:00:00",0
39,"07/13/99 17:00:00",0
39,"07/13/99 18:00:00",-15
39,"08/27/99 20:00:00",-15
39,"08/27/99 20:30:00",-20
39,"12/14/99 06:00:00",-20
39,"12/14/99 18:00:00",0
39,"03/07/00 00:00:00",0
39,"03/18/00 06:00:00",-40
39,"04/18/00 11:00:00",-40
39,"04/18/00 12:00:00",0
39,"06/02/04 21:20:00",0
39,"06/18/04 00:30:00",-65
39,"07/07/04 21:20:00",-65
39,"07/11/04 22:40:00",-35
39,"08/04/04 18:00:00",-35
39,"08/12/04 08:00:00",-35
39,"08/15/04 22:00:00",-30
39,"08/19/04 00:00:00",-30
39,"08/30/04 23:00:00",-30
39,"10/07/04 00:00:00",-15
39,"11/06/04 00:00:00",0
39,"09/11/05 09:40:00",0
39,"08/11/08 14:55:00",0
39,"08/11/08 15:00:00",-10
39,"09/01/08 02:40:00",-20
39,"09/11/08 00:00:00",-20
39,"10/30/08 01:16:00",-25
34,"06/15/09 21:15:00",0
34,"06/15/09 21:20:00",-5
34,"10/03/06 00:00:00",-25
34,"10/18/06 00:00:00",-25
34,"07/23/09 16:00:00",-5
34,"09/05/09 23:50:00",-5
34,"09/05/09 23:55:00",11
34,"09/10/09 00:00:00",11
34,"09/15/09 11:20:00",0
34,"09/15/09 11:15:00",11
34,"02/13/07 08:00:00",-16
34,"04/25/07 10:30:00",0
34,"01/03/07 11:35:00",-26
34,"09/29/06 19:00:00",-15
34,"08/02/10 10:50:00",0
34,"08/02/10 23:40:00",11
34,"08/15/10 04:00:00",0
34,"07/28/11 12:50:00",0
34,"07/28/11 13:00:00",-13
34,"08/04/11 00:00:00",-13
34,"08/26/11 22:30:00",-10
34,"09/15/11 00:00:00",-10
34,"09/18/11 13:30:00",0
34,"09/28/06 00:00:00",0
34,"11/06/14 12:20:00",0
34,"11/06/14 14:40:00",-130
34,"11/12/14 11:40:00",-151
34,"12/01/14 10:22:00",-101
34,"12/16/14 09:55:00",-89
34,"12/20/14 12:00:00",-10
34,"12/19/14 12:00:00",-70
34,"12/31/14 11:00:00",-10
34,"01/04/15 08:00:00",0
34,"11/15/14 11:40:00",-100
34,"11/16/14 12:00:00",-60
34,"11/17/14 12:00:00",-100
44,"11/15/72 00:00:00",0
44,"06/16/09 07:05:00",20
44,"06/16/09 07:10:00",5
44,"08/03/09 23:00:00",5
44,"03/09/06 15:00:00",0
44,"03/09/06 12:20:00",100
44,"03/19/06 18:30:00",0
44,"03/02/07 18:00:00",0
44,"08/10/09 10:20:00",5
44,"08/10/09 10:25:00",20
44,"09/02/09 23:00:00",20
44,"03/02/07 18:10:00",68
44,"03/09/07 19:00:00",0
44,"03/09/06 12:00:00",0
44,"09/08/09 16:25:00",20
44,"09/08/09 16:30:00",0
44,"12/03/07 11:00:00",-25
44,"02/17/09 03:30:00",-10
44,"03/11/09 11:45:00",8
44,"05/13/09 23:30:00",20
44,"03/01/08 15:00:00",-13
44,"01/07/08 17:00:00",-45
44,"03/21/08 19:00:00",-20
44,"05/31/08 21:00:00",-30
44,"06/25/08 16:00:00",-25
44,"01/07/08 16:55:00",-25
44,"06/25/08 15:00:00",-54
44,"07/29/08 20:00:00",-18
44,"08/12/08 11:00:00",-2
44,"12/24/09 20:00:00",0
44,"12/25/09 00:00:00",20
44,"12/25/09 08:40:00",45
44,"12/31/09 16:00:00",25
44,"01/20/10 20:00:00",30
44,"02/28/10 10:00:00",25
44,"04/12/10 01:00:00",-10
44,"05/02/10 15:30:00",5
44,"06/16/10 06:30:00",0
44,"11/17/10 11:00:00",15
44,"12/06/10 19:55:00",15
44,"08/07/11 03:20:00",10
44,"08/11/11 00:00:00",10
44,"08/07/11 00:30:00",0
44,"08/27/11 02:40:00",0
44,"12/03/07 08:00:00",0
44,"12/07/10 10:45:00",114
44,"12/09/10 23:50:00",0
44,"05/07/07 10:00:00",15
44,"08/20/07 11:00:00",7
44,"04/14/08 14:30:00",-25
44,"05/05/08 11:00:00",-23
44,"07/07/08 14:00:00",-18
44,"08/05/08 09:30:00",-8
44,"09/23/08 11:30:00",-2
44,"06/10/09 11:30:00",18
44,"06/30/09 13:00:00",2
44,"07/22/09 11:00:00",5
44,"02/10/10 10:00:00",28
44,"03/08/10 13:00:00",23
44,"07/01/10 09:00:00",-2
44,"07/21/10 09:00:00",-6
44,"07/29/10 11:00:00",2
44,"08/17/10 12:30:00",2
44,"10/06/10 10:00:00",-10
44,"12/06/10 23:30:00",55
44,"12/03/07 10:00:00",-8
44,"12/03/07 10:30:00",-15
44,"12/15/07 11:00:00",-20
44,"01/07/08 18:30:00",-30
44,"01/07/08 19:00:00",-35
44,"01/07/08 20:30:00",-45
44,"01/20/08 11:00:00",-45
44,"02/15/08 14:00:00",-30
44,"03/20/08 14:00:00",-13
44,"06/25/08 17:00:00",-20
44,"06/25/08 15:30:00",-37
44,"06/06/08 20:00:00",-35
44,"06/06/08 21:00:00",-40
44,"06/06/08 22:00:00",-45
44,"06/06/08 23:00:00",-54
16,"06/01/11 00:00:00",0
16,"06/18/11 13:25:00",-105
16,"07/01/11 00:00:00",-105
16,"12/06/11 05:30:00",0
16,"12/14/11 00:00:00",0
16,"04/16/15 09:00:00",0
16,"06/02/15 13:00:00",-30
16,"07/01/15 12:00:00",-40
16,"07/22/15 13:00:00",-54
16,"09/04/15 12:00:00",-84
16,"10/01/15 09:00:00",-84
16,"10/12/15 09:00:00",-100
95,"03/21/08 21:05:00",0
95,"03/28/09 17:10:00",0
95,"03/28/09 17:15:00",35
95,"05/21/09 05:00:00",40
95,"07/03/09 19:30:00",40
95,"07/03/09 19:35:00",20
95,"07/07/09 00:00:00",20
95,"09/04/09 22:55:00",0
