noct,nopt,h,q
3602,1,300,0.60000002
3602,2,400,1.15
3602,3,700,3.25
3602,4,800,4.0999999
3602,5,900,5.0999999
4535,1,250,0.050000001
4535,2,290,0.090000004
4535,3,320,0.15000001
4535,4,350,0.23999999
4535,5,370,0.31999999
4535,6,440,0.67000002
4535,7,500,1.03
4535,8,550,1.39
4535,9,600,1.8
4535,10,650,2.27
4535,11,700,2.77
4535,12,750,3.27
4535,13,800,3.8199999
4535,14,850,4.3699999
4535,15,900,4.9499998
4535,16,950,5.5500002
4535,17,1000,6.1799998
4535,18,1100,7.52
4543,1,290,0.050000001
4543,2,330,0.090000004
4543,3,360,0.15000001
4543,4,390,0.23999999
4543,5,410,0.31999999
4543,6,480,0.67000002
4543,7,540,1.03
4543,8,580,1.3099999
356,14,1100,10.9
356,15,1500,17.1
356,16,2100,27.200001
356,17,2500,35
356,18,2700,39.200001
381,1,64,0
381,2,79,0.012
381,3,94,0.028999999
381,4,102,0.039000001
381,5,109,0.046999998
381,6,123,0.066
381,7,181,0.154
381,8,298,0.361
381,9,532,0.84600002
381,10,766,1.39
381,11,1000,1.99
399,1,99,0
399,2,106,0.081
399,3,113,0.149
399,4,120,0.213
399,5,126,0.26499999
399,6,153,0.49000001
399,7,206,0.89600003
399,8,312,1.64
399,9,525,3.03
399,10,950,5.5900002
399,11,1800,10.3
401,1,196,1.3099999
401,2,718,5.79
401,3,1200,10
421,1,100,0.054000001
421,2,119,0.138
421,3,138,0.23100001
421,4,175,0.43000001
421,5,250,0.88099998
421,6,400,1.9
421,7,700,4.1999998
428,1,50,0.40000001
428,2,150,0.89999998
428,3,250,1.6
428,4,550,4.5999999
428,5,850,8.1999998
428,6,1100,11.7
428,7,1300,15.5
428,8,1500,20.700001
428,9,1700,26.5
428,10,2200,42.5
429,1,200,0.30000001
429,2,300,0.89999998
429,3,400,2.0999999
429,4,500,3.7
429,5,700,7.9000001
429,6,1100,11.5
429,7,1600,17.5
429,8,2100,26
429,9,2300,32
429,10,2500,39
429,11,2700,50
429,12,3000,77
429,13,3500,147
431,1,619,2.1500001
431,2,674,3.1900001
431,3,729,3.98
431,4,839,5.23
431,5,1058,7.1399999
431,6,1496,9.96
437,1,116,0.213
437,2,166,0.32300001
437,3,217,0.472
437,4,267,0.66000003
437,5,318,0.89899999
452,1,200,0.30000001
452,2,300,0.89999998
452,3,400,2.0999999
452,4,600,5.5
452,5,800,6.9000001
452,6,1400,9.6000004
452,7,1600,11.4
452,8,2000,17
452,9,2200,20
452,10,2400,25
452,11,2600,35
452,12,3000,77
481,1,0,0.028999999
481,2,15,0.035999998
481,3,29,0.044
481,4,57,0.061999999
481,5,85,0.083999999
481,6,113,0.11
481,7,141,0.14
481,8,169,0.175
481,9,225,0.25799999
481,10,282,0.36500001
481,11,338,0.491
481,12,394,0.63999999
481,13,450,0.81400001
481,14,563,1.24
481,15,675,1.78
481,16,788,2.45
481,17,900,3.24
521,1,307,0.662
521,2,313,1.01
521,3,318,1.29
521,4,329,1.79
521,5,351,2.6099999
521,6,394,3.8900001
521,7,480,5.9099998
521,8,653,9.0900002
521,9,998,14
521,10,1200,17
521,11,1400,21
4544,1,250,0.039999999
4544,2,300,0.14
4544,3,400,0.54000002
4544,4,500,1.14
4544,5,700,3
4545,1,260,0.02
4545,2,290,0.050000001
4545,3,320,0.11
4545,4,400,0.34999999
4545,5,450,0.60000002
4545,6,500,0.89999998
532,1,87,0.38299999
532,2,122,0.55699998
532,3,157,0.77499998
532,4,226,1.34
532,5,295,2.0899999
532,6,364,3.05
557,1,50,0.32499999
557,2,119,0.46200001
557,3,188,0.62900001
557,4,325,1.0599999
557,5,463,1.64
557,6,600,2.3699999
561,1,350,0.26300001
561,2,394,0.44
561,3,437,0.65799999
561,4,480,0.92000002
561,5,523,1.23
561,6,609,1.97
561,7,695,2.9000001
565,1,84,0.039999999
565,2,101,0.078000002
565,3,117,0.126
565,4,133,0.184
565,5,149,0.252
565,6,181,0.41800001
565,7,213,0.62300003
565,8,246,0.87400001
565,9,278,1.16
565,10,310,1.47
565,11,342,1.83
565,12,407,2.6500001
565,13,471,3.6099999
565,14,599,5.9299998
565,15,600,5.9499998
572,1,15,0.082000002
572,2,19,0.086000003
572,3,49,0.112
572,4,80,0.14300001
572,5,141,0.21600001
572,6,202,0.30700001
572,7,263,0.41800001
572,8,324,0.54900002
572,9,385,0.70200002
572,10,508,1.08
579,1,-3,0.27599999
579,2,49,0.382
579,3,101,0.51800001
579,4,153,0.69199997
579,5,204,0.90499997
579,6,256,1.17
579,7,308,1.51
579,8,360,1.91
579,9,411,2.3900001
579,10,463,2.97
579,11,515,3.6600001
579,12,618,5.4200001
579,13,721,7.8099999
579,14,824,11
611,1,-386,0
611,2,-376,15.1
611,3,-366,16.1
611,4,-347,17.1
611,5,-308,18.200001
611,6,-230,19.4
611,7,-75,20.6
611,8,236,21.9
611,9,857,23.299999
611,10,2100,24.799999
642,1,75,0.40099999
642,2,143,0.51200002
642,3,211,0.64499998
642,4,346,0.98699999
642,5,481,1.45
642,6,617,2.0799999
651,1,43,0.435
651,2,90,0.55500001
651,3,137,0.70300001
651,4,184,0.884
651,5,230,1.1
651,6,277,1.36
651,7,324,1.6799999
651,8,417,2.49
651,9,511,3.6300001
651,10,604,5.1700001
651,11,697,7.25
651,12,791,10
674,1,11,0.34999999
674,2,51,0.49599999
674,3,91,0.60699999
674,4,172,0.787
674,5,334,1.0599999
674,6,657,1.46
695,1,350,0.1
3241,1,480,0.93000001
3241,2,540,1.05
3241,3,600,1.2
3241,4,900,2.0999999
3241,5,1900,7.5999999
3241,6,2300,10
3241,7,2600,12.7
3242,1,400,1
3242,2,440,1.1
3242,3,600,1.58
3242,4,680,1.86
3242,5,900,2.74
3242,6,1060,3.5
3242,7,1100,3.8
3242,8,2100,9.3999996
3242,9,2300,10.7
3242,10,2500,12.3
3242,11,2700,14.4
3242,12,3000,18
3379,8,1100,3.5
3484,1,504,0
3484,2,600,0.02
3484,3,612,0.026000001
3484,4,624,0.034000002
3484,5,647,0.052999999
3484,6,671,0.064000003
4552,1,-1,0.016000001
695,2,400,0.30000001
695,3,500,0.89999998
695,4,600,1.9
695,5,700,3.5
695,6,800,5.5
695,7,1000,10.5
695,8,1200,17.1
695,9,1400,26.9
695,10,1600,39.299999
695,11,1800,55
695,12,2000,71
696,1,300,0.1
696,2,350,0.25
696,3,450,0.94999999
696,4,550,2
696,5,650,3.5999999
696,6,750,5.4000001
696,7,850,7.9000001
696,8,1000,11.8
696,9,1200,18.6
696,10,1400,28
696,11,1600,40
696,12,1800,55
696,13,2000,71
699,1,450,0.02
699,2,500,0.22
699,3,550,0.51999998
699,4,600,1.02
699,5,700,2.2
699,6,800,3.7
699,7,1000,8.5
699,8,1200,15
699,9,1400,23
699,10,1600,34
699,11,1700,41
700,1,300,0
700,2,330,0.045000002
700,3,360,0.105
700,4,400,0.26499999
700,5,450,0.60000002
700,6,500,1.1
700,7,600,2.5
700,8,800,6.0999999
700,9,1000,10.9
700,10,1200,17.5
700,11,1400,26.5
700,12,1600,38.5
700,13,2000,70.5
700,14,2200,88.5
701,1,400,0.1
701,2,450,0.25
701,3,500,0.5
701,4,550,0.89999998
701,5,600,1.6
701,6,800,4.5999999
701,7,1000,9.3999996
701,8,1200,16.200001
701,9,1400,25
701,10,1600,37
701,11,2000,69
701,12,2200,87
702,1,450,0
702,2,500,0.1
702,3,550,0.25
702,4,650,1
702,5,800,2.8
702,6,900,4.5
702,7,1000,6.5
702,8,1200,11.5
702,9,1400,18.5
702,10,1700,33.5
702,11,2000,53
702,12,2300,78.5
702,13,2600,107
702,14,2800,127
703,1,450,0
703,2,500,0.1
703,3,600,0.40000001
703,4,700,1
703,5,800,2
703,6,900,3.5999999
703,7,1000,6.0999999
703,8,1200,11.5
703,9,1400,18.5
703,10,1700,33.5
703,11,2000,53
703,12,2300,78.5
705,1,150,0.60000002
705,2,200,0.80000001
705,3,300,1.3
705,4,500,2.7
705,5,700,4.6999998
705,6,900,7.0999999
705,7,1100,10.1
705,8,1300,13.5
705,9,1500,18.299999
705,10,1700,23.9
705,11,2000,33.5
706,1,100,0.55000001
706,2,300,1.65
706,3,500,3.25
706,4,700,5.5500002
706,5,1000,9.4499998
706,6,1200,12.7
706,7,1400,16.700001
706,8,1600,21.9
706,9,2000,34.5
709,1,0,0.23
709,2,100,0.63999999
709,3,200,1.25
709,4,300,1.9
709,5,400,2.6500001
709,6,500,3.5
709,7,600,4.4499998
709,8,700,5.5500002
709,9,1000,9.4499998
709,10,1200,12.7
709,11,1400,16.700001
709,12,1600,22
709,13,2000,35
3240,1,1000,1.1
3240,2,1200,1.7
3240,3,2200,6.1999998
3240,4,2600,8.6000004
3240,5,3000,12
717,1,350,0.80000001
717,2,990,3.5
717,3,1630,6.5
730,1,-42,0.096000001
730,2,-41,0.11
730,3,-16,0.15000001
730,4,8,0.19599999
730,5,57,0.31099999
730,6,106,0.46000001
730,7,155,0.64300001
730,8,200,0.79000002
730,9,250,1.1900001
730,10,320,2.0999999
730,11,420,3.8
730,12,540,6.1999998
730,13,700,10.2
730,14,900,16.200001
730,15,1180,26
730,16,1480,38
730,17,1800,54
730,18,2100,72
730,19,2500,100
730,20,2800,124
730,21,3200,160
730,22,3600,200
735,1,250,0.090000004
735,2,300,0.23999999
735,3,350,0.51999998
735,4,400,0.92000002
735,5,450,1.45
735,6,500,2.05
735,7,600,3.7
735,8,700,6
735,9,900,12.2
735,10,1100,19
3240,6,3200,16
3334,1,900,1.2
3334,2,1000,1.4
3334,3,1200,2.0999999
3334,4,1500,3.9000001
3334,5,2000,7.4000001
3334,6,2500,11.9
3334,7,3000,17.9
3334,8,3500,29
3389,1,148,0.061999999
3389,2,256,0.15099999
3389,3,275,0.176
3389,4,291,0.198
3389,5,327,0.26300001
3389,6,367,0.35600001
3389,7,446,0.551
3389,8,499,0.713
3389,9,538,0.87699997
3389,10,681,1.42
3389,11,870,2.23
4525,1,200,0.059999999
4525,2,250,0.20999999
4525,3,300,0.41
4525,4,350,0.74000001
4525,5,400,1.2
4525,6,500,2.4000001
4525,7,600,4
4525,8,700,6
4525,9,800,8.3999996
4526,1,200,0.059999999
4526,2,250,0.20999999
4526,3,300,0.46000001
4526,4,350,0.83499998
4526,5,400,1.26
4526,6,450,1.91
4527,1,200,0.059999999
4527,2,250,0.18000001
4527,3,300,0.36000001
4527,4,350,0.66000003
4527,5,400,1
4527,6,500,2
4527,7,600,3.3
4527,8,700,5
4527,9,800,7.0999999
4527,10,1000,11.9
4528,1,250,0.050000001
4528,2,300,0.2
4528,3,350,0.5
4528,4,400,0.89999998
4528,5,500,2
4528,6,550,2.5999999
4528,7,600,3.3
4528,8,700,5
4528,9,800,7.0999999
4528,10,1000,11.9
4529,1,150,0.2
751,1,200,0.0099999998
751,2,240,0.07
751,3,280,0.15000001
751,4,320,0.31
751,5,360,0.55000001
751,6,420,1.03
751,7,500,1.91
751,8,600,3.3599999
751,9,700,5.4000001
751,10,800,7.8000002
751,11,1000,13
752,1,111,0.11
752,2,121,0.14
752,3,132,0.175
752,4,153,0.25
752,5,196,0.43900001
752,6,239,0.67000002
752,7,282,0.94099998
752,8,368,1.6
752,9,453,2.3800001
752,10,624,4.3499999
752,11,794,6.7800002
760,1,49,0
760,2,58,0.0049999999
760,3,67,0.016000001
760,4,76,0.028999999
760,5,85,0.046
760,6,103,0.086000003
760,7,121,0.13500001
760,8,139,0.19
760,9,157,0.25299999
760,10,193,0.39500001
760,11,265,0.74199998
760,12,337,1.16
760,13,481,2.1800001
760,14,625,3.4000001
760,15,913,6.3899999
760,16,1200,9.9700003
768,1,130,0.0049999999
768,2,140,0.0099999998
768,3,160,0.029999999
768,4,180,0.059999999
768,5,210,0.12
768,6,250,0.20999999
768,7,300,0.41
768,8,350,0.70999998
768,9,380,0.92000002
768,10,440,1.4
768,11,540,2.3
768,12,600,2.9000001
768,13,700,4
768,14,900,6.4000001
768,15,1200,9.6999998
768,16,1400,11.7
768,17,1600,13.5
768,18,1800,15.1
768,19,1900,16
768,20,2100,18
768,21,2200,19.1
768,22,2300,20.299999
768,23,2400,21.6
768,24,2500,23
768,25,2600,24.5
768,26,2700,25.9
768,27,2800,27.5
768,28,2900,29
768,29,3000,30.5
768,30,3100,32.099998
768,31,3200,33.900002
768,32,3300,36.099998
768,33,3400,38.700001
768,34,3500,41.299999
768,35,3600,44.200001
768,36,3700,47
768,37,3800,51.099998
768,38,3900,55.900002
828,1,-200,0.454
828,2,-50,0.64999998
828,3,100,0.88599998
828,4,250,1.16
828,5,400,1.49
828,6,700,2.27
828,7,1000,3.24
834,1,300,0
834,2,350,0.0099999998
834,3,400,0.039999999
834,4,500,0.059999999
834,5,600,0.13
834,6,650,0.41
834,7,700,0.80000001
834,8,800,1.8
834,9,900,3.5
834,10,1100,8.3000002
834,11,1400,21.5
834,12,1700,36.5
834,13,2000,56
834,14,2300,80
3389,12,1075,3.28
3389,13,1278,4.3899999
3389,14,1493,5.52
3389,15,1733,6.6999998
3389,16,1888,7.9000001
3389,17,2070,9.7600002
4529,2,250,0.33000001
4530,1,240,0.050000001
4530,2,260,0.07
4530,3,300,0.19
4530,4,340,0.34999999
4530,5,380,0.58999997
4530,6,420,0.91000003
4530,7,500,1.87
4530,8,600,3.5
4530,9,700,5.4000001
4530,10,800,7.5999999
4530,11,1000,12.4
4530,12,1200,18
4552,2,152,0.075000003
4552,3,178,0.097999997
4552,4,195,0.121
4552,5,212,0.16599999
863,1,344,0.70300001
863,2,427,1
863,3,510,1.37
885,1,49,0
885,2,55,0.015
885,3,61,0.035
885,4,73,0.082999997
885,5,96,0.192
885,6,143,0.45300001
885,7,237,1.0700001
885,8,425,2.54
885,9,800,6
888,1,268,0
888,2,278,0.40599999
888,3,288,0.57599998
888,4,298,0.708
888,5,307,0.80800003
888,6,346,1.15
888,7,424,1.63
888,8,579,2.3099999
888,9,890,3.29
889,1,0,0.63499999
889,2,75,0.88999999
889,3,151,1.21
889,4,227,1.6
889,5,303,2.0599999
889,6,455,3.23
889,7,607,4.77
889,8,759,6.73
889,9,911,9.1599998
889,10,1063,12.1
889,11,1214,15.6
930,1,50,0
930,2,100,0.17
930,3,150,0.60000002
930,4,200,1.2
930,5,250,2.3
930,6,300,3.5
930,7,400,6.4000001
930,8,600,12.8
930,9,900,23
930,10,1300,37
930,11,1800,56
930,12,2000,64
931,1,100,0.16
931,2,120,0.23
931,3,140,0.34
931,4,160,0.47
931,5,180,0.62
931,6,200,0.81
931,7,260,1.53
931,8,300,2.0799999
931,9,350,3.05
931,10,400,4.4000001
931,11,450,5.73
931,12,500,7.3699999
931,13,550,9.1000004
931,14,700,14
931,15,1000,24.200001
931,16,1300,35
931,17,1800,54
931,18,2000,62
932,1,40,0
932,2,100,0.18000001
932,3,160,0.54000002
932,4,220,1.5
932,5,300,3.0999999
932,6,500,9.1000004
932,7,800,19
932,8,1200,33
932,9,1600,48
932,10,2000,64
933,1,60,1
933,2,100,1.2
933,3,150,1.55
933,4,200,2
933,5,300,3.3
933,6,400,5
933,7,500,7.3000002
933,8,1400,34.299999
933,9,1600,42.099998
933,10,2000,60.5
3051,1,60,0.34
3051,2,100,0.5
3051,3,150,0.80000001
3051,4,200,1.2
3051,5,250,1.7
3051,6,300,2.3
3051,7,400,3.9000001
3051,8,600,7.6999998
3051,9,640,8.2399998
3051,10,785,11.7
3051,11,929,15.7
3160,1,260,1.08
3160,2,300,1.4
3160,3,350,1.9
3160,4,400,2.5
3160,5,600,5.3000002
3160,6,800,9.5
3160,7,1100,17
3160,8,1400,29
4548,1,49,0.025
4548,2,57,0.030999999
4548,3,66,0.037999999
4548,4,75,0.045000002
4548,5,84,0.052999999
4548,6,119,0.085000001
4548,7,190,0.15899999
4548,8,200,0.162
4548,9,239,0.17399999
4548,10,325,0.382
4548,11,500,1.35
4548,12,600,2.0999999
4548,13,700,3.0999999
4552,6,234,0.27500001
936,1,350,0.69999999
936,2,400,1
936,3,450,1.4
936,4,500,1.9
936,5,600,3.2
936,6,800,8
936,7,1000,14
936,8,1400,28
936,9,1464,30.1
936,10,1868,43.700001
936,11,2232,61.099998
936,12,2577,91
936,13,2965,132
937,1,350,0.5
937,2,400,0.80000001
937,3,500,1.6
937,4,600,2.5999999
937,5,800,5
937,6,1000,8
937,7,1200,13
937,8,1600,27
937,9,2000,49
937,10,2400,75.5
937,11,2750,105
937,12,3300,163
937,13,3500,187
938,1,1300,8.6000004
938,2,1481,12
938,3,1653,18.9
938,4,2310,68.099998
938,5,2750,105
938,6,3000,129
938,7,3300,163
939,1,750,0.69999999
939,2,800,1
939,3,850,1.4
939,4,900,1.9
939,5,1000,3.0999999
939,6,1171,5.5100002
939,7,1259,7.9000001
939,8,1354,10.4
939,9,1533,15.8
939,10,1716,25.299999
939,11,1875,35.900002
939,12,2227,60.599998
939,13,2578,91.400002
940,1,550,0.5
940,2,600,0.80000001
940,3,650,1.2
940,4,700,1.8
940,5,900,5
940,6,1100,9
940,7,1400,18
940,8,1880,43
940,9,2200,61
940,10,3000,129
948,1,550,0.11
948,2,570,0.19
948,3,620,0.44
948,4,650,0.62
948,5,670,0.75999999
948,6,700,1
948,7,750,1.49
948,8,800,2.05
948,9,850,2.6800001
948,10,900,3.3800001
948,11,950,4.1599998
948,12,1000,5.0300002
948,13,1050,6
948,14,1100,7.0900002
948,15,1150,8.2799997
948,16,1200,9.5
948,17,1250,10.8
948,18,1300,12.3
948,19,1350,13.8
948,20,1400,15.4
948,21,1450,17.4
948,22,1500,19.6
948,23,1600,24.4
948,24,1700,29.9
948,25,1800,35.599998
948,26,1900,41.5
948,27,2000,49
948,28,2200,61
948,29,2310,68.099998
948,30,2400,75.5
948,31,2500,83
948,32,2750,105
948,33,3000,129
949,1,600,0.36000001
949,2,620,0.44999999
949,3,640,0.55000001
949,4,700,0.91000003
949,5,750,1.24
949,6,800,1.67
949,7,850,2.1900001
949,8,900,2.8
949,9,950,3.46
949,10,1000,4.23
949,11,1050,5.1199999
949,12,1100,6.1500001
949,13,1150,7.3299999
949,14,1200,8.6800003
949,15,1250,10.2
949,16,1300,11.9
949,17,1350,13.8
949,18,1400,16
949,19,1500,20.6
949,20,1600,25.5
949,21,1700,30.6
949,22,1800,36.099998
949,23,1894,42.200001
949,24,2000,49
949,25,2200,61
949,26,2300,68
949,27,2400,75.5
949,28,2500,83
949,29,2750,105
949,30,3000,129
949,31,3300,163
950,1,800,1.77
950,2,850,2.24
950,3,900,2.8
950,4,950,3.46
950,5,1000,4.23
950,6,1050,5.1199999
950,7,1100,6.1500001
950,8,1150,7.3299999
950,9,1200,8.6800003
950,10,1250,10.2
950,11,1300,11.9
950,12,1350,13.8
950,13,1400,16
950,14,1500,20.6
950,15,1600,25.5
950,16,1700,30.6
950,17,1800,36.099998
950,18,1898,42.5
950,19,2000,49
950,20,2200,61
950,21,2400,75.5
950,22,2500,83
950,23,2750,105
951,1,700,0.81999999
951,2,750,1.0599999
951,3,800,1.38
951,4,850,1.77
951,5,900,2.2
951,6,950,2.8
951,7,1000,3.46
951,8,1050,4.23
951,9,1100,5.1199999
951,10,1150,6.1500001
951,11,1211,7.0900002
951,12,1354,11.9
951,13,1497,17.799999
951,14,1640,24.6
951,15,1783,32.400002
951,16,2310,68.099998
951,17,2750,105
951,18,3500,187
953,1,600,0.1
953,2,630,0.22
953,3,650,0.31999999
953,4,670,0.44
953,5,700,0.64999998
953,6,720,0.81
953,7,750,1.08
953,8,770,1.3099999
953,9,800,1.7
953,10,820,2.01
953,11,840,2.4000001
953,12,860,2.78
953,13,880,3.0599999
953,14,900,3.3599999
953,15,920,3.6800001
953,16,940,4.02
953,17,960,4.3800001
953,18,1000,5.1500001
953,19,1050,6.25
953,20,1100,7.5
953,21,1150,8.9399996
953,22,1200,10.4
953,23,1300,14.2
953,24,1400,18.200001
953,25,1500,22.5
953,26,1600,27.1
953,27,1700,32
953,28,1800,37.200001
953,29,1900,42.599998
953,30,2000,49
953,31,2100,54.099998
953,32,2200,61
953,33,2310,68.099998
953,34,2400,75.5
953,35,2500,83
953,36,2750,105
953,37,3000,129
954,1,760,1.7
954,2,780,2.01
954,3,800,2.4000001
954,4,820,2.78
954,5,840,3.0599999
954,6,860,3.3599999
954,7,880,3.6800001
954,8,900,4.02
954,9,950,4.9499998
954,10,1000,6.02
954,11,1050,7.25
954,12,1080,7.9400001
954,13,1231,12.1
954,14,1381,17.1
954,15,1532,23
954,16,1682,29.799999
954,17,1983,46.200001
954,18,2283,66.400002
954,19,2884,118
954,20,3486,186
954,21,3500,187
956,1,112,0.331
956,2,214,0.48100001
956,3,316,0.68400002
956,4,418,0.958
956,5,520,1.3200001
987,1,101,0
987,2,107,0.0070000002
987,3,113,0.022
987,4,119,0.041000001
987,5,125,0.066
987,6,138,0.131
987,7,150,0.205
987,8,174,0.38800001
987,9,198,0.61699998
987,10,434,2.6500001
987,11,683,4.9499998
991,1,-293,1.46
991,2,-241,2.1500001
4509,1,550,0.19
4509,2,600,0.44
4509,3,650,0.75999999
4509,4,700,1.1900001
4509,5,800,2.29
4509,6,900,3.6900001
4509,7,1000,5.5
4509,8,1100,7.5999999
4509,9,1250,11.2
4509,10,1390,14.6
4509,11,1612,22.4
4509,12,2060,47.299999
4509,13,2310,68.099998
4509,14,3000,129
4509,15,3300,163
991,3,-189,3.02
991,4,-137,4.1100001
991,5,-86,5.4000001
991,6,-34,6.98
991,7,18,8.8400002
991,8,121,13.5
991,9,186,16.1
991,10,231,17.700001
991,11,300,19.799999
991,12,550,29.700001
991,13,800,41.799999
991,14,1050,56.200001
991,15,1300,73
991,16,1800,114
1008,1,-57,0.66000003
1008,2,144,1.16
1008,3,345,1.76
1011,1,300,0
1011,2,400,0.0099999998
1011,3,546,0.046
1011,4,587,0.097999997
1011,5,596,0.115
1011,6,606,0.13699999
1011,7,626,0.189
1011,8,646,0.25600001
1011,9,666,0.34
1011,10,686,0.44299999
1011,11,706,0.56800002
