noct,ladate
1195882,"04/15/08 08:00:00"
1195882,"05/12/20 09:05:00"
1195882,"04/12/13 13:19:00"
1195883,"04/05/24 11:57:00"
1195883,"05/07/24 08:07:00"
1195888,"10/18/24 07:34:00"
1195888,"09/05/24 14:20:00"
1195888,"09/05/24 15:37:00"
1195897,"01/24/24 09:26:00"
1195897,"01/28/21 11:08:00"
1195897,"05/15/20 09:18:00"
1195897,"03/20/24 11:55:00"
1199152,"05/24/12 07:40:00"
1199152,"06/11/92 14:15:00"
1199152,"12/04/03 14:38:00"
1199152,"03/12/24 13:34:00"
1196133,"12/09/07 15:45:00"
1196133,"05/27/08 12:00:00"
1196133,"05/22/13 12:30:00"
1196133,"05/31/10 12:00:00"
1196133,"12/08/11 10:15:00"
1196134,"02/12/07 20:00:00"
1196134,"05/27/08 12:00:00"
1196134,"04/22/08 14:30:00"
1196134,"02/16/06 17:00:00"
1196134,"12/09/07 15:45:00"
1196134,"05/22/13 12:30:00"
1196134,"05/31/10 12:00:00"
1196134,"12/08/11 10:15:00"
1196135,"05/31/10 12:00:00"
1196135,"12/08/11 10:15:00"
1196135,"02/02/13 09:05:00"
1196135,"01/07/16 17:20:00"
1196135,"02/12/07 20:00:00"
1196135,"02/16/06 17:00:00"
1196135,"04/22/08 14:30:00"
1196135,"12/09/07 15:45:00"
1196135,"05/27/08 12:00:00"
1196135,"05/22/13 12:30:00"
1196135,"12/14/19 10:30:00"
1196135,"11/04/19 13:45:00"
1196135,"02/01/21 16:00:00"
1196136,"01/05/18 13:10:00"
1196136,"01/04/18 14:20:00"
1196136,"01/04/18 15:10:00"
1196136,"01/22/18 09:30:00"
1196136,"12/11/17 11:00:00"
1196136,"02/01/21 16:00:00"
1196136,"02/08/17 14:25:00"
1196136,"02/19/18 10:25:00"
1196136,"03/31/16 13:25:00"
1196150,"01/13/04 15:30:00"
1196150,"02/14/90 00:00:00"
1196150,"03/18/88 00:00:00"
1196150,"03/02/07 16:45:00"
1196150,"01/11/16 17:30:00"
1196150,"03/02/15 20:55:00"
1196150,"04/26/09 19:10:00"
1196150,"04/26/09 19:11:00"
1196150,"03/29/01 13:00:00"
1196150,"02/02/13 15:04:00"
1196150,"03/10/06 15:00:00"
1196150,"04/11/89 00:00:00"
1196150,"02/27/07 12:00:00"
1196150,"01/16/96 00:00:00"
1196150,"02/09/16 08:15:00"
1196150,"03/06/06 15:30:00"
1196150,"05/04/04 15:35:00"
1196150,"02/13/14 10:25:00"
1196150,"08/31/15 14:30:00"
1196150,"08/22/16 08:07:00"
1196150,"10/18/16 12:54:00"
1196150,"04/14/15 12:50:00"
1196150,"03/30/16 08:08:00"
1196150,"02/18/16 09:53:00"
1196150,"05/11/16 14:13:00"
1196150,"01/12/15 08:25:00"
1196150,"04/13/15 13:30:00"
1196150,"11/14/16 09:42:00"
1196150,"05/21/15 10:21:00"
1196150,"11/05/94 00:00:00"
1196150,"05/03/13 08:15:00"
1196150,"09/23/94 00:00:00"
1196150,"12/07/10 08:30:00"
1196150,"05/28/08 14:00:00"
1196150,"05/29/08 11:40:00"
1196150,"12/23/10 16:50:00"
1196156,"06/13/20 06:15:00"
1196156,"03/18/88 00:00:00"
1196156,"02/14/90 00:00:00"
1196156,"01/13/04 15:30:00"
1196156,"06/13/20 13:00:00"
1196156,"04/26/09 19:10:00"
1196156,"03/02/07 16:45:00"
1196156,"12/22/19 15:25:00"
1196157,"06/13/20 06:15:00"
1196157,"03/18/88 00:00:00"
1196157,"02/14/90 00:00:00"
1196157,"01/13/04 15:30:00"
1196157,"06/13/20 13:00:00"
1196157,"04/26/09 19:10:00"
1196157,"03/02/07 16:45:00"
1196157,"12/22/19 15:25:00"
1196158,"06/13/20 06:15:00"
1196158,"03/18/88 00:00:00"
1196158,"02/14/90 00:00:00"
1196158,"01/13/04 15:30:00"
1196158,"06/13/20 13:00:00"
1196158,"04/26/09 19:10:00"
1196158,"03/02/07 16:45:00"
1196158,"12/22/19 15:25:00"
1196159,"06/13/20 06:15:00"
1196159,"03/18/88 00:00:00"
1196159,"02/14/90 00:00:00"
1196159,"01/13/04 15:30:00"
1196159,"06/13/20 13:00:00"
1196159,"04/26/09 19:10:00"
1196159,"03/02/07 16:45:00"
1196159,"12/22/19 15:25:00"
1196160,"01/13/04 10:15:00"
1196160,"11/06/94 00:00:00"
1196160,"02/12/70 00:00:00"
1196161,"03/02/07 13:20:00"
1196161,"01/13/04 10:15:00"
1196161,"02/12/70 00:00:00"
1196161,"11/06/94 00:00:00"
1196161,"03/10/06 11:15:00"
1196161,"03/10/06 12:00:00"
1196161,"03/28/06 16:20:00"
1196161,"03/10/81 00:00:00"
1196162,"03/02/07 13:20:00"
1196163,"01/13/04 10:15:00"
1196163,"03/02/07 13:20:00"
1196163,"03/10/06 12:00:00"
1196164,"01/13/04 10:15:00"
1196164,"03/02/07 13:20:00"
1196164,"11/06/94 00:00:00"
1196164,"02/12/70 00:00:00"
1196164,"11/23/92 00:00:00"
1196164,"02/27/07 14:00:00"
1196166,"01/13/04 10:15:00"
1196166,"03/02/07 13:20:00"
1196166,"11/06/94 00:00:00"
1196166,"02/12/70 00:00:00"
1196166,"11/23/92 00:00:00"
1196167,"01/13/04 10:15:00"
1196167,"03/02/07 13:20:00"
1196167,"11/06/94 00:00:00"
1196167,"02/12/70 00:00:00"
1196167,"11/23/92 00:00:00"
1196168,"03/02/07 13:20:00"
1196168,"01/13/04 10:15:00"
1196168,"02/12/70 00:00:00"
1196168,"03/10/81 00:00:00"
1196168,"03/10/06 12:00:00"
1196168,"11/06/94 00:00:00"
1196168,"03/10/06 11:15:00"
1196168,"03/28/06 16:20:00"
1196169,"03/02/07 13:20:00"
1196169,"01/13/04 10:15:00"
1196170,"03/02/07 13:20:00"
1196170,"01/13/04 10:15:00"
1196170,"02/12/70 00:00:00"
1196170,"03/10/81 00:00:00"
1196170,"03/10/06 12:00:00"
1196170,"03/28/06 16:20:00"
1196170,"03/10/06 11:15:00"
1196170,"05/03/13 08:20:00"
1196170,"01/11/16 08:00:00"
1196171,"12/03/03 12:15:00"
1196171,"11/02/08 17:30:00"
1196171,"09/01/98 00:00:00"
1196171,"06/11/92 00:00:00"
1196171,"07/09/07 15:30:00"
1196171,"01/03/12 15:32:00"
1196171,"09/23/83 00:00:00"
1196171,"08/28/96 15:15:00"
1196172,"12/03/03 12:15:00"
1196172,"11/02/08 17:30:00"
1196172,"06/11/92 00:00:00"
1196172,"04/27/98 14:30:00"
1196172,"07/09/07 15:30:00"
1196172,"03/02/95 09:35:00"
1196172,"05/10/89 00:00:00"
1196172,"03/27/01 11:00:00"
1196172,"01/26/93 00:00:00"
1196172,"09/09/99 00:00:00"
1196172,"08/07/03 11:15:00"
1196172,"07/09/91 00:00:00"
1196173,"12/03/03 12:15:00"
1196173,"11/02/08 17:30:00"
1196173,"12/31/11 11:52:00"
1196173,"04/27/98 14:30:00"
1196173,"07/09/07 15:30:00"
1196173,"05/10/89 00:00:00"
1196173,"08/07/03 11:15:00"
1196174,"12/03/03 12:15:00"
1196174,"11/02/08 17:30:00"
1196174,"06/16/92 00:00:00"
1196174,"03/24/88 00:00:00"
1196174,"02/26/98 00:00:00"
1196174,"09/01/98 00:00:00"
1196174,"01/20/14 14:59:00"
1196174,"06/01/16 15:30:00"
1196175,"09/29/07 14:30:00"
1196175,"06/01/16 15:30:00"
1196175,"01/14/04 13:40:00"
1196175,"05/28/80 00:00:00"
1196175,"12/31/11 11:52:00"
1196175,"12/03/03 12:15:00"
1196175,"11/02/08 17:30:00"
1196175,"06/16/92 00:00:00"
1196175,"05/22/12 09:30:00"
1196175,"01/20/14 14:59:00"
1196175,"08/23/49 00:00:00"
1196175,"10/01/85 00:00:00"
1196175,"04/16/03 15:50:00"
1196175,"02/23/82 00:00:00"
