noct,nopt,a,b,h0,hsup
1,1,0,0,0,380
1,2,0.00011333,1.6134,370,820
1,3,0.00012464,1.6524,454,2000
2,1,0,0,0,430
2,2,0.0007728,1.3614,425,532
2,3,0.0007728,1.3614,425,687
2,4,0.0007728,1.3614,425,812
2,5,0.0007728,1.3614,425,954
2,6,0.0007728,1.3614,425,1150
2,7,0.0004187,1.502,561,1264
2,8,0.0004187,1.502,561,1440
2,9,0.0004187,1.502,561,1590
2,10,0.0004187,1.502,561,1734
2,11,0.0004187,1.502,561,1855
2,12,0.0004187,1.502,561,2000
12,1,0,0,0,410
12,2,0.0001452,1.6426,407,844
12,3,4.528e-06,2.053,142,2000
13,1,0,0,0,380
13,2,4.598e-05,1.8888,379,500
13,3,1.235e-05,1.9474,294,950
13,4,1.519e-05,1.915,292,2000
14,1,0,0,0,380
14,2,0.0001371,1.6075,379,732
14,3,6.936e-05,1.713,366,1152
14,4,1.88e-05,1.8894,310,2000
15,1,0,0,0,380
15,2,7.381e-05,1.7288,380,672
15,3,2.347e-05,1.7057,55,783
15,4,0.0006578000000000001,1.3492,431,915
15,5,0.0003429,1.5312,560,2000
16,1,0,0,0,330
16,2,7.467e-06,2.0749,330,593
16,3,6.317e-06,2.0294,269,874
16,4,0.00029,1.5432,493,2200
17,1,0,0,0,330
17,2,3.127e-05,1.7482,329,651
17,3,7.948e-05,1.7323,453,870
17,4,0.00029,1.5432,493,2200
18,1,0,0,0,358
18,2,0.0005203,1.3263,357,594
18,3,0.0006287,1.3756,424,874
18,4,0.0008720000000000001,1.4025,558,2200
19,1,0,0,0,401
19,2,2.237e-05,1.8888,394,535
19,3,4.884e-05,1.8185,424,714
19,4,0.007393,1.0181,533,875
19,5,0.0007716999999999999,1.4179,550,2206
20,1,0,0,0,401
20,2,2.237e-05,1.8888,394,535
20,3,4.884e-05,1.8185,424,714
20,4,0.00175,1.2592,503,897
20,5,8.275000000000001e-05,1.6982,391,2206
21,1,0,0,0,401
21,2,0.0006427,1.2668,396,566
21,3,4.508e-05,1.8185,412,715
21,4,0.009696,0.9775,545,875
21,5,0.0001008,1.6777,428,2204
22,1,0,0,0,425
22,2,0.0001407,1.5344,380,567
22,3,1.184e-05,2.0294,390,714
22,4,0.004132,1.1268,530,865
22,5,7.226e-05,1.7158,384,2206
23,1,0,0,0,402
23,2,0.0001932,1.5014,361.5,541
23,3,0.0004239,1.4669,422.3,759
23,4,3.823e-05,1.7833,297,1240
23,5,0.0001599,1.6191,459,2206
24,1,0,0,0,401
24,2,1.784e-05,1.9942,384,572
24,3,0.0004488,1.4669,435,759
24,4,3.823e-05,1.7833,297,1240
24,5,0.0001599,1.6191,459,2206
25,1,0,0,0,403
25,2,0.0003854,1.3966,402,535
25,3,0.006292,1.045,487,804
25,4,0.0003708,1.4789,407,1240
25,5,0.0002453,1.5668,497,2206
26,1,0,0,0,409
26,2,0.0003954,1.3966,408,557
26,3,0.004529,1.1247,500,595
26,4,0.03238,0.7835,539,807
26,5,0.01554,0.9637,605,1240
26,6,0.000155,1.6239,456,2206
27,1,0,0,0,405
27,2,0.0002509,1.4317,335,566
27,3,0.01104,0.9527,499,806
27,4,0.008588999999999999,1.0489,576,1240
27,5,0.000155,1.6239,456,2206
28,1,0,0,0,380
28,2,0.000334,1.384,340,566
28,3,0.01104,0.9527,499,806
28,4,0.008588999999999999,1.0489,576,1240
28,5,0.000155,1.6239,456,2206
29,1,0,0,0,379
29,2,0.0003441,1.3806,338,564
29,3,0.0001148,1.692,404.5,802
29,4,0.008314,1.0489,539.1,1236
29,5,0.0001504,1.6239,424.1,2206
30,1,0,0,0,378
30,2,2.307e-05,1.8645,307.2,566
30,3,8.127999999999999e-05,1.692,349.3,807
30,4,0.008933,1.0489,585.2,1236
30,5,0.0001504,1.6239,424.1,2206
31,1,0,0,0,379
31,2,0.000444,1.3806,344.9,636
31,3,0.02395,0.8961,562.9,715
31,4,0.001372,1.2916,416.2,1242
31,5,0.0001511,1.6239,429.4,2206
32,1,0,0,0,418
32,2,0.0006690999999999999,1.3848,412,645
32,3,0.002462,1.2751,511,715
32,4,0.001372,1.2916,416,1242
32,5,0.0001511,1.6239,429,2206
33,1,0,0,0,418
33,2,0.0006934,1.3784,412.1,645
33,3,0.002091,1.2751,492.6,717
33,4,0.0003022,1.5014,357.1,1242
33,5,0.0001511,1.6239,429,2206
34,1,0,0,0,418
34,2,0.0006934,1.3784,412.1,645
34,3,0.002091,1.2751,492.6,717
34,4,0.0003022,1.5014,357.1,1242
34,5,0.0001511,1.6239,429,2206
35,1,0,0,0,407
35,2,8.449999999999999e-05,1.5948,344,495
35,3,0.0008631999999999999,1.2861,412,557
35,4,0.0006452,1.4075,441,716
35,5,0.00024,1.5767,434,908
35,6,0.001022,1.3256,398,1295
35,7,0.0001595,1.6239,487,2206
36,1,0,0,0,417
36,2,0.001079,1.2119,417,568
36,3,0.002443,1.2289,495.5,1208
36,4,0.0001459,1.6239,390.3,2206
37,1,0,0,0,416
37,2,0.0009223,1.2119,416,566
37,3,0.002237,1.2289,497.9,705
37,4,0.0008028999999999999,1.3926,474.2,1206
37,5,0.0001454,1.6239,386.7,2206
38,1,0,0,0,404
38,2,0.0007637,1.2119,404,498
38,3,0.002048,1.2861,464.4,570
38,4,0.000419,1.4075,351.9,718
38,5,0.0002544,1.5767,451.3,908
38,6,0.0011,1.3256,425.3,1321
38,7,0.0001565,1.6239,467.3,2206
39,1,0,0,0,299
39,2,0.0007105,1,277.9,337
39,3,0.0002599,1.2406,276.7,376
39,4,0.0004134,1.2406,307.7,405
39,5,0.0006936000000000001,1.2406,340.9,422
39,6,0.0008797,1.2406,355,454
39,7,0.0005112,1.3492,351.8,470
39,8,0.0007084,1.2861,354.1,501
39,9,0.0008698,1.2861,375.7,531
39,10,0.0009700000000000001,1.2861,388.3,569
39,11,0.001085,1.2861,403.4,610
39,12,0.0005934,1.4075,409.7,711
39,13,0.0002435,1.5411,383.6,906
39,14,0.001096,1.3256,441.4,1109
39,15,0.001183,1.3256,478.7,1270
39,16,0.0001554,1.6239,459.6,2206
47,1,0,0,0,360
47,2,0.0007753,1.2406,343.6,425
47,3,0.000838,1.2406,348.5,453
47,4,0.0008286,1.2406,347.6,479
47,5,0.0008851,1.2406,354.4,503
47,6,0.0009311,1.2861,383.3,530
47,7,0.001028,1.2861,394.2,596
47,8,0.0005761,1.4075,403.3,711
47,9,0.0002435,1.5411,383.6,906
47,10,0.001096,1.3256,441.4,1109
47,11,0.001183,1.3256,478.7,1270
47,12,0.0001554,1.6239,459.6,2206
53,1,0,0,0,-150
53,2,2.634e-05,1.9678,-197,185
53,3,1.133e-05,2.0294,-299,565
53,4,3.033e-06,2.1754,-442,1318
53,5,0.003606,1.3514,429,2000
54,1,0,0,0,-119
54,2,0.000319,1.5651,-133,526
54,3,3.44e-05,1.9048,-141,1023
54,4,0.0007257,1.4883,-59,1513
54,5,0.0002629,1.751,582,2600
55,1,0,0,0,-214
55,2,0.001082,1.3602,-214,35
55,3,1.966e-06,2.3003,-370,268
55,4,0.02366,1.0098,45,842
55,5,0.2136,0.7638,458,1519
55,6,6.874e-05,1.9091,423,2600
56,1,0,0,0,-50
56,2,0.001561,1.2976,-79,161
56,3,0.006485,1.1505,21,436
56,4,0.00779,1.1604,98,912
56,5,0.0288,1.045,426,1506
56,6,4.577e-05,1.9569,382,2600
59,1,0,0,0,-179
59,2,0.0001661,1.6426,-187,140
59,3,0.00263,1.256,-75,666
59,4,0.000547,1.5723,133,1025
59,5,0.001157,1.4317,-5,1513
59,6,0.0002629,1.751,582,2600
60,1,0,0,0,-119
60,2,0.0002461,1.6075,-134,436
60,3,0.009722,1.1302,115,912
60,4,0.0288,1.045,426,1506
60,5,4.577e-05,1.9569,382,2600
61,1,0,0,0,42
61,2,0.004417,1.196,42,222
61,3,0.002237,1.2778,1.7,420
61,4,0.001045,1.374,-56,593
61,5,4.13e-05,1.876,-49.1,1513
61,6,4.937e-05,1.9564,458.8,2600
62,1,0,0,0,40
62,2,0.002761,1.2839,40,227
62,3,0.002036,1.2839,-10.1,456
62,4,0.0002922,1.5811,-46.5,685
62,5,9.674e-05,1.7695,9.6,1513
62,6,4.937e-05,1.9564,458.8,2600
63,1,0,0,0,10
63,2,0.00199,1.2839,-1,421
63,3,0.001441,1.374,61.9,696
63,4,0.001607,1.4025,181.6,897
63,5,0.000149,1.6838,-82.7,1507
63,6,5.362e-05,1.9564,547.4,2600
64,1,0,0,0,-50
64,2,0.0002156,1.653,-83,161
64,3,0.006378,1.1505,19,417
64,4,0.007816999999999999,1.1604,100,912
64,5,0.0288,1.045,426,1506
64,6,4.577e-05,1.9569,382,2600
65,1,0,0,0,10
65,2,0.00199,1.2839,-1,421
65,3,0.001441,1.374,61.9,696
65,4,0.001119,1.4805,223.2,948
65,5,5.003e-05,1.7947,-344.3,1507
65,6,5.362e-05,1.9564,547.4,2600
66,1,0,0,0,18
66,2,0.002239,1.2839,18,422
66,3,0.001281,1.374,13,685
66,4,9.674e-05,1.7695,10,1513
66,5,4.937e-05,1.9564,459,2600
67,1,0,0,0,-27
67,2,0.0003546,1.5404,-70.40000000000001,157
67,3,6.166e-05,1.764,-150.7,430
67,4,0.0001249,1.7393,5.6,947
67,5,0.02068,1.0966,455.4,1505
67,6,4.649e-05,1.9564,392,2600
68,1,0,0,0,-27
68,2,0.0003546,1.5404,-70.40000000000001,157
68,3,6.752e-05,1.764,-135.2,419
68,4,4.476e-05,1.87,-63.7,947
68,5,0.01611,1.0966,326.5,1514
68,6,5.263e-05,1.9564,527.8,2600
69,1,0,0,0,-27
69,2,0.0003546,1.5404,-70.40000000000001,157
69,3,0.0004477,1.5014,-66.8,422
69,4,1.431e-05,1.9865,-187.7,696
69,5,2.465e-05,1.9865,23.9,948
69,6,0.01461,1.0966,250.1,1507
69,7,5.362e-05,1.9564,547.4,2600
70,1,0,0,0,3
70,2,0.002558,1.2081,-25.6,84
70,3,0.003106,1.2081,-9.300000000000001,170
70,4,0.00205,1.2778,-17.1,230
70,5,0.002112,1.2778,-11.3,300
70,6,0.00215,1.2778,-7.1,360
70,7,0.002185,1.2778,-2.4,422
70,8,0.001219,1.374,-2.8,591
70,9,3.6e-05,1.876,-111.9,773
70,10,3.6e-05,1.876,-111.9,1522
70,11,2.176e-05,1.9183,-282,2082
70,12,2.064e-05,1.9564,-6,2620
71,1,0,0,0,0
71,2,0.001196,1.2081,-196,169
71,3,0.002293,1.2778,10.1,420
71,4,0.001045,1.374,-56,593
71,5,3.702e-05,1.876,-87.7,1522
71,6,2.176e-05,1.9183,-282,2082
71,7,2.064e-05,1.9564,-6.3,2620
73,1,0,0,0,0
73,2,0.001101,1.2081,-210,85
73,3,0.002067,1.2081,-90,170
73,4,0.001782,1.2778,-45.7,230
73,5,0.002112,1.2778,-11.3,300
73,6,0.00215,1.2778,-7.1,360
73,7,0.002185,1.2778,-2.4,422
73,8,0.001219,1.374,-2.8,591
73,9,3.6e-05,1.876,-111.9,773
73,10,3.6e-05,1.876,-111.9,1522
73,11,2.176e-05,1.9183,-282,2082
73,12,2.064e-05,1.9564,-6,2620
74,1,0,0,0,0
74,2,0.00462,1.0148,-49,177
74,3,0.001692,1.261,3,351
74,4,0.0004542,1.5541,82,489
74,5,1.299e-05,2.0134,-115,837
74,6,1.719e-05,1.8387,-731,1617
75,1,0,0,0,17
9220,1,0,0,0,0
9220,2,0.002732,1.2081,-36.1,81
9220,3,0.003193,1.2081,-21.9,170
9220,4,0.002136,1.2778,-27.4,234
9220,5,0.001838,1.2778,-60,303
9220,6,0.001829,1.2778,-61.4,360
9220,7,0.001999,1.2778,-33.1,422
9220,8,0.001219,1.374,-2.8,591
9220,9,3.6e-05,1.876,-111.9,773
9220,10,3.6e-05,1.876,-111.9,1522
9220,11,2.176e-05,1.9183,-282,2082
9220,12,2.064e-05,1.9564,-6,2620
75,2,0.0009097,1.3366,-44.7,273
75,3,0.0007836,1.4311,31.9,594
75,4,0.0003639,1.5854,101.7,846
75,5,1.431e-05,1.8624,-736.4,1800
76,1,0,0,0,17
76,2,0.0007571,1.3748,-42.4,300
76,3,0.001829,1.3113,68.2,582
76,4,0.000357,1.5854,92.59999999999999,846
76,5,1.431e-05,1.8624,-736.4,1800
77,1,0,0,0,7
77,2,0.0006822,1.285,-129,113
77,3,0.002094,1.2438,-4.8,389
77,4,0.00102,1.4215,79.5,502
77,5,0.0002553,1.6091,8.300000000000001,850
77,6,0.0002978,1.5069,-350,1800
78,1,0,0,0,7
78,2,0.0006822,1.285,-129,113
78,3,0.002068,1.2438,-6,368
78,4,0.001254,1.4215,114,489
78,5,0.0002273,1.6091,-55,850
78,6,0.0002978,1.5069,-350,1800
80,1,0,0,0,20
80,2,7.03e-05,1.7312,-102,273
80,3,1.223e-05,2.0129,-118,594
80,4,5.615e-05,1.8448,27,831
80,5,1.417e-05,1.8624,-750,1800
81,1,0,0,0,20
81,2,7.03e-05,1.7312,-102,273
81,3,1.223e-05,2.0129,-118,594
81,4,5.615e-05,1.8448,27,831
81,5,1.417e-05,1.8624,-750,1800
82,1,0,0,0,17
82,2,0.001119,1.2971,-56.8,149
82,3,2.507e-05,1.7312,-336.3,236
82,4,0.0004887,1.5074,31.2,594
82,5,5.504e-05,1.8448,16.6,831
82,6,1.417e-05,1.8624,-750,1800
83,1,0,0,0,20
83,2,8.964e-05,1.7312,-86.09999999999999,237
83,3,1.012e-05,2.0129,-188.4,594
83,4,5.615e-05,1.8448,27,831
83,5,1.417e-05,1.8624,-750,1800
84,1,0,0,0,18
84,2,0.0004416,1.4465,-65.09999999999999,273
84,3,1.223e-05,2.0129,-118,594
84,4,5.615e-05,1.8448,27,831
84,5,1.417e-05,1.8624,-750,1800
85,1,0,0,0,13
85,2,0.001579,1.285,8,213
85,3,0.001917,1.3196,59,489
85,4,0.0002273,1.6091,-55,850
85,5,0.0002978,1.5069,-350,1800
86,1,0,0,0,2
86,2,0.0004059,1.285,-256.5,176
86,3,0.001941,1.3196,63.3,489
86,4,0.0002273,1.6091,-55,850
86,5,0.0002978,1.5069,-350,1800
87,1,0,0,0,14
87,2,0.001029,1.1938,-147.5,176
87,3,0.00192,1.3196,59.8,489
87,4,0.0002273,1.6091,-55,850
87,5,0.0002978,1.5069,-350,1800
88,1,0,0,0,14
88,2,0.001029,1.1938,-147.5,176
88,3,0.00192,1.3196,59.8,489
88,4,0.0002273,1.6091,-55,850
88,5,0.0002978,1.5069,-350,1800
90,1,0,0,0,191
90,2,2.534e-05,1.9474,163,427
90,3,0.00497,1.1808,314,606
90,4,0.002408,1.1262,-128,888
90,5,0.005375,1.0983,307,2500
91,1,0,0,0,178
91,2,6.658e-06,1.8339,-116,329
91,3,0.0005934,1.502,243,406
91,4,0.001528,1.3504,262,607
91,5,0.0006036,1.2911,-317,876
91,6,0.005894,1.0878,323,2500
92,1,0,0,0,200
92,2,3.215e-05,1.7255,18,438
92,3,0.003193,1.1857,302,655
92,4,0.001607,1.2615,226,876
92,5,0.005894,1.0878,323,2500
98,1,0,0,0,256
98,2,0.0001776,1.6778,190,708
98,3,0.0002443,1.4421,-445,1982
99,1,0,0,0,251
99,2,0.005497,1.0801,248,1061
99,3,0.003923,1.1378,283,2000
100,1,0,0,0,281
100,2,0.006852,1.0537,281,1060
100,3,0.004692,1.1153,303,2000
6623,1,0,0,0,8
6623,2,0.0001347,1.6591,-74.3,179
6623,3,0.0001381,1.5558,-181,259
6623,4,0.002333,1.2679,70.40000000000001,511
6623,5,2.429e-05,1.9271,-76.5,879
6623,6,0.003968,1.196,-12.9,1800
101,1,0,0,0,269
101,2,0.001138,1.2822,96,1060
101,3,0.006376,1.0773,341,1995
7299,1,0,0,0,99
7299,2,7.236999999999999e-07,2.0897,67.09999999999999,148
7999,1,0,0,0,10
102,1,0,0,0,104
102,2,7.749e-06,1.9942,35,378
102,3,0.009866,1.001,289,865
102,4,0.003031,1.1674,227,2000
103,1,0,0,0,170
103,2,3.137e-05,1.8536,86,329
103,3,5.475e-06,2.1754,88,593
103,4,0.0001654,1.4465,-506,888
103,5,0.005375,1.0983,307,2500
104,1,0,0,0,185
104,2,1.992e-05,1.9282,124,354
104,3,9.048e-05,1.9123,245.1,444
104,4,0.001175,1.3509,175.1,670
104,5,4.16e-06,1.9387,-716.2,1367
104,6,5.265e-05,1.6409,-408,2507
105,1,0,0,0,180
105,2,0.0001266,1.4454,35.8,290
105,3,0.0001636,1.4454,77.2,315
105,4,0.0002474,1.4454,136.4,334
105,5,0.0004527,1.4454,203.9,350
105,6,0.008,1,273.9,360
105,7,0.003097,1.2354,280.6,374
105,8,0.003725,1.2354,293.5,400
105,9,0.003157,1.2701,293.2,420
105,10,0.003821,1.2701,310.9,447
105,11,0.01826,1,339.7,470
105,12,0.01294,1,286.1,487
105,13,0.001983,1.2701,202.1,545
105,14,0.001748,1.2701,166.4,594
105,15,0.001678,1.2701,152.3,651
105,16,0.003202,1.1603,136.7,736
105,17,2.721e-08,2.5984,-819.4,860
105,18,1.34e-08,2.5984,-1345.5,1235
105,19,1.237e-08,2.5984,-1426.1,1746
105,20,1.241e-05,1.8041,-648.7,2507
106,1,0,0,0,185
106,2,0.0004445,1.4454,157,407
106,3,0.001755,1.3069,250,798
106,4,0.0001216,1.5404,-393.8,1737
106,5,4.458e-05,1.6409,-719,2507
107,1,0,0,0,207
107,2,0.0009982000000000001,1.2646,162.9,384
107,3,0.00289,1.2718,291,456
107,4,0.001235,1.3553,230.5,796
107,5,0.0001133,1.5404,-449.5,1737
107,6,4.906e-05,1.6409,-536.3,2507
108,1,0,0,0,180
108,2,0.0001365,1.4926,78,331
108,3,0.0002933,1.6075,225,429
108,4,0.002511,1.2763,279,607
108,5,0.0006036,1.2911,-317,876
108,6,0.005894,1.0878,323,2500
109,1,0,0,0,180
109,2,0.0002713,1.3263,70,341
109,3,0.0001898,1.7152,247,411
109,4,0.0202,0.9654,343,597
109,5,0.0002117,1.553,10,802
109,6,0.0003635,1.4065,-281,2500
110,1,0,0,0,180
110,2,1.054e-05,1.9239,42,366
110,3,0.00285,1.2295,277,470
110,4,0.009174,1.0092,279,931
110,5,0.004668,1.117,292,2502
111,1,0,0,0,180
111,2,0.0004497,1.291,95.59999999999999,336
111,3,0.000237,1.6272,221,502
111,4,0.002555,1.1603,152.9,937
111,5,0.004846,1.117,364.7,2502
112,1,0,0,0,180
112,2,0.0005704,1.291,109.8,366
112,3,0.008363000000000001,1.1718,320.5,423
112,4,0.003373,1.1603,188.2,916
112,5,0.005449,1.117,304.4,1697
112,6,0.003453,1.117,-398.1,2507
113,1,0,0,0,184
113,2,0.0002612,1.4454,117.8,361
113,3,0.007221,1.1718,309.4,423
113,4,0.003415,1.1603,196,916
113,5,0.005449,1.117,304.4,1697
113,6,0.003453,1.117,-398.1,2507
114,1,0,0,0,184
114,2,0.0002612,1.4454,117.8,361
114,3,0.007221,1.1718,309.4,423
114,4,0.003415,1.1603,196,916
114,5,0.005449,1.117,304.4,1697
114,6,0.003453,1.117,-398.1,2507
115,1,0,0,0,184
115,2,0.0001345,1.4454,79.2,378
115,3,0.003168,1.2701,323.4,600
115,4,0.003545,1.1603,172,803
115,5,0.004214,1.117,109,1737
115,6,0.004412,1.117,174,2507
116,1,0,0,0,185
116,2,0.0003372,1.4454,151.1,419
116,3,0.002064,1.335,309.3,600
116,4,0.001055,1.33,109.2,799
116,5,0.0002053,1.486,-245.6,1737
116,6,4.457e-05,1.6409,-718.9,2507
117,1,0,0,0,185
117,2,0.0003372,1.4454,151,419
117,3,0.003127,1.259,314,660
117,4,0.0002585,1.35,-819,890
117,5,0.0005584,1.3882,90,1737
117,6,4.458e-05,1.6409,-719,2507
118,1,0,0,0,185
118,2,0.0003372,1.4454,151,419
118,3,0.003127,1.259,314,660
118,4,0.0002585,1.35,-819,890
118,5,0.0005584,1.3882,90,1737
118,6,4.458e-05,1.6409,-719,2507
119,1,0,0,0,185
119,2,0.0003355,1.4454,150.9,413
119,3,0.001333,1.3069,248.5,813
119,4,0.0001609,1.5404,-39.5,1737
119,5,4.458e-05,1.6409,-719,2507
120,1,0,0,0,185
120,2,0.0003538,1.4454,152,394
120,3,0.001683,1.3069,262.7,777
120,4,0.0001123,1.5404,-380.5,1727
120,5,5.745e-05,1.6409,-257.1,2507
121,1,0,0,0,185
121,2,0.0003538,1.4454,152,394
121,3,0.001398,1.3069,243,764
121,4,0.0001438,1.5404,-120,1714
121,5,5.121e-05,1.6409,-457,2507
122,1,0,0,0,185
122,2,0.0003538,1.4454,152,394
122,3,0.001398,1.3069,243,764
122,4,0.0001438,1.5404,-120,1714
122,5,5.121e-05,1.6409,-457,2507
123,1,0,0,0,185
123,2,0.0009856000000000001,1.1938,156,300
123,3,0.0001589,1.6744,197,427
123,4,0.004131,1.257,322,561
123,5,0.004214,1.1949,249,711
123,6,0.007106,1.0312,-26.6,1344
123,7,4.488e-05,1.6409,-706,2507
124,1,0,0,0,185
124,2,0.0003557,1.4454,152.3,389
124,3,0.0003507,1.6398,264.1,563
124,4,0.0002736,1.5327,39.7,681
124,5,3.743e-06,1.9387,-835.1,1365
124,6,5.249e-05,1.6409,-413.5,2507
125,1,0,0,0,185
125,2,0.001054,1.1938,158,301
125,3,0.002138,1.1938,222,355
125,4,0.004226,1.1938,279.8,370
125,5,0.005,1.235,302.3,444
125,6,0.008671999999999999,1.0911,279.6,561
125,7,0.004105,1.1949,239,711
125,8,0.007106,1.0312,-27,1344
125,9,4.488e-05,1.6409,-706,2507
126,1,0,0,0,181
126,2,9.15e-05,1.4454,-5.4,290
126,3,8.392e-05,1.4454,-23.3,350
126,4,0.000484,1.4454,238.9,363
126,5,0.001223,1.4454,297.7,378
126,6,0.004569,1.2701,325.9,396
126,7,0.004266,1.2701,322,415
126,8,0.003914,1.2701,315.5,458
126,9,0.003214,1.2701,291.5,475
126,10,0.002228,1.2701,230.2,494
126,11,0.002098,1.2701,217.4,543
126,12,0.001857,1.2701,184.5,594
126,13,0.00161,1.2701,135.9,651
126,14,0.003202,1.1603,136.7,736
126,15,2.721e-08,2.5984,-819.4,860
126,16,1.34e-08,2.5984,-1345.5,1235
126,17,1.237e-08,2.5984,-1426.1,1746
126,18,1.241e-05,1.8041,-648.7,2507
129,1,0,0,0,180
129,2,0.0002057,1.4454,141,252
129,3,0.0002975,1.4454,166,289
129,4,0.000327,1.4454,173.8,316
129,5,0.0004013,1.4454,192.6,334
129,6,0.0004801,1.4454,209.1,350
129,7,0.0076,1,269.3,360
129,8,0.003097,1.2354,280.6,374
129,9,0.003725,1.2354,293.5,400
129,10,0.003157,1.2701,293.2,420
129,11,0.003821,1.2701,310.9,447
129,12,0.01826,1,339.7,470
129,13,0.01294,1,286.1,487
129,14,0.001983,1.2701,202.1,545
129,15,0.001748,1.2701,166.4,594
129,16,0.001678,1.2701,152.3,651
129,17,0.003202,1.1603,136.7,736
129,18,2.721e-08,2.5984,-819.4,860
129,19,1.34e-08,2.5984,-1345.5,1235
129,20,1.237e-08,2.5984,-1426.1,1746
129,21,1.241e-05,1.8041,-648.7,2507
130,1,0,0,0,180
130,2,0.0002057,1.4454,141,252
130,3,0.0003198,1.4454,170,289
130,4,0.0005727,1.4454,210,316
130,5,0.0006899,1.4454,223,333
130,6,0.0006267999999999999,1.4454,215,350
130,7,0.009545,1,271,361
130,8,0.009923,1,275,374
130,9,0.003079,1.2354,267,399
130,10,0.00289,1.2701,278,418
130,11,0.003192,1.2701,288,447
130,12,0.01696,1,330,470
130,13,0.01294,1,286,487
130,14,0.001983,1.2701,202,545
130,15,0.001748,1.2701,166,594
130,16,0.001678,1.2701,152,651
130,17,0.003202,1.1603,137,736
130,18,2.72e-08,2.5984,-819,860
130,19,1.34e-08,2.5984,-1346,1235
130,20,1.237e-08,2.5984,-1426,1746
130,21,1.244e-05,1.8041,-645.6,2506
140,1,0,0,0,-17
140,2,0.0123,1.2119,-17,850
140,3,0.01766,1.2119,207,2800
141,1,0,0,0,-20
141,2,0.01745,1.144,-21,970
141,3,0.01674,1.2256,322,3000
142,1,0,0,0,-39
142,2,0.002407,1.4207,-94,1296
142,3,0.005908,1.3778,388,2812
144,1,0,0,0,-35
144,2,0.004638,1.3263,-48,490
144,3,0.003942,1.3757,6,1291
144,4,0.001492,1.5383,158,2800
145,1,0,0,0,-35
145,2,0.0007303,1.6075,-62,504
145,3,0.0006562,1.6075,-100,1415
145,4,0.00499,1.4005,365,2800
146,1,0,0,0,-35
146,2,0.005683,1.2911,-47,486
146,3,0.0009879999999999999,1.5497,-91,1299
146,4,0.002379,1.4844,237,2800
147,1,0,0,0,155
147,2,0.02609,1.1268,148.6,1185
147,3,0.004779,1.4005,288.7,2800
148,1,0,0,0,90
148,2,0.01359,1.2075,-4,1138
148,3,0.005106,1.3862,204.2,2800
149,1,0,0,0,159
149,2,0.004499,1.3614,114,1383
149,3,0.01276,1.2939,559,2800
150,1,0,0,0,159
150,2,0.004499,1.3614,114,1383
150,3,0.01276,1.2939,559,2800
151,1,0,0,0,220
151,2,0.02177,1.1465,206,1326
151,3,0.01263,1.296,567,2805
152,1,0,0,0,100
152,2,0.01324,1.2152,91,1146
152,3,0.003428,1.4388,231,2800
153,1,0,0,0,2
153,2,0.002641,1.4317,-17,1111
153,3,0.002132,1.4932,134,2800
329,1,0,0,0,65
329,2,0.001199,1.3015,44.3,156
329,3,0.002152,1.3185,88.59999999999999,258
329,4,0.001011,1.4163,55.2,381
329,5,5.403e-05,1.7722,-151,1127
334,1,0,0,0,67
334,2,0.0001709,1.6948,44.3,286
334,3,0.001294,1.3774,89,1104
5085,1,0,0,0,46
5085,2,0.0002457,1.5372,11,128
5085,3,0.0003965,1.5372,42,1200
5092,1,0,0,0,47
5092,2,4.223e-05,1.9348,18,128
5092,3,0.0004139,1.5311,42,1200
5093,1,0,0,0,47
5093,2,0.000373,1.5372,30,131
5093,3,0.0003928,1.5378,34,1000
5094,1,0,0,0,63
5094,2,0.0001471,1.6558,11,151
5094,3,0.0008472,1.4328,62,1100
6825,1,0,0,0,180
6825,2,0.0002057,1.4454,141,216
6825,3,0.0002057,1.4454,141,252
6825,4,0.0003198,1.4454,170,289
6825,5,0.0005727,1.4454,210,316
6825,6,0.0004109,1.4454,182,335
6825,7,0.0005343,1.4454,208,351
6825,8,0.006571,1,245,365
6825,9,0.008846,1,276,378
6825,10,0.002501,1.2354,260,404
6825,11,0.002117,1.2701,261,425
6825,12,0.00439,1.2701,333,451
6825,13,0.018,1,346,471
6825,14,0.01579,1,329,490
6825,15,0.002324,1.2701,242,545
6825,16,0.001748,1.2701,166,594
6825,17,0.001678,1.2701,152,651
6825,18,0.003202,1.1603,137,736
6825,19,2.72e-08,2.5984,-819,860
340,1,0,0,0,50
340,2,0.0009442,1.3223,38.8,88
8660,1,0,0,0,-1
8660,2,2.419e-14,5,-363,119
9729,1,0,0,0,115
9729,2,5.198e-06,1.9612,100.4,201
9729,3,2.659e-13,5,25.7,209
9729,4,2.846e-12,5,94.90000000000001,224
9729,5,8.790000000000001e-06,2.1155,140.6,241
9729,6,3.577e-13,5,29.6,250
9729,7,3.564e-14,5,-99.59999999999999,271
9729,8,1.864e-13,5,5,295
9729,9,2.322e-13,5,17.5,320
9961,1,0,0,0,407
9961,2,0.0009633000000000001,1.23,320,480
9961,3,0.001063,1.23,333,592
9961,4,0.001503,1.23,396,600
340,3,0.001623,1.3223,55.4,289
10970,1,0,0,0,-63
340,4,0.00045,1.5158,17.5,1100
343,1,0,0,0,50
343,2,0.0001674,1.5536,9.300000000000001,80
343,3,0.001084,1.3015,41.6,95
343,4,0.001415,1.3015,51.5,125
343,5,0.001332,1.3015,48,148
343,6,0.001424,1.3015,53,161
343,7,0.001448,1.3185,60.6,180
