cdentite;dtmesure;hauteur;qualh;methh;conth;statuth;debit;qualq;methq;contq;statutq
K209081001;2013-01-09 07:30:00;644;20;10;0;12;7494;20;10;0;12
K209081001;2013-01-09 12:40:00;649;20;10;0;12;7644;20;10;0;12
K209081001;2013-01-09 15:00:00;644;20;10;0;12;7494;20;10;0;12
K209081001;2013-01-09 22:05:00;644;20;10;0;12;7494;20;10;0;12
K209081001;2013-01-09 23:55:00;641;20;10;0;12;7404;20;10;0;12
K209081001;2013-01-10 02:45:00;643;20;10;0;12;7464;20;10;0;12
K209081001;2013-01-10 05:25:00;640;20;10;0;12;7375;20;10;0;12
K209081001;2013-01-10 07:35:00;643;20;10;0;12;7464;20;10;0;12
K209081001;2013-01-10 09:52:00;641;20;10;0;12;7404;20;10;0;12
K209081001;2013-01-10 15:12:00;642;20;10;0;12;7434;20;10;0;12
K209081001;2013-01-10 18:05:00;639;20;10;0;12;7345;20;10;0;12
K209081001;2013-01-10 22:55:00;638;20;10;0;12;7316;20;10;0;12
K209081001;2013-01-11 00:00:00;642;20;10;0;12;7434;20;10;0;12
K209081001;2013-01-11 01:05:00;640;20;10;0;12;7375;20;10;0;12
K209081001;2013-01-11 01:55:00;636;20;10;0;12;7257;20;10;0;12
K209081001;2013-01-11 03:15:00;641;20;10;0;12;7404;20;10;0;12
K209081001;2013-01-11 05:30:00;638;20;10;0;12;7316;20;10;0;12
K209081001;2013-01-11 07:05:00;640;20;10;0;12;7375;20;10;0;12
K209081001;2013-01-11 08:55:00;635;20;10;0;12;7227;20;10;0;12
K209081001;2013-01-11 11:55:00;639;20;10;0;12;7345;20;10;0;12
K209081001;2013-01-12 05:05:00;623;20;10;0;12;6881;20;10;0;12
K209081001;2013-01-12 21:15:00;619;20;10;0;12;6767;20;10;0;12
K209081001;2013-01-13 15:00:00;618;20;10;0;12;6739;20;10;0;12
K209081001;2013-01-13 21:50:00;610;20;10;0;12;6516;20;10;0;12
K209081001;2013-01-14 01:25:00;614;20;10;0;12;6627;20;10;0;12
K209081001;2013-01-14 04:25:00;611;20;10;0;12;6544;20;10;0;12
K209081001;2013-01-14 06:25:00;615;20;10;0;12;6655;20;10;0;12
K209081001;2013-01-14 12:30:00;615;20;10;0;12;6655;20;10;0;12
K209081001;2013-01-14 14:40:00;612;20;10;0;12;6572;20;10;0;12
K209081001;2013-01-14 15:15:00;614;20;10;0;12;6627;20;10;0;12
K209081001;2013-01-14 19:10:00;614;20;10;0;12;6627;20;10;0;12
K209081001;2013-01-14 21:10:00;613;20;10;0;12;6599;20;10;0;12
K209081001;2013-01-15 01:55:00;603;20;10;0;12;6324;20;10;0;12
K209081001;2013-01-15 11:20:00;596;20;10;0;12;6136;20;10;0;12
K209081001;2013-01-15 13:45:00;597;20;10;0;12;6163;20;10;0;12
K209081001;2013-01-15 15:25:00;594;20;10;0;12;6083;20;10;0;12
K209081001;2013-01-15 17:30:00;598;20;10;0;12;6189;20;10;0;12
K209081001;2013-01-15 19:15:00;598;20;10;0;12;6189;20;10;0;12
K209081001;2013-01-15 20:25:00;594;20;10;0;12;6083;20;10;0;12
K209081001;2013-01-16 04:55:00;594;20;10;0;12;6083;20;10;0;12
K209081001;2013-01-16 18:55:00;587;20;10;0;12;5898;20;10;0;12
K209081001;2013-01-17 00:25:00;594;20;10;0;12;6083;20;10;0;12
K209081001;2013-01-17 06:49:00;591;20;10;0;12;6003;20;10;0;12
K209081001;2013-01-17 13:19:00;583;20;10;0;12;5794;20;10;0;12
K209081001;2013-01-17 17:52:00;580;20;10;0;12;5717;20;10;0;12
K209081001;2013-01-17 22:25:00;577;20;10;0;12;5640;20;10;0;12
K209081001;2013-01-18 04:36:00;570;20;10;0;12;5463;20;10;0;12
K209081001;2013-01-18 07:51:00;564;20;10;0;12;5314;20;10;0;12
K209081001;2013-01-18 11:20:00;554;20;10;0;12;5071;20;10;0;12
K209081001;2013-01-18 14:00:00;557;20;10;0;12;5143;20;10;0;12
K209081001;2013-01-18 15:10:00;564;20;10;0;12;5314;20;10;0;12
K209081001;2013-01-18 18:12:00;593;20;10;0;12;6056;20;10;0;12
K209081001;2013-01-18 19:20:00;602;20;10;0;12;6297;20;10;0;12
K209081001;2013-01-18 22:45:00;616;20;10;0;12;6683;20;10;0;12
K209081001;2013-01-19 00:30:00;619;20;10;0;12;6767;20;10;0;12
K209081001;2013-01-19 02:30:00;618;20;10;0;12;6739;20;10;0;12
K209081001;2013-01-19 12:20:00;584;20;10;0;12;5820;20;10;0;12
K209081001;2013-01-19 13:15:00;583;20;10;0;12;5794;20;10;0;12
K209081001;2013-01-19 15:15:00;593;20;10;0;12;6056;20;10;0;12
K209081001;2013-01-19 15:50:00;582;20;10;0;12;5768;20;10;0;12
K209081001;2013-01-19 16:20:00;579;20;10;0;12;5691;20;10;0;12
K209081001;2013-01-19 16:45:00;579;20;10;0;12;5691;20;10;0;12
K209081001;2013-01-19 17:30:00;585;20;10;0;12;5846;20;10;0;12
K209081001;2013-01-19 18:35:00;604;20;10;0;12;6352;20;10;0;12
K209081001;2013-01-19 19:25:00;580;20;10;0;12;5717;20;10;0;12
K209081001;2013-01-19 19:50:00;577;20;10;0;12;5640;20;10;0;12
K209081001;2013-01-19 20:40:00;591;20;10;0;12;6003;20;10;0;12
K209081001;2013-01-19 21:20:00;598;20;10;0;12;6189;20;10;0;12
K209081001;2013-01-19 22:45:00;605;20;10;0;12;6379;20;10;0;12
K209081001;2013-01-20 00:10:00;604;20;10;0;12;6352;20;10;0;12
K209081001;2013-01-20 00:45:00;611;20;10;0;12;6544;20;10;0;12
K209081001;2013-01-20 01:25:00;625;20;10;0;12;6938;20;10;0;12
K209081001;2013-01-20 02:50:00;647;20;10;0;12;7584;20;10;0;12
K209081001;2013-01-20 03:35:00;662;20;10;0;12;8042;20;10;0;12
K209081001;2013-01-20 05:10:00;698;20;10;0;12;9206;20;10;0;12
K209081001;2013-01-20 06:45:00;746;20;10;0;12;10895;20;10;0;12
K209081001;2013-01-20 07:25:00;762;20;10;0;12;11494;20;10;0;12
K209081001;2013-01-20 07:55:00;784;20;10;0;12;12347;20;10;0;12
K209081001;2013-01-20 08:40:00;820;20;10;0;12;13818;20;10;0;12
K209081001;2013-01-20 10:30:00;847;20;10;0;12;14982;20;10;0;12
K209081001;2013-01-20 11:25:00;855;20;10;0;12;15337;20;10;0;12
K209081001;2013-01-20 13:00:00;849;20;10;0;12;15070;20;10;0;12
K209081001;2013-01-20 16:15:00;826;20;10;0;12;14072;20;10;0;12
K209081001;2013-01-20 21:55:00;767;20;10;0;12;11685;20;10;0;12
K209081001;2013-01-21 00:00:00;750;20;10;0;12;11043;20;10;0;12
K209081001;2013-01-21 00:25:00;742;20;10;0;12;10748;20;10;0;12
K209081001;2013-01-21 03:50:00;721;20;10;0;12;9995;20;10;0;12
K209081001;2013-01-21 09:15:00;700;20;10;0;12;9273;20;10;0;12
K209081001;2013-01-21 13:20:00;695;20;10;0;12;9105;20;10;0;12
K209081001;2013-01-22 12:05:00;689;20;10;0;12;8907;20;10;0;12
K209081001;2013-01-22 13:10:00;678;20;10;0;12;8548;20;10;0;12
K209081001;2013-01-22 13:55:00;656;20;10;0;12;7857;20;10;0;12
K209081001;2013-01-22 15:15:00;591;20;10;0;12;6003;20;10;0;12
K209081001;2013-01-22 16:10:00;551;20;10;0;12;4999;20;10;0;12
K209081001;2013-01-22 16:40:00;537;20;10;0;12;4672;20;10;0;12
K209081001;2013-01-22 17:18:00;521;20;10;0;12;4314;20;10;0;12
K209081001;2013-01-22 17:45:00;534;20;10;0;12;4604;20;10;0;12
K209081001;2013-01-22 18:15:00;556;20;10;0;12;5119;20;10;0;12
K209081001;2013-01-22 19:00:00;597;20;10;0;12;6163;20;10;0;12
K209081001;2013-01-22 19:45:00;607;20;10;0;12;6434;20;10;0;12
K209081001;2013-01-22 21:55:00;612;20;10;0;12;6572;20;10;0;12
K209081001;2013-01-23 06:10:00;618;20;10;0;12;6739;20;10;0;12
K209081001;2013-01-23 11:30:00;632;20;10;0;12;7140;20;10;0;12
K209081001;2013-01-23 15:05:00;635;20;10;0;12;7227;20;10;0;12
K209081001;2013-01-23 16:15:00;634;20;10;0;12;7198;20;10;0;12
K209081001;2013-01-23 17:35:00;627;20;10;0;12;6995;20;10;0;12
K209081001;2013-01-23 18:30:00;613;20;10;0;12;6599;20;10;0;12
K209081001;2013-01-23 20:00:00;602;20;10;0;12;6297;20;10;0;12
K209081001;2013-01-23 20:45:00;599;20;10;0;12;6216;20;10;0;12
K209081001;2013-01-23 21:55:00;602;20;10;0;12;6297;20;10;0;12
K209081001;2013-01-23 22:20:00;635;20;10;0;12;7227;20;10;0;12
K209081001;2013-01-23 22:50:00;686;20;10;0;12;8808;20;10;0;12
K209081001;2013-01-23 23:15:00;694;20;10;0;12;9072;20;10;0;12
K209081001;2013-01-24 17:55:00;690;20;10;0;12;8940;20;10;0;12
K209081001;2013-01-24 19:20:00;686;20;10;0;12;8808;20;10;0;12
K209081001;2013-01-24 20:30:00;688;20;10;0;12;8874;20;10;0;12
K209081001;2013-01-24 23:25:00;683;20;10;0;12;8710;20;10;0;12
K209081001;2013-01-24 23:40:00;683;20;10;0;12;8710;20;10;0;12
K209081001;2013-01-25 00:00:00;690;20;10;0;12;8940;20;10;0;12
K209081001;2013-01-25 00:25:00;691;20;10;0;12;8973;20;10;0;12
K209081001;2013-01-25 03:10:00;686;20;10;0;12;8808;20;10;0;12
K209081001;2013-01-25 05:10:00;689;20;10;0;12;8907;20;10;0;12
K209081001;2013-01-25 16:30:00;682;20;10;0;12;8678;20;10;0;12
K209081001;2013-01-26 01:05:00;681;20;10;0;12;8645;20;10;0;12
K209081001;2013-01-26 03:05:00;676;20;10;0;12;8484;20;10;0;12
K209081001;2013-01-26 04:10:00;670;20;10;0;12;8293;20;10;0;12
K209081001;2013-01-26 08:55:00;658;20;10;0;12;7919;20;10;0;12
K209081001;2013-01-26 12:35:00;638;20;10;0;12;7316;20;10;0;12
K209081001;2013-01-26 14:15:00;642;20;10;0;12;7434;20;10;0;12
K209081001;2013-01-26 16:45:00;663;20;10;0;12;8073;20;10;0;12
K209081001;2013-01-26 18:19:00;693;20;10;0;12;9039;20;10;0;12
K209081001;2013-01-26 19:35:00;655;20;10;0;12;7826;20;10;0;12
K209081001;2013-01-26 21:30:00;616;20;10;0;12;6683;20;10;0;12
K209081001;2013-01-26 22:15:00;608;20;10;0;12;6461;20;10;0;12
K209081001;2013-01-27 03:30:00;592;20;10;0;12;6029;20;10;0;12
K209081001;2013-01-27 05:30:00;582;20;10;0;12;5768;20;10;0;12
K209081001;2013-01-27 09:55:00;569;20;10;0;12;5438;20;10;0;12
K209081001;2013-01-27 12:45:00;573;20;10;0;12;5539;20;10;0;12
K209081001;2013-01-27 14:50:00;589;20;10;0;12;5950;20;10;0;12
K209081001;2013-01-27 20:10:00;588;20;10;0;12;5924;20;10;0;12
K209081001;2013-01-27 23:10:00;590;20;10;0;12;5977;20;10;0;12
K209081001;2013-01-28 00:35:00;596;20;10;0;12;6136;20;10;0;12
K209081001;2013-01-28 03:45:00;615;20;10;0;12;6655;20;10;0;12
K209081001;2013-01-28 04:55:00;626;20;10;0;12;6967;20;10;0;12
K209081001;2013-01-28 07:45:00;659;20;10;0;12;7949;20;10;0;12
K209081001;2013-01-28 09:05:00;679;20;10;0;12;8581;20;10;0;12
K209081001;2013-01-28 10:15:00;691;20;10;0;12;8973;20;10;0;12
K209081001;2013-01-28 11:22:00;697;20;10;0;12;9172;20;10;0;12
K209081001;2013-01-28 13:05:00;685;20;10;0;12;8775;20;10;0;12
K209081001;2013-01-28 14:20:00;669;20;10;0;12;8262;20;10;0;12
K209081001;2013-01-28 15:52:00;624;20;10;0;12;6909;20;10;0;12
K209081001;2013-01-28 16:52:00;601;20;10;0;12;6270;20;10;0;12
K209081001;2013-01-28 19:33:00;580;20;10;0;12;5717;20;10;0;12
K209081001;2013-01-28 20:15:00;591;20;10;0;12;6003;20;10;0;12
K209081001;2013-01-28 22:40:00;626;20;10;0;12;6967;20;10;0;12
K209081001;2013-01-28 22:55:00;633;20;10;0;12;7169;20;10;0;12
K209081001;2013-01-28 23:35:00;639;20;10;0;12;7345;20;10;0;12
K209081001;2013-01-29 02:20:00;636;20;10;0;12;7257;20;10;0;12
K209081001;2013-01-29 06:00:00;623;20;10;0;12;6881;20;10;0;12
K209081001;2013-01-29 16:40:00;611;20;10;0;12;6544;20;10;0;12
K209081001;2013-01-30 09:10:00;617;20;10;0;12;6711;20;10;0;12
K209081001;2013-01-30 09:51:00;615;20;10;0;12;6655;20;10;0;12
K209081001;2013-01-30 12:50:00;618;20;10;0;12;6739;20;10;0;12
K209081001;2013-01-30 14:20:00;622;20;10;0;12;6852;20;10;0;12
K209081001;2013-01-30 15:30:00;681;20;10;0;12;8645;20;10;0;12
K209081001;2013-01-30 15:55:00;686;20;10;0;12;8808;20;10;0;12
K209081001;2013-01-30 22:10:00;696;20;10;0;12;9139;20;10;0;12
K209081001;2013-01-31 02:10:00;709;20;10;0;12;9579;20;10;0;12
K209081001;2013-01-31 05:05:00;710;20;10;0;12;9613;20;10;0;12
K209081001;2013-01-31 12:45:00;709;20;10;0;12;9579;20;10;0;12
K209081001;2013-01-31 13:55:00;702;20;10;0;12;9340;20;10;0;12
K209081001;2013-01-31 15:30:00;658;20;10;0;12;7919;20;10;0;12
K209081001;2013-01-31 16:50:00;636;20;10;0;12;7257;20;10;0;12
K209081001;2013-01-31 17:35:00;631;20;10;0;12;7111;20;10;0;12
K209081001;2013-01-31 20:50:00;625;20;10;0;12;6938;20;10;0;12
K209081001;2013-01-31 23:59:00;632;20;10;0;12;7140;20;10;0;12
K209081001;2013-02-01 06:22:00;646;20;10;0;12;7554;20;10;0;12
K209081001;2013-02-01 10:08:00;644;20;10;0;12;7494;20;10;0;12
K209081001;2013-02-01 16:05:00;630;20;10;0;12;7082;20;10;0;12
K209081001;2013-02-01 18:45:00;627;20;10;0;12;6995;20;10;0;12
K209081001;2013-02-01 21:50:00;631;20;10;0;12;7111;20;10;0;12
K209081001;2013-02-02 00:20:00;640;20;10;0;12;7375;20;10;0;12
K209081001;2013-02-02 02:05:00;637;20;10;0;12;7286;20;10;0;12
K209081001;2013-02-02 02:20:00;633;20;10;0;12;7169;20;10;0;12
K209081001;2013-02-02 03:00:00;631;20;10;0;12;7111;20;10;0;12
K209081001;2013-02-02 04:50:00;640;20;10;0;12;7375;20;10;0;12
K209081001;2013-02-02 06:50:00;637;20;10;0;12;7286;20;10;0;12
K209081001;2013-02-02 09:00:00;644;20;10;0;12;7494;20;10;0;12
K209081001;2013-02-02 10:30:00;645;20;10;0;12;7524;20;10;0;12
K209081001;2013-02-02 12:50:00;641;20;10;0;12;7404;20;10;0;12
K209081001;2013-02-02 13:50:00;633;20;10;0;12;7169;20;10;0;12
K209081001;2013-02-02 14:20:00;624;20;10;0;12;6909;20;10;0;12
K209081001;2013-02-02 15:10:00;617;20;10;0;12;6711;20;10;0;12
K209081001;2013-02-02 17:10:00;605;20;10;0;12;6379;20;10;0;12
K209081001;2013-02-02 18:30:00;604;20;10;0;12;6352;20;10;0;12
K209081001;2013-02-02 19:15:00;607;20;10;0;12;6434;20;10;0;12
K209081001;2013-02-02 21:15:00;603;20;10;0;12;6324;20;10;0;12
K209081001;2013-02-02 22:35:00;614;20;10;0;12;6627;20;10;0;12
K209081001;2013-02-02 22:55:00;626;20;10;0;12;6967;20;10;0;12
K209081001;2013-02-02 23:25:00;633;20;10;0;12;7169;20;10;0;12
K209081001;2013-02-03 02:15:00;621;20;10;0;12;6824;20;10;0;12
K209081001;2013-02-03 03:40:00;620;20;10;0;12;6796;20;10;0;12
K209081001;2013-02-03 05:25:00;614;20;10;0;12;6627;20;10;0;12
K209081001;2013-02-03 06:35:00;622;20;10;0;12;6852;20;10;0;12
K209081001;2013-02-03 07:30:00;624;20;10;0;12;6909;20;10;0;12
K209081001;2013-02-03 13:00:00;611;20;10;0;12;6544;20;10;0;12
K209081001;2013-02-03 14:45:00;618;20;10;0;12;6739;20;10;0;12
K209081001;2013-02-04 00:00:00;629;20;10;0;12;7053;20;10;0;12
K209081001;2013-02-04 01:30:00;631;20;10;0;12;7111;20;10;0;12
K209081001;2013-02-04 06:25:00;627;20;10;0;12;6995;20;10;0;12
K209081001;2013-02-04 15:25:00;632;20;10;0;12;7140;20;10;0;12
K209081001;2013-02-04 16:35:00;630;20;10;0;12;7082;20;10;0;12
K209081001;2013-02-04 19:30:00;632;20;10;0;12;7140;20;10;0;12
K209081001;2013-02-05 01:20:00;647;20;10;0;12;7584;20;10;0;12
K209081001;2013-02-05 02:55:00;648;20;10;0;12;7614;20;10;0;12
K209081001;2013-02-05 08:55:00;648;20;10;0;12;7614;20;10;0;12
K209081001;2013-02-05 12:36:00;650;20;10;0;12;7674;20;10;0;12
K209081001;2013-02-05 14:01:00;659;20;10;0;12;7949;20;10;0;12
K209081001;2013-02-05 15:09:00;683;20;10;0;12;8710;20;10;0;12
K209081001;2013-02-05 16:00:00;693;20;10;0;12;9039;20;10;0;12
K209081001;2013-02-05 16:40:00;695;20;10;0;12;9105;20;10;0;12
K209081001;2013-02-05 19:55:00;697;20;10;0;12;9172;20;10;0;12
K209081001;2013-02-06 01:15:00;706;20;10;0;12;9476;20;10;0;12
K209081001;2013-02-06 05:15:00;706;20;10;0;12;9476;20;10;0;12
K209081001;2013-02-06 12:48:00;696;20;10;0;12;9139;20;10;0;12
K209081001;2013-02-06 16:25:00;693;20;10;0;12;9039;20;10;0;12
K209081001;2013-02-06 17:19:00;690;20;10;0;12;8940;20;10;0;12
K209081001;2013-02-06 20:50:00;700;20;10;0;12;9273;20;10;0;12
K209081001;2013-02-07 00:20:00;693;20;10;0;12;9039;20;10;0;12
K209081001;2013-02-07 01:20:00;696;20;10;0;12;9139;20;10;0;12
K209081001;2013-02-07 03:50:00;695;20;10;0;12;9105;20;10;0;12
K209081001;2013-02-07 05:15:00;693;20;10;0;12;9039;20;10;0;12
K209081001;2013-02-07 06:20:00;688;20;10;0;12;8874;20;10;0;12
K209081001;2013-02-07 09:06:00;691;20;10;0;12;8973;20;10;0;12
K209081001;2013-02-07 11:30:00;685;20;10;0;12;8775;20;10;0;12
K209081001;2013-02-07 13:34:00;687;20;10;0;12;8841;20;10;0;12
K209081001;2013-02-07 14:30:00;690;20;10;0;12;8940;20;10;0;12
K209081001;2013-02-07 20:20:00;694;20;10;0;12;9072;20;10;0;12
K209081001;2013-02-07 21:40:00;701;20;10;0;12;9307;20;10;0;12
K209081001;2013-02-07 22:20:00;710;20;10;0;12;9613;20;10;0;12
K209081001;2013-02-07 23:45:00;716;20;10;0;12;9821;20;10;0;12
K209081001;2013-02-08 14:25:00;701;20;10;0;12;9307;20;10;0;12
K209081001;2013-02-08 16:55:00;706;20;10;0;12;9476;20;10;0;12
K209081001;2013-02-08 23:15:00;706;20;10;0;12;9476;20;10;0;12
K209081001;2013-02-09 05:20:00;701;20;10;0;12;9307;20;10;0;12
K209081001;2013-02-09 06:35:00;697;20;10;0;12;9172;20;10;0;12
K209081001;2013-02-09 14:50:00;695;20;10;0;12;9105;20;10;0;12
K209081001;2013-02-09 16:00:00;684;20;10;0;12;8743;20;10;0;12
K209081001;2013-02-09 20:25:00;674;20;10;0;12;8420;20;10;0;12
K209081001;2013-02-10 02:20:00;670;20;10;0;12;8293;20;10;0;12
K209081001;2013-02-10 08:10:00;668;20;10;0;12;8230;20;10;0;12
K209081001;2013-02-10 16:45:00;668;20;10;0;12;8230;20;10;0;12
K209081001;2013-02-11 01:15:00;666;20;10;0;12;8167;20;10;0;12
K209081001;2013-02-11 02:05:00;671;20;10;0;12;8325;20;10;0;12
K209081001;2013-02-11 03:10:00;681;20;10;0;12;8645;20;10;0;12
K209081001;2013-02-11 05:30:00;691;20;10;0;12;8973;20;10;0;12
K209081001;2013-02-11 11:40:00;696;20;10;0;12;9139;20;10;0;12
K209081001;2013-02-11 19:30:00;689;20;10;0;12;8907;20;10;0;12
K209081001;2013-02-12 00:25:00;686;20;10;0;12;8808;20;10;0;12
K209081001;2013-02-12 09:10:00;676;20;10;0;12;8484;20;10;0;12
K209081001;2013-02-12 23:15:00;673;20;10;0;12;8388;20;10;0;12
K209081001;2013-02-13 01:50:00;671;20;10;0;12;8325;20;10;0;12
K209081001;2013-02-13 02:50:00;668;20;10;0;12;8230;20;10;0;12
K209081001;2013-02-13 17:25:00;660;20;10;0;12;7980;20;10;0;12
K209081001;2013-02-14 07:50:00;649;20;10;0;12;7644;20;10;0;12
K209081001;2013-02-14 11:30:00;643;20;10;0;12;7464;20;10;0;12
K209081001;2013-02-14 13:40:00;631;20;10;0;12;7111;20;10;0;12
K209081001;2013-02-14 15:20:00;627;20;10;0;12;6995;20;10;0;12
K209081001;2013-02-14 16:55:00;631;20;10;0;12;7111;20;10;0;12
K209081001;2013-02-14 18:30:00;640;20;10;0;12;7375;20;10;0;12
K209081001;2013-02-14 19:50:00;650;20;10;0;12;7674;20;10;0;12
K209081001;2013-02-14 22:15:00;671;20;10;0;12;8325;20;10;0;12
K209081001;2013-02-14 23:45:00;675;20;10;0;12;8452;20;10;0;12
K209081001;2013-02-15 05:05:00;665;20;10;0;12;8136;20;10;0;12
K209081001;2013-02-15 08:50:00;664;20;10;0;12;8105;20;10;0;12
K209081001;2013-02-15 15:30:00;672;20;10;0;12;8357;20;10;0;12
K209081001;2013-02-15 19:45:00;668;20;10;0;12;8230;20;10;0;12
K209081001;2013-02-16 06:35:00;653;20;10;0;12;7765;20;10;0;12
K209081001;2013-02-16 08:55:00;651;20;10;0;12;7704;20;10;0;12
K209081001;2013-02-16 21:45:00;648;20;10;0;12;7614;20;10;0;12
K209081001;2013-02-17 13:00:00;648;20;10;0;12;7614;20;10;0;12
K209081001;2013-02-17 14:45:00;647;20;10;0;12;7584;20;10;0;12
K209081001;2013-02-17 17:50:00;639;20;10;0;12;7345;20;10;0;12
K209081001;2013-02-17 19:30:00;637;20;10;0;12;7286;20;10;0;12
K209081001;2013-02-17 21:25:00;639;20;10;0;12;7345;20;10;0;12
K209081001;2013-02-17 23:20:00;646;20;10;0;12;7554;20;10;0;12
K209081001;2013-02-18 00:00:00;648;20;10;0;12;7614;20;10;0;12
K209081001;2013-02-18 02:10:00;650;20;10;0;12;7674;20;10;0;12
K209081001;2013-02-18 06:50:00;646;20;10;0;12;7554;20;10;0;12
